Date,Close,High,Low,Open,Volume,"('Close', 'AUR')","('High', 'AUR')","('Low', 'AUR')","('Open', 'AUR')","('Volume', 'AUR')"
2024-06-03,2.2699999809265137,2.4200000762939453,2.255000114440918,2.400000095367432,7487500.0,,,,,
2024-06-04,2.119999885559082,2.259999990463257,2.0999999046325684,2.259999990463257,8883400.0,,,,,
2024-06-05,2.3399999141693115,2.359999895095825,2.119999885559082,2.150000095367432,11043900.0,,,,,
2024-06-06,2.3299999237060547,2.450000047683716,2.299999952316284,2.359999895095825,6329600.0,,,,,
2024-06-07,2.2799999713897705,2.3499999046325684,2.2300000190734863,2.2699999809265137,19020100.0,,,,,
2024-06-10,2.3499999046325684,2.380000114440918,2.240000009536743,2.259999990463257,4649600.0,,,,,
2024-06-11,2.400000095367432,2.4100000858306885,2.2699999809265137,2.309999942779541,6965600.0,,,,,
2024-06-12,2.5299999713897705,2.5999999046325684,2.414999961853028,2.4200000762939453,12861200.0,,,,,
2024-06-13,2.5,2.6600000858306885,2.484999895095825,2.539999961853028,7904300.0,,,,,
2024-06-14,2.5199999809265137,2.555000066757202,2.4549999237060547,2.470000028610229,7003600.0,,,,,
2024-06-17,2.4600000381469727,2.569999933242798,2.380000114440918,2.509999990463257,6439000.0,,,,,
2024-06-18,2.3399999141693115,2.444999933242798,2.2950000762939453,2.440000057220459,5993700.0,,,,,
2024-06-20,2.2100000381469727,2.359999895095825,2.1700000762939453,2.3399999141693115,10818200.0,,,,,
2024-06-21,2.3299999237060547,2.359999895095825,2.1700000762939453,2.2100000381469727,18685000.0,,,,,
2024-06-24,2.4200000762939453,2.490000009536743,2.3299999237060547,2.3299999237060547,5728600.0,,,,,
2024-06-25,2.470000028610229,2.539999961853028,2.4100000858306885,2.4200000762939453,7421900.0,,,,,
2024-06-26,2.640000104904175,2.650000095367432,2.430000066757202,2.4600000381469727,7809200.0,,,,,
2024-06-27,2.7300000190734863,2.869999885559082,2.640000104904175,2.650000095367432,10355000.0,,,,,
2024-06-28,2.7699999809265137,2.8299999237060547,2.6700000762939453,2.75,79975600.0,,,,,
2024-07-01,2.809999942779541,2.8299999237060547,2.690000057220459,2.759999990463257,7383300.0,,,,,
2024-07-02,2.869999885559082,2.880000114440918,2.799999952316284,2.799999952316284,4334400.0,,,,,
2024-07-03,2.9100000858306885,2.9600000381469727,2.8550000190734863,2.900000095367432,2468100.0,,,,,
2024-07-05,2.930000066757202,2.940000057220459,2.7699999809265137,2.890000104904175,4412900.0,,,,,
2024-07-08,2.9800000190734863,2.990000009536743,2.869999885559082,2.950000047683716,6438000.0,,,,,
