Date,Close,High,Low,Open,Volume,"('Close', 'DNA')","('High', 'DNA')","('Low', 'DNA')","('Open', 'DNA')","('Volume', 'DNA')"
2024-06-03,21.68000030517578,23.239999771118164,20.84000015258789,21.399999618530277,1242295.0,,,,,
2024-06-04,21.15999984741211,22.0,20.8799991607666,21.84000015258789,928580.0,,,,,
2024-06-05,20.84000015258789,21.200000762939453,19.68000030517578,21.0,1109470.0,,,,,
2024-06-06,22.0,22.040000915527344,20.07999992370605,20.8799991607666,636313.0,,,,,
2024-06-07,20.559999465942383,21.399999618530277,20.31999969482422,21.280000686645508,562203.0,,,,,
2024-06-10,20.440000534057617,20.920000076293945,19.920000076293945,20.799999237060547,547975.0,,,,,
2024-06-11,20.63999938964844,20.920000076293945,19.68000030517578,20.200000762939453,662138.0,,,,,
2024-06-12,20.31999969482422,22.600000381469727,20.0,21.520000457763672,990280.0,,,,,
2024-06-13,18.479999542236328,20.799999237060547,18.280000686645508,20.71999931335449,899760.0,,,,,
2024-06-14,18.0,18.799999237060547,16.920000076293945,18.479999542236328,1030925.0,,,,,
2024-06-17,17.15999984741211,18.559999465942383,17.0,18.0,1485060.0,,,,,
2024-06-18,16.84000015258789,17.31999969482422,16.520000457763672,16.799999237060547,713953.0,,,,,
2024-06-20,16.360000610351562,16.959999084472656,16.200000762939453,16.639999389648438,765750.0,,,,,
2024-06-21,16.959999084472656,18.399999618530277,16.040000915527344,16.360000610351562,1686343.0,,,,,
2024-06-24,14.640000343322754,17.479999542236328,14.0,16.399999618530273,3950603.0,,,,,
2024-06-25,12.800000190734863,14.399999618530272,12.039999961853027,14.359999656677246,4024430.0,,,,,
2024-06-26,11.359999656677246,12.15999984741211,11.239999771118164,12.0,3403998.0,,,,,
2024-06-27,12.359999656677246,12.920000076293944,10.5600004196167,10.84000015258789,3147233.0,,,,,
2024-06-28,13.359999656677246,14.399999618530272,12.239999771118164,12.239999771118164,5622640.0,,,,,
2024-07-01,12.920000076293944,14.399999618530272,11.760000228881836,13.600000381469728,1671665.0,,,,,
2024-07-02,13.880000114440918,13.960000038146973,12.5600004196167,12.800000190734863,1726270.0,,,,,
2024-07-03,15.039999961853027,15.399999618530272,13.600000381469728,13.760000228881836,1097355.0,,,,,
2024-07-05,13.359999656677246,15.079999923706056,13.0,14.920000076293944,1208293.0,,,,,
2024-07-08,13.640000343322754,14.199999809265137,13.039999961853027,13.359999656677246,1078485.0,,,,,
2024-07-09,12.359999656677246,13.760000228881836,12.359999656677246,13.600000381469728,873418.0,,,,,
2024-07-10,13.0,13.4399995803833,12.0,12.479999542236328,1480245.0,,,,,
2024-07-11,12.800000190734863,14.0,12.800000190734863,13.600000381469728,1303398.0,,,,,
2024-07-12,11.520000457763672,13.0,11.520000457763672,12.800000190734863,1531785.0,,,,,
2024-07-15,11.600000381469728,12.079999923706056,11.199999809265137,11.920000076293944,1395585.0,,,,,
2024-07-16,14.0,14.720000267028809,11.600000381469728,11.960000038146973,2626035.0,,,,,
2024-07-17,13.279999732971191,14.760000228881836,12.0,14.399999618530272,1712995.0,,,,,
2024-07-18,12.119999885559082,13.5600004196167,12.0,13.199999809265137,863158.0,,,,,
2024-07-19,11.199999809265137,12.239999771118164,11.199999809265137,12.0,958213.0,,,,,
2024-07-22,11.4399995803833,11.880000114440918,11.0,11.720000267028809,710175.0,,,,,
2024-07-23,12.039999961853027,12.279999732971191,11.199999809265137,11.359999656677246,706328.0,,,,,
2024-07-24,12.119999885559082,13.399999618530272,11.760000228881836,11.880000114440918,904505.0,,,,,
2024-07-25,13.479999542236328,13.800000190734863,11.600000381469728,11.640000343322754,1241233.0,,,,,
2024-07-26,14.800000190734863,15.15999984741211,13.279999732971191,13.359999656677246,1099023.0,,,,,
2024-07-29,14.5600004196167,15.5600004196167,14.15999984741211,15.199999809265137,841003.0,,,,,
2024-07-30,14.600000381469728,15.0,13.720000267028809,14.800000190734863,439285.0,,,,,
2024-07-31,15.199999809265137,15.920000076293944,14.4399995803833,14.600000381469728,815645.0,,,,,
2024-08-01,14.800000190734863,16.399999618530273,14.079999923706056,15.15999984741211,1295295.0,,,,,
2024-08-02,12.600000381469728,13.68000030517578,11.15999984741211,13.600000381469728,2451103.0,,,,,
2024-08-05,12.15999984741211,12.479999542236328,10.239999771118164,10.800000190734863,1379483.0,,,,,
2024-08-06,11.520000457763672,12.600000381469728,11.239999771118164,12.0,1019103.0,,,,,
2024-08-07,10.960000038146973,12.199999809265137,10.960000038146973,11.600000381469728,1224555.0,,,,,
2024-08-08,11.4399995803833,12.399999618530272,11.359999656677246,11.920000076293944,771123.0,,,,,
2024-08-09,10.800000190734863,13.039999961853027,10.640000343322754,12.399999618530272,1179268.0,,,,,
2024-08-12,10.479999542236328,11.399999618530272,10.0,10.68000030517578,598963.0,,,,,
2024-08-13,11.239999771118164,11.399999618530272,10.399999618530272,10.4399995803833,670088.0,,,,,
2024-08-14,9.68000030517578,11.199999809265137,8.880000114440918,11.15999984741211,1480835.0,,,,,
2024-08-15,10.199999809265137,10.279999732971191,9.31999969482422,9.399999618530272,1271153.0,,,,,
2024-08-16,8.880000114440918,9.960000038146973,8.399999618530273,9.920000076293944,1851498.0,,,,,
2024-08-19,9.359999656677246,9.399999618530272,8.4399995803833,9.239999771118164,1312383.0,,,,,
2024-08-20,7.710000038146973,9.31999969482422,7.289999961853027,9.31999969482422,3828900.0,,,,,
2024-08-21,9.3100004196167,9.329999923706056,7.505000114440918,7.699999809265137,3441800.0,,,,,
2024-08-22,8.300000190734863,9.199999809265137,8.079999923706055,9.149999618530272,2724900.0,,,,,
2024-08-23,8.149999618530273,8.779999732971191,8.045000076293945,8.401000022888184,1379000.0,,,,,
2024-08-26,7.880000114440918,8.1899995803833,7.78000020980835,8.1899995803833,1793500.0,,,,,
2024-08-27,7.53000020980835,7.960000038146973,7.260000228881836,7.769999980926514,2732000.0,,,,,
2024-08-28,7.079999923706055,7.650000095367432,7.050000190734863,7.449999809265137,1511400.0,,,,,
2024-08-29,7.090000152587891,7.5,7.03000020980835,7.190000057220459,760300.0,,,,,
2024-08-30,6.690000057220459,7.260000228881836,6.639999866485596,7.239999771118164,1451800.0,,,,,
2024-09-03,6.099999904632568,6.682000160217285,6.010000228881836,6.570000171661377,1921400.0,,,,,
2024-09-04,6.239999771118164,6.527999877929688,6.0,6.0,1572600.0,,,,,
2024-09-05,6.139999866485596,6.448999881744385,6.079999923706055,6.239999771118164,1119800.0,,,,,
2024-09-06,5.650000095367432,6.150000095367432,5.639999866485596,6.059999942779541,1958300.0,,,,,
2024-09-09,5.360000133514404,5.71999979019165,5.289999961853027,5.690000057220459,2104600.0,,,,,
2024-09-10,5.880000114440918,5.920000076293945,5.260000228881836,5.420000076293945,1715500.0,,,,,
2024-09-11,6.239999771118164,6.239999771118164,5.760000228881836,5.849999904632568,1396000.0,,,,,
2024-09-12,6.269999980926514,6.324999809265137,6.019999980926514,6.320000171661377,1100400.0,,,,,
2024-09-13,6.320000171661377,6.519999980926514,6.209000110626221,6.300000190734863,2128600.0,,,,,
2024-09-16,6.230000019073486,6.690000057220459,6.034999847412109,6.309999942779541,1858100.0,,,,,
2024-09-17,6.809999942779541,7.53000020980835,6.275000095367432,6.369999885559082,3314100.0,,,,,
2024-09-18,7.409999847412109,7.800000190734863,6.809999942779541,6.949999809265137,2835300.0,,,,,
2024-09-19,8.3100004196167,8.708999633789062,7.630000114440918,7.78000020980835,3107900.0,,,,,
2024-09-20,8.010000228881836,8.489999771118164,7.735000133514404,8.3100004196167,3569500.0,,,,,
2024-09-23,7.829999923706055,7.989999771118164,7.369999885559082,7.929999828338623,1698000.0,,,,,
2024-09-24,8.069999694824219,8.399999618530273,7.900000095367432,7.949999809265137,1541400.0,,,,,
2024-09-25,7.760000228881836,8.420000076293945,7.739999771118164,8.020000457763672,1206300.0,,,,,
2024-09-26,7.699999809265137,8.164999961853027,7.420000076293945,7.96999979019165,1191100.0,,,,,
2024-09-27,8.09000015258789,8.199999809265137,7.730000019073486,7.860000133514404,724800.0,,,,,
2024-09-30,8.149999618530273,8.399999618530273,7.909999847412109,8.010000228881836,835600.0,,,,,
2024-10-01,7.599999904632568,8.170000076293945,7.420000076293945,8.149999618530273,1064600.0,,,,,
2024-10-02,7.710000038146973,7.71999979019165,7.360000133514404,7.539999961853027,628900.0,,,,,
2024-10-03,8.119999885559082,8.149999618530273,7.519999980926514,7.610000133514404,671900.0,,,,,
2024-10-04,8.329999923706055,8.609999656677246,8.119999885559082,8.279999732971191,1134400.0,,,,,
2024-10-07,8.359999656677246,8.479999542236328,8.020000457763672,8.359999656677246,652200.0,,,,,
2024-10-08,8.34000015258789,8.600000381469727,8.119999885559082,8.229999542236328,531900.0,,,,,
2024-10-09,7.909999847412109,8.5,7.815000057220459,8.270000457763672,635600.0,,,,,
2024-10-10,7.179999828338623,7.815000057220459,7.059999942779541,7.809999942779541,1417200.0,,,,,
2024-10-11,7.329999923706055,7.449999809265137,7.020999908447266,7.079999923706055,891200.0,,,,,
2024-10-14,7.28000020980835,7.579999923706055,7.159999847412109,7.309999942779541,599700.0,,,,,
2024-10-15,7.789999961853027,7.949999809265137,7.139999866485596,7.239999771118164,848500.0,,,,,
2024-10-16,8.270000457763672,8.279999732971191,7.620999813079834,7.940000057220459,882700.0,,,,,
2024-10-17,8.380000114440918,8.489999771118164,8.029999732971191,8.300000190734863,713500.0,,,,,
2024-10-18,8.880000114440918,8.960000038146973,8.380000114440918,8.479999542236328,1036800.0,,,,,
2024-10-21,8.920000076293945,9.140000343322754,8.630000114440918,8.869999885559082,696900.0,,,,,
2024-10-22,9.380000114440918,9.510000228881836,8.680000305175781,8.850000381469727,965600.0,,,,,
2024-10-23,9.050000190734863,9.75,8.819999694824219,9.270000457763672,1175200.0,,,,,
2024-10-24,7.940000057220459,9.279999732971191,7.829999923706055,9.25,1639200.0,,,,,
2024-10-25,8.15999984741211,8.319999694824219,7.75,7.989999771118164,891800.0,,,,,
2024-10-28,8.270000457763672,8.699999809265137,8.109999656677246,8.300000190734863,577200.0,,,,,
2024-10-29,8.010000228881836,8.25,7.940000057220459,8.170000076293945,519500.0,,,,,
2024-10-30,7.840000152587891,8.390000343322754,7.840000152587891,7.960000038146973,506000.0,,,,,
2024-10-31,7.619999885559082,7.820000171661377,7.5,7.78000020980835,629700.0,,,,,
2024-11-01,7.75,7.980000019073486,7.65500020980835,7.739999771118164,434400.0,,,,,
2024-11-04,7.630000114440918,7.889999866485596,7.429999828338623,7.71999979019165,687900.0,,,,,
2024-11-05,7.989999771118164,8.029999732971191,7.53000020980835,7.53000020980835,923600.0,,,,,
2024-11-06,8.3100004196167,8.600000381469727,7.880000114440918,8.199999809265137,841900.0,,,,,
2024-11-07,8.380000114440918,8.510000228881836,8.140000343322754,8.390000343322754,594800.0,,,,,
2024-11-08,8.489999771118164,8.5600004196167,8.130000114440918,8.300000190734863,558100.0,,,,,
2024-11-11,8.760000228881836,8.989999771118164,8.414999961853027,8.670000076293945,1193500.0,,,,,
2024-11-12,8.390000343322754,8.779999732971191,8.300000190734863,8.520000457763672,1485800.0,,,,,
2024-11-13,8.600000381469727,10.06999969482422,8.279999732971191,9.09000015258789,3459100.0,,,,,
2024-11-14,7.309999942779541,9.039999961853027,7.159999847412109,8.869999885559082,2464000.0,,,,,
