Date,Close,High,Low,Open,Volume,"('Close', 'NEA')","('High', 'NEA')","('Low', 'NEA')","('Open', 'NEA')","('Volume', 'NEA')"
2024-06-03,9.777107238769531,9.821956527199102,9.759168036655115,9.812986498427383,644300.0,,,,,
2024-06-04,9.893715858459473,9.938565150569678,9.866806625364989,9.920625946983051,1132600.0,,,,,
2024-06-05,9.938562393188477,10.010320898484297,9.893713113521375,9.893713113521375,1458800.0,,,,,
2024-06-06,10.010324478149414,10.037233713400802,9.938565947192936,9.983415242898026,844500.0,,,,,
2024-06-07,10.010324478149414,10.010324478149414,9.929595916966084,9.929595916966084,690300.0,,,,,
2024-06-10,10.055171966552734,10.055171966552734,9.99238347710862,10.01032267890879,683300.0,,,,,
2024-06-11,10.091053009033203,10.117962244203792,10.04620371346278,10.082082978833286,743200.0,,,,,
2024-06-12,10.135902404785156,10.24354020196055,10.135902404785156,10.153841609933137,757600.0,,,,,
2024-06-13,10.234569549560549,10.234569549560549,10.15384099272882,10.189720256273018,811500.0,,,,,
2024-06-14,10.291440963745115,10.30949653718462,10.246303752020609,10.264358464522989,1140600.0,,,,,
2024-06-17,10.255332946777344,10.309498818142837,10.255332946777344,10.255332946777344,1014100.0,,,,,
2024-06-18,10.30949878692627,10.34560908074815,10.30047099823647,10.30047099823647,839500.0,,,,,
2024-06-20,10.282414436340332,10.300469149542216,10.237276361929885,10.300469149542216,839100.0,,,,,
2024-06-21,10.264359474182127,10.30046976367602,10.219221397080462,10.28241504939768,693100.0,,,,,
2024-06-24,10.282414436340332,10.309496936611737,10.264358862201288,10.264358862201288,521400.0,,,,,
2024-06-25,10.300471305847168,10.309499094806572,10.264361010946898,10.264361010946898,1149100.0,,,,,
2024-06-26,10.30949878692627,10.318526575616067,10.273388493104388,10.30047099823647,743100.0,,,,,
2024-06-27,10.318527221679688,10.354637517762509,10.30949943242464,10.327554149997365,1109800.0,,,,,
2024-06-28,10.345608711242676,10.408801507939636,10.336580922875315,10.372691215407476,1678300.0,,,,,
2024-07-01,10.318527221679688,10.354637517762509,10.282416925596868,10.327554149997365,841000.0,,,,,
