Date,Close,High,Low,Open,Volume,"('Close', 'COLD')","('High', 'COLD')","('Low', 'COLD')","('Open', 'COLD')","('Volume', 'COLD')"
2024-06-03,25.159744262695312,25.36490269650871,24.870659480745164,25.03851573435036,3113200.0,,,,,
2024-06-04,25.532758712768555,25.798532316131148,25.066492104014326,25.141094690268364,3339500.0,,,,,
2024-06-05,25.560733795166016,25.77521599526964,25.383551996588054,25.4674801233531,1671700.0,,,,,
2024-06-06,25.131771087646484,25.5420844253936,25.01054077252477,25.43018143461383,1768600.0,,,,,
2024-06-07,24.805381774902344,24.87998435464043,24.460343731947564,24.82403286450332,1983200.0,,,,,
2024-06-10,24.99188995361328,25.43018171183218,24.78673328250328,24.79605882828092,3249500.0,,,,,
2024-06-11,24.469669342041016,25.033851463982334,24.441692707564908,24.98256363544151,3234700.0,,,,,
2024-06-12,23.854196548461918,25.01986291963121,23.518484064392123,25.01986291963121,4848600.0,,,,,
2024-06-13,23.928800582885746,24.161933871322795,23.331979933659955,23.97542652910682,3383900.0,,,,,
2024-06-14,23.77027130126953,24.040706785836,23.504499478804384,23.863524977970588,1124200.0,,,,,
2024-06-17,23.938127517700195,24.180586365191683,23.61267256015737,23.695668670208708,1292100.0,,,,,
2024-06-18,23.91947555541992,24.152608848900947,23.8775114914467,24.05003140926209,1905000.0,,,,,
2024-06-20,23.658367156982425,23.994077886581994,23.621064976657,23.844872722612,1650600.0,,,,,
2024-06-21,23.63971900939941,23.94745492072653,23.5418034418558,23.677019415701995,2525800.0,,,,,
2024-06-24,23.928800582885746,24.07800574519219,23.518485497210097,23.59308807836332,1464900.0,,,,,
2024-06-25,23.89150047302246,24.02205454696638,23.798246800777157,23.87284938284023,1639000.0,,,,,
2024-06-26,23.83555030822754,23.99874470058738,23.41591139644385,23.984755491795,2092700.0,,,,,
2024-06-27,23.38792991638184,23.89149864068625,23.052217433512222,23.816896064344757,2266500.0,,,,,
2024-06-28,24.027666091918945,24.06999972306257,23.3597073548446,23.44437820594425,2590100.0,,,,,
2024-07-01,24.131153106689453,24.554507394023407,23.92418089644082,24.225232036586597,1736000.0,,,,,
2024-07-02,24.319313049316406,24.51687720405512,24.08411660163328,24.262866404306276,1967700.0,,,,,
2024-07-03,24.733259201049805,24.79911391903345,24.25345823436064,24.356943450732157,950400.0,,,,,
2024-07-05,24.40398406982422,24.714443310971586,24.26286655919478,24.610956299120296,884900.0,,,,,
2024-07-08,24.451021194458008,24.526283981965435,24.281679473964694,24.441613121718778,1085000.0,,,,,
2024-07-09,24.629770278930664,24.77088777714541,24.14056127700693,24.43220434590493,1469100.0,,,,,
2024-07-10,25.175426483154297,25.297727839161723,24.714441688347243,24.855559189711624,2185600.0,,,,,
2024-07-11,25.551740646362305,25.899832160947824,25.37299085268831,25.52351642807492,2859700.0,,,,,
2024-07-12,25.65522575378418,26.097394374459803,25.58937104372677,25.702264319709105,1412100.0,,,,,
2024-07-15,25.815160751342773,25.85279124718573,25.485885389286643,25.63641096147121,1549400.0,,,,,
2024-07-16,26.436079025268555,26.73713016781635,25.786936377645908,25.928053876414392,3046500.0,,,,,
2024-07-17,26.73712921142578,27.03818034320493,26.332591080195183,26.332591080195183,2742100.0,,,,,
2024-07-18,26.77476119995117,27.470944224051177,26.56778898390379,26.643051771048874,2924900.0,,,,,
2024-07-19,26.81239128112793,26.962916843013343,26.45489352025164,26.75594464402246,1576500.0,,,,,
2024-07-22,27.038179397583008,27.047587469422854,26.464299576195696,26.82179912848512,1923800.0,,,,,
2024-07-23,27.659099578857425,27.779520394054188,26.88765558198469,27.02877307992862,4341300.0,,,,,
2024-07-24,27.35804748535156,27.743769470355534,27.174594564972388,27.69673090414775,4418700.0,,,,,
2024-07-25,27.14166641235352,27.988373140062397,27.113442196814272,27.376862825295216,3514400.0,,,,,
2024-07-26,27.72495460510254,27.83314474789645,27.11344424416,27.245153671142784,2697900.0,,,,,
2024-07-29,27.72495460510254,28.02600754370176,27.414495388352854,27.77199496788665,2640400.0,,,,,
2024-07-30,28.157718658447266,28.20946216340809,27.77199663252934,27.866075569330253,1654300.0,,,,,
