Date,Close,High,Low,Open,Volume,"('Close', 'APO')","('High', 'APO')","('Low', 'APO')","('Open', 'APO')","('Volume', 'APO')"
2024-06-03,114.57608032226562,115.20524050720356,112.44282633564876,114.95947457558152,2801500.0,,,,,
2024-06-04,111.95128631591795,115.03810559217844,111.80383276783266,113.70114592172858,2251200.0,,,,,
2024-06-05,114.3106460571289,114.3499695052267,111.88247751340218,112.79672705617824,2033800.0,,,,,
2024-06-06,111.05670166015624,117.27949636019608,110.29973845010304,114.3106399392436,2985400.0,,,,,
2024-06-07,110.45702362060548,112.17738487270616,109.24785212619273,110.90923196399322,2854000.0,,,,,
2024-06-10,116.75846099853516,116.91575477533102,109.75905293508104,110.39804577799907,4711700.0,,,,,
2024-06-11,114.7333526611328,116.50287015362262,113.74045631811464,116.38489982072994,2774000.0,,,,,
2024-06-12,116.37507629394533,117.6628948210166,116.0506709781338,116.83711742578016,2832000.0,,,,,
2024-06-13,114.3106460571289,116.76830531188376,112.64926600085676,116.02117479838766,1711600.0,,,,,
2024-06-14,113.90760040283205,114.33031811901422,111.67604147083028,113.05233223283145,2072300.0,,,,,
2024-06-17,114.32047271728516,114.98895629905124,112.91469139828502,113.99605991285888,1303900.0,,,,,
2024-06-18,115.3330307006836,115.64761077844844,113.7601303118593,114.37945773053303,1518000.0,,,,,
2024-06-20,116.42422485351562,116.56185316034484,114.87098253337996,114.87098253337996,2013500.0,,,,,
2024-06-21,115.78524017333984,116.2079578599199,114.3794587970555,116.09982025403798,3767100.0,,,,,
2024-06-24,116.27677154541016,117.5252666263594,115.22489370171076,115.31337333351836,2865700.0,,,,,
2024-06-25,116.46354675292967,116.9845692647523,114.6055571352098,115.58862074247662,2090400.0,,,,,
2024-06-26,116.06049346923828,116.16863107201084,114.90047804873495,115.95235586646572,1735900.0,,,,,
2024-06-27,116.00151824951172,116.5225408178916,115.07743595831364,115.41168152116056,2319100.0,,,,,
2024-06-28,116.07032775878906,117.27949937861376,115.84421981355398,116.4930454388698,15003100.0,,,,,
2024-07-01,116.7289810180664,117.30899249808031,114.546578415627,117.05339383738702,3010800.0,,,,,
2024-07-02,118.0069580078125,118.14458631478816,115.34285649395449,116.04083076509689,2426400.0,,,,,
2024-07-03,117.77103424072266,118.75409794056114,116.97474754373052,118.36087096058958,1812200.0,,,,,
2024-07-05,116.7289810180664,118.10527169079384,115.57879829521778,117.5645836585928,1596300.0,,,,,
2024-07-08,113.9567413330078,116.99441204021988,113.75029885778848,116.6994899326604,2128400.0,,,,,
2024-07-09,114.70386505126952,115.88353841134064,113.46520277306864,113.77978283576628,1354700.0,,,,,
2024-07-10,117.1910171508789,117.36796890839103,115.0282801147798,115.25438055482392,1259400.0,,,,,
2024-07-11,119.04901123046876,119.17681431014648,117.17136348468937,117.77103293495658,1685300.0,,,,,
2024-07-12,118.49849700927734,120.68089958115416,118.40019214121222,119.43240450616702,1461600.0,,,,,
2024-07-15,120.42530059814452,120.4646240453003,118.57714358290742,119.19647100020428,1905200.0,,,,,
2024-07-16,121.89990234375,121.90973508108648,120.0615704712428,120.91683861517136,2180800.0,,,,,
2024-07-17,119.12765502929688,121.29039208867702,118.1151006560367,120.88733988678206,2135600.0,,,,,
2024-07-18,118.29205322265624,120.52360445369398,118.22323906575676,119.40291246979936,1630400.0,,,,,
2024-07-19,118.46900177001952,119.8846083164387,117.80051819247868,119.05883845604257,1746600.0,,,,,
2024-07-22,121.89005279541016,122.19480760936104,119.0195089039077,119.16696994289298,1936900.0,,,,,
2024-07-23,122.72566223144533,123.18770334609144,121.18225260390123,121.66395919161084,2088200.0,,,,,
2024-07-24,119.65851593017578,122.94194512008806,119.24563097219536,121.6541340605954,1887000.0,,,,,
2024-07-25,119.59952545166016,122.22430355745036,117.436780954236,119.99274490557336,2516100.0,,,,,
2024-07-26,120.09105682373048,121.64429166135832,119.03917153785586,121.59514297989166,2097700.0,,,,,
2024-07-29,119.99275970458984,121.25108011273672,119.38326497574565,120.96599822354388,1657700.0,,,,,
2024-07-30,120.56292724609376,122.27345592272476,119.55037287142032,120.80869316228362,2200900.0,,,,,
