Date,Close,High,Low,Open,Volume,"('Close', 'HIO')","('High', 'HIO')","('Low', 'HIO')","('Open', 'HIO')","('Volume', 'HIO')"
2024-06-03,3.272499084472656,3.272499084472656,3.2465954222311324,3.2552299763116403,302700.0,,,,,
2024-06-04,3.272499084472656,3.272499084472656,3.2465954222311324,3.2465954222311324,309400.0,,,,,
2024-06-05,3.272499084472656,3.2897681926336726,3.2552299763116403,3.281133638553164,209800.0,,,,,
2024-06-06,3.2552294731140137,3.281133131351317,3.2552294731140137,3.281133131351317,253500.0,,,,,
2024-06-07,3.272499084472656,3.272499084472656,3.2552299763116403,3.2552299763116403,179600.0,,,,,
2024-06-10,3.272499084472656,3.281133638553164,3.2638645303921483,3.272499084472656,178900.0,,,,,
2024-06-11,3.272499084472656,3.281133638553164,3.2638645303921483,3.281133638553164,206400.0,,,,,
2024-06-12,3.307037353515625,3.315671907733785,3.272499136642983,3.2984027992974645,332400.0,,,,,
2024-06-13,3.289767980575561,3.3156716411473384,3.281133427051636,3.3156716411473384,258600.0,,,,,
2024-06-14,3.307037353515625,3.307037353515625,3.289768245079304,3.307037353515625,310400.0,,,,,
2024-06-17,3.298402070999145,3.31567117562239,3.2724984140642794,3.31567117562239,475200.0,,,,,
2024-06-18,3.298402070999145,3.298402070999145,3.281132966375901,3.298402070999145,343400.0,,,,,
2024-06-20,3.307037353515625,3.307037353515625,3.2811336908611435,3.2811336908611435,285600.0,,,,,
2024-06-21,3.320983648300171,3.338416616967045,3.3122671639667343,3.3122671639667343,329800.0,,,,,
2024-06-24,3.29483413696289,3.3297000736793168,3.2686846844255717,3.3297000736793168,462700.0,,,,,
2024-06-25,3.303550720214844,3.303550720214844,3.2774012668933072,3.2948342357743314,318400.0,,,,,
2024-06-26,3.2861170768737797,3.2948335595252742,3.277400594222284,3.2948335595252742,201900.0,,,,,
2024-06-27,3.29483413696289,3.29483413696289,3.2774011686046776,3.29483413696289,232400.0,,,,,
2024-06-28,3.320983648300171,3.320983648300171,3.29483419529986,3.29483419529986,542500.0,,,,,
2024-07-01,3.347132921218872,3.355849405083347,3.3209834696254474,3.355849405083347,465100.0,,,,,
2024-07-02,3.355849266052246,3.355849266052246,3.32969981554218,3.338416299045535,322500.0,,,,,
2024-07-03,3.3645660877227783,3.3732825721022137,3.3471331189639075,3.3645660877227783,251700.0,,,,,
2024-07-05,3.3732824325561523,3.3732824325561523,3.355849464518449,3.3732824325561523,271100.0,,,,,
2024-07-08,3.3645660877227783,3.3819992642990293,3.3471331189639075,3.3732825721022137,242900.0,,,,,
2024-07-09,3.3732824325561523,3.3907156084112278,3.355849464518449,3.355849464518449,337900.0,,,,,
2024-07-10,3.4081485271453857,3.4081485271453857,3.3732823837569943,3.3732823837569943,307300.0,,,,,
