Date,Close,High,Low,Open,Volume,"('Close', 'GLXY')","('High', 'GLXY')","('Low', 'GLXY')","('Open', 'GLXY')","('Volume', 'GLXY')"
2025-05-16,22.799999237060547,25.26000022888184,22.09000015258789,23.5,6284900.0,,,,,
2025-05-19,23.649999618530277,26.600000381469727,22.5,23.020000457763672,2612400.0,,,,,
2025-05-20,21.90999984741211,23.722000122070312,21.5,23.71999931335449,3349800.0,,,,,
2025-05-21,22.440000534057617,24.01499938964844,21.030000686645508,21.51499938964844,4190800.0,,,,,
2025-05-22,24.459999084472656,25.0,22.21999931335449,23.899999618530277,4666000.0,,,,,
2025-05-23,22.950000762939453,24.239999771118164,22.6200008392334,23.024999618530277,2727800.0,,,,,
2025-05-27,21.739999771118164,23.5,21.670000076293945,23.299999237060547,3351400.0,,,,,
2025-05-28,20.3799991607666,20.85300064086914,18.799999237060547,19.299999237060547,4046600.0,,,,,
2025-05-29,19.600000381469727,20.926000595092773,19.209999084472656,20.809999465942383,3664600.0,,,,,
2025-05-30,18.149999618530277,18.88999938964844,17.989999771118164,18.850000381469727,12164200.0,,,,,
2025-06-02,18.520000457763672,18.770000457763672,18.200000762939453,18.5,5652700.0,,,,,
2025-06-03,19.1299991607666,19.57999992370605,18.280000686645508,18.68000030517578,4675000.0,,,,,
2025-06-04,20.07999992370605,20.149999618530277,18.92099952697754,19.32999992370605,5912000.0,,,,,
2025-06-05,19.06999969482422,20.82999992370605,19.049999237060547,20.725000381469727,6840300.0,,,,,
2025-06-06,19.979999542236328,20.020000457763672,18.950000762939453,19.049999237060547,4289100.0,,,,,
2025-06-09,20.93000030517578,21.1299991607666,19.82999992370605,20.729999542236328,6283000.0,,,,,
2025-06-10,20.0,21.299999237060547,19.75,21.13999938964844,3920500.0,,,,,
2025-06-11,19.32999992370605,20.049999237060547,19.200000762939453,19.8700008392334,3273100.0,,,,,
2025-06-12,19.420000076293945,20.6200008392334,19.07999992370605,19.200000762939453,4757600.0,,,,,
2025-06-13,18.84000015258789,19.268999099731445,18.440000534057617,19.0,3139600.0,,,,,
2025-06-16,19.3700008392334,19.850000381469727,18.899999618530277,19.229999542236328,3025600.0,,,,,
2025-06-17,18.489999771118164,19.327999114990234,18.299999237060547,19.100000381469727,6435600.0,,,,,
2025-06-18,19.040000915527344,19.46999931335449,17.950000762939453,18.61000061035156,7838000.0,,,,,
2025-06-20,18.86000061035156,21.049999237060547,18.809999465942383,20.51000022888184,26245900.0,,,,,
2025-06-23,18.46999931335449,19.040000915527344,17.399999618530273,18.25,8652000.0,,,,,
2025-06-24,19.709999084472656,19.82999992370605,18.690000534057617,19.09000015258789,7775300.0,,,,,
2025-06-25,19.399999618530277,20.11000061035156,19.13999938964844,20.01000022888184,3366600.0,,,,,
2025-06-26,20.479999542236328,21.06999969482422,19.01000022888184,19.51499938964844,6116100.0,,,,,
2025-06-27,19.96999931335449,21.14699935913086,19.63999938964844,21.125,5056300.0,,,,,
2025-06-30,21.899999618530277,22.399999618530277,20.40999984741211,20.5,10562800.0,,,,,
2025-07-01,21.309999465942383,22.149999618530277,20.799999237060547,21.8799991607666,7094300.0,,,,,
2025-07-02,22.21999931335449,22.82999992370605,20.799999237060547,21.51000022888184,7822800.0,,,,,
