Date,Close,High,Low,Open,Volume,"('Close', 'REI')","('High', 'REI')","('Low', 'REI')","('Open', 'REI')","('Volume', 'REI')"
2024-06-03,1.7000000476837158,1.8200000524520876,1.659999966621399,1.7899999618530271,2010800.0,,,,,
2024-06-04,1.6699999570846558,1.6699999570846558,1.590000033378601,1.659999966621399,2162600.0,,,,,
2024-06-05,1.690000057220459,1.7100000381469729,1.6299999952316284,1.6799999475479126,1163800.0,,,,,
2024-06-06,1.690000057220459,1.7000000476837158,1.6399999856948853,1.6699999570846558,1532000.0,,,,,
2024-06-07,1.6299999952316284,1.6799999475479126,1.6200000047683716,1.659999966621399,1344800.0,,,,,
2024-06-10,1.7100000381469729,1.7100000381469729,1.6299999952316284,1.649999976158142,1415200.0,,,,,
2024-06-11,1.690000057220459,1.7100000381469729,1.649999976158142,1.6699999570846558,1348600.0,,,,,
2024-06-12,1.6399999856948853,1.7300000190734863,1.6200000047683716,1.7100000381469729,1705800.0,,,,,
2024-06-13,1.649999976158142,1.6699999570846558,1.5800000429153442,1.6399999856948853,1950200.0,,,,,
2024-06-14,1.6200000047683716,1.6699999570846558,1.6100000143051147,1.6399999856948853,1464500.0,,,,,
2024-06-17,1.6100000143051147,1.659999966621399,1.5800000429153442,1.6200000047683716,1344600.0,,,,,
2024-06-18,1.559999942779541,1.6200000047683716,1.559999942779541,1.600000023841858,1762500.0,,,,,
2024-06-20,1.6100000143051147,1.6299999952316284,1.5700000524520874,1.5700000524520874,2003800.0,,,,,
2024-06-21,1.5399999618530271,1.6200000047683716,1.5399999618530271,1.600000023841858,3053200.0,,,,,
2024-06-24,1.6200000047683716,1.6299999952316284,1.5299999713897705,1.5499999523162842,2334000.0,,,,,
2024-06-25,1.559999942779541,1.6200000047683716,1.5499999523162842,1.6200000047683716,1526500.0,,,,,
2024-06-26,1.600000023841858,1.600000023841858,1.5499999523162842,1.559999942779541,1046400.0,,,,,
2024-06-27,1.6699999570846558,1.6699999570846558,1.6100000143051147,1.6100000143051147,928200.0,,,,,
2024-06-28,1.690000057220459,1.7000000476837158,1.6399999856948853,1.6699999570846558,6695800.0,,,,,
