Date,Close,High,Low,Open,Volume,"('Close', 'M')","('High', 'M')","('Low', 'M')","('Open', 'M')","('Volume', 'M')"
2024-06-03,17.512441635131836,18.313117388590975,17.223826658610037,18.27587582992997,6361500.0,,,,,
2024-06-04,16.972450256347656,17.437959051809358,16.944520865116036,17.41933827380486,5772700.0,,,,,
2024-06-05,17.56830406188965,17.707956356023534,16.832799256595777,17.074864061789636,6292800.0,,,,,
2024-06-06,17.130722045898438,17.52174947608392,17.04693032687476,17.52174947608392,4043900.0,,,,,
2024-06-07,17.158653259277344,17.3914076403836,17.000380209094086,17.12141170592834,3330300.0,,,,,
2024-06-10,17.36347770690918,17.44726943211252,16.91658968967479,16.991071025880522,3382600.0,,,,,
2024-06-11,17.437959671020508,17.55899295657244,17.074863365915096,17.242446822356115,3081500.0,,,,,
2024-06-12,17.931398391723633,17.95932955776065,17.605541891058717,17.87553783542467,3766000.0,,,,,
2024-06-13,17.69864273071289,18.071049372246375,17.6427821784266,17.903465939612573,3906100.0,,,,,
2024-06-14,17.251388549804688,17.61783902809163,17.20440657042222,17.523876861505954,3919400.0,,,,,
2024-06-17,17.307762145996094,17.43930808120693,17.166819816530346,17.260781966900495,3561600.0,,,,,
2024-06-18,17.12923812866211,17.373539058220842,17.11984173227377,17.32655886845851,2826900.0,,,,,
2024-06-20,17.22319793701172,17.36414027913808,17.072859199786386,17.101048385083303,4282000.0,,,,,
2024-06-21,17.195009231567383,17.345347972988147,17.082256071591395,17.31716057908373,6082900.0,,,,,
2024-06-24,17.880929946899414,17.98428670105999,17.166820101291254,17.28896964427338,5896600.0,,,,,
2024-06-25,18.29435920715332,18.3131519945976,17.730589921255795,17.880928636452314,3843600.0,,,,,
2024-06-26,17.918516159057617,18.22859004789043,17.81515759872027,18.22859004789043,3527600.0,,,,,
2024-06-27,17.57085609436035,17.62723266862774,17.34534621293283,17.61783627422001,4332000.0,,,,,
2024-06-28,18.040666580200195,18.040666580200195,17.476895413535352,17.476895413535352,4711400.0,,,,,
2024-07-01,17.148029327392578,17.99368520975966,17.13863293187771,17.899723046790164,5248100.0,,,,,
2024-07-02,16.743993759155273,17.439310917492694,16.697013572418935,17.213802795235633,5539000.0,,,,,
2024-07-03,16.84735107421875,17.31716007554251,16.800369098778905,16.91312404765542,3687700.0,,,,,
2024-07-05,18.45409774780273,19.233980649979063,18.1158364717968,18.19100584337358,17255300.0,,,,,
2024-07-08,17.786968231201172,18.519869091426507,17.758779047277493,18.313153785856624,6178200.0,,,,,
2024-07-09,17.730594635009766,18.144025315623075,17.66481986146829,17.815158616633006,3906700.0,,,,,
2024-07-10,17.683610916137695,18.003081187513164,17.67421452084087,17.815156865934952,3582700.0,,,,,
2024-07-11,18.369531631469727,18.51987037176469,17.852742435728203,17.852742435728203,4390500.0,,,,,
2024-07-12,17.937307357788086,18.42590913686314,17.909118173241,18.397719952316056,3394200.0,,,,,
2024-07-15,15.832562446594238,15.973504777370538,15.099659817506923,15.343960693869365,23510800.0,,,,,
2024-07-16,15.794977188110352,16.020485280341013,15.747997007629424,15.99229788892406,10255000.0,,,,,
2024-07-17,15.794977188110352,15.945315916264128,15.644638459956578,15.654034854488565,7766400.0,,,,,
2024-07-18,15.456717491149902,15.88894092975909,15.372151724086509,15.701016604689505,6916600.0,,,,,
2024-07-19,15.381545066833496,15.644636919100924,15.28758292294706,15.466109024934577,6350900.0,,,,,
2024-07-22,15.550677299499512,15.682225039165722,15.203019640518168,15.400338561748802,6098300.0,,,,,
2024-07-23,15.794977188110352,15.945315916264128,15.447319551321876,15.484903337270817,5084200.0,,,,,
2024-07-24,15.484903335571287,15.691620430894297,15.334564607434016,15.66343124730143,5444900.0,,,,,
2024-07-25,15.466110229492188,15.654034531901296,15.221811145410902,15.428526444317749,4436300.0,,,,,
2024-07-26,15.56947135925293,15.672829921951273,15.475509192452552,15.616453338742753,4790600.0,,,,,
2024-07-29,16.05807113647461,16.086260320558594,15.456716213448544,15.69162070427798,5949000.0,,,,,
2024-07-30,16.255393981933594,16.37754535034281,15.935923653727222,16.095658817830408,5681100.0,,,,,
2024-07-31,16.23659896850586,16.471503458137246,16.170824205978686,16.34935211990867,5113500.0,,,,,
2024-08-01,15.766789436340332,16.386937123845804,15.569468740036426,16.339955152259655,4778600.0,,,,,
2024-08-02,14.968114852905272,15.428527452496434,14.72381396068115,15.428527452496434,5438400.0,,,,,
2024-08-05,14.26340103149414,14.33857039719694,13.70902628736884,14.000307355444813,8417900.0,,,,,
2024-08-06,14.573474884033203,14.752001903493635,14.16943887145233,14.376155075108768,6144400.0,,,,,
2024-08-07,14.300985336303713,14.88354835314532,14.1130619270144,14.8553600657743,4270600.0,,,,,
2024-08-08,14.808380126953123,14.836568416489463,14.35736301392386,14.366759409132497,3876700.0,,,,,
2024-08-09,14.639248847961426,14.76139929949438,14.441929025652746,14.752002904125018,3892100.0,,,,,
