Date,Close,High,Low,Open,Volume,"('Close', 'FDX')","('High', 'FDX')","('Low', 'FDX')","('Open', 'FDX')","('Volume', 'FDX')"
2024-06-03,240.4185333251953,245.61139811438824,238.571551507108,245.0215201683322,1409800.0,,,,,
2024-06-04,237.8365936279297,240.13808686301635,236.20234102018708,239.818971138833,1253600.0,,,,,
2024-06-05,239.8673248291016,240.14775181119097,236.40542016660007,239.7222641786979,930200.0,,,,,
2024-06-06,242.01409912109372,243.0004407443131,239.15173708801095,239.86733128513973,1171200.0,,,,,
2024-06-07,239.5578765869141,243.0777996466992,238.99700786104208,239.78029996892965,1281900.0,,,,,
2024-06-10,245.35031127929688,245.82415252042077,237.80761394553977,238.8519887845616,1475300.0,,,,,
2024-06-11,244.1028289794922,244.25755443883227,241.65628983097568,243.8417463667167,1176900.0,,,,,
2024-06-12,240.3991851806641,245.91115053966377,239.9446883676435,245.021501284828,1555900.0,,,,,
2024-06-13,240.3991851806641,241.2694900642944,236.2023419549966,240.92136515975588,1015600.0,,,,,
2024-06-14,238.30075073242188,239.7319390602089,234.9065440574813,238.41680220156476,1245800.0,,,,,
2024-06-17,241.81100463867188,242.20748307747925,236.7728806675792,237.4401065151575,1252200.0,,,,,
2024-06-18,239.90597534179688,244.08347377340985,239.43214896096373,241.94637101220007,1506100.0,,,,,
2024-06-20,244.1898651123047,244.99248681252263,240.2734637097208,240.55389068669737,1488600.0,,,,,
2024-06-21,245.2922821044922,247.44871486170356,243.309904435064,244.63470623241224,3142500.0,,,,,
2024-06-24,249.4051055908203,250.18293504144893,246.12843894365687,246.9451687685044,1897200.0,,,,,
2024-06-25,249.27870178222656,249.68705185875584,245.6034027320053,249.05506172069477,5586700.0,,,,,
2024-06-26,287.98602294921875,288.6374484266132,276.13366367339773,280.44095278469985,11126100.0,,,,,
2024-06-27,287.28594970703125,287.655429055869,280.4215029098252,285.00103505418457,3989200.0,,,,,
2024-06-28,291.534912109375,294.03373437637583,285.3121877200327,285.75943815381453,4278900.0,,,,,
2024-07-01,290.4070739746094,292.93506441037226,288.9777892427496,289.86258737888124,2469100.0,,,,,
2024-07-02,289.9598083496094,292.866980879211,288.27771576029585,288.27771576029585,1834400.0,,,,,
2024-07-03,285.5746765136719,291.2043107288237,284.5440392568287,290.9515028337266,1274300.0,,,,,
2024-07-05,285.8566589355469,286.7997926366135,283.980124044156,285.57468317461445,1480200.0,,,,,
2024-07-08,287.34429931640625,289.63894659111577,285.48719964379245,286.35256233655787,1533000.0,,,,,
2024-07-09,284.6218566894531,288.6180020036512,284.4176519903804,287.8012722242302,1252100.0,,,,,
2024-07-10,285.1468811035156,285.5260929722809,281.4424143611161,284.621859600704,1466600.0,,,,,
2024-07-11,291.2432556152344,292.60447204249647,286.5178539870978,286.8192651362668,1860000.0,,,,,
2024-07-12,290.73760986328125,292.672510198572,289.4347292973735,290.2903594415015,1445700.0,,,,,
2024-07-15,296.5714111328125,297.12563014333125,290.7765021437731,292.1377183932402,2068700.0,,,,,
2024-07-16,304.8360290527344,305.1471727290579,297.30069061198293,297.36875885473387,2812600.0,,,,,
2024-07-17,301.83160400390625,304.98188163055727,299.5661541407901,301.83160400390625,1588100.0,,,,,
2024-07-18,298.12713623046875,304.4859975228485,297.1742995747948,300.42178362375586,1603000.0,,,,,
2024-07-19,297.8257141113281,300.1786971449169,295.5991350389884,298.1271252470952,1294600.0,,,,,
2024-07-22,298.9146728515625,299.2160839728565,293.05169540840285,298.49659028619203,1414200.0,,,,,
2024-07-23,292.46832275390625,295.66720347208496,289.50281460753155,290.7181916629788,2268400.0,,,,,
2024-07-24,290.01812744140625,292.47804936511403,288.3652028104271,292.47804936511403,1541100.0,,,,,
2024-07-25,290.3195495605469,294.889379238733,289.75562765265823,290.02787093099965,1262600.0,,,,,
2024-07-26,291.82666015625,293.8101343531483,289.23060143978483,291.54468434179404,1200800.0,,,,,
2024-07-29,290.9418334960937,293.60593052273487,289.8042275094548,292.00163873422684,864900.0,,,,,
2024-07-30,292.5461120605469,294.6073867184029,291.01959141725695,291.6515815269143,1038500.0,,,,,
2024-07-31,293.878173828125,297.1450931307104,292.5461253146676,292.71139997874934,947400.0,,,,,
2024-08-01,289.5805358886719,297.3978480733301,288.0832129778817,294.8212550932964,1532600.0,,,,,
2024-08-02,284.2037658691406,286.3817417840114,279.76036979448253,284.8649535547452,2252700.0,,,,,
2024-08-05,275.2489013671875,281.17021551823166,271.85557772375023,276.726789358694,2684000.0,,,,,
2024-08-06,277.8157653808594,281.67580417722286,274.7432885592446,276.9115022816029,1424500.0,,,,,
2024-08-07,270.4262084960937,280.9951205670895,269.38583881762827,280.9951205670895,1791000.0,,,,,
2024-08-08,270.9026794433594,273.9945915515233,268.8025043305618,271.38883026560995,1573400.0,,,,,
2024-08-09,269.7262268066406,270.2707134023165,266.5565136678677,269.7553946716842,1256100.0,,,,,
2024-08-12,271.4179992675781,273.6154104885097,269.8039749702548,271.4763349927098,1247200.0,,,,,
2024-08-13,275.25860595703125,275.5405817467514,271.4666354164348,272.46810493962164,1232000.0,,,,,
2024-08-14,275.4822082519531,277.1351328947487,274.98635459694725,275.462772901344,768200.0,,,,,
2024-08-15,276.3086853027344,283.6204129531083,274.8113620741568,279.342261807765,1292900.0,,,,,
2024-08-16,277.494873046875,277.6407123536475,271.41798799560195,276.13365672984787,1318300.0,,,,,
2024-08-19,280.4312438964844,280.86876181836607,277.6115454847808,277.96158949457646,804100.0,,,,,
2024-08-20,280.45068359375,280.99517013094714,278.52551569075894,280.01313599279587,591700.0,,,,,
2024-08-21,283.44537353515625,284.52464382369817,281.27715979077624,282.7064444395205,787200.0,,,,,
2024-08-22,286.1289367675781,286.46924828951813,282.6189419508262,284.495477069017,980000.0,,,,,
2024-08-23,288.9485778808594,290.300091326577,286.6733957328553,287.71376555005367,865600.0,,,,,
2024-08-26,289.0069274902344,291.019598989056,287.5582075542405,290.3001052767837,771600.0,,,,,
2024-08-27,286.7317199707031,289.3958463838041,284.62184223244,288.9971991892837,828600.0,,,,,
2024-08-28,287.9277038574219,289.3375235028332,286.05116871935223,286.74149461017146,712200.0,,,,,
2024-08-29,288.0443420410156,290.90291104973744,287.2762154873319,289.50279440578026,730000.0,,,,,
2024-08-30,290.4945678710937,290.8154440481848,286.54702534771326,288.8611081384452,1096900.0,,,,,
2024-09-03,285.3511047363281,288.9291677598595,283.4842724744944,287.8596299886159,1138800.0,,,,,
2024-09-04,284.7287902832031,287.17897957552185,283.9120605190969,285.7691600920712,719000.0,,,,,
2024-09-05,277.4073791503906,285.80807958133784,275.89059096240703,285.3316315995222,1318000.0,,,,,
2024-09-06,275.2002868652344,280.0326275957533,274.82107495210795,277.475469327112,1117400.0,,,,,
2024-09-09,276.8026428222656,279.6165962188542,276.44113335992256,276.99806784834584,880000.0,,,,,
2024-09-10,277.3400573730469,278.2878121323109,273.656501232086,277.4084591165659,940100.0,,,,,
2024-09-11,278.32684326171875,278.8251561712131,271.51672585953867,276.17731721262,937700.0,,,,,
2024-09-12,279.44073486328125,281.69775379791696,277.8090223476252,279.1183163659074,858000.0,,,,,
2024-09-13,279.81201171875,280.9747220036959,274.42837148262254,280.9747220036959,1142600.0,,,,,
2024-09-16,285.91864013671875,287.07157010152457,281.7368016022409,283.0949069430316,1141500.0,,,,,
2024-09-17,290.5206298828125,293.5593188596615,287.9411926660772,289.2113657914716,1331300.0,,,,,
2024-09-18,291.3316345214844,294.10649697542874,288.74238708108817,288.74238708108817,1373500.0,,,,,
