Date,Close,High,Low,Open,Volume,"('Close', 'C')","('High', 'C')","('Low', 'C')","('Open', 'C')","('Volume', 'C')"
2024-06-03,59.50246047973633,60.54029588301003,58.92588769953561,60.463417557244426,11373900.0,,,,,
2024-06-04,58.64720916748047,59.60816624335338,58.38775031710354,58.63760120965628,10424200.0,,,,,
2024-06-05,59.35831832885742,59.4448046113144,58.55111424784573,58.88744775420048,8780700.0,,,,,
2024-06-06,59.52167892456055,59.62738478758955,58.85861987341536,59.3871455228001,8537900.0,,,,,
2024-06-07,59.367923736572266,60.14630024525188,59.17573526448754,59.19495117908791,8260800.0,,,,,
2024-06-10,59.03159332275391,59.2526130097841,58.368534261663335,58.85862075625023,9302300.0,,,,,
2024-06-11,56.83100128173828,58.41658193442438,56.6003736347267,58.39736235288002,16966800.0,,,,,
2024-06-12,57.667030334472656,58.82017951516492,57.56132813935336,58.5318931364319,15398500.0,,,,,
2024-06-13,57.8784408569336,58.01297425317066,56.84060918184759,57.41718192736647,9358200.0,,,,,
2024-06-14,57.01358795166016,57.49406651387232,56.3697447721004,57.119290156108,10511000.0,,,,,
2024-06-17,57.71508026123047,58.16672757042053,56.55231947459869,56.90787621331955,15527500.0,,,,,
2024-06-18,58.4069709777832,59.22378670682488,57.743911902852304,58.01297871602535,15768100.0,,,,,
2024-06-20,58.253211975097656,58.63759623916815,57.99375314671408,58.06101984306241,9519200.0,,,,,
2024-06-21,57.6478157043457,57.90727088495576,57.023192148369695,57.84961580738032,18976200.0,,,,,
2024-06-24,58.94511032104492,59.36793013728151,57.503674630441374,57.75352187054469,13290500.0,,,,,
2024-06-25,59.17573547363281,59.415974730347926,58.48384524125002,58.81057077701299,11643100.0,,,,,
2024-06-26,58.85862350463867,59.01237649695915,58.19556441258673,58.83940392237855,12409300.0,,,,,
2024-06-27,59.14690780639648,59.51207252484884,58.57994298002061,59.09886068533284,11285100.0,,,,,
2024-06-28,60.98233413696289,61.09765162348976,59.39675718770128,59.60816524814667,20053200.0,,,,,
2024-07-01,60.95350646972656,61.78954174936285,60.53068668396679,61.16491819548658,15334400.0,,,,,
2024-07-02,62.15470504760742,62.1835325873444,60.8093636515555,60.81897527530809,10965600.0,,,,,
2024-07-03,61.94328689575195,62.6736162633372,61.89524344500873,62.154698607278206,6574100.0,,,,,
2024-07-05,61.53008270263672,62.03938879890635,61.26101588434491,61.98173371827838,7226200.0,,,,,
2024-07-08,62.21236038208008,62.337289496813455,61.71266591770903,61.789544245003285,10349000.0,,,,,
2024-07-09,63.95169448852539,64.15349458885927,62.21235724589825,62.27001965422254,16904300.0,,,,,
2024-07-10,64.36491394042969,64.3745182333549,63.6345844444406,63.67302361070543,9817100.0,,,,,
