Date,Close,High,Low,Open,Volume,"('Close', 'DBVT')","('High', 'DBVT')","('Low', 'DBVT')","('Open', 'DBVT')","('Volume', 'DBVT')"
2024-06-03,1.1799999475479126,1.2059999704360962,1.1200000047683716,1.2000000476837158,224900.0,,,,,
2024-06-04,1.1440000534057615,1.187999963760376,0.9959999918937684,1.187999963760376,147550.0,,,,,
2024-06-05,1.159999966621399,1.1699999570846558,1.133999943733215,1.1440000534057615,75900.0,,,,,
2024-06-06,1.133999943733215,1.1799999475479126,1.100000023841858,1.1619999408721924,61800.0,,,,,
2024-06-07,1.0099999904632568,1.1039999723434448,0.8999999761581421,0.9399999976158142,888000.0,,,,,
2024-06-10,1.0399999618530271,1.1050000190734863,1.0,1.0499999523162842,350200.0,,,,,
2024-06-11,1.0099999904632568,1.0499999523162842,1.0,1.0399999618530271,197500.0,,,,,
2024-06-12,1.0499999523162842,1.0499999523162842,1.0099999904632568,1.0399999618530271,331000.0,,,,,
2024-06-13,1.0299999713897705,1.0399999618530271,1.0199999809265137,1.0399999618530271,13800.0,,,,,
2024-06-14,0.9980000257492064,1.0499999523162842,0.9649999737739564,1.0299999713897705,18800.0,,,,,
2024-06-17,1.0,1.0299999713897705,0.9860000014305116,0.9860000014305116,26900.0,,,,,
2024-06-18,0.9789999723434448,1.0199999809265137,0.9789999723434448,1.0,11000.0,,,,,
2024-06-20,0.9700000286102296,1.0099999904632568,0.9559999704360962,0.9990000128746032,39300.0,,,,,
2024-06-21,0.9700000286102296,1.0,0.959999978542328,0.9700000286102296,6600.0,,,,,
2024-06-24,0.953000009059906,1.0,0.9430000185966492,0.9800000190734864,58400.0,,,,,
2024-06-25,0.9610000252723694,0.9800000190734864,0.959999978542328,0.9700000286102296,47300.0,,,,,
2024-06-26,0.9399999976158142,1.0099999904632568,0.9399999976158142,1.0099999904632568,3500.0,,,,,
2024-06-27,0.8479999899864197,0.9900000095367432,0.7839999794960022,0.9900000095367432,199100.0,,,,,
2024-06-28,0.8009999990463257,0.8190000057220459,0.7910000085830688,0.796999990940094,97600.0,,,,,
2024-07-01,0.8190000057220459,0.8510000109672546,0.7900000214576721,0.8299999833106995,47100.0,,,,,
2024-07-02,0.7720000147819519,0.8199999928474426,0.7599999904632568,0.7829999923706055,50500.0,,,,,
2024-07-03,0.7459999918937683,0.8569999933242798,0.5019999742507935,0.8069999814033508,36400.0,,,,,
2024-07-05,0.8389999866485596,0.8389999866485596,0.7919999957084656,0.7919999957084656,96300.0,,,,,
2024-07-08,0.8019999861717224,0.8600000143051147,0.7990000247955322,0.8600000143051147,15500.0,,,,,
2024-07-09,0.781000018119812,0.800000011920929,0.7799999713897705,0.7929999828338623,7300.0,,,,,
2024-07-10,0.800000011920929,0.800000011920929,0.7210000157356262,0.777999997138977,116600.0,,,,,
2024-07-11,0.7929999828338623,0.8299999833106995,0.699999988079071,0.8299999833106995,39300.0,,,,,
2024-07-12,0.800000011920929,0.8399999737739563,0.800000011920929,0.8399999737739563,10000.0,,,,,
2024-07-15,0.8320000171661377,0.8500000238418579,0.7900000214576721,0.8100000023841858,26900.0,,,,,
2024-07-16,0.8259999752044678,0.8579999804496765,0.800000011920929,0.8500000238418579,15800.0,,,,,
2024-07-17,0.8410000205039978,0.8790000081062317,0.800000011920929,0.800000011920929,11300.0,,,,,
2024-07-18,0.8299999833106995,0.8679999709129333,0.8040000200271606,0.8339999914169312,24000.0,,,,,
2024-07-19,0.8399999737739563,0.8690000176429749,0.8370000123977661,0.8500000238418579,22600.0,,,,,
2024-07-22,0.9240000247955322,0.9399999976158142,0.8640000224113464,0.8700000047683716,511200.0,,,,,
2024-07-23,0.9789999723434448,1.0299999713897705,0.9399999976158142,0.9900000095367432,184500.0,,,,,
2024-07-24,0.9589999914169312,1.0,0.8700000047683716,0.9900000095367432,35900.0,,,,,
2024-07-25,1.0299999713897705,1.0299999713897705,0.9100000262260436,0.9100000262260436,29800.0,,,,,
2024-07-26,0.9330000281333924,1.0199999809265137,0.9330000281333924,1.0199999809265137,16300.0,,,,,
2024-07-29,0.9200000166893004,0.9449999928474426,0.9139999747276306,0.9399999976158142,8900.0,,,,,
2024-07-30,0.9470000267028807,0.9900000095367432,0.9100000262260436,0.949999988079071,41600.0,,,,,
2024-07-31,0.968999981880188,0.9700000286102296,0.9179999828338624,0.9340000152587892,22400.0,,,,,
2024-08-01,0.949999988079071,0.977999985218048,0.949999988079071,0.959999978542328,16200.0,,,,,
2024-08-02,0.9700000286102296,0.9900000095367432,0.8999999761581421,0.9700000286102296,5200.0,,,,,
2024-08-05,0.925000011920929,0.9700000286102296,0.925000011920929,0.9700000286102296,9100.0,,,,,
2024-08-06,0.8999999761581421,0.949999988079071,0.8999999761581421,0.9300000071525574,3000.0,,,,,
2024-08-07,0.9300000071525574,0.949999988079071,0.9100000262260436,0.9399999976158142,10600.0,,,,,
2024-08-08,0.930999994277954,0.959999978542328,0.9300000071525574,0.9300000071525574,1300.0,,,,,
2024-08-09,0.9100000262260436,0.9900000095367432,0.9100000262260436,0.9700000286102296,22600.0,,,,,
2024-08-12,0.8799999952316284,0.9200000166893004,0.875,0.9049999713897704,7300.0,,,,,
2024-08-13,0.9269999861717224,0.9269999861717224,0.8999999761581421,0.925000011920929,2800.0,,,,,
2024-08-14,0.949999988079071,0.9900000095367432,0.949999988079071,0.9900000095367432,2800.0,,,,,
2024-08-15,0.9449999928474426,0.9900000095367432,0.9200000166893004,0.9200000166893004,1600.0,,,,,
2024-08-16,0.9330000281333924,0.949999988079071,0.9200000166893004,0.9300000071525574,5700.0,,,,,
