Date,Close,High,Low,Open,Volume,"('Close', 'SBLK')","('High', 'SBLK')","('Low', 'SBLK')","('Open', 'SBLK')","('Volume', 'SBLK')"
2024-06-03,24.07205009460449,24.475491243222606,23.91963853801253,24.448596192654573,2295500.0,,,,,
2024-06-04,23.77619361877441,24.260323360508437,23.77619361877441,23.95550023385664,2245300.0,,,,,
2024-06-05,24.018259048461918,24.179634487042613,23.776193325574518,23.874811364149792,1698600.0,,,,,
2024-06-06,23.538631439208984,24.01825913920753,23.464842697614007,23.990587701386023,2315200.0,,,,,
2024-06-07,23.593975067138672,23.704659070944498,23.372608818789576,23.52018631768897,2968500.0,,,,,
2024-06-10,23.24347686767578,23.59397295639036,23.123569061008038,23.575525330862646,1362400.0,,,,,
2024-06-11,22.75462532043457,22.93909805697345,22.394905419372392,22.634719273167978,1925800.0,,,,,
2024-06-12,23.13279151916504,23.32648805733879,22.95754260543875,22.96676641766248,1152700.0,,,,,
2024-06-13,22.929874420166016,23.32648957528424,22.79151898706903,23.2895943239884,1467300.0,,,,,
2024-06-14,21.924501419067383,22.625495351575665,21.88760616823213,22.60704772615804,1417200.0,,,,,
2024-06-17,21.961397171020508,22.21043486200353,21.850714925647544,21.961397171020508,961800.0,,,,,
2024-06-18,21.887605667114254,22.145867139260943,21.850712176386075,21.97984203282824,1577300.0,,,,,
2024-06-20,22.84686279296875,23.095900471554334,21.88760733142241,22.081303890076477,3206600.0,,,,,
2024-06-21,22.2288818359375,22.671614322941085,21.92450303121472,22.597825575107155,3127100.0,,,,,
2024-06-24,22.136646270751957,22.46869652777726,22.12742245702763,22.228882648732604,1771900.0,,,,,
2024-06-25,22.26577377319336,22.302669024161528,21.99829024072374,22.13664391332957,845800.0,,,,,
2024-06-26,22.625497817993164,22.71773243661106,22.34878868435173,22.34878868435173,1845300.0,,,,,
2024-06-27,22.533260345458984,22.837639146194192,22.330339972127184,22.690061652459697,1555600.0,,,,,
2024-06-28,22.487138748168945,22.60704654787149,22.39490414441289,22.524033997081204,1358100.0,,,,,
2024-07-01,23.040557861328125,23.123570421825715,22.819191619755387,22.92065180686633,1489000.0,,,,,
2024-07-02,22.91142845153809,23.01288864067713,22.800744448907995,23.003664827186075,1261700.0,,,,,
2024-07-03,23.05900382995605,23.28959386825561,22.819189979013025,23.022108579382184,1105800.0,,,,,
2024-07-05,22.330337524414062,22.782295528605424,22.03518256929813,22.745400279584786,1224100.0,,,,,
2024-07-08,22.090526580810547,22.21965644051025,21.906053844728923,22.17353913612104,1094200.0,,,,,
2024-07-09,21.97061920166016,22.19198543370375,21.896830457645628,22.11819668968922,1376400.0,,,,,
2024-07-10,22.293445587158203,22.321117025850707,22.035184103815432,22.04440791671293,914900.0,,,,,
2024-07-11,22.23810386657715,22.27499735790524,21.859936344336745,22.06285494479718,2210600.0,,,,,
2024-07-12,22.25655174255371,22.570154363843987,22.07208075072931,22.34878811809718,1161000.0,,,,,
2024-07-15,22.10897445678711,22.29344720963791,22.007516026055463,22.14586971106229,759800.0,,,,,
