Date,Close,High,Low,Open,Volume,"('Close', 'UAL')","('High', 'UAL')","('Low', 'UAL')","('Open', 'UAL')","('Volume', 'UAL')"
2024-06-03,52.720001220703125,54.59999847412109,52.220001220703125,53.5,8790600.0,,,,,
2024-06-04,52.34000015258789,54.02000045776367,51.72999954223633,52.63999938964844,8538800.0,,,,,
2024-06-05,52.90999984741211,53.68000030517578,51.380001068115234,52.11000061035156,8902900.0,,,,,
2024-06-06,53.29999923706055,55.119998931884766,53.02999877929688,53.310001373291016,8653300.0,,,,,
2024-06-07,53.0,53.34000015258789,52.61000061035156,52.720001220703125,4695400.0,,,,,
2024-06-10,53.02999877929688,53.47999954223633,52.27999877929688,52.540000915527344,3505000.0,,,,,
2024-06-11,52.04999923706055,52.84000015258789,51.84999847412109,52.65999984741211,4621000.0,,,,,
2024-06-12,52.93000030517578,54.130001068115234,52.5,52.84999847412109,7595200.0,,,,,
2024-06-13,52.06999969482422,52.86000061035156,51.060001373291016,52.86000061035156,5466200.0,,,,,
2024-06-14,49.68999862670898,51.11000061035156,48.459999084472656,50.9900016784668,10772400.0,,,,,
2024-06-17,50.36000061035156,50.619998931884766,49.400001525878906,49.68000030517578,4999800.0,,,,,
2024-06-18,49.58000183105469,50.66999816894531,49.45000076293945,50.31999969482422,5051300.0,,,,,
2024-06-20,48.900001525878906,49.97999954223633,48.70000076293945,49.38999938964844,5801700.0,,,,,
2024-06-21,48.18000030517578,48.709999084472656,47.77000045776367,48.709999084472656,11098800.0,,,,,
2024-06-24,49.18000030517578,49.83000183105469,48.2599983215332,48.38999938964844,5554500.0,,,,,
2024-06-25,48.52000045776367,49.84999847412109,48.5,49.15999984741211,5740000.0,,,,,
2024-06-26,48.06999969482422,48.59000015258789,46.75,47.900001525878906,6387300.0,,,,,
2024-06-27,48.20000076293945,48.52999877929688,47.45000076293945,47.95000076293945,4649700.0,,,,,
2024-06-28,48.65999984741211,48.880001068115234,48.02000045776367,48.25,5293900.0,,,,,
2024-07-01,48.33000183105469,49.15999984741211,47.9900016784668,48.720001220703125,4213100.0,,,,,
2024-07-02,48.20000076293945,48.4900016784668,47.810001373291016,48.369998931884766,4879300.0,,,,,
2024-07-03,48.5099983215332,48.81999969482422,48.09999847412109,48.43000030517578,2875000.0,,,,,
2024-07-05,47.0,48.470001220703125,46.52000045776367,48.29999923706055,7251900.0,,,,,
2024-07-08,46.81999969482422,47.72999954223633,46.709999084472656,47.560001373291016,4774700.0,,,,,
2024-07-09,47.20000076293945,47.709999084472656,46.65999984741211,46.970001220703125,4658300.0,,,,,
2024-07-10,47.150001525878906,47.619998931884766,46.880001068115234,47.619998931884766,6847900.0,,,,,
2024-07-11,45.63999938964844,45.720001220703125,43.72999954223633,44.75,14185500.0,,,,,
2024-07-12,44.720001220703125,45.79999923706055,44.54999923706055,45.38999938964844,8991200.0,,,,,
2024-07-15,44.31999969482422,44.9900016784668,44.119998931884766,44.709999084472656,6330100.0,,,,,
2024-07-16,47.06999969482422,47.11000061035156,44.25,44.25,9821100.0,,,,,
2024-07-17,46.93999862670898,47.540000915527344,46.540000915527344,46.7599983215332,14554700.0,,,,,
2024-07-18,46.38999938964844,49.66999816894531,46.06999969482422,47.90999984741211,20945200.0,,,,,
2024-07-19,47.93000030517578,48.310001373291016,44.95000076293945,45.900001525878906,9601200.0,,,,,
2024-07-22,48.18999862670898,48.7599983215332,46.630001068115234,47.2400016784668,8876300.0,,,,,
2024-07-23,48.220001220703125,48.88999938964844,47.86000061035156,47.9900016784668,6682500.0,,,,,
2024-07-24,46.02000045776367,48.34000015258789,45.83000183105469,48.34000015258789,6996100.0,,,,,
2024-07-25,46.720001220703125,47.70000076293945,45.63999938964844,45.95000076293945,9091300.0,,,,,
2024-07-26,47.369998931884766,47.4900016784668,46.38999938964844,47.459999084472656,5867100.0,,,,,
2024-07-29,46.7599983215332,47.380001068115234,46.38999938964844,47.369998931884766,5171900.0,,,,,
2024-07-30,46.61000061035156,47.970001220703125,46.380001068115234,47.02999877929688,6802200.0,,,,,
2024-07-31,45.41999816894531,46.869998931884766,45.11000061035156,46.619998931884766,7480500.0,,,,,
2024-08-01,42.380001068115234,45.869998931884766,42.060001373291016,45.7599983215332,12654200.0,,,,,
2024-08-02,40.18999862670898,41.59999847412109,39.77000045776367,41.52999877929688,11832500.0,,,,,
2024-08-05,37.880001068115234,39.2599983215332,37.02000045776367,37.13999938964844,11159200.0,,,,,
2024-08-06,38.79999923706055,39.7400016784668,38.04999923706055,38.34999847412109,7717900.0,,,,,
2024-08-07,38.7599983215332,40.41999816894531,38.650001525878906,39.52000045776367,6100100.0,,,,,
2024-08-08,41.18000030517578,41.34999847412109,39.11000061035156,39.119998931884766,6197700.0,,,,,
2024-08-09,41.459999084472656,41.65999984741211,40.77000045776367,41.18000030517578,5716900.0,,,,,
2024-08-12,40.41999816894531,41.290000915527344,40.36000061035156,41.0099983215332,6282200.0,,,,,
2024-08-13,40.91999816894531,41.18999862670898,40.36000061035156,40.52000045776367,4280700.0,,,,,
2024-08-14,40.2400016784668,41.27999877929688,40.130001068115234,41.11000061035156,6224400.0,,,,,
2024-08-15,42.65999984741211,43.22999954223633,41.220001220703125,41.29999923706055,8669200.0,,,,,
2024-08-16,42.06999969482422,42.58000183105469,41.31999969482422,42.5099983215332,6888000.0,,,,,
2024-08-19,42.34999847412109,42.630001068115234,41.95000076293945,42.45000076293945,4494700.0,,,,,
