Date,Close,High,Low,Open,Volume,"('Close', 'DC')","('High', 'DC')","('Low', 'DC')","('Open', 'DC')","('Volume', 'DC')"
2024-06-03,2.890000104904175,2.9800000190734863,2.880000114440918,2.930000066757202,116300.0,,,,,
2024-06-04,2.7799999713897705,2.869999885559082,2.700000047683716,2.869999885559082,165000.0,,,,,
2024-06-05,2.799999952316284,2.819999933242798,2.75,2.7799999713897705,85900.0,,,,,
2024-06-06,2.7100000381469727,2.821000099182129,2.700000047683716,2.7799999713897705,138900.0,,,,,
2024-06-07,2.640000104904175,2.7100000381469727,2.609999895095825,2.700000047683716,145600.0,,,,,
2024-06-10,2.609999895095825,2.7100000381469727,2.5999999046325684,2.640000104904175,123500.0,,,,,
2024-06-11,2.700000047683716,2.700000047683716,2.609999895095825,2.609999895095825,76200.0,,,,,
2024-06-12,2.619999885559082,2.789999961853028,2.609999895095825,2.789999961853028,143500.0,,,,,
2024-06-13,2.5999999046325684,2.690000057220459,2.5999999046325684,2.619999885559082,127200.0,,,,,
2024-06-14,2.5899999141693115,2.630000114440918,2.5899999141693115,2.5999999046325684,56200.0,,,,,
2024-06-17,2.380000114440918,2.569999933242798,2.380000114440918,2.559999942779541,273700.0,,,,,
2024-06-18,2.299999952316284,2.450000047683716,2.299999952316284,2.390000104904175,216400.0,,,,,
2024-06-20,2.430000066757202,2.4749999046325684,2.299999952316284,2.299999952316284,287600.0,,,,,
2024-06-21,2.3499999046325684,2.499000072479248,2.289999961853028,2.4100000858306885,1144800.0,,,,,
2024-06-24,2.440000057220459,2.4749999046325684,2.319999933242798,2.319999933242798,200000.0,,,,,
2024-06-25,2.4600000381469727,2.539999961853028,2.4200000762939453,2.430000066757202,162100.0,,,,,
2024-06-26,2.440000057220459,2.559999942779541,2.359999895095825,2.490000009536743,205700.0,,,,,
2024-06-27,2.549999952316284,2.5799999237060547,2.450000047683716,2.4600000381469727,3042400.0,,,,,
2024-06-28,2.549999952316284,2.5999999046325684,2.470000028610229,2.569999933242798,1508100.0,,,,,
2024-07-01,2.3499999046325684,2.559999942779541,2.3499999046325684,2.5299999713897705,172700.0,,,,,
2024-07-02,2.400000095367432,2.421999931335449,2.3499999046325684,2.3499999046325684,99600.0,,,,,
2024-07-03,2.450000047683716,2.525000095367432,2.414999961853028,2.440000057220459,586300.0,,,,,
2024-07-05,2.440000057220459,2.509999990463257,2.440000057220459,2.470000028610229,230100.0,,,,,
2024-07-08,2.380000114440918,2.4749999046325684,2.380000114440918,2.470000028610229,121000.0,,,,,
2024-07-09,2.309999942779541,2.430000066757202,2.309999942779541,2.4200000762939453,135300.0,,,,,
2024-07-10,2.430000066757202,2.440000057220459,2.319999933242798,2.319999933242798,142000.0,,,,,
2024-07-11,2.609999895095825,2.650000095367432,2.38100004196167,2.470000028610229,436500.0,,,,,
2024-07-12,2.569999933242798,2.619999885559082,2.539999961853028,2.5899999141693115,194300.0,,,,,
2024-07-15,2.559999942779541,2.5799999237060547,2.490000009536743,2.5799999237060547,158500.0,,,,,
2024-07-16,2.5999999046325684,2.625,2.559999942779541,2.559999942779541,295700.0,,,,,
2024-07-17,2.5,2.5999999046325684,2.483999967575073,2.5999999046325684,235100.0,,,,,
2024-07-18,2.4600000381469727,2.5199999809265137,2.4100000858306885,2.4800000190734863,242400.0,,,,,
2024-07-19,2.450000047683716,2.490000009536743,2.430000066757202,2.430000066757202,99900.0,,,,,
2024-07-22,2.450000047683716,2.492000102996826,2.4200000762939453,2.470000028610229,149400.0,,,,,
2024-07-23,2.440000057220459,2.4749999046325684,2.4100000858306885,2.470000028610229,151900.0,,,,,
2024-07-24,2.319999933242798,2.490000009536743,2.319999933242798,2.4800000190734863,162400.0,,,,,
2024-07-25,2.4200000762939453,2.450000047683716,2.289999961853028,2.319999933242798,241900.0,,,,,
2024-07-26,2.390000104904175,2.450000047683716,2.309999942779541,2.450000047683716,119200.0,,,,,
2024-07-29,2.369999885559082,2.434999942779541,2.259999990463257,2.390000104904175,211600.0,,,,,
2024-07-30,2.289999961853028,2.369999885559082,2.259999990463257,2.369999885559082,172700.0,,,,,
2024-07-31,2.380000114440918,2.4179999828338623,2.299999952316284,2.299999952316284,229900.0,,,,,
2024-08-01,2.220000028610229,2.400000095367432,2.1600000858306885,2.400000095367432,164400.0,,,,,
2024-08-02,2.130000114440918,2.249000072479248,2.0799999237060547,2.190000057220459,210800.0,,,,,
2024-08-05,1.9299999475479128,2.0799999237060547,1.8899999856948853,2.069999933242798,356100.0,,,,,
2024-08-06,1.919999957084656,2.009999990463257,1.840000033378601,1.919999957084656,527300.0,,,,,
2024-08-07,1.870000004768372,1.9600000381469729,1.850000023841858,1.9600000381469729,215000.0,,,,,
2024-08-08,1.899999976158142,1.9600000381469729,1.8799999952316284,1.8899999856948853,163100.0,,,,,
2024-08-09,2.009999990463257,2.049999952316284,1.870000004768372,1.899999976158142,174100.0,,,,,
2024-08-12,2.0,2.0999999046325684,1.9900000095367432,1.9900000095367432,183300.0,,,,,
2024-08-13,2.009999990463257,2.059999942779541,1.9600000381469729,2.049999952316284,179300.0,,,,,
2024-08-14,1.9700000286102293,2.0299999713897705,1.9299999475479128,2.009999990463257,119200.0,,,,,
