Date,Close,High,Low,Open,Volume,"('Close', 'ANNX')","('High', 'ANNX')","('Low', 'ANNX')","('Open', 'ANNX')","('Volume', 'ANNX')"
2024-06-03,4.579999923706055,5.03000020980835,4.550000190734863,4.880000114440918,3700700.0,,,,,
2024-06-04,5.989999771118164,7.139999866485596,5.519999980926514,6.03000020980835,48254900.0,,,,,
2024-06-05,6.789999961853027,7.440000057220459,5.679999828338623,5.8979997634887695,12333000.0,,,,,
2024-06-06,5.889999866485596,6.800000190734863,5.71999979019165,6.46999979019165,10134900.0,,,,,
2024-06-07,5.739999771118164,5.820000171661377,5.320000171661377,5.78000020980835,4623700.0,,,,,
2024-06-10,5.71999979019165,5.840000152587891,5.559999942779541,5.699999809265137,2136200.0,,,,,
2024-06-11,5.460000038146973,5.699999809265137,5.230000019073486,5.659999847412109,3052800.0,,,,,
2024-06-12,6.039999961853027,6.480000019073486,5.559999942779541,5.599999904632568,2438000.0,,,,,
2024-06-13,6.010000228881836,6.21999979019165,5.840000152587891,5.960000038146973,1267800.0,,,,,
2024-06-14,5.619999885559082,5.980000019073486,5.610000133514404,5.889999866485596,1441300.0,,,,,
2024-06-17,5.360000133514404,5.619999885559082,5.329999923706055,5.590000152587891,1096400.0,,,,,
2024-06-18,5.070000171661377,5.360000133514404,5.03000020980835,5.320000171661377,1833600.0,,,,,
2024-06-20,5.199999809265137,5.21999979019165,4.980000019073486,5.039999961853027,2030400.0,,,,,
2024-06-21,4.980000019073486,5.300000190734863,4.929999828338623,5.25,2548700.0,,,,,
2024-06-24,4.769999980926514,5.050000190734863,4.744999885559082,5.0,1465900.0,,,,,
2024-06-25,4.579999923706055,4.829999923706055,4.519999980926514,4.78000020980835,1491500.0,,,,,
2024-06-26,4.650000095367432,4.789999961853027,4.449999809265137,4.75,3983900.0,,,,,
2024-06-27,4.820000171661377,5.099999904632568,4.5,4.619999885559082,2568000.0,,,,,
2024-06-28,4.900000095367432,4.989999771118164,4.670000076293945,4.829999923706055,5289900.0,,,,,
2024-07-01,5.050000190734863,5.150000095367432,4.820000171661377,4.980000019073486,2558300.0,,,,,
2024-07-02,4.565000057220459,5.090000152587891,4.519999980926514,4.980000019073486,1395800.0,,,,,
2024-07-03,4.795000076293945,4.909999847412109,4.619999885559082,4.659999847412109,922600.0,,,,,
2024-07-05,4.489999771118164,4.755000114440918,4.449999809265137,4.75,1226500.0,,,,,
2024-07-08,4.78000020980835,4.78000020980835,4.5,4.53000020980835,1335800.0,,,,,
2024-07-09,5.050000190734863,5.079999923706055,4.739999771118164,4.769999980926514,2310900.0,,,,,
2024-07-10,5.039999961853027,5.255000114440918,4.974999904632568,5.050000190734863,959700.0,,,,,
2024-07-11,5.46999979019165,5.820000171661377,5.059999942779541,5.110000133514404,2278100.0,,,,,
2024-07-12,6.079999923706055,6.340000152587891,5.519999980926514,5.550000190734863,2323800.0,,,,,
2024-07-15,6.170000076293945,6.25,5.949999809265137,6.050000190734863,3380100.0,,,,,
2024-07-16,6.179999828338623,6.28000020980835,6.099999904632568,6.28000020980835,1898000.0,,,,,
2024-07-17,5.869999885559082,6.239999771118164,5.659999847412109,6.099999904632568,1694500.0,,,,,
2024-07-18,5.590000152587891,6.0,5.409999847412109,5.820000171661377,1593200.0,,,,,
2024-07-19,5.630000114440918,5.980000019073486,5.550000190734863,5.659999847412109,1314700.0,,,,,
2024-07-22,5.824999809265137,5.860000133514404,5.460000038146973,5.650000095367432,1129600.0,,,,,
2024-07-23,5.869999885559082,6.039999961853027,5.675000190734863,5.739999771118164,875600.0,,,,,
2024-07-24,6.090000152587891,6.289999961853027,5.630000114440918,5.769999980926514,1991800.0,,,,,
2024-07-25,6.175000190734863,6.420000076293945,6.050000190734863,6.119999885559082,1132300.0,,,,,
2024-07-26,6.239999771118164,6.449999809265137,6.103000164031982,6.25,1180300.0,,,,,
2024-07-29,6.454999923706055,6.554999828338623,6.110000133514404,6.28000020980835,1209600.0,,,,,
2024-07-30,6.210000038146973,6.599999904632568,6.079999923706055,6.5,1472400.0,,,,,
2024-07-31,6.409999847412109,6.78000020980835,6.21999979019165,6.239999771118164,1103800.0,,,,,
2024-08-01,6.099999904632568,6.5,6.03000020980835,6.400000095367432,1214800.0,,,,,
2024-08-02,5.96999979019165,6.010000228881836,5.690000057220459,5.829999923706055,1062900.0,,,,,
2024-08-05,5.409999847412109,5.650000095367432,5.21999979019165,5.289999961853027,1130700.0,,,,,
2024-08-06,5.670000076293945,5.800000190734863,5.447999954223633,5.590000152587891,639800.0,,,,,
2024-08-07,5.389999866485596,5.829999923706055,5.309999942779541,5.78000020980835,769400.0,,,,,
2024-08-08,5.489999771118164,5.639999866485596,5.340000152587891,5.420000076293945,828400.0,,,,,
2024-08-09,5.480000019073486,5.670000076293945,5.460000038146973,5.570000171661377,611100.0,,,,,
2024-08-12,5.610000133514404,5.670000076293945,5.289999961853027,5.550000190734863,1093600.0,,,,,
2024-08-13,5.684999942779541,5.889999866485596,5.550000190734863,5.550000190734863,878200.0,,,,,
2024-08-14,5.610000133514404,5.730000019073486,5.369999885559082,5.679999828338623,662900.0,,,,,
2024-08-15,5.980000019073486,6.03000020980835,5.739999771118164,5.78000020980835,1535000.0,,,,,
2024-08-16,6.099999904632568,6.230000019073486,5.960000038146973,5.96999979019165,766700.0,,,,,
2024-08-19,5.980000019073486,6.300000190734863,5.791999816894531,6.119999885559082,1686400.0,,,,,
2024-08-20,5.989999771118164,6.130000114440918,5.75,5.929999828338623,1414800.0,,,,,
2024-08-21,5.909999847412109,6.159999847412109,5.900000095367432,5.989999771118164,1457100.0,,,,,
2024-08-22,5.800000190734863,6.010000228881836,5.679999828338623,5.909999847412109,609100.0,,,,,
2024-08-23,5.889999866485596,6.0,5.710000038146973,5.809999942779541,1212000.0,,,,,
2024-08-26,6.110000133514404,6.249000072479248,5.880000114440918,5.920000076293945,1151000.0,,,,,
2024-08-27,6.050000190734863,6.179999828338623,5.809999942779541,5.929999828338623,554800.0,,,,,
2024-08-28,5.940000057220459,6.119999885559082,5.829999923706055,5.989999771118164,682200.0,,,,,
2024-08-29,5.929999828338623,6.204999923706055,5.920000076293945,5.949999809265137,684100.0,,,,,
2024-08-30,5.699999809265137,6.039999961853027,5.659999847412109,5.96999979019165,614300.0,,,,,
2024-09-03,5.409999847412109,5.71999979019165,5.380000114440918,5.610000133514404,1026700.0,,,,,
2024-09-04,5.590000152587891,5.630000114440918,5.309999942779541,5.409999847412109,586000.0,,,,,
2024-09-05,5.820000171661377,5.900000095367432,5.559999942779541,5.590000152587891,901900.0,,,,,
2024-09-06,5.75,6.0,5.534999847412109,5.849999904632568,612600.0,,,,,
2024-09-09,6.21999979019165,6.349999904632568,5.769999980926514,5.78000020980835,876500.0,,,,,
2024-09-10,6.25,6.366000175476074,6.119999885559082,6.239999771118164,573800.0,,,,,
2024-09-11,6.179999828338623,6.260000228881836,5.989999771118164,6.170000076293945,569300.0,,,,,
2024-09-12,6.730000019073486,6.876999855041504,6.03000020980835,6.159999847412109,1375200.0,,,,,
2024-09-13,7.199999809265137,7.309999942779541,6.670000076293945,6.769999980926514,1130600.0,,,,,
2024-09-16,7.15500020980835,7.289999961853027,6.900000095367432,7.25,1585400.0,,,,,
2024-09-17,6.989999771118164,7.260000228881836,6.880000114440918,7.139999866485596,1341700.0,,,,,
2024-09-18,6.929999828338623,7.28000020980835,6.894000053405762,6.96999979019165,2601600.0,,,,,
2024-09-19,7.025000095367432,7.260000228881836,6.929999828338623,7.099999904632568,1484500.0,,,,,
2024-09-20,7.03000020980835,7.195000171661377,6.925000190734863,6.980000019073486,7501800.0,,,,,
2024-09-23,6.650000095367432,7.090000152587891,6.559999942779541,7.059999942779541,1118900.0,,,,,
2024-09-24,6.300000190734863,6.650000095367432,6.289999961853027,6.650000095367432,2107800.0,,,,,
2024-09-25,6.130000114440918,6.429999828338623,6.110000133514404,6.349999904632568,1127900.0,,,,,
