Date,Close,High,Low,Open,Volume,"('Close', 'WHF')","('High', 'WHF')","('Low', 'WHF')","('Open', 'WHF')","('Volume', 'WHF')"
2024-06-03,10.190937995910645,10.2379365221558,10.065607596552756,10.16743798575996,86000.0,,,,,
2024-06-04,10.128273963928224,10.25360437773555,10.081274685236378,10.18310583321188,48000.0,,,,,
2024-06-05,10.13610553741455,10.284935949147538,10.02644180985142,10.16743813772232,61100.0,,,,,
2024-06-06,9.987276077270508,10.1909383569565,9.979442740276092,10.167438345973256,258900.0,,,,,
2024-06-07,10.190937995910645,10.19877133262754,9.987275723440025,9.987275723440025,99800.0,,,,,
2024-06-10,10.222270965576172,10.245770229548915,10.12827316265706,10.222270965576172,125000.0,,,,,
2024-06-11,10.26143741607666,10.355435223690671,10.198772211000652,10.245770741293574,74700.0,,,,,
2024-06-12,10.28493595123291,10.386767089010837,10.26143668775435,10.386767089010837,92900.0,,,,,
2024-06-13,10.13610553741455,10.339767812929104,10.112606273940754,10.32410188628928,418000.0,,,,,
2024-06-14,10.300602912902832,10.378934795073151,10.143939895590384,10.190939174298215,144400.0,,,,,
2024-06-17,10.222270965576172,10.402433234414104,10.057774623710694,10.402433234414104,203500.0,,,,,
2024-06-18,10.048736572265623,10.315088568489925,10.032594423570943,10.113306706517774,250000.0,,,,,
2024-06-20,9.976096153259276,10.129450817464742,9.91152601140544,10.048737755279044,173100.0,,,,,
2024-06-21,9.935741424560549,10.064881721690234,9.935741424560549,10.04873879968058,118900.0,,,,,
2024-06-24,9.935741424560549,10.032596647407813,9.863099814990877,9.951883576833314,300200.0,,,,,
2024-06-25,9.887311935424805,9.959953534026624,9.798528186987452,9.935739924404942,108600.0,,,,,
2024-06-26,9.782386779785156,9.959955073848928,9.766244627454029,9.863099850651478,48300.0,,,,,
2024-06-27,9.766244888305664,9.943812417375286,9.750101965806474,9.830815038828602,81900.0,,,,,
2024-06-28,9.90345573425293,9.919597885521606,9.758172524150648,9.806599747693516,62100.0,,,,,
2024-07-01,10.01645278930664,10.12137946335277,9.919597575511018,9.919597575511018,83800.0,,,,,
2024-07-02,10.024523735046388,10.13752186354337,9.943810676157575,10.024523735046388,94600.0,,,,,
2024-07-03,10.18595027923584,10.274734038650095,10.008381990670456,10.016453451454534,80500.0,,,,,
2024-07-05,9.943812370300291,10.129452129477585,9.935741678825815,10.129452129477585,55400.0,,,,,
2024-07-08,9.943812370300291,10.04873905683756,9.927670217614432,10.008382520517548,43000.0,,,,,
2024-07-09,9.8953857421875,9.959955896317846,9.887314280486969,9.959955896317846,34300.0,,,,,
2024-07-10,9.95188331604004,9.984168389476418,9.903456090753908,9.903456090753908,35800.0,,,,,
2024-07-11,9.992239952087402,10.024525025852752,9.927669804556698,10.00838210410164,32500.0,,,,,
2024-07-12,9.984167098999023,10.040665777775878,9.976095639248967,10.000310018499135,37100.0,,,,,
2024-07-15,10.000311851501465,10.032596926682595,9.9438123926318,9.984168929042443,85000.0,,,,,
2024-07-16,9.9276704788208,10.032597168118787,9.911527555973295,10.032597168118787,82900.0,,,,,
2024-07-17,9.8953857421875,9.96802735801838,9.830815588057154,9.887314280486969,88200.0,,,,,
2024-07-18,9.814671516418455,9.95188327032701,9.790457903886614,9.927669657795168,56500.0,,,,,
2024-07-19,9.725887298583984,9.822742513879996,9.725887298583984,9.822742513879996,30800.0,,,,,
2024-07-22,9.879241943359377,9.927669939534272,9.701674420104151,9.701674420104151,53600.0,,,,,
2024-07-23,9.85502815246582,9.919598299710303,9.85502815246582,9.919598299710303,27400.0,,,,,
2024-07-24,9.790457725524902,9.919598016324551,9.790457725524902,9.879241483015448,33600.0,,,,,
2024-07-25,9.814671516418455,9.855028050462773,9.790457903886614,9.79852936464285,31500.0,,,,,
2024-07-26,9.838884353637695,9.863098733998289,9.790457132390117,9.790457132390117,43600.0,,,,,
2024-07-29,9.742029190063477,9.838884402779197,9.72588703947926,9.838884402779197,65600.0,,,,,
2024-07-30,9.790457725524902,9.790457725524902,9.709744658906695,9.742029731606609,38900.0,,,,,
