Date,Close,High,Low,Open,Volume,"('Close', 'XRX')","('High', 'XRX')","('Low', 'XRX')","('Open', 'XRX')","('Volume', 'XRX')"
2024-06-03,12.428772926330566,12.724696030157846,12.366001618002032,12.715729311250152,1164300.0,,,,,
2024-06-04,12.419806480407717,12.518447232119932,12.330132447800276,12.339100022100013,1549700.0,,,,,
2024-06-05,12.348068237304688,12.545349750968676,12.339100662539506,12.500512732337771,1481600.0,,,,,
2024-06-06,12.63502311706543,12.670892559025791,12.29426299084452,12.29426299084452,1121800.0,,,,,
2024-06-07,12.769532203674316,12.805401642525288,12.41980538867606,12.50947855820605,1249900.0,,,,,
2024-06-10,12.984749794006348,13.065456251169374,12.527414628740765,12.5901859375587,1472500.0,,,,,
2024-06-11,12.877141952514648,12.9668159872137,12.760566049483868,12.913011395355277,1243500.0,,,,,
2024-06-12,12.787468910217283,13.28067439596412,12.760566186401924,13.253771672148758,1560600.0,,,,,
2024-06-13,12.357033729553224,12.76953272063646,12.312196715375604,12.76953272063646,1591800.0,,,,,
2024-06-14,12.24045753479004,12.267360255754248,11.98040388516694,12.204588095365986,1249300.0,,,,,
2024-06-17,12.464641571044922,12.473609144574516,12.025240730433406,12.26736008456315,1516500.0,,,,,
2024-06-18,12.132850646972656,12.491545938697998,12.061111759666588,12.446708920332956,1954800.0,,,,,
2024-06-20,11.908665657043455,12.222523910550224,11.890731363948897,12.079046145013969,1938500.0,,,,,
2024-06-21,11.944535255432127,12.177687055090672,11.854862078390733,11.944535255432127,3733900.0,,,,,
2024-06-24,11.720351219177246,12.025241907467162,11.702416925557529,11.944535448191012,1834200.0,,,,,
2024-06-25,11.236112594604492,11.711383745225218,11.218178302140547,11.702416171395791,2286200.0,,,,,
2024-06-26,11.289918899536133,11.379592085884596,11.164375412414236,11.236114303571023,2422800.0,,,,,
2024-06-27,11.029864311218262,11.406493886859494,10.993994868547428,11.35268929525576,1640900.0,,,,,
2024-06-28,10.636266708374023,11.020710156996731,10.526425847758617,10.974942913505924,3816800.0,,,,,
