Date,Close,High,Low,Open,Volume,"('Close', 'NCPL')","('High', 'NCPL')","('Low', 'NCPL')","('Open', 'NCPL')","('Volume', 'NCPL')"
2024-05-30,9.170000076293944,10.010000228881836,8.470000267028809,8.960000038146973,143499.0,,,,,
2024-05-31,9.100000381469728,9.3100004196167,8.819999694824219,9.100000381469728,57010.0,,,,,
2024-06-03,8.960000038146973,9.3100004196167,8.539999961853027,8.75,83246.0,,,,,
2024-06-04,7.630000114440918,9.029999732971191,7.349999904632568,8.819999694824219,102326.0,,,,,
2024-06-05,7.0,8.399999618530273,6.860000133514404,7.630000114440918,184319.0,,,,,
2024-06-06,7.28000020980835,7.909999847412109,7.070000171661377,7.420000076293945,136724.0,,,,,
2024-06-07,7.28000020980835,7.559999942779541,6.860000133514404,7.28000020980835,69769.0,,,,,
2024-06-10,7.699999809265137,8.050000190734863,7.349999904632568,7.559999942779541,132166.0,,,,,
2024-06-11,8.260000228881836,8.399999618530273,7.559999942779541,7.840000152587891,163154.0,,,,,
2024-06-12,8.050000190734863,8.260000228881836,7.559999942779541,7.699999809265137,77080.0,,,,,
2024-06-13,7.630000114440918,7.909999847412109,7.139999866485596,7.559999942779541,41710.0,,,,,
2024-06-14,6.929999828338623,7.559999942779541,6.579999923706055,7.489999771118164,54634.0,,,,,
2024-06-17,6.510000228881836,7.489999771118164,6.440000057220459,6.929999828338623,80913.0,,,,,
2024-06-18,6.860000133514404,6.929999828338623,6.159999847412109,6.650000095367432,89061.0,,,,,
2024-06-20,8.609999656677246,8.609999656677246,6.369999885559082,6.929999828338623,281516.0,,,,,
2024-06-21,7.769999980926514,9.100000381469728,7.559999942779541,7.699999809265137,310200.0,,,,,
2024-06-24,8.75,9.800000190734863,8.050000190734863,8.680000305175781,441587.0,,,,,
2024-06-25,9.3100004196167,10.850000381469728,8.819999694824219,10.289999961853027,730376.0,,,,,
2024-06-26,7.980000019073486,8.75,7.630000114440918,8.609999656677246,252026.0,,,,,
2024-06-27,7.699999809265137,8.050000190734863,7.630000114440918,7.630000114440918,117769.0,,,,,
2024-06-28,7.630000114440918,7.909999847412109,7.630000114440918,7.630000114440918,87316.0,,,,,
2024-07-01,7.070000171661377,7.699999809265137,6.860000133514404,7.630000114440918,80217.0,,,,,
2024-07-02,6.929999828338623,7.070000171661377,6.71999979019165,6.929999828338623,30023.0,,,,,
2024-07-03,7.139999866485596,7.28000020980835,6.929999828338623,6.929999828338623,21456.0,,,,,
2024-07-05,7.139999866485596,7.630000114440918,6.929999828338623,7.139999866485596,31657.0,,,,,
2024-07-08,6.929999828338623,7.139999866485596,6.929999828338623,7.139999866485596,33589.0,,,,,
2024-07-09,6.650000095367432,6.929999828338623,6.369999885559082,6.929999828338623,48290.0,,,,,
2024-07-10,6.230000019073486,6.510000228881836,5.949999809265137,6.510000228881836,67321.0,,,,,
2024-07-11,6.510000228881836,6.579999923706055,6.159999847412109,6.230000019073486,25930.0,,,,,
2024-07-12,6.860000133514404,7.070000171661377,6.369999885559082,6.510000228881836,43890.0,,,,,
2024-07-15,6.440000057220459,6.929999828338623,6.369999885559082,6.929999828338623,30823.0,,,,,
2024-07-16,6.510000228881836,7.349999904632568,6.369999885559082,6.440000057220459,85026.0,,,,,
2024-07-17,6.440000057220459,6.510000228881836,6.300000190734863,6.300000190734863,13147.0,,,,,
2024-07-18,6.510000228881836,7.070000171661377,6.369999885559082,7.070000171661377,367120.0,,,,,
2024-07-19,7.28000020980835,7.489999771118164,6.440000057220459,6.440000057220459,426410.0,,,,,
2024-07-22,7.840000152587891,11.899999618530272,7.349999904632568,11.270000457763672,1776720.0,,,,,
2024-07-23,6.510000228881836,6.860000133514404,6.440000057220459,6.789999961853027,182069.0,,,,,
2024-07-24,6.510000228881836,6.860000133514404,5.949999809265137,6.159999847412109,89220.0,,,,,
2024-07-25,6.650000095367432,6.929999828338623,6.090000152587891,6.090000152587891,68581.0,,,,,
2024-07-26,6.579999923706055,6.650000095367432,6.090000152587891,6.510000228881836,34860.0,,,,,
2024-07-29,6.300000190734863,6.650000095367432,6.159999847412109,6.579999923706055,37513.0,,,,,
2024-07-30,5.809999942779541,6.369999885559082,5.809999942779541,6.369999885559082,61149.0,,,,,
2024-07-31,4.829999923706055,5.599999904632568,4.690000057220459,5.110000133514404,155929.0,,,,,
2024-08-01,4.690000057220459,5.25,4.690000057220459,4.900000095367432,86257.0,,,,,
2024-08-02,3.75,4.800000190734863,3.4200000762939453,4.760000228881836,313300.0,,,,,
2024-08-05,3.0299999713897705,3.5,2.569999933242798,2.900000095367432,167000.0,,,,,
2024-08-06,2.890000104904175,3.049999952316284,2.680000066757202,3.009999990463257,86600.0,,,,,
2024-08-07,3.0299999713897705,3.0899999141693115,2.7699999809265137,2.890000104904175,44100.0,,,,,
2024-08-08,3.309999942779541,3.660000085830689,2.9100000858306885,3.0299999713897705,109300.0,,,,,
2024-08-09,3.2300000190734863,3.3399999141693115,3.119999885559082,3.299999952316284,22300.0,,,,,
2024-08-12,3.5199999809265137,3.740000009536743,3.1700000762939453,3.1700000762939453,69600.0,,,,,
2024-08-13,3.660000085830689,3.680000066757202,3.430000066757202,3.5999999046325684,18900.0,,,,,
2024-08-14,3.700000047683716,3.819999933242798,3.3299999237060547,3.430000066757202,61000.0,,,,,
2024-08-15,4.050000190734863,5.239999771118164,3.740000009536743,3.740000009536743,461900.0,,,,,
2024-08-16,3.650000095367432,3.900000095367432,3.5999999046325684,3.7100000381469727,135700.0,,,,,
2024-08-19,3.650000095367432,4.300000190734863,3.549999952316284,3.7200000286102295,118100.0,,,,,
2024-08-20,3.7300000190734863,3.869999885559082,3.0799999237060547,3.490000009536743,350900.0,,,,,
2024-08-21,3.390000104904175,3.680999994277954,3.2109999656677246,3.559999942779541,204800.0,,,,,
2024-08-22,3.309999942779541,3.400000095367432,3.119999885559082,3.259999990463257,55600.0,,,,,
2024-08-23,3.5199999809265137,3.670000076293945,3.2799999713897705,3.2799999713897705,47000.0,,,,,
2024-08-26,3.4600000381469727,3.630000114440918,3.3299999237060547,3.470000028610229,38200.0,,,,,
2024-08-27,3.380000114440918,3.5,3.2799999713897705,3.4100000858306885,23200.0,,,,,
2024-08-28,3.119999885559082,3.359999895095825,3.0999999046325684,3.289999961853028,41000.0,,,,,
2024-08-29,3.200000047683716,3.299999952316284,3.150000095367432,3.150000095367432,27800.0,,,,,
