Date,Close,High,Low,Open,Volume,"('Close', 'FRSX')","('High', 'FRSX')","('Low', 'FRSX')","('Open', 'FRSX')","('Volume', 'FRSX')"
2024-06-03,7.980000019073486,8.119999885559082,7.630000114440918,7.630000114440918,3700.0,,,,,
2024-06-04,8.050000190734863,8.119999885559082,7.630000114440918,7.909999847412109,13543.0,,,,,
2024-06-05,8.609999656677246,8.75,7.811999797821045,7.909999847412109,22357.0,,,,,
2024-06-06,8.1899995803833,8.680000305175781,8.119999885559082,8.680000305175781,4743.0,,,,,
2024-06-07,8.050000190734863,8.1899995803833,7.840000152587891,8.1899995803833,4414.0,,,,,
2024-06-10,7.875,8.050000190734863,7.559999942779541,7.559999942779541,4943.0,,,,,
2024-06-11,7.769999980926514,8.050000190734863,7.630000114440918,7.840000152587891,2043.0,,,,,
2024-06-12,7.875,8.119999885559082,7.630000114440918,7.699999809265137,8086.0,,,,,
2024-06-13,7.769999980926514,7.909999847412109,7.349999904632568,7.909999847412109,8429.0,,,,,
2024-06-14,7.489999771118164,7.980000019073486,7.489999771118164,7.699999809265137,5414.0,,,,,
2024-06-17,7.559999942779541,7.840000152587891,7.489999771118164,7.699999809265137,4514.0,,,,,
2024-06-18,7.349999904632568,7.489999771118164,7.28000020980835,7.489999771118164,9357.0,,,,,
2024-06-20,6.965000152587891,7.349999904632568,6.789999961853027,7.28000020980835,11629.0,,,,,
2024-06-21,6.860000133514404,7.070000171661377,6.579999923706055,7.0,8114.0,,,,,
2024-06-24,6.789999961853027,6.929999828338623,6.684999942779541,6.789999961853027,3514.0,,,,,
2024-06-25,6.727000236511231,6.986000061035156,6.440000057220459,6.510000228881836,9029.0,,,,,
2024-06-26,6.579999923706055,6.965000152587891,6.572999954223633,6.769000053405762,2943.0,,,,,
2024-06-27,6.776000022888184,6.986000061035156,6.579999923706055,6.986000061035156,2457.0,,,,,
2024-06-28,6.705999851226807,6.867000102996826,6.629000186920166,6.867000102996826,886.0,,,,,
2024-07-01,6.789999961853027,6.929999828338623,6.579999923706055,6.650000095367432,1100.0,,,,,
2024-07-02,6.922999858856201,7.0980000495910645,6.586999893188477,6.60099983215332,4629.0,,,,,
2024-07-03,6.888000011444092,7.0,6.789999961853027,6.789999961853027,1486.0,,,,,
2024-07-05,7.0,7.315000057220459,7.0,7.28000020980835,3071.0,,,,,
2024-07-08,7.28000020980835,7.28000020980835,7.070000171661377,7.139999866485596,8243.0,,,,,
2024-07-09,7.070000171661377,7.28000020980835,6.824999809265137,7.28000020980835,7143.0,,,,,
2024-07-10,7.0,7.105000019073486,6.71999979019165,6.922999858856201,9200.0,,,,,
2024-07-11,6.901999950408936,7.070000171661377,6.796999931335449,6.929999828338623,4714.0,,,,,
2024-07-12,7.034999847412109,7.349999904632568,6.901999950408936,7.0,11429.0,,,,,
2024-07-15,7.210000038146973,7.28000020980835,7.0,7.28000020980835,4314.0,,,,,
2024-07-16,7.210000038146973,7.2729997634887695,7.070000171661377,7.139999866485596,5814.0,,,,,
2024-07-17,7.160999774932861,7.349999904632568,7.139999866485596,7.139999866485596,1229.0,,,,,
2024-07-18,7.084000110626221,7.349999904632568,7.0,7.0,2057.0,,,,,
2024-07-19,7.105000019073486,7.28000020980835,7.070000171661377,7.139999866485596,3071.0,,,,,
2024-07-22,6.860000133514404,7.28000020980835,6.579999923706055,7.210000038146973,14986.0,,,,,
2024-07-23,6.71999979019165,7.210000038146973,6.650000095367432,6.755000114440918,2914.0,,,,,
2024-07-24,6.789999961853027,6.929999828338623,6.650000095367432,6.860000133514404,3843.0,,,,,
2024-07-25,6.76200008392334,6.789999961853027,6.650000095367432,6.789999961853027,2271.0,,,,,
2024-07-26,6.888000011444092,7.210000038146973,6.586999893188477,6.824999809265137,107129.0,,,,,
2024-07-29,6.727000236511231,7.349999904632568,6.71999979019165,7.349999904632568,18943.0,,,,,
2024-07-30,6.538000106811523,6.860000133514404,6.440000057220459,6.860000133514404,7771.0,,,,,
2024-07-31,6.64300012588501,6.831999778747559,6.579999923706055,6.579999923706055,3986.0,,,,,
