Date,Close,High,Low,Open,Volume,"('Close', 'LI')","('High', 'LI')","('Low', 'LI')","('Open', 'LI')","('Volume', 'LI')"
2024-06-03,20.440000534057617,21.155000686645508,20.1200008392334,21.06999969482422,5835900.0,,,,,
2024-06-04,20.040000915527344,20.34000015258789,19.959999084472656,20.229999542236328,3989600.0,,,,,
2024-06-05,20.11000061035156,20.420000076293945,19.950000762939453,20.184999465942383,5936500.0,,,,,
2024-06-06,19.82999992370605,20.040000915527344,19.76000022888184,19.940000534057617,4804800.0,,,,,
2024-06-07,20.07999992370605,20.43000030517578,19.915000915527344,20.149999618530277,6673100.0,,,,,
2024-06-10,19.459999084472656,19.959999084472656,19.43000030517578,19.899999618530277,5461400.0,,,,,
2024-06-11,19.07999992370605,19.520000457763672,18.81999969482422,19.459999084472656,5669600.0,,,,,
2024-06-12,18.96999931335449,19.197999954223636,18.68000030517578,19.0,6540800.0,,,,,
2024-06-13,19.440000534057617,19.86000061035156,19.1200008392334,19.200000762939453,7792000.0,,,,,
2024-06-14,18.799999237060547,19.100000381469727,18.76000022888184,19.0,6501300.0,,,,,
2024-06-17,18.440000534057617,18.76000022888184,18.020000457763672,18.709999084472656,6568200.0,,,,,
2024-06-18,18.350000381469727,18.6200008392334,17.979000091552734,18.21999931335449,4657700.0,,,,,
2024-06-20,18.030000686645508,18.36000061035156,17.780000686645508,18.11000061035156,7242100.0,,,,,
2024-06-21,17.8700008392334,18.010000228881836,17.75,18.0,3569600.0,,,,,
2024-06-24,18.520000457763672,18.65999984741211,18.020000457763672,18.049999237060547,4211500.0,,,,,
2024-06-25,18.540000915527344,18.549999237060547,18.11000061035156,18.13999938964844,4798300.0,,,,,
2024-06-26,18.920000076293945,18.959999084472656,18.5,18.690000534057617,6368000.0,,,,,
2024-06-27,18.34000015258789,18.57999992370605,18.225000381469727,18.540000915527344,3925200.0,,,,,
2024-06-28,17.8799991607666,18.18000030517578,17.760000228881836,18.049999237060547,4724700.0,,,,,
