Date,Close,High,Low,Open,Volume,"('Close', 'PAAS')","('High', 'PAAS')","('Low', 'PAAS')","('Open', 'PAAS')","('Volume', 'PAAS')"
2024-06-03,21.3200626373291,21.634316644242,21.182577797054407,21.477190577330784,2931300.0,,,,,
2024-06-04,19.84700584411621,20.94689026809714,19.78808403287688,20.838865386582864,5299800.0,,,,,
2024-06-05,20.230003356933597,20.298745785819765,19.75862509620782,19.94521115373008,3420800.0,,,,,
2024-06-06,21.22186088562012,21.28078269420308,20.288923196452416,20.426408040842823,4123100.0,,,,,
2024-06-07,19.522933959960938,20.35766746166674,19.44437091704102,20.35766746166674,5666900.0,,,,,
2024-06-10,19.6997013092041,19.74880438179648,19.03191450667333,19.67024133873937,5174900.0,,,,,
2024-06-11,19.6997013092041,19.788084966779685,19.17922185135977,19.444370950995825,2767900.0,,,,,
2024-06-12,19.92557144165039,20.62281820571238,19.797905327636634,20.41659092273878,3722400.0,,,,,
2024-06-13,19.41490936279297,20.07287549598054,19.24796267607103,19.82736577274772,3312100.0,,,,,
2024-06-14,19.53275489807129,19.738984059834458,19.130119062299705,19.68006224494101,3623200.0,,,,,
2024-06-17,19.26760482788086,19.46401149203587,19.03191383394984,19.3756278375844,3723200.0,,,,,
2024-06-18,19.572036743164062,19.797905254083812,19.06137603518757,19.24796396177334,3338900.0,,,,,
2024-06-20,20.328205108642575,20.52461175637676,19.71934019255852,19.945208680343544,6126100.0,,,,,
2024-06-21,19.95503234863281,20.18090087099631,19.709522596561857,20.141620284672157,11490800.0,,,,,
2024-06-24,19.905929565429688,20.259462306613106,19.77826345556824,20.13179806984227,2702300.0,,,,,
2024-06-25,19.42473030090332,19.797904262289705,19.3167054214878,19.74880306605932,2516200.0,,,,,
2024-06-26,19.758625030517575,19.758625030517575,19.159580655488487,19.36580794146137,2835900.0,,,,,
2024-06-27,19.84700584411621,20.21036107178839,19.82736648909684,19.95503072563049,2074900.0,,,,,
2024-06-28,19.522933959960938,20.131798947408317,19.38544910312376,20.082697747992377,3058600.0,,,,,
2024-07-01,19.257783889770508,19.69970028150369,19.208680819739754,19.532753589580327,2370900.0,,,,,
2024-07-02,19.542573928833008,19.57203577043725,19.19885993581249,19.33634665687504,2162700.0,,,,,
2024-07-03,20.54425621032715,20.721023532219217,20.063057319115835,20.180900951650035,3070500.0,,,,,
2024-07-05,21.11383819580078,21.408449142319853,20.73084359070784,20.819227249281703,4673900.0,,,,,
2024-07-08,21.153120040893555,21.1629387821475,20.69156053215032,20.81922664553955,3013100.0,,,,,
2024-07-09,21.10401725769043,21.4379106576092,20.956711786688786,21.15312033008477,2643000.0,,,,,
2024-07-10,22.26282501220703,22.311926214751217,21.45755330270119,21.57539693804356,3500700.0,,,,,
2024-07-11,23.56893348693848,23.67695836480925,22.793121860576623,23.10737588046519,6438900.0,,,,,
2024-07-12,23.293964385986328,23.706420840561123,22.9993534354718,23.07791648048172,3310500.0,,,,,
2024-07-15,22.793123245239254,23.27432398148313,22.66545900525602,23.195760940010985,3301700.0,,,,,
2024-07-16,23.74570083618164,23.83408448678504,22.69491951577517,23.10737592756085,6156700.0,,,,,
2024-07-17,23.146657943725582,23.78498289190012,22.91096881854225,23.76534353628617,3694800.0,,,,,
2024-07-18,22.527973175048828,23.284141714052268,22.439589523085083,23.284141714052268,4804900.0,,,,,
2024-07-19,22.11551856994629,22.35120770347456,21.320065637061298,21.35934809586137,3017900.0,,,,,
2024-07-22,22.449413299560547,22.54761570616299,21.80126767591205,21.948573158906555,2766400.0,,,,,
2024-07-23,22.50833320617676,22.60653747752811,22.30210404902985,22.410128934825405,1501000.0,,,,,
2024-07-24,22.30210304260254,23.09755591887047,22.22354000368491,22.68509949628026,2463200.0,,,,,
2024-07-25,21.025453567504883,21.545934880313386,20.956711141360305,21.20222087649987,4477100.0,,,,,
2024-07-26,21.084375381469727,21.398629415874257,20.838865646306918,21.33970573080993,2117600.0,,,,,
2024-07-29,21.3200626373291,21.398627543875172,20.87814627655024,21.30042328378305,1852000.0,,,,,
2024-07-30,21.732521057128903,21.92892959562218,21.290604655155008,21.408448279778455,2933500.0,,,,,
2024-07-31,22.5672550201416,22.793123533090142,22.194081036708827,22.31192466385994,3908600.0,,,,,
2024-08-01,21.71288299560547,22.724381971775504,21.30042653866416,22.53779590948809,3941900.0,,,,,
2024-08-02,20.622817993164062,22.0467752228807,20.180899715502857,21.948570953057025,6189200.0,,,,,
2024-08-05,19.365806579589844,19.365806579589844,17.53921548552984,17.73562214315524,5427400.0,,,,,
2024-08-06,19.876468658447266,20.043415359366303,19.08101761199336,19.21850246930644,3777100.0,,,,,
2024-08-07,19.10066032409668,20.32820913996174,19.01227665950713,20.24964609067001,3624500.0,,,,,
2024-08-08,18.246286392211918,19.012277564068555,17.824009279768802,18.65874288888996,6851500.0,,,,,
2024-08-09,18.766765594482425,18.776586209098987,18.000774512206767,18.550715819099416,4024100.0,,,,,
2024-08-12,19.464012145996094,19.60149700283294,18.66856110229754,18.90425023105672,4384400.0,,,,,
2024-08-13,19.4836540222168,19.7488050032878,19.297066086675265,19.35598790254968,2663300.0,,,,,
2024-08-14,19.27742576599121,19.464013710330757,19.08101907945192,19.36580943051569,2162200.0,,,,,
2024-08-15,19.748804092407227,19.905930176218995,19.247963997848217,19.63095859300307,2624800.0,,,,,
2024-08-16,20.033594131469727,20.230002669981356,19.76844316640622,20.053235359939016,3183000.0,,,,,
2024-08-19,20.79348945617676,20.96125855181826,19.87569392603899,20.033594029899497,3672500.0,,,,,
2024-08-20,21.138896942138672,21.356009117478425,20.69480171721901,21.16850391790589,4518600.0,,,,,
2024-08-21,21.296794891357425,21.35600695457723,20.78361865727229,21.07968273800643,2128200.0,,,,,
2024-08-22,20.62571907043457,21.247452337525047,20.47768796761413,20.823095129073558,2701000.0,,,,,
2024-08-23,21.05007743835449,21.129027489695247,20.53690116348073,20.971127387013738,3228600.0,,,,,
2024-08-26,21.07968521118164,21.59285962315744,20.990866164772456,21.504042459066024,2159200.0,,,,,
2024-08-27,20.921785354614254,21.00073540989395,20.566509164696743,21.00073540989395,1917300.0,,,,,
2024-08-28,20.06319808959961,20.467817282231422,19.826347968228603,20.181624091443837,3992400.0,,,,,
2024-08-29,20.201364517211918,20.319790544424517,20.08294037231716,20.250709479516267,1980300.0,,,,,
2024-08-30,19.944774627685547,20.21123175402979,19.737531450962923,20.171757669933054,2800400.0,,,,,
2024-09-03,18.898683547973636,19.599366802828328,18.573014396370024,19.559890841510345,4041200.0,,,,,
2024-09-04,18.73091697692871,18.97763612114216,18.61249284180416,18.87894808699324,2899900.0,,,,,
