Date,Close,High,Low,Open,Volume,"('Close', 'HIHO')","('High', 'HIHO')","('Low', 'HIHO')","('Open', 'HIHO')","('Volume', 'HIHO')"
2024-05-13,2.004115343093872,2.071561700397487,2.004115343093872,2.071561700397487,1700.0,,,,,
2024-05-14,2.04265570640564,2.04265570640564,2.04265570640564,2.04265570640564,1100.0,,,,,
2024-05-15,2.071561574935913,2.1101022169350347,2.0522912539363523,2.071561574935913,11200.0,,,,,
2024-05-16,2.0137503147125244,2.100466986024004,2.004115154535731,2.0715615054936234,3400.0,,,,,
2024-05-17,2.0619266033172607,2.0619266033172607,2.0522914419348592,2.0522914419348592,600.0,,,,,
2024-05-20,2.0522913932800293,2.07156171558798,2.023385680097741,2.023385680097741,2600.0,,,,,
2024-05-21,2.04265570640564,2.0715614153992186,2.02338538689014,2.0715614153992186,1700.0,,,,,
2024-05-22,2.0811967849731445,2.0811967849731445,2.033020751607191,2.033020751607191,1700.0,,,,,
2024-05-23,2.0522913932800293,2.0522913932800293,2.042656002405692,2.042656002405692,600.0,,,,,
2024-05-24,2.0330207347869877,2.09083192840376,2.0330207347869877,2.09083192840376,1900.0,,,,,
2024-05-28,2.0811967849731445,2.0811967849731445,2.0715616242440245,2.0715616242440245,3700.0,,,,,
2024-05-29,2.0137503147125244,2.1101021462007967,2.004115154535731,2.0908318258472103,1800.0,,,,,
2024-05-30,2.071561574935913,2.071561574935913,2.013750382216884,2.013750382216884,2600.0,,,,,
2024-05-31,2.04265570640564,2.100466894672469,2.04265570640564,2.0522910958837186,4400.0,,,,,
2024-06-03,2.04265570640564,2.110102054430219,2.04265570640564,2.110102054430219,1300.0,,,,,
2024-06-04,2.0522913932800293,2.0522913932800293,2.0522913932800293,2.0522913932800293,900.0,,,,,
2024-06-05,2.11010217666626,2.2546295814048336,2.081196695718545,2.1197373369821646,10000.0,,,,,
2024-06-06,2.0619266033172607,2.196818862670884,2.0426560508320897,2.158278217141277,5300.0,,,,,
2024-06-07,2.0811967849731445,2.206453874451708,2.0041152694198305,2.187183552993468,4700.0,,,,,
2024-06-10,2.0619266033172607,2.129372732994072,2.033020889449688,2.129372732994072,4100.0,,,,,
2024-06-11,2.0619266033172607,2.0619266033172607,2.0619266033172607,2.0619266033172607,0.0,,,,,
2024-06-12,2.04265570640564,2.119737214187969,2.02338538689014,2.0619262556414686,2600.0,,,,,
2024-06-13,2.0330207347869877,2.052291285806145,2.0330207347869877,2.042655895436391,3700.0,,,,,
2024-06-14,2.0330207347869877,2.0330207347869877,2.0330207347869877,2.0330207347869877,300.0,,,,,
2024-06-17,2.04265570640564,2.04265570640564,2.04265570640564,2.04265570640564,1300.0,,,,,
2024-06-18,1.98484480381012,2.0233854439275456,1.98484480381012,2.0233854439275456,4100.0,,,,,
2024-06-20,2.004115343093872,2.052291378230843,2.004115343093872,2.052291378230843,1700.0,,,,,
