Date,Close,High,Low,Open,Volume,"('Close', 'LLY')","('High', 'LLY')","('Low', 'LLY')","('Open', 'LLY')","('Volume', 'LLY')"
2024-06-03,823.8001098632812,830.7571302818584,811.1546110743498,816.4367954842847,2537200.0,,,,,
2024-06-04,825.1181640625,827.9722626026374,817.9034674963574,826.5154837695195,1748300.0,,,,,
2024-06-05,824.2955932617188,830.925557995074,810.2824745417558,823.0369711944463,2169000.0,,,,,
2024-06-06,829.7759399414062,839.3690620758623,824.4145171740665,827.3875944652686,2109000.0,,,,,
2024-06-07,842.3619384765625,849.1207411166608,829.4984440417289,830.2417133285627,2468800.0,,,,,
2024-06-10,857.2373046875,863.807810486121,841.7674066886736,846.3161811723875,3417500.0,,,,,
2024-06-11,858.0499267578125,874.2234743436552,844.5818601281105,874.2234743436552,4109100.0,,,,,
2024-06-12,859.5166015625,864.1744345803116,846.1872934270533,864.1744345803116,2594600.0,,,,,
2024-06-13,875.4027709960938,877.1172261451469,853.7686624730981,861.2311152196752,2243400.0,,,,,
2024-06-14,870.5665893554688,876.6712814112894,868.1385641504878,874.4117741361329,2023300.0,,,,,
2024-06-17,877.0677490234375,884.1932269131478,868.9908645945022,870.1206485184418,2532200.0,,,,,
2024-06-18,883.4598388671875,886.8392100678642,876.0667649800101,879.0398422367297,2437000.0,,,,,
2024-06-20,878.0388793945312,897.3242619318036,862.3212257880658,884.9859794599912,3360000.0,,,,,
2024-06-21,875.9478149414062,883.9651791131333,871.9044130825238,877.7118092629254,3445900.0,,,,,
2024-06-24,882.1219482421875,895.4710970388542,875.0163102899606,881.9931100509585,2878200.0,,,,,
2024-06-25,896.4917602539062,901.258591538048,883.4994276077465,883.7670239075808,2830100.0,,,,,
2024-06-26,893.1718139648438,898.2161008027007,889.7825230759831,895.887214649846,2232100.0,,,,,
2024-06-27,900.8820190429688,901.4072917203672,891.6456518658534,895.4215180120905,1948100.0,,,,,
2024-06-28,897.2548828125,907.3236776434112,897.2548828125,903.1316581495872,3375400.0,,,,,
2024-07-01,906.1641845703124,908.6021296218574,896.194468226663,903.5875418881216,2546100.0,,,,,
2024-07-02,898.572998046875,903.815502596776,870.6161392886706,894.6088949653102,4584600.0,,,,,
2024-07-03,890.0402221679688,910.2571721237666,876.0667829694172,902.8244788293428,3078400.0,,,,,
2024-07-05,906.3624267578124,908.2354799408898,888.8510187048905,890.367256647802,2880900.0,,,,,
2024-07-08,909.7615966796876,920.2763648868612,903.8154424530228,909.6525983691766,2364600.0,,,,,
2024-07-09,924.1315307617188,926.6090951873532,912.5167377683016,920.7124797568604,2416000.0,,,,,
2024-07-10,931.34619140625,937.203126867616,924.6270079096696,928.1649770312216,2683300.0,,,,,
2024-07-11,925.7568359375,934.4183915700834,910.376096487702,925.7072967460206,2855100.0,,,,,
2024-07-12,939.8888549804688,942.2573605764392,927.629871168242,928.5911371214858,2315100.0,,,,,
2024-07-15,941.930419921875,957.4300177313036,939.5816935742776,947.6188984341968,2358700.0,,,,,
2024-07-16,933.1498413085938,947.8071511662448,929.9587673615392,947.1728801561452,2111800.0,,,,,
2024-07-17,897.4630126953125,916.698795398346,894.5394747098034,901.8433294622548,4200600.0,,,,,
2024-07-18,841.28173828125,901.7045459864164,829.1515329419459,898.8900668802095,7649600.0,,,,,
2024-07-19,849.7748413085938,872.3108182164143,845.3449851332372,859.8733963640899,3782200.0,,,,,
2024-07-22,858.198486328125,866.5726654923751,849.1306375719386,857.0390032092005,2904500.0,,,,,
2024-07-23,870.407958984375,879.753324277737,856.3255221966562,862.1923775302724,2087700.0,,,,,
2024-07-24,852.1632080078125,870.4575647259423,846.6035681895615,864.6699478587653,2726100.0,,,,,
2024-07-25,813.8204345703125,843.9773407549353,799.1433456952808,839.3988066485724,5468000.0,,,,,
2024-07-26,797.3991088867188,814.6330606507082,794.1088962423712,804.5840453468011,4173900.0,,,,,
2024-07-29,800.5407104492188,817.3683696907824,796.7847444368575,806.7049223882431,2473700.0,,,,,
2024-07-30,783.1185302734375,814.524140739277,768.8477343565611,807.8644158155962,3848600.0,,,,,
2024-07-31,797.0523071289062,803.8606492592147,784.9816206339617,792.9890652215921,2961700.0,,,,,
2024-08-01,824.969482421875,833.3436621542861,812.8194969800753,826.1388855550088,4060700.0,,,,,
2024-08-02,797.2406616210938,812.8294785836096,779.9571687124395,809.3410483032192,3515900.0,,,,,
2024-08-05,768.3026733398438,785.8240022699122,740.8413265765381,751.1975583103577,4661800.0,,,,,
2024-08-06,786.061767578125,799.0343207724425,777.9551845063442,782.0580454740947,3437600.0,,,,,
2024-08-07,765.210693359375,779.5211086605825,756.1725426941299,771.3153858135643,4407700.0,,,,,
2024-08-08,837.7239990234375,869.9026375285682,817.8341043757538,867.1475568283438,9434900.0,,,,,
2024-08-09,883.6777954101562,900.3369351300596,852.2821082619718,852.2821082619718,6587600.0,,,,,
2024-08-12,876.4432983398438,896.6007268584098,875.075678058359,896.0953545695197,4206100.0,,,,,
2024-08-13,899.90087890625,906.4813041013458,882.3399324558319,886.0562788478411,3506800.0,,,,,
2024-08-14,923.31884765625,925.9946292328128,895.6791254461021,901.8334170234552,3562900.0,,,,,
2024-08-15,924.5098266601562,930.8414107432131,913.0176956611498,928.8962642813436,3080000.0,,,,,
2024-08-16,915.12158203125,929.193955908148,912.412320700072,921.344015362256,2364900.0,,,,,
2024-08-19,914.8138427734376,918.9720448376424,909.544145889524,915.1214875793938,2374600.0,,,,,
2024-08-20,942.7601928710938,959.6609731059036,923.4479229125786,925.0258217195344,4961500.0,,,,,
2024-08-21,944.7449340820312,949.240582433528,932.04209261027,948.3672564037264,2617000.0,,,,,
2024-08-22,946.9282836914062,965.1489860032156,940.9440800389626,944.7549023335104,3183700.0,,,,,
2024-08-23,945.5092163085938,953.210331856644,935.9522978805596,948.1887369039932,2063300.0,,,,,
2024-08-26,943.3159790039062,947.7520248519857,935.6148638539144,941.9960560824536,2166000.0,,,,,
2024-08-27,947.2359619140624,965.0993510509196,942.740373812024,945.271008492026,2912900.0,,,,,
2024-08-28,941.738037109375,951.0667201849164,936.1011526493206,946.9085177016176,1701800.0,,,,,
2024-08-29,933.0643920898438,950.2529497319864,928.896255750934,947.7520558142544,1762800.0,,,,,
2024-08-30,952.73388671875,953.7064295635925,933.3719494093586,937.8278625781423,2555100.0,,,,,
2024-09-03,949.2704467773438,962.2908677209122,944.3580026768946,950.5010261086064,2529400.0,,,,,
2024-09-04,939.1279907226562,946.759629995286,930.8909955739808,942.5418853123928,1891700.0,,,,,
2024-09-05,905.8226928710938,935.8431107942388,899.2926147561005,934.0170488044542,3201100.0,,,,,
2024-09-06,895.85888671875,920.857709147116,886.2225591465477,910.7946523369012,3440000.0,,,,,
2024-09-09,901.3767700195312,908.4824030666013,889.1204631066491,905.6441233666668,2405900.0,,,,,
2024-09-10,894.4100341796875,908.1648302651475,888.2074680619365,907.1724196863076,1930400.0,,,,,
2024-09-11,913.90087890625,914.5459093591712,890.3906727924855,895.3031166616153,2721100.0,,,,,
2024-09-12,927.9236450195312,930.5038879793284,911.6580230897184,917.2949072176511,2510800.0,,,,,
2024-09-13,916.6995239257812,935.1980095942624,915.10169698757,929.8985714493708,2045400.0,,,,,
2024-09-16,916.53076171875,925.5319321276552,913.4443796334934,924.0631839861296,1760300.0,,,,,
2024-09-17,899.3025512695312,914.5062875950885,895.4519936339027,914.5062875950885,2248000.0,,,,,
2024-09-18,898.1016845703125,908.5517960173812,896.603195623331,899.4315412674699,1777000.0,,,,,
2024-09-19,908.0952758789062,909.8518618348628,897.0001338337197,905.921894475952,2446500.0,,,,,
2024-09-20,914.496337890625,932.726913848877,906.2692766880704,914.9925431384204,9921800.0,,,,,
2024-09-23,911.5488891601562,915.0024582312004,902.5477188805086,914.0100477558956,2292000.0,,,,,
2024-09-24,917.4140014648438,918.6545145495736,902.2996094235118,915.12153570714,2767400.0,,,,,
2024-09-25,917.5430908203124,932.171212558245,914.1986721302992,924.7181996757516,1805100.0,,,,,
2024-09-26,902.4187622070312,914.853634813108,898.4292524412516,913.2757359700596,2693000.0,,,,,
2024-09-27,871.1279907226562,894.3702882373368,868.9645431019496,886.8378658929915,4377300.0,,,,,
2024-09-30,879.2161865234375,880.6948685202028,852.29208402474,857.9587699514723,3244600.0,,,,,
2024-10-01,877.7672729492188,884.5057794193716,872.1998642434656,882.0842952294778,2455200.0,,,,,
2024-10-02,884.3072509765625,886.569915468984,872.0311376669902,873.3212592310133,1751600.0,,,,,
2024-10-03,878.8291015625,885.2301613683951,874.1945615118888,882.7888097452736,1974700.0,,,,,
2024-10-04,880.4268798828125,882.2231404799401,870.234865151588,879.1863667474502,1970500.0,,,,,
2024-10-07,891.5816650390625,898.4094544894195,882.8186628959794,883.7515312386716,2915700.0,,,,,
2024-10-08,906.7853393554688,914.9727263991446,895.3825518188768,896.1467273259717,2200000.0,,,,,
2024-10-09,912.7596435546876,914.3574099573922,905.0783958080884,909.3358151403692,1820100.0,,,,,
2024-10-10,903.7783813476562,915.0025424333704,898.2804486144192,913.0177213001092,1682100.0,,,,,
2024-10-11,924.9861450195312,925.1647716441464,904.2646085571454,909.087709137546,2293900.0,,,,,
2024-10-14,922.4555053710938,929.8886504198674,918.9721347799332,928.8962399071462,1550400.0,,,,,
