Date,Close,High,Low,Open,Volume,"('Close', 'ABAT')","('High', 'ABAT')","('Low', 'ABAT')","('Open', 'ABAT')","('Volume', 'ABAT')"
2024-06-03,1.399999976158142,1.4299999475479126,1.3799999952316284,1.399999976158142,190000.0,,,,,
2024-06-04,1.4500000476837158,1.4600000381469729,1.3899999856948853,1.409999966621399,643000.0,,,,,
2024-06-05,1.4700000286102295,1.5,1.4500000476837158,1.4900000095367432,436800.0,,,,,
2024-06-06,1.3700000047683716,1.4700000286102295,1.3600000143051147,1.4299999475479126,322300.0,,,,,
2024-06-07,1.2999999523162842,1.3930000066757202,1.2799999713897705,1.3600000143051147,412100.0,,,,,
2024-06-10,1.2599999904632568,1.3600000143051147,1.25,1.2999999523162842,402500.0,,,,,
2024-06-11,1.2200000286102295,1.2999999523162842,1.2000000476837158,1.2599999904632568,274500.0,,,,,
2024-06-12,1.2100000381469729,1.2790000438690186,1.190000057220459,1.2699999809265137,327100.0,,,,,
2024-06-13,1.1799999475479126,1.25,1.1699999570846558,1.25,315800.0,,,,,
2024-06-14,1.059999942779541,1.1799999475479126,1.0299999713897705,1.1699999570846558,629800.0,,,,,
2024-06-17,1.0299999713897705,1.090000033378601,1.0199999809265137,1.0700000524520874,449800.0,,,,,
2024-06-18,1.0,1.0759999752044678,1.0,1.0499999523162842,696200.0,,,,,
2024-06-20,1.0399999618530271,1.149999976158142,1.0099999904632568,1.0499999523162842,484100.0,,,,,
2024-06-21,1.0299999713897705,1.090000033378601,1.0299999713897705,1.0499999523162842,501900.0,,,,,
2024-06-24,1.0199999809265137,1.0549999475479126,1.0199999809265137,1.0399999618530271,436400.0,,,,,
2024-06-25,1.0499999523162842,1.1100000143051147,1.0499999523162842,1.0499999523162842,1038000.0,,,,,
2024-06-26,1.1150000095367432,1.159999966621399,1.0700000524520874,1.0800000429153442,1062100.0,,,,,
2024-06-27,1.1799999475479126,1.1799999475479126,1.090000033378601,1.1399999856948853,782400.0,,,,,
2024-06-28,1.25,1.2999999523162842,1.190000057220459,1.2699999809265137,1129400.0,,,,,
2024-07-01,1.159999966621399,1.2799999713897705,1.090000033378601,1.25,741000.0,,,,,
2024-07-02,1.100000023841858,1.159999966621399,1.0499999523162842,1.159999966621399,684300.0,,,,,
2024-07-03,1.034999966621399,1.090000033378601,1.0199999809265137,1.0700000524520874,772700.0,,,,,
2024-07-05,1.0099999904632568,1.059999942779541,1.0,1.059999942779541,1101200.0,,,,,
