Date,Close,High,Low,Open,Volume,"('Close', 'CGEM')","('High', 'CGEM')","('Low', 'CGEM')","('Open', 'CGEM')","('Volume', 'CGEM')"
2024-06-03,22.540000915527344,24.30900001525879,22.0,22.86000061035156,642700.0,,,,,
2024-06-04,22.399999618530277,22.739999771118164,21.790000915527344,22.170000076293945,587300.0,,,,,
2024-06-05,22.84000015258789,23.739999771118164,22.350000381469727,23.040000915527344,608300.0,,,,,
2024-06-06,22.540000915527344,23.25,22.395000457763672,22.670000076293945,348200.0,,,,,
2024-06-07,22.399999618530277,22.780000686645508,22.049999237060547,22.40999984741211,270900.0,,,,,
2024-06-10,22.96999931335449,23.35300064086914,21.780000686645508,21.799999237060547,1338700.0,,,,,
2024-06-11,23.25,23.975000381469727,22.209999084472656,22.75,634600.0,,,,,
2024-06-12,21.709999084472656,24.76000022888184,21.59000015258789,23.850000381469727,587400.0,,,,,
2024-06-13,21.799999237060547,23.040000915527344,21.38999938964844,21.709999084472656,588200.0,,,,,
2024-06-14,18.8799991607666,21.81999969482422,18.799999237060547,21.489999771118164,1586100.0,,,,,
2024-06-17,19.020000457763672,19.15999984741211,16.190000534057617,18.270000457763672,2603200.0,,,,,
2024-06-18,16.809999465942383,18.920000076293945,16.780000686645508,18.520000457763672,1342200.0,,,,,
2024-06-20,17.510000228881836,17.68000030517578,16.5049991607666,16.829999923706055,1278600.0,,,,,
2024-06-21,17.43000030517578,18.030000686645508,17.18000030517578,17.670000076293945,2315300.0,,,,,
2024-06-24,17.3700008392334,17.549999237060547,16.979999542236328,17.479999542236328,990500.0,,,,,
2024-06-25,16.420000076293945,17.579999923706055,16.229999542236328,17.299999237060547,565300.0,,,,,
2024-06-26,16.5,16.700000762939453,15.56999969482422,16.520000457763672,547400.0,,,,,
2024-06-27,17.09000015258789,17.1200008392334,16.209999084472656,16.540000915527344,457500.0,,,,,
2024-06-28,17.440000534057617,17.709999084472656,17.0,17.420000076293945,3444700.0,,,,,
2024-07-01,16.729999542236328,17.40999984741211,15.670000076293944,17.40999984741211,751800.0,,,,,
2024-07-02,16.309999465942383,16.8799991607666,15.850000381469728,16.739999771118164,482100.0,,,,,
2024-07-03,16.780000686645508,17.1200008392334,16.209999084472656,16.459999084472656,303700.0,,,,,
2024-07-05,16.18000030517578,16.969999313354492,15.9399995803833,16.770000457763672,467300.0,,,,,
2024-07-08,16.40999984741211,17.350000381469727,16.360000610351562,16.3700008392334,460700.0,,,,,
2024-07-09,16.139999389648438,16.450000762939453,15.93000030517578,16.329999923706055,466800.0,,,,,
2024-07-10,16.030000686645508,16.700000762939453,15.800000190734863,16.190000534057617,604300.0,,,,,
2024-07-11,16.18000030517578,16.989999771118164,15.899999618530272,16.399999618530273,1101400.0,,,,,
2024-07-12,16.450000762939453,17.040000915527344,15.970000267028809,16.3799991607666,471000.0,,,,,
2024-07-15,16.59000015258789,17.59000015258789,16.579999923706055,16.729999542236328,493200.0,,,,,
2024-07-16,19.07999992370605,19.14299964904785,16.674999237060547,16.739999771118164,1921300.0,,,,,
2024-07-17,18.51000022888184,18.84000015258789,17.302000045776367,18.56999969482422,965100.0,,,,,
2024-07-18,18.38999938964844,19.3799991607666,18.170000076293945,18.530000686645508,726900.0,,,,,
2024-07-19,18.290000915527344,18.520000457763672,18.040000915527344,18.350000381469727,482000.0,,,,,
2024-07-22,19.100000381469727,19.809999465942383,18.3799991607666,18.3799991607666,889300.0,,,,,
2024-07-23,20.86000061035156,20.950000762939453,18.75,18.940000534057617,1093300.0,,,,,
2024-07-24,20.309999465942383,21.01000022888184,20.270000457763672,20.56999969482422,844400.0,,,,,
2024-07-25,19.90999984741211,20.959999084472656,19.59000015258789,20.34000015258789,721800.0,,,,,
2024-07-26,20.15999984741211,20.739999771118164,19.700000762939453,20.3700008392334,594000.0,,,,,
2024-07-29,19.350000381469727,20.364999771118164,18.84000015258789,20.18000030517578,515800.0,,,,,
2024-07-30,19.049999237060547,19.790000915527344,18.59000015258789,19.530000686645508,518700.0,,,,,
2024-07-31,19.350000381469727,19.82999992370605,18.86000061035156,19.399999618530277,783300.0,,,,,
2024-08-01,18.76000022888184,19.5,18.440000534057617,19.32999992370605,701100.0,,,,,
2024-08-02,17.760000228881836,18.290000915527344,16.96500015258789,17.440000534057617,644400.0,,,,,
2024-08-05,17.549999237060547,17.709999084472656,16.450000762939453,16.450000762939453,692000.0,,,,,
2024-08-06,17.219999313354492,18.5,17.100000381469727,17.530000686645508,953100.0,,,,,
2024-08-07,16.540000915527344,17.6200008392334,16.530000686645508,17.5,862500.0,,,,,
2024-08-08,16.3799991607666,17.200000762939453,15.699999809265137,17.0,706200.0,,,,,
2024-08-09,16.770000457763672,17.190000534057617,15.94499969482422,16.899999618530273,1217000.0,,,,,
2024-08-12,16.299999237060547,16.895000457763672,16.03499984741211,16.770000457763672,603500.0,,,,,
2024-08-13,16.290000915527344,16.780000686645508,15.90999984741211,16.31999969482422,516900.0,,,,,
2024-08-14,16.239999771118164,16.6299991607666,15.949999809265137,16.309999465942383,386400.0,,,,,
2024-08-15,16.90999984741211,17.097000122070312,16.104999542236328,16.739999771118164,852800.0,,,,,
2024-08-16,16.709999084472656,17.100000381469727,16.215999603271484,16.920000076293945,628400.0,,,,,
2024-08-19,17.799999237060547,18.049999237060547,16.65999984741211,16.65999984741211,422900.0,,,,,
2024-08-20,17.610000610351562,18.059999465942383,17.139999389648438,17.709999084472656,604700.0,,,,,
2024-08-21,18.020000457763672,18.309999465942383,17.54199981689453,17.729999542236328,275500.0,,,,,
2024-08-22,17.860000610351562,18.270000457763672,17.74799919128418,18.030000686645508,440500.0,,,,,
2024-08-23,18.030000686645508,18.170000076293945,17.610000610351562,17.8799991607666,483800.0,,,,,
2024-08-26,18.26000022888184,18.9950008392334,17.989999771118164,18.11000061035156,534100.0,,,,,
2024-08-27,18.86000061035156,19.065000534057617,17.979999542236328,18.25,533400.0,,,,,
2024-08-28,18.700000762939453,19.1299991607666,18.190000534057617,18.82999992370605,407600.0,,,,,
2024-08-29,18.86000061035156,19.770000457763672,18.700000762939453,18.899999618530277,496800.0,,,,,
2024-08-30,19.600000381469727,19.690000534057617,18.709999084472656,19.020000457763672,397300.0,,,,,
2024-09-03,18.51000022888184,19.88999938964844,18.5,19.34000015258789,825300.0,,,,,
2024-09-04,18.68000030517578,18.93000030517578,18.43000030517578,18.450000762939453,504800.0,,,,,
2024-09-05,17.93000030517578,19.65999984741211,17.760000228881836,18.700000762939453,415200.0,,,,,
2024-09-06,17.979999542236328,18.239999771118164,17.690000534057617,17.84000015258789,383900.0,,,,,
2024-09-09,18.25,18.450000762939453,17.958999633789062,18.0,549200.0,,,,,
2024-09-10,17.81999969482422,18.600000381469727,17.735000610351562,18.170000076293945,459800.0,,,,,
2024-09-11,17.979999542236328,18.0,17.219999313354492,17.75,655000.0,,,,,
2024-09-12,17.6200008392334,18.2549991607666,17.5,18.0,398300.0,,,,,
2024-09-13,17.950000762939453,18.549999237060547,17.440000534057617,17.65999984741211,519300.0,,,,,
2024-09-16,16.93000030517578,18.391000747680664,16.739999771118164,18.3799991607666,437200.0,,,,,
