Date,Close,High,Low,Open,Volume,"('Close', 'TRMD')","('High', 'TRMD')","('Low', 'TRMD')","('Open', 'TRMD')","('Volume', 'TRMD')"
2024-06-03,31.074506759643555,31.25126019500232,30.96509178861385,31.1923434534566,1271000.0,,,,,
2024-06-04,30.18233871459961,31.045894444355515,30.18233871459961,30.948259605769305,880200.0,,,,,
2024-06-05,30.93984031677246,30.948258829066464,30.27492232802277,30.27492232802277,786000.0,,,,,
2024-06-06,30.9566707611084,31.20917473089705,30.84725579896942,31.141839482761053,674800.0,,,,,
2024-06-07,30.77151107788086,31.04926100224053,30.603176136381865,31.040845699990463,423900.0,,,,,
2024-06-10,31.41959381103516,31.53742728922393,31.14184071754319,31.318590934826364,776700.0,,,,,
2024-06-11,29.744665145874023,30.332150094576,29.66891459719701,30.308583399908542,878200.0,,,,,
2024-06-12,29.98033332824707,30.207584983644743,29.76991548555161,30.14866824454773,655700.0,,,,,
2024-06-13,29.391162872314453,29.9130014365066,29.26491409250396,29.81199855979241,594700.0,,,,,
2024-06-14,28.583162307739254,29.17149176887482,28.53687012010097,29.02083185676918,905600.0,,,,,
2024-06-17,29.10499763488769,29.35749840477701,28.80199542673192,29.2480802272271,568200.0,,,,,
2024-06-18,29.593170166015625,29.69416984822317,29.2649187907996,29.2649187907996,697500.0,,,,,
2024-06-20,30.20758628845215,30.418004140236544,29.660501800245694,29.660501800245694,565700.0,,,,,
2024-06-21,30.392751693725582,30.54425278726016,30.21600148817567,30.24966590062237,650300.0,,,,,
2024-06-24,31.478513717651367,31.5626795789064,30.81359249728251,31.099760920560133,623300.0,,,,,
2024-06-25,31.638427734375,31.705759776118644,30.99875888956338,31.27650877917844,622600.0,,,,,
2024-06-26,32.32859420776367,32.69892842050401,31.94142618389133,32.463261486098446,901100.0,,,,,
2024-06-27,32.6568489074707,32.95143581695426,32.44643106243453,32.84201763853343,752700.0,,,,,
2024-06-28,32.63159942626953,33.212351516174,32.59793180086947,33.069268924305945,625400.0,,,,,
2024-07-01,32.20234680175781,32.82518505918813,32.05926420290261,32.73260069017753,555500.0,,,,,
2024-07-02,32.83359909057617,32.87568522811428,32.35384666127964,32.53060009106377,465600.0,,,,,
2024-07-03,32.90935134887695,33.363854687785434,32.90093604736606,32.93460367485299,270400.0,,,,,
2024-07-05,32.71577072143555,33.128191174390295,32.4211869769836,33.128191174390295,493300.0,,,,,
2024-07-08,31.949848175048828,32.54743414713606,31.85726379979439,32.54743414713606,585700.0,,,,,
2024-07-09,31.2933406829834,31.548368280589,31.16708869767498,31.461675593154165,564300.0,,,,,
2024-07-10,31.97509765625,32.15605713430664,31.49534200802413,31.53742814628226,422300.0,,,,,
2024-07-11,31.55426406860352,31.80676486142224,31.26809564721649,31.798346348919274,417400.0,,,,,
2024-07-12,31.37750816345215,31.7478456272192,31.276508496389106,31.57109219645696,389100.0,,,,,
2024-07-15,31.764678955078125,32.05926265064714,31.722592817949856,31.82359569419193,335300.0,,,,,
2024-07-16,32.13501739501953,32.35385056731819,31.958267154618085,32.19393414182001,399800.0,,,,,
2024-07-17,31.520591735839844,32.008759434338025,31.17550662132036,31.98351032204091,385000.0,,,,,
2024-07-18,31.453256607055664,31.726800430614663,31.007171830948604,31.68050825074831,391800.0,,,,,
2024-07-19,31.78150749206543,31.882510361744856,31.415382524321625,31.520591438863413,533900.0,,,,,
2024-07-22,33.38068771362305,33.42277064162756,31.8404307157511,31.87409513172175,699400.0,,,,,
2024-07-23,34.04560852050781,34.062442333669985,33.171110709454275,33.557437570969604,496600.0,,,,,
2024-07-24,32.35384750366211,33.71735748521582,32.32859838905905,33.70052367190659,601000.0,,,,,
2024-07-25,31.604761123657227,32.32018375584072,31.52901056756066,32.32018375584072,472500.0,,,,,
2024-07-26,31.56267547607422,31.65525983785279,31.2133810968992,31.56267547607422,446600.0,,,,,
2024-07-29,31.941431045532227,32.783102465911355,31.815179048186693,32.62318284117745,384300.0,,,,,
2024-07-30,32.008758544921875,32.21917637014113,31.789925419411183,32.00034324463044,346600.0,,,,,
2024-07-31,32.555850982666016,32.85885320944485,32.32018401104767,32.66526916694097,334400.0,,,,,
2024-08-01,31.84884262084961,32.52217902928508,31.69734152761147,32.51376372887018,474000.0,,,,,
2024-08-02,30.721006393432617,31.310177021204417,30.207586320813217,31.30175850911992,818900.0,,,,,
2024-08-05,29.86250114440918,30.140254249952385,28.709412215460745,29.22283228760671,818300.0,,,,,
2024-08-06,30.93984031677246,31.0745076169812,29.656293314003296,29.74466842876012,476400.0,,,,,
2024-08-07,30.50217056274414,31.17550698792938,30.36750327770709,31.17550698792938,366700.0,,,,,
2024-08-08,30.9566707611084,31.070298189657564,30.308583446045457,30.653668565939093,369200.0,,,,,
2024-08-09,31.08292388916016,31.20917587869774,30.64525439234373,30.83042312080646,281800.0,,,,,
2024-08-12,31.284921646118164,31.58792383719207,31.141839061845104,31.141839061845104,319000.0,,,,,
2024-08-13,31.284921646118164,31.42800744111253,31.11658994949605,31.42800744111253,419000.0,,,,,
2024-08-14,31.461679458618164,31.87409666794977,31.21759396941764,31.562679132841165,502800.0,,,,,
2024-08-15,31.705759048461918,32.092930319808005,31.234425134908992,31.832011038575864,1230500.0,,,,,
2024-08-16,31.36909294128418,31.70575956924887,31.293342388115853,31.520594047620826,945800.0,,,,,
2024-08-19,32.311763763427734,32.7494332663,31.756260781074765,31.756260781074765,1023400.0,,,,,
2024-08-20,31.89934730529785,32.193931010649145,31.73101238335929,31.991928462178556,919300.0,,,,,
2024-08-21,31.89934730529785,32.328598306055675,31.86988893476272,32.32691588794555,671300.0,,,,,
2024-08-22,31.453256607055664,32.059260990236055,31.41959219410666,31.975095141781583,1018700.0,,,,,
2024-08-23,32.25284957885742,32.35805850968895,31.646845109836818,31.8909305999392,761400.0,,,,,
2024-08-26,32.47168731689453,32.808353983263345,32.31176768045159,32.3875182422609,750900.0,,,,,
2024-08-27,32.4885139465332,32.66526737627928,32.1257537876545,32.55584919800247,880000.0,,,,,
2024-08-28,32.771026611328125,33.58324132996941,32.206009433717504,33.565584122198075,1613000.0,,,,,
2024-08-29,31.80872917175293,31.94998345946548,31.36730910168023,31.623333550586683,761100.0,,,,,
2024-08-30,31.86170196533203,32.40906192939455,31.51739483684484,32.03827067341387,790100.0,,,,,
2024-09-03,29.91945075988769,31.30550946181496,29.87530942798428,31.30550946181496,1406000.0,,,,,
2024-09-04,29.963592529296875,30.4447421470424,29.91945119674894,29.937108403321677,628500.0,,,,,
2024-09-05,29.319116592407227,29.839992344895588,29.195519527031596,29.50451219047068,958800.0,,,,,
2024-09-06,29.169038772583008,29.760540044556063,29.045441692932982,29.50451559798511,635400.0,,,,,
2024-09-09,29.23966217041016,29.38974673352357,28.904185368660364,29.054266564006177,578900.0,,,,,
2024-09-10,28.75410270690918,29.213179977718998,28.47953869959295,29.213179977718998,610000.0,,,,,
2024-09-11,29.36326026916504,29.592800581310254,28.83709034415796,28.957154631083768,604700.0,,,,,
2024-09-12,29.742881774902344,30.175474905986285,29.513344830578923,29.5486592428649,805500.0,,,,,
2024-09-13,30.060705184936523,30.60806511221893,29.8841364887193,29.8841364887193,650400.0,,,,,
2024-09-16,30.90823173522949,31.040659102975223,30.510956367528003,30.68752170083184,604900.0,,,,,
2024-09-17,31.82638359069824,32.0470936064004,31.552705326598808,32.0470936064004,709600.0,,,,,
