Date,Close,High,Low,Open,Volume,"('Close', 'SRPT')","('High', 'SRPT')","('Low', 'SRPT')","('Open', 'SRPT')","('Volume', 'SRPT')"
2024-08-22,141.42999267578125,144.22000122070312,140.08999633789062,144.08999633789062,771000.0,,,,,
2024-08-23,140.55999755859375,143.49000549316406,140.41000366210938,142.00999450683594,510300.0,,,,,
2024-08-26,140.35000610351562,141.72000122070312,139.57000732421875,141.00999450683594,651300.0,,,,,
2024-08-27,140.64999389648438,140.88999938964844,138.13999938964844,140.00999450683594,379700.0,,,,,
2024-08-28,138.91000366210938,140.97000122070312,138.13999938964844,140.3699951171875,545300.0,,,,,
2024-08-29,137.25,140.10000610351562,136.8000030517578,139.10000610351562,469500.0,,,,,
2024-08-30,135.77999877929688,138.7100067138672,134.52999877929688,138.1699981689453,770300.0,,,,,
2024-09-03,135.10000610351562,138.7100067138672,133.97000122070312,135.4499969482422,1186500.0,,,,,
2024-09-04,134.7899932861328,135.3800048828125,132.72000122070312,133.9600067138672,454800.0,,,,,
2024-09-05,133.77000427246094,135.27000427246094,133.22000122070312,134.83999633789062,423000.0,,,,,
2024-09-06,128.9199981689453,134.5500030517578,126.81999969482422,134.0,1160500.0,,,,,
2024-09-09,127.69000244140624,129.92999267578125,127.29000091552734,128.50999450683594,945700.0,,,,,
2024-09-10,126.94000244140624,127.86000061035156,124.70999908447266,127.56999969482422,619100.0,,,,,
2024-09-11,128.38999938964844,128.58999633789062,125.33999633789062,126.45999908447266,871200.0,,,,,
2024-09-12,125.33999633789062,128.0,124.48999786376952,128.0,624700.0,,,,,
2024-09-13,124.6500015258789,125.9499969482422,120.41999816894533,124.12000274658205,1243800.0,,,,,
2024-09-16,124.33000183105467,126.66999816894533,123.91000366210938,125.76000213623048,670800.0,,,,,
2024-09-17,125.69000244140624,127.36000061035156,124.31999969482422,124.77999877929688,528800.0,,,,,
2024-09-18,125.01000213623048,128.0800018310547,123.61000061035156,126.06999969482422,624800.0,,,,,
2024-09-19,127.0999984741211,128.64999389648438,125.61000061035156,126.41000366210938,636900.0,,,,,
2024-09-20,127.20999908447266,129.00999450683594,125.0500030517578,127.0999984741211,997700.0,,,,,
2024-09-23,124.79000091552734,127.29000091552734,124.56999969482422,127.20999908447266,754000.0,,,,,
2024-09-24,125.48999786376952,125.83999633789062,123.2699966430664,125.02999877929688,628400.0,,,,,
2024-09-25,124.62000274658205,125.91999816894533,123.6500015258789,125.55999755859376,716700.0,,,,,
2024-09-26,124.83999633789062,125.76000213623048,123.5999984741211,124.58999633789062,582800.0,,,,,
2024-09-27,124.52999877929688,125.73999786376952,123.47000122070312,125.58999633789062,768300.0,,,,,
2024-09-30,124.88999938964844,127.9000015258789,123.68000030517578,124.93000030517578,676600.0,,,,,
2024-10-01,122.33000183105467,125.7300033569336,121.66000366210938,125.0,723100.0,,,,,
2024-10-02,122.5199966430664,124.0,119.76000213623048,121.7300033569336,822500.0,,,,,
2024-10-03,118.76000213623048,122.22000122070312,118.2699966430664,121.95999908447266,1381100.0,,,,,
2024-10-04,120.4000015258789,121.87999725341795,118.62999725341795,119.91000366210938,890700.0,,,,,
2024-10-07,117.79000091552734,121.0,116.58000183105467,120.31999969482422,884200.0,,,,,
2024-10-08,119.72000122070312,120.88999938964844,117.52999877929688,117.86000061035156,809000.0,,,,,
2024-10-09,117.98999786376952,119.63999938964844,116.16999816894533,119.63999938964844,1099400.0,,,,,
2024-10-10,122.41000366210938,124.66000366210938,118.43000030517578,119.69000244140624,1083100.0,,,,,
2024-10-11,124.51000213623048,125.95999908447266,122.16999816894533,122.41000366210938,868400.0,,,,,
2024-10-14,124.37000274658205,124.94000244140624,122.73999786376952,124.41999816894533,414700.0,,,,,
2024-10-15,123.7300033569336,124.9800033569336,123.22000122070312,124.37000274658205,656200.0,,,,,
2024-10-16,125.91999816894533,126.3499984741211,123.66000366210938,123.66000366210938,612900.0,,,,,
2024-10-17,124.25,127.18000030517578,124.20999908447266,125.5999984741211,896100.0,,,,,
2024-10-18,127.08000183105467,130.0399932861328,124.26000213623048,124.9800033569336,1028000.0,,,,,
2024-10-21,127.30999755859376,129.24000549316406,126.58000183105467,127.7300033569336,859200.0,,,,,
2024-10-22,128.4199981689453,128.5399932861328,126.20999908447266,126.26000213623048,514400.0,,,,,
2024-10-23,129.8800048828125,131.0,126.77999877929688,131.0,737400.0,,,,,
2024-10-24,132.02000427246094,132.8800048828125,129.52999877929688,129.89999389648438,737500.0,,,,,
2024-10-25,131.13999938964844,133.36000061035156,130.92999267578125,132.10000610351562,849600.0,,,,,
2024-10-28,130.25999450683594,132.8000030517578,129.25999450683594,131.3699951171875,515900.0,,,,,
2024-10-29,130.2100067138672,131.1699981689453,129.25999450683594,130.07000732421875,431600.0,,,,,
2024-10-30,127.77999877929688,130.85000610351562,127.4000015258789,129.32000732421875,658100.0,,,,,
2024-10-31,126.0,128.19000244140625,125.91999816894533,127.31999969482422,652300.0,,,,,
2024-11-01,123.29000091552734,126.51000213623048,122.68000030517578,125.91000366210938,1141400.0,,,,,
2024-11-04,123.06999969482422,124.02999877929688,121.01000213623048,123.3000030517578,973200.0,,,,,
2024-11-05,125.01000213623048,125.25,121.18000030517578,123.0,825800.0,,,,,
2024-11-06,127.97000122070312,128.32000732421875,122.4499969482422,126.5,1453700.0,,,,,
2024-11-07,120.41999816894533,133.0,117.5199966430664,132.39999389648438,2393600.0,,,,,
2024-11-08,121.61000061035156,121.95999908447266,116.31999969482422,120.5,1484700.0,,,,,
2024-11-11,117.83999633789062,122.62999725341795,117.52999877929688,121.87999725341795,1143400.0,,,,,
2024-11-12,114.31999969482422,118.7300033569336,114.12000274658205,118.0,1110100.0,,,,,
2024-11-13,112.4800033569336,116.3000030517578,111.52999877929688,113.62999725341795,961900.0,,,,,
2024-11-14,109.11000061035156,112.58000183105467,109.01000213623048,112.58000183105467,1453100.0,,,,,
2024-11-15,104.54000091552734,108.6999969482422,102.56999969482422,108.54000091552734,1570800.0,,,,,
2024-11-18,104.66999816894533,105.9800033569336,102.16000366210938,102.87999725341795,1229700.0,,,,,
2024-11-19,106.62000274658205,106.98999786376952,103.62999725341795,104.37999725341795,1052000.0,,,,,
2024-11-20,110.86000061035156,111.37999725341795,108.72000122070312,110.45999908447266,1198300.0,,,,,
2024-11-21,110.5,111.77999877929688,109.02999877929688,110.87000274658205,917300.0,,,,,
2024-11-22,114.2300033569336,114.83000183105467,110.5,110.68000030517578,913600.0,,,,,
2024-11-25,114.6500015258789,115.3000030517578,113.0,113.05999755859376,1368100.0,,,,,
2024-11-26,130.5,131.0,115.75,116.11000061035156,3403500.0,,,,,
2024-11-27,137.94000244140625,138.10000610351562,130.0,130.94000244140625,2916900.0,,,,,
2024-11-29,133.33999633789062,138.80999755859375,133.14999389648438,137.11000061035156,777600.0,,,,,
2024-12-02,127.9499969482422,132.64999389648438,125.6999969482422,132.0,1135000.0,,,,,
2024-12-03,126.01000213623048,128.49000549316406,125.0199966430664,127.16999816894533,1075000.0,,,,,
2024-12-04,126.52999877929688,127.95999908447266,124.80999755859376,126.01000213623048,489600.0,,,,,
2024-12-05,126.27999877929688,127.87000274658205,124.41999816894533,125.5500030517578,608700.0,,,,,
2024-12-06,128.1699981689453,129.05999755859375,125.5199966430664,126.33999633789062,619500.0,,,,,
2024-12-09,129.0,131.30999755859375,127.8000030517578,128.36000061035156,775200.0,,,,,
2024-12-10,126.6999969482422,129.3699951171875,126.0,129.0800018310547,486000.0,,,,,
2024-12-11,125.38999938964844,127.55999755859376,124.4800033569336,126.6999969482422,364700.0,,,,,
2024-12-12,124.47000122070312,126.72000122070312,123.73999786376952,125.38999938964844,739800.0,,,,,
2024-12-13,123.70999908447266,125.91000366210938,122.12000274658205,123.19000244140624,730800.0,,,,,
2024-12-16,126.79000091552734,128.72999572753906,123.0,123.45999908447266,741400.0,,,,,
2024-12-17,125.76000213623048,127.87000274658205,124.9000015258789,125.0999984741211,566200.0,,,,,
2024-12-18,120.25,126.04000091552734,119.83999633789062,126.04000091552734,942700.0,,,,,
2024-12-19,119.47000122070312,122.5,117.97000122070312,120.52999877929688,1031300.0,,,,,
2024-12-20,118.97000122070312,121.0,118.55999755859376,119.58999633789062,1952900.0,,,,,
2024-12-23,120.66000366210938,121.06999969482422,117.4000015258789,119.0,509400.0,,,,,
2024-12-24,121.9000015258789,122.18000030517578,120.0,120.20999908447266,204900.0,,,,,
2024-12-26,123.37000274658205,123.9000015258789,120.73999786376952,120.81999969482422,392800.0,,,,,
2024-12-27,121.5,123.56999969482422,120.83000183105467,122.23999786376952,478300.0,,,,,
2024-12-30,121.19000244140624,121.62999725341795,119.26000213623048,120.20999908447266,444700.0,,,,,
2024-12-31,121.58999633789062,122.8000030517578,120.29000091552734,121.66999816894533,379100.0,,,,,
2025-01-02,124.08999633789062,126.88999938964844,121.27999877929688,122.72000122070312,593100.0,,,,,
2025-01-03,126.29000091552734,127.29000091552734,124.54000091552734,124.54000091552734,397600.0,,,,,
2025-01-06,127.88999938964844,128.9499969482422,125.79000091552734,125.94000244140624,665900.0,,,,,
2025-01-07,124.48999786376952,129.83999633789062,123.37999725341795,128.7899932861328,575900.0,,,,,
2025-01-08,126.2699966430664,128.0,123.4000015258789,123.5500030517578,727800.0,,,,,
2025-01-10,124.79000091552734,128.75,123.5,124.75,760700.0,,,,,
2025-01-13,118.43000030517578,127.91000366210938,116.29000091552734,124.87999725341795,1518100.0,,,,,
2025-01-14,118.83000183105467,123.51000213623048,118.36000061035156,120.52999877929688,1297300.0,,,,,
2025-01-15,119.33000183105467,123.0199966430664,118.63999938964844,119.91000366210938,659200.0,,,,,
2025-01-16,117.05999755859376,119.7699966430664,114.41999816894533,119.3499984741211,829500.0,,,,,
2025-01-17,118.0,118.4499969482422,115.61000061035156,117.75,649100.0,,,,,
2025-01-21,116.79000091552734,119.51000213623048,116.20999908447266,118.52999877929688,1198300.0,,,,,
2025-01-22,116.08999633789062,118.1999969482422,115.5,117.0,731700.0,,,,,
2025-01-23,119.13999938964844,120.0,114.05999755859376,116.08999633789062,794800.0,,,,,
2025-01-24,116.45999908447266,119.0,116.0,118.9499969482422,1126200.0,,,,,
2025-01-27,116.88999938964844,119.44000244140624,116.30999755859376,116.47000122070312,858000.0,,,,,
2025-01-28,117.51000213623048,118.27999877929688,116.54000091552734,117.12000274658205,1220600.0,,,,,
2025-01-29,115.4499969482422,117.5,113.37999725341795,117.23999786376952,907000.0,,,,,
2025-01-30,114.4499969482422,116.23999786376952,113.45999908447266,115.52999877929688,767900.0,,,,,
2025-01-31,113.72000122070312,116.1500015258789,112.77999877929688,114.87000274658205,724600.0,,,,,
2025-02-03,113.80999755859376,114.8000030517578,111.4800033569336,111.4800033569336,604300.0,,,,,
2025-02-04,114.08000183105467,115.12000274658205,112.87000274658205,113.13999938964844,563600.0,,,,,
2025-02-05,119.0199966430664,120.0500030517578,114.45999908447266,114.70999908447266,842400.0,,,,,
2025-02-06,112.11000061035156,119.2699966430664,112.05999755859376,118.77999877929688,886400.0,,,,,
2025-02-07,111.81999969482422,112.37000274658205,109.5199966430664,112.0,881400.0,,,,,
2025-02-10,112.73999786376952,114.41000366210938,110.80999755859376,112.0,604100.0,,,,,
2025-02-11,109.68000030517578,111.58999633789062,109.5500030517578,110.5199966430664,654200.0,,,,,
2025-02-12,109.80999755859376,110.33999633789062,108.16999816894533,109.0,639500.0,,,,,
2025-02-13,109.45999908447266,110.11000061035156,107.73999786376952,109.4000015258789,712600.0,,,,,
2025-02-14,107.9499969482422,111.20999908447266,107.61000061035156,109.83999633789062,630800.0,,,,,
2025-02-18,105.3499984741211,106.0999984741211,101.1500015258789,102.5999984741211,1307000.0,,,,,
2025-02-19,107.12000274658205,107.45999908447266,104.73999786376952,105.95999908447266,713500.0,,,,,
2025-02-20,108.41000366210938,109.83000183105467,105.93000030517578,107.3000030517578,836100.0,,,,,
2025-02-21,106.27999877929688,110.0,106.0199966430664,109.5,709300.0,,,,,
2025-02-24,105.55999755859376,107.54000091552734,105.47000122070312,105.48999786376952,741500.0,,,,,
2025-02-25,106.9499969482422,107.11000061035156,103.33000183105467,105.75,1069500.0,,,,,
2025-02-26,106.86000061035156,109.5500030517578,106.37000274658205,106.87999725341795,1077800.0,,,,,
2025-02-27,103.05999755859376,109.5,101.0,101.0,1589400.0,,,,,
2025-02-28,106.75,108.4800033569336,103.45999908447266,104.20999908447266,1279900.0,,,,,
2025-03-03,101.22000122070312,107.3499984741211,100.1500015258789,106.75,1355500.0,,,,,
2025-03-04,102.86000061035156,103.58999633789062,99.5,100.25,1197200.0,,,,,
2025-03-05,107.66999816894533,107.7699966430664,102.94000244140624,102.94000244140624,1958700.0,,,,,
2025-03-06,105.55999755859376,107.2300033569336,104.38999938964844,106.79000091552734,889000.0,,,,,
2025-03-07,103.02999877929688,104.8499984741211,102.0,104.0199966430664,1160000.0,,,,,
2025-03-10,99.69000244140624,102.1500015258789,98.81999969482422,101.83999633789062,1639200.0,,,,,
2025-03-11,100.70999908447266,101.55999755859376,97.91000366210938,99.16000366210938,1019700.0,,,,,
2025-03-12,99.7699966430664,102.4000015258789,99.0199966430664,101.72000122070312,756300.0,,,,,
2025-03-13,98.37000274658205,100.01000213623048,97.11000061035156,99.6500015258789,736600.0,,,,,
2025-03-14,97.19000244140624,100.0,97.05999755859376,99.0,874100.0,,,,,
2025-03-17,101.3499984741211,103.31999969482422,97.3499984741211,97.3499984741211,925400.0,,,,,
2025-03-18,73.54000091552734,81.87000274658203,73.05999755859375,78.61000061035156,13410900.0,,,,,
2025-03-19,79.97000122070312,80.9800033569336,75.12999725341797,75.18000030517578,5039900.0,,,,,
2025-03-20,73.44999694824219,80.26000213623047,73.05999755859375,80.18000030517578,3593100.0,,,,,
2025-03-21,74.0999984741211,75.5,73.05000305175781,73.31999969482422,2592500.0,,,,,
2025-03-24,76.33000183105469,76.66999816894531,74.44000244140625,74.66999816894531,1876100.0,,,,,
2025-03-25,73.61000061035156,76.26000213623047,72.16999816894531,76.12999725341797,1304100.0,,,,,
2025-03-26,72.87999725341797,74.4000015258789,70.91000366210938,73.87999725341797,1387300.0,,,,,
2025-03-27,71.80999755859375,73.94999694824219,71.25,72.9800033569336,1364900.0,,,,,
2025-03-28,70.41000366210938,72.05000305175781,69.80999755859375,71.87999725341797,984500.0,,,,,
2025-03-31,63.81999969482422,67.47000122070312,62.5,65.9000015258789,4635400.0,,,,,
2025-04-01,61.90999984741211,65.69000244140625,61.52999877929688,64.37000274658203,3549000.0,,,,,
2025-04-02,62.470001220703125,64.22000122070312,60.70000076293945,61.68999862670898,3804900.0,,,,,
2025-04-03,58.61000061035156,60.2400016784668,57.13999938964844,57.220001220703125,3759400.0,,,,,
2025-04-04,54.43000030517578,59.45000076293945,54.2599983215332,59.220001220703125,4577400.0,,,,,
2025-04-07,52.400001525878906,55.16999816894531,50.61000061035156,51.59000015258789,4155800.0,,,,,
2025-04-08,49.29999923706055,55.36000061035156,48.93999862670898,53.9900016784668,3550200.0,,,,,
2025-04-09,55.650001525878906,57.70000076293945,48.0099983215332,48.54999923706055,4270400.0,,,,,
2025-04-10,50.310001373291016,54.470001220703125,49.86000061035156,53.34000015258789,2905100.0,,,,,
2025-04-11,51.02999877929688,51.79999923706055,49.09000015258789,51.220001220703125,4036600.0,,,,,
2025-04-14,54.630001068115234,54.63999938964844,51.38999938964844,53.34000015258789,2310500.0,,,,,
2025-04-15,54.41999816894531,56.34000015258789,53.22999954223633,54.09000015258789,2215700.0,,,,,
2025-04-16,53.93999862670898,55.0099983215332,53.02000045776367,54.59000015258789,1440100.0,,,,,
2025-04-17,53.790000915527344,55.4900016784668,53.560001373291016,53.70000076293945,1912300.0,,,,,
2025-04-21,55.22999954223633,56.11000061035156,52.79999923706055,53.400001525878906,1467300.0,,,,,
2025-04-22,59.310001373291016,59.33000183105469,55.52000045776367,55.65999984741211,2509200.0,,,,,
2025-04-23,59.4900016784668,62.77999877929688,59.060001373291016,61.650001525878906,1930000.0,,,,,
2025-04-24,61.7599983215332,61.90999984741211,58.7599983215332,59.630001068115234,1562200.0,,,,,
2025-04-25,60.43999862670898,61.91999816894531,59.959999084472656,61.68000030517578,1312800.0,,,,,
2025-04-28,61.5099983215332,62.470001220703125,60.18000030517578,60.59000015258789,1155700.0,,,,,
2025-04-29,60.84999847412109,62.130001068115234,60.54999923706055,61.369998931884766,1995900.0,,,,,
2025-04-30,62.400001525878906,62.5099983215332,59.619998931884766,59.97999954223633,1576900.0,,,,,
2025-05-01,62.77999877929688,64.0,60.52999877929688,62.45000076293945,1360500.0,,,,,
2025-05-02,63.5099983215332,64.30000305175781,63.02000045776367,63.5,1395900.0,,,,,
2025-05-05,63.65999984741211,64.80000305175781,63.119998931884766,63.40999984741211,2092100.0,,,,,
2025-05-06,46.75,63.91999816894531,46.52000045776367,62.93000030517578,15763400.0,,,,,
2025-05-07,36.720001220703125,40.0,36.59000015258789,39.9900016784668,20724900.0,,,,,
2025-05-08,36.52000045776367,38.02999877929688,35.459999084472656,37.2599983215332,9244300.0,,,,,
2025-05-09,36.27000045776367,39.65999984741211,35.93000030517578,37.31999969482422,6625600.0,,,,,
2025-05-12,36.369998931884766,39.209999084472656,36.209999084472656,37.70000076293945,8369300.0,,,,,
2025-05-13,36.20000076293945,37.31999969482422,34.900001525878906,36.56999969482422,5670200.0,,,,,
2025-05-14,35.7400016784668,37.41999816894531,35.560001373291016,36.25,5227700.0,,,,,
2025-05-15,35.27000045776367,35.70000076293945,34.099998474121094,35.70000076293945,3896300.0,,,,,
2025-05-16,36.43000030517578,36.720001220703125,35.25,35.63999938964844,4052800.0,,,,,
2025-05-19,37.93999862670898,38.36000061035156,35.849998474121094,35.9900016784668,3664100.0,,,,,
2025-05-20,39.9900016784668,40.70000076293945,37.150001525878906,38.02000045776367,4912600.0,,,,,
2025-05-21,40.04999923706055,44.13999938964844,39.959999084472656,41.0099983215332,8432700.0,,,,,
2025-05-22,38.790000915527344,40.09999847412109,38.68999862670898,39.66999816894531,3746400.0,,,,,
2025-05-23,37.900001525878906,38.40999984741211,37.63999938964844,38.0,2053900.0,,,,,
2025-05-27,38.34999847412109,39.560001373291016,37.880001068115234,38.34000015258789,4243500.0,,,,,
2025-05-28,37.22999954223633,39.34999847412109,36.88999938964844,38.33000183105469,3274800.0,,,,,
2025-05-29,38.61000061035156,38.790000915527344,36.97999954223633,37.540000915527344,2484100.0,,,,,
2025-05-30,37.59999847412109,38.150001525878906,36.959999084472656,38.04999923706055,3093500.0,,,,,
2025-06-02,37.7400016784668,39.0099983215332,37.06999969482422,37.84999847412109,2210100.0,,,,,
2025-06-03,38.869998931884766,39.119998931884766,37.150001525878906,37.720001220703125,2211300.0,,,,,
2025-06-04,39.540000915527344,40.27999877929688,38.63999938964844,39.04999923706055,2338100.0,,,,,
2025-06-05,39.209999084472656,40.4900016784668,37.90999984741211,39.540000915527344,2858200.0,,,,,
2025-06-06,43.0099983215332,43.540000915527344,40.45000076293945,40.45000076293945,4851900.0,,,,,
2025-06-09,39.709999084472656,43.91999816894531,39.40999984741211,43.79999923706055,5629600.0,,,,,
2025-06-10,39.06999969482422,40.900001525878906,38.95000076293945,40.0,3397800.0,,,,,
2025-06-11,37.810001373291016,39.63999938964844,37.7599983215332,39.310001373291016,2368000.0,,,,,
2025-06-12,37.310001373291016,37.84000015258789,36.79999923706055,37.59999847412109,3199500.0,,,,,
2025-06-13,36.18000030517578,38.09000015258789,35.77000045776367,37.04999923706055,3196600.0,,,,,
2025-06-16,20.940000534057617,21.549999237060547,18.299999237060547,21.26000022888184,44220100.0,,,,,
2025-06-17,21.559999465942383,22.979999542236328,20.51000022888184,21.15999984741211,14462700.0,,,,,
2025-06-18,20.770000457763672,22.100000381469727,20.51000022888184,21.170000076293945,7546400.0,,,,,
2025-06-20,20.07999992370605,20.8799991607666,19.700000762939453,20.8799991607666,12639500.0,,,,,
2025-06-23,18.8700008392334,19.76000022888184,18.700000762939453,19.76000022888184,6940800.0,,,,,
2025-06-24,18.979999542236328,19.43000030517578,18.68000030517578,19.13999938964844,6673700.0,,,,,
2025-06-25,17.459999084472656,18.8799991607666,17.0,18.8799991607666,10745500.0,,,,,
2025-06-26,17.229999542236328,17.790000915527344,16.989999771118164,17.65999984741211,6662600.0,,,,,
2025-06-27,17.110000610351562,17.690000534057617,16.969999313354492,17.299999237060547,4732900.0,,,,,
2025-06-30,17.100000381469727,17.520000457763672,16.959999084472656,17.239999771118164,4597300.0,,,,,
2025-07-01,17.709999084472656,18.6200008392334,16.8799991607666,17.149999618530273,6192500.0,,,,,
2025-07-02,18.200000762939453,18.350000381469727,17.6299991607666,17.700000762939453,4644400.0,,,,,
2025-07-03,18.239999771118164,18.63999938964844,18.020000457763672,18.450000762939453,2484400.0,,,,,
2025-07-07,17.31999969482422,18.270000457763672,17.309999465942383,18.030000686645508,4158600.0,,,,,
2025-07-08,19.030000686645508,19.36000061035156,17.350000381469727,17.489999771118164,5801900.0,,,,,
2025-07-09,19.3700008392334,19.739999771118164,18.899999618530277,18.979999542236328,4010600.0,,,,,
2025-07-10,19.06999969482422,19.530000686645508,18.5,19.43000030517578,3108700.0,,,,,
2025-07-11,18.170000076293945,18.950000762939453,17.950000762939453,18.950000762939453,3080700.0,,,,,
2025-07-14,19.229999542236328,19.790000915527344,18.170000076293945,18.200000762939453,4793500.0,,,,,
2025-07-15,18.209999084472656,19.65999984741211,18.170000076293945,19.520000457763672,4094100.0,,,,,
2025-07-16,18.3799991607666,18.540000915527344,17.84000015258789,18.299999237060547,13014000.0,,,,,
2025-07-17,21.96999931335449,22.86000061035156,20.940000534057617,22.540000915527344,19730500.0,,,,,
2025-07-18,14.079999923706056,19.18000030517578,12.8100004196167,16.979999542236328,78437700.0,,,,,
2025-07-21,13.31999969482422,13.949999809265137,12.600000381469728,12.81999969482422,25673900.0,,,,,
2025-07-22,13.619999885559082,14.539999961853027,12.239999771118164,12.449999809265137,22787500.0,,,,,
2025-07-23,13.31999969482422,14.06999969482422,12.729999542236328,13.4399995803833,9099200.0,,,,,
2025-07-24,12.880000114440918,13.81999969482422,10.420000076293944,12.779999732971191,44545300.0,,,,,
2025-07-25,11.93000030517578,12.289999961853027,11.119999885559082,11.140000343322754,15891000.0,,,,,
