Date,Close,High,Low,Open,Volume,"('Close', 'OTLK')","('High', 'OTLK')","('Low', 'OTLK')","('Open', 'OTLK')","('Volume', 'OTLK')"
2024-06-03,7.0,7.197999954223633,6.900000095367432,7.070000171661377,227800.0,,,,,
2024-06-04,7.190000057220459,7.300000190734863,6.789999961853027,7.050000190734863,265800.0,,,,,
2024-06-05,7.199999809265137,7.489999771118164,7.070000171661377,7.239999771118164,133800.0,,,,,
2024-06-06,7.039999961853027,7.369999885559082,7.0,7.199999809265137,172400.0,,,,,
2024-06-07,6.789999961853027,7.038000106811523,6.650000095367432,6.929999828338623,176900.0,,,,,
2024-06-10,7.070000171661377,7.239999771118164,6.6579999923706055,6.690000057220459,265200.0,,,,,
2024-06-11,7.630000114440918,7.650000095367432,7.070000171661377,7.070000171661377,196800.0,,,,,
2024-06-12,7.550000190734863,8.0,7.434999942779541,7.849999904632568,186000.0,,,,,
2024-06-13,7.659999847412109,7.75,7.527999877929687,7.550000190734863,96200.0,,,,,
2024-06-14,7.670000076293945,7.960000038146973,7.570000171661377,7.670000076293945,113200.0,,,,,
2024-06-17,7.559999942779541,7.900000095367432,7.510000228881836,7.579999923706055,103600.0,,,,,
2024-06-18,7.070000171661377,7.840000152587891,7.053999900817871,7.579999923706055,160100.0,,,,,
2024-06-20,7.590000152587891,7.670000076293945,7.230000019073486,7.25,172800.0,,,,,
2024-06-21,7.630000114440918,7.71999979019165,7.369999885559082,7.71999979019165,821600.0,,,,,
2024-06-24,7.429999828338623,7.949999809265137,7.423999786376953,7.630000114440918,234200.0,,,,,
2024-06-25,7.199999809265137,7.505000114440918,7.159999847412109,7.46999979019165,219900.0,,,,,
2024-06-26,7.150000095367432,7.199999809265137,6.985000133514404,7.170000076293945,149800.0,,,,,
2024-06-27,7.510000228881836,7.519999980926514,7.099999904632568,7.150000095367432,178300.0,,,,,
2024-06-28,7.380000114440918,7.5,6.860000133514404,7.5,777200.0,,,,,
2024-07-01,7.409999847412109,7.546999931335449,7.28000020980835,7.369999885559082,106100.0,,,,,
2024-07-02,7.090000152587891,7.465000152587891,7.079999923706055,7.409999847412109,99800.0,,,,,
2024-07-03,7.079999923706055,7.260000228881836,6.980000019073486,7.119999885559082,85300.0,,,,,
2024-07-05,7.320000171661377,7.375,6.929999828338623,7.0,170600.0,,,,,
2024-07-08,7.860000133514404,7.900000095367432,7.230000019073486,7.369999885559082,251800.0,,,,,
2024-07-09,7.900000095367432,8.0,7.679999828338623,7.829999923706055,222600.0,,,,,
2024-07-10,7.610000133514404,7.980000019073486,7.460000038146973,7.820000171661377,238300.0,,,,,
2024-07-11,8.380000114440918,8.4399995803833,7.760000228881836,7.760000228881836,463600.0,,,,,
2024-07-12,8.779999732971191,8.819999694824219,8.25,8.380000114440918,203100.0,,,,,
2024-07-15,8.449999809265137,8.890000343322754,8.430000305175781,8.729999542236328,188700.0,,,,,
2024-07-16,9.220000267028809,9.25,8.569999694824219,8.569999694824219,262800.0,,,,,
2024-07-17,8.949999809265137,9.25,8.829999923706055,9.18000030517578,201600.0,,,,,
2024-07-18,8.109999656677246,9.098999977111816,8.020000457763672,8.949999809265137,340400.0,,,,,
2024-07-19,7.960000038146973,8.121999740600586,7.900000095367432,8.050000190734863,120200.0,,,,,
2024-07-22,8.130000114440918,8.199999809265137,7.789999961853027,7.929999828338623,98500.0,,,,,
2024-07-23,8.520000457763672,8.680000305175781,8.09000015258789,8.109999656677246,181700.0,,,,,
2024-07-24,8.15999984741211,8.538000106811523,8.09000015258789,8.449999809265137,81500.0,,,,,
2024-07-25,8.34000015258789,8.649999618530273,8.1899995803833,8.300000190734863,249800.0,,,,,
2024-07-26,8.5600004196167,8.699999809265137,8.34000015258789,8.529999732971191,303600.0,,,,,
2024-07-29,8.0,8.520000457763672,7.929999828338623,8.430000305175781,232500.0,,,,,
2024-07-30,7.610000133514404,8.055000305175781,7.559999942779541,8.0,128800.0,,,,,
2024-07-31,7.75,7.869999885559082,7.510000228881836,7.610000133514404,130700.0,,,,,
2024-08-01,7.400000095367432,7.75,7.199999809265137,7.75,173000.0,,,,,
2024-08-02,7.329999923706055,7.440000057220459,6.974999904632568,7.369999885559082,240400.0,,,,,
