Date,Close,High,Low,Open,Volume,"('Close', 'MNDY')","('High', 'MNDY')","('Low', 'MNDY')","('Open', 'MNDY')","('Volume', 'MNDY')"
2024-06-03,216.0,227.9900054931641,213.83999633789065,226.7899932861328,1087700.0,,,,,
2024-06-04,213.8800048828125,222.71499633789065,212.30999755859372,217.0500030517578,1010600.0,,,,,
2024-06-05,216.0800018310547,218.97000122070312,213.2570037841797,217.0,688700.0,,,,,
2024-06-06,223.58999633789065,224.5800018310547,213.91000366210935,215.25,791500.0,,,,,
2024-06-07,223.2400054931641,225.3000030517578,219.33999633789065,222.8699951171875,533600.0,,,,,
2024-06-10,225.2100067138672,226.38999938964844,221.7949981689453,222.97999572753903,559100.0,,,,,
2024-06-11,228.6100006103516,228.7400054931641,222.55999755859372,224.94000244140625,519100.0,,,,,
2024-06-12,231.5500030517578,239.5399932861328,230.3500061035156,230.9600067138672,875000.0,,,,,
2024-06-13,228.13999938964844,232.8999938964844,227.40499877929688,232.00999450683597,565300.0,,,,,
2024-06-14,226.5800018310547,228.30999755859372,225.0,228.0500030517578,360500.0,,,,,
2024-06-17,222.33999633789065,226.17999267578125,220.8600006103516,225.6499938964844,323900.0,,,,,
2024-06-18,225.0800018310547,227.75999450683597,220.63999938964844,222.1499938964844,437300.0,,,,,
2024-06-20,217.6999969482422,224.33999633789065,215.0800018310547,224.19000244140625,651900.0,,,,,
2024-06-21,224.97000122070312,225.33999633789065,210.0,211.7700042724609,933000.0,,,,,
2024-06-24,221.67999267578125,222.9250030517578,217.4010009765625,219.66000366210935,425900.0,,,,,
2024-06-25,223.77999877929688,223.83999633789065,219.4600067138672,222.4499969482422,372600.0,,,,,
2024-06-26,229.5200042724609,231.3300018310547,224.3699951171875,227.77999877929688,761000.0,,,,,
2024-06-27,236.27999877929688,239.3800048828125,229.25,229.25,651700.0,,,,,
2024-06-28,240.75999450683597,243.3600006103516,237.0,238.63999938964844,577500.0,,,,,
2024-07-01,239.97000122070312,240.75999450683597,234.0800018310547,239.75,469500.0,,,,,
2024-07-02,237.02999877929688,240.32000732421875,235.9499969482422,237.8999938964844,423500.0,,,,,
2024-07-03,243.30999755859372,245.0,236.7700042724609,237.02999877929688,274100.0,,,,,
2024-07-05,248.97999572753903,249.1000061035156,242.3699951171875,243.1499938964844,396000.0,,,,,
2024-07-08,244.2400054931641,251.47999572753903,240.66000366210935,250.0,459000.0,,,,,
2024-07-09,237.7400054931641,250.5500030517578,236.75999450683597,250.5500030517578,470000.0,,,,,
2024-07-10,234.6100006103516,238.91000366210935,228.125,238.5500030517578,677000.0,,,,,
2024-07-11,231.3300018310547,240.9199981689453,230.5200042724609,235.3699951171875,583000.0,,,,,
2024-07-12,231.5800018310547,233.94000244140625,227.9900054931641,230.25,508900.0,,,,,
2024-07-15,236.52999877929688,239.8650054931641,231.3650054931641,233.0,542100.0,,,,,
2024-07-16,237.16000366210935,241.8500061035156,234.40899658203125,236.57000732421875,307500.0,,,,,
2024-07-17,230.27999877929688,234.97000122070312,228.20399475097656,233.13999938964844,428200.0,,,,,
2024-07-18,227.08999633789065,231.63999938964844,221.8300018310547,230.52999877929688,360500.0,,,,,
2024-07-19,228.6499938964844,231.6499938964844,224.94000244140625,226.80999755859372,234800.0,,,,,
2024-07-22,235.63999938964844,236.57000732421875,229.6000061035156,231.5,268400.0,,,,,
2024-07-23,236.4900054931641,238.5200042724609,232.88999938964844,233.3000030517578,278800.0,,,,,
2024-07-24,229.83999633789065,237.91000366210935,229.00999450683597,235.25,450900.0,,,,,
2024-07-25,236.1000061035156,240.0110015869141,224.7400054931641,230.00999450683597,445900.0,,,,,
2024-07-26,237.97000122070312,243.7429962158203,234.7899932861328,240.0,410900.0,,,,,
2024-07-29,233.6499938964844,240.75,233.05999755859372,239.97999572753903,253400.0,,,,,
2024-07-30,227.7400054931641,236.9499969482422,227.1100006103516,234.55999755859372,505200.0,,,,,
2024-07-31,229.80999755859372,234.5749969482422,228.5249938964844,232.66000366210935,465000.0,,,,,
2024-08-01,217.0800018310547,228.4600067138672,211.55499267578125,228.4499969482422,690200.0,,,,,
2024-08-02,203.6100006103516,209.3500061035156,198.8000030517578,208.6499938964844,723400.0,,,,,
2024-08-05,202.41000366210935,208.8500061035156,188.00999450683597,189.0,823400.0,,,,,
2024-08-06,208.7400054931641,211.6300048828125,204.30999755859372,207.3999938964844,630700.0,,,,,
2024-08-07,207.4199981689453,218.5,206.2899932861328,212.7700042724609,562200.0,,,,,
2024-08-08,215.88999938964844,218.8000030517578,210.1999969482422,211.17999267578125,747900.0,,,,,
2024-08-09,225.6999969482422,225.8500061035156,215.13999938964844,215.13999938964844,1084600.0,,,,,
2024-08-12,259.04998779296875,260.5799865722656,240.3000030517578,248.44000244140625,2843500.0,,,,,
2024-08-13,262.17999267578125,265.9700012207031,257.489990234375,265.0,1100600.0,,,,,
2024-08-14,259.3599853515625,264.0,256.1400146484375,260.0,830800.0,,,,,
2024-08-15,260.7900085449219,264.0,259.3599853515625,262.0,810200.0,,,,,
2024-08-16,263.3800048828125,263.7900085449219,253.50999450683597,259.385009765625,564900.0,,,,,
