Date,Close,High,Low,Open,Volume,"('Close', 'LXEO')","('High', 'LXEO')","('Low', 'LXEO')","('Open', 'LXEO')","('Volume', 'LXEO')"
2024-06-03,17.049999237060547,17.31999969482422,15.31999969482422,16.790000915527344,219200.0,,,,,
2024-06-04,17.100000381469727,17.399999618530273,16.399999618530273,16.940000534057617,183500.0,,,,,
2024-06-05,17.190000534057617,17.600000381469727,16.549999237060547,17.06999969482422,244300.0,,,,,
2024-06-06,17.450000762939453,17.985000610351562,17.209999084472656,17.260000228881836,347000.0,,,,,
2024-06-07,17.25,17.649999618530273,16.851999282836914,17.209999084472656,121000.0,,,,,
2024-06-10,18.729999542236328,18.959999084472656,16.790000915527344,17.110000610351562,300900.0,,,,,
2024-06-11,17.579999923706055,18.780000686645508,17.43000030517578,18.780000686645508,156900.0,,,,,
2024-06-12,18.190000534057617,18.5,17.200000762939453,17.950000762939453,265600.0,,,,,
2024-06-13,18.76000022888184,19.13999938964844,17.5,18.75,323600.0,,,,,
2024-06-14,17.3799991607666,18.809999465942383,17.059999465942383,18.809999465942383,143300.0,,,,,
2024-06-17,16.25,17.40999984741211,16.139999389648438,17.170000076293945,62500.0,,,,,
2024-06-18,15.640000343322754,16.260000228881836,15.300000190734863,16.079999923706055,80400.0,,,,,
2024-06-20,15.68000030517578,16.31999969482422,15.449999809265137,15.510000228881836,103600.0,,,,,
2024-06-21,16.200000762939453,16.34000015258789,15.600000381469728,15.800000190734863,631600.0,,,,,
2024-06-24,17.0,17.184999465942383,16.114999771118164,16.229999542236328,228100.0,,,,,
2024-06-25,16.8700008392334,17.280000686645508,16.549999237060547,16.979999542236328,104300.0,,,,,
2024-06-26,14.640000343322754,16.690000534057617,14.529999732971191,16.6200008392334,112000.0,,,,,
2024-06-27,14.859999656677246,14.90999984741211,13.649999618530272,14.75,207200.0,,,,,
2024-06-28,16.040000915527344,16.399999618530273,15.045000076293944,15.270000457763672,549800.0,,,,,
2024-07-01,15.609999656677246,17.360000610351562,15.5600004196167,15.90999984741211,221700.0,,,,,
2024-07-02,14.020000457763672,15.75,13.800000190734863,15.75,403100.0,,,,,
2024-07-03,14.890000343322754,14.93000030517578,13.779999732971191,13.779999732971191,96000.0,,,,,
2024-07-05,15.489999771118164,15.630000114440918,14.354999542236328,14.760000228881836,113600.0,,,,,
