Date,Close,High,Low,Open,Volume,"('Close', 'CVBF')","('High', 'CVBF')","('Low', 'CVBF')","('Open', 'CVBF')","('Volume', 'CVBF')"
2024-06-03,15.308354377746582,15.805806161761687,15.21449531413073,15.77764790561311,618600.0,,,,,
2024-06-04,15.195724487304688,15.402212989025152,15.073707171123704,15.101865426445318,744300.0,,,,,
2024-06-05,15.383440017700195,15.402212186937025,15.139407188259202,15.29896704634706,480300.0,,,,,
2024-06-06,15.524230003356934,15.552386467918398,15.28019716595256,15.355284055137547,524400.0,,,,,
2024-06-07,15.449142456054688,15.4679146272797,15.2520400288304,15.308354752292656,532800.0,,,,,
2024-06-10,15.289583206176758,15.37405438982684,15.064320749067718,15.298967500861377,792200.0,,,,,
2024-06-11,15.148794174194336,15.289583661634593,15.045550817674233,15.11125162369958,594000.0,,,,,
2024-06-12,15.51484489440918,15.946594086829316,15.374055401894754,15.627474340165406,682800.0,,,,,
2024-06-13,15.233267784118652,15.486686723795462,15.139408718659157,15.486686723795462,379800.0,,,,,
2024-06-14,15.092479705810549,15.1675665982688,14.93291983556017,15.017392813352297,520200.0,,,,,
2024-06-17,15.355284690856934,15.383441156584096,15.00800669511591,15.101865758036135,547000.0,,,,,
2024-06-18,15.524230003356934,15.59931689254192,15.29896754558932,15.308353630514024,607700.0,,,,,
2024-06-20,15.430371284484863,15.58054506616542,15.355284393644586,15.430371284484863,452500.0,,,,,
2024-06-21,15.402213096618652,15.439757437309742,15.29896794993085,15.411599181791424,1779700.0,,,,,
2024-06-24,15.674403190612791,15.862119511389768,15.39282602412846,15.4772989950525,425500.0,,,,,
2024-06-25,15.280198097229004,15.796420268061212,15.280198097229004,15.58993175777088,584200.0,,,,,
2024-06-26,15.533615112304688,15.543001197721388,15.23326753982122,15.280197966904726,1402300.0,,,,,
2024-06-27,15.955979347229004,16.087380957220482,15.402212861961102,15.543000556982353,982500.0,,,,,
2024-06-28,16.18124008178711,16.35018603257092,15.984137666014446,16.12492536159673,1875300.0,,,,,
2024-07-01,16.012292861938477,16.275097852352587,15.89966343048424,16.106151914958698,584000.0,,,,,
2024-07-02,16.106151580810547,16.162466295369324,15.937205646921711,15.96536389930735,395700.0,,,,,
2024-07-03,15.824576377868652,16.096765659499674,15.80580420942168,16.096765659499674,386900.0,,,,,
2024-07-05,15.683789253234863,15.871507385388645,15.655632786560746,15.79642049056969,453100.0,,,,,
2024-07-08,15.6931734085083,15.89966368652046,15.646244776348755,15.805804631988805,337600.0,,,,,
2024-07-09,16.11553955078125,16.11553955078125,15.589931309563422,15.646246030712154,575700.0,,,,,
2024-07-10,16.28448486328125,16.32202741249803,15.899664335192908,16.115538916274147,849300.0,,,,,
2024-07-11,16.892187118530273,16.939663027734603,16.493383323508432,16.62631731815243,1008700.0,,,,,
2024-07-12,16.80672836303711,17.006129347053356,16.711774737324234,16.99663380337309,780100.0,,,,,
2024-07-15,17.309978485107422,17.499885725393742,16.873194367974417,17.025119435767607,1532600.0,,,,,
2024-07-16,18.10758781433105,18.16455926770027,17.433420484707415,17.471400849923608,1501400.0,,,,,
2024-07-17,18.4779052734375,18.79125279970511,18.0031389285567,18.022130017013502,1422800.0,,,,,
2024-07-18,18.14556884765625,18.791251315468973,17.99364377418146,18.29749392113104,933700.0,,,,,
2024-07-19,18.050617218017575,18.420934399135177,17.642317858790516,18.145570852201303,1048600.0,,,,,
