Date,Close,High,Low,Open,Volume,"('Close', 'YYAI')","('High', 'YYAI')","('Low', 'YYAI')","('Open', 'YYAI')","('Volume', 'YYAI')"
2024-06-03,16.200000762939453,16.200000762939453,15.0,15.0,4465.0,,,,,
2024-06-04,15.420000076293944,16.200000762939453,14.880000114440918,16.200000762939453,16415.0,,,,,
2024-06-05,14.859999656677246,15.399999618530272,14.81999969482422,15.399999618530272,4245.0,,,,,
2024-06-06,15.0,15.100000381469728,14.800000190734863,15.100000381469728,3090.0,,,,,
2024-06-07,14.800000190734863,15.100000381469728,14.039999961853027,15.0,20870.0,,,,,
2024-06-10,15.5600004196167,16.399999618530273,14.399999618530272,14.600000381469728,12780.0,,,,,
2024-06-11,15.020000457763672,16.200000762939453,14.800000190734863,16.0,4220.0,,,,,
2024-06-12,16.079999923706055,16.079999923706055,14.800000190734863,15.0,10560.0,,,,,
2024-06-13,14.479999542236328,15.800000190734863,13.800000190734863,15.800000190734863,18430.0,,,,,
2024-06-14,13.380000114440918,14.460000038146973,13.020000457763672,14.460000038146973,12060.0,,,,,
2024-06-17,10.899999618530272,13.600000381469728,8.819999694824219,13.600000381469728,70550.0,,,,,
2024-06-18,8.460000038146973,10.68000030517578,7.079999923706055,7.739999771118164,91230.0,,,,,
2024-06-20,8.5600004196167,9.699999809265137,8.399999618530273,9.5600004196167,27610.0,,,,,
2024-06-21,8.4399995803833,9.34000015258789,7.920000076293945,8.899999618530273,38655.0,,,,,
2024-06-24,9.800000190734863,10.5,8.239999771118164,9.18000030517578,77010.0,,,,,
2024-06-25,7.679999828338623,9.579999923706056,7.639999866485596,9.5600004196167,39850.0,,,,,
2024-06-26,8.380000114440918,8.600000381469727,6.599999904632568,7.760000228881836,85585.0,,,,,
2024-06-27,8.520000457763672,8.727999687194824,7.170000076293945,7.170000076293945,183500.0,,,,,
2024-06-28,8.600000381469727,8.8100004196167,7.820000171661377,8.630000114440918,116200.0,,,,,
2024-07-01,8.430000305175781,8.479999542236328,7.342000007629394,8.300000190734863,64900.0,,,,,
2024-07-02,9.34000015258789,10.09000015258789,8.170000076293945,8.75,90700.0,,,,,
2024-07-03,10.5,10.75,9.600000381469728,9.609999656677246,76200.0,,,,,
2024-07-05,12.850000381469728,13.390000343322754,10.520000457763672,10.729999542236328,172000.0,,,,,
2024-07-08,14.5,14.5,12.83199977874756,13.0600004196167,122100.0,,,,,
