Date,Close,High,Low,Open,Volume,"('Close', 'DX')","('High', 'DX')","('Low', 'DX')","('Open', 'DX')","('Volume', 'DX')"
2024-06-03,10.15174674987793,10.168199740001734,10.05302645545762,10.110613097729678,751400.0,,,,,
2024-06-04,10.143521308898926,10.168201189883312,10.077707769901048,10.102387650885436,612200.0,,,,,
2024-06-05,10.258696556091309,10.266922660978093,10.127069463190466,10.159976236415677,902200.0,,,,,
2024-06-06,9.740413665771484,10.003667834719046,9.715733783572478,9.937854292482156,9011200.0,,,,,
2024-06-07,9.61701202392578,9.73218610719504,9.60878592013168,9.715733115047575,2863000.0,,,,,
2024-06-10,9.608784675598145,9.666371317494502,9.51829048455055,9.57587791100606,1705700.0,,,,,
2024-06-11,9.460704803466797,9.600558763326262,9.460704803466797,9.55119821914559,3163100.0,,,,,
2024-06-12,9.633466720581056,9.7733206977065,9.617012942303084,9.682827270855642,1701500.0,,,,,
2024-06-13,9.748638153076172,9.78154491608791,9.633464090255536,9.633464090255536,1447800.0,,,,,
2024-06-14,9.756866455078123,9.798000114256087,9.666373032534048,9.674599921281496,1865100.0,,,,,
2024-06-17,9.822680473327637,9.86381413450472,9.707507163503,9.707507163503,1190100.0,,,,,
2024-06-18,9.814453125,9.839133004754952,9.723958924966457,9.822679228545496,866000.0,,,,,
2024-06-20,9.888493537902832,9.929626409262578,9.806226226064876,9.82267921769693,1802400.0,,,,,
2024-06-21,9.904946327209473,9.904946327209473,9.814452913683589,9.8884933359135,2646700.0,,,,,
2024-06-24,9.929895401000977,9.99642809549793,9.86336349962685,9.879996871531796,1780500.0,,,,,
2024-06-25,9.796833038330078,9.946530234987891,9.788517144278044,9.946530234987891,786300.0,,,,,
2024-06-26,9.871678352355955,9.871678352355955,9.763563834419736,9.780197203235776,821400.0,,,,,
2024-06-27,9.84673309326172,9.904948321526998,9.76356780163446,9.87999905128802,1018700.0,,,,,
2024-06-28,9.929895401000977,9.96316135168804,9.846730920844731,9.904946136266386,3081300.0,,,,,
2024-07-01,9.746933937072754,9.97147892593294,9.638819389427889,9.938212972282434,2583900.0,,,,,
2024-07-02,9.77188205718994,9.813464692653609,9.730299421726276,9.77188205718994,1201300.0,,,,,
2024-07-03,9.763566970825195,9.830098881216417,9.738617702709222,9.796832926020803,719400.0,,,,,
2024-07-05,9.805148124694824,9.821781496329177,9.705350274257146,9.805148124694824,1243300.0,,,,,
2024-07-08,9.738616943359377,9.855048174026976,9.730300256928215,9.821782221425217,1912500.0,,,,,
