Date,Close,High,Low,Open,Volume,"('Close', 'FSCO')","('High', 'FSCO')","('Low', 'FSCO')","('Open', 'FSCO')","('Volume', 'FSCO')"
2024-06-03,5.479419231414795,5.522496179236325,5.427726647539276,5.462188370122956,695300.0,,,,,
2024-06-04,5.401880264282227,5.479419347141215,5.401880264282227,5.479419347141215,529700.0,,,,,
2024-06-05,5.427727699279785,5.444958563910481,5.384650332294939,5.419112061556329,347800.0,,,,,
2024-06-06,5.444957733154297,5.470803820748803,5.427726871152575,5.436342096745358,390600.0,,,,,
2024-06-07,5.453573703765869,5.512158560411837,5.436342839410219,5.453573703765869,432100.0,,,,,
2024-06-10,5.522496700286865,5.531112337153744,5.453573248616542,5.479419748401002,741600.0,,,,,
2024-06-11,5.488035202026367,5.522496929290568,5.488035202026367,5.488035202026367,335400.0,,,,,
2024-06-12,5.522496700286865,5.573327807516155,5.488034974451703,5.548343200071325,450600.0,,,,,
2024-06-13,5.591420650482178,5.595728469299697,5.522497192666713,5.556958921574445,422700.0,,,,,
2024-06-14,5.53972864151001,5.600036878868601,5.513882547510797,5.5569595077815706,582600.0,,,,,
2024-06-17,5.513882160186768,5.574189982492764,5.496651295125593,5.55695911743159,455200.0,,,,,
2024-06-18,5.522496700286865,5.531112337153744,5.496650611318582,5.513881474236163,412800.0,,,,,
2024-06-20,5.522496700286865,5.556958426122026,5.488034974451703,5.522496700286865,522900.0,,,,,
2024-06-21,5.565981388092041,5.574678018238422,5.539890668257053,5.548587713101357,332200.0,,,,,
2024-06-24,5.548587322235107,5.59207129929966,5.522496604238061,5.583374669765907,481200.0,,,,,
2024-06-25,5.626859188079834,5.652949908586555,5.487709784571811,5.53989081088732,938100.0,,,,,
2024-06-26,5.539889812469482,5.6268581739882615,5.522496140165726,5.6268581739882615,540800.0,,,,,
2024-06-27,5.531193733215332,5.592071384978015,5.522496688850434,5.539890362882329,568100.0,,,,,
2024-06-28,5.539889812469482,5.6268581739882615,5.539889812469482,5.574677157076994,518300.0,,,,,
2024-07-01,5.626859188079834,5.626859188079834,5.574678161764325,5.574678161764325,413800.0,,,,,
2024-07-02,5.548587322235107,5.635555691062105,5.539890278003461,5.59207129929966,524900.0,,,,,
2024-07-03,5.565981388092041,5.592071693229107,5.539890668257053,5.548587713101357,260200.0,,,,,
2024-07-05,5.618162155151367,5.631207307121037,5.557284088129737,5.592071436514125,588900.0,,,,,
2024-07-08,5.626859188079834,5.670343584025058,5.592071837202828,5.626859188079834,620600.0,,,,,
2024-07-09,5.635556221008301,5.705130922612439,5.609465500557782,5.626859175958817,645200.0,,,,,
2024-07-10,5.679041385650635,5.705131694935153,5.644253615441297,5.652950661668129,465300.0,,,,,
2024-07-11,5.74861478805542,5.774705091400726,5.661646419074575,5.679040092870744,674800.0,,,,,
2024-07-12,5.7051310539245605,5.766009126578348,5.679040747571468,5.7225247297259365,718000.0,,,,,
2024-07-15,5.65294885635376,5.705129872956359,5.5311931509476935,5.679039572003988,1900600.0,,,,,
2024-07-16,5.548587322235107,5.679040082824551,5.531193648469708,5.6529493648275055,1105100.0,,,,,
2024-07-17,5.574676990509033,5.609464334077121,5.513799346613804,5.565980361965935,790400.0,,,,,
2024-07-18,5.479013442993164,5.609465808308942,5.470316397466536,5.574678455598341,800600.0,,,,,
2024-07-19,5.3659539222717285,5.513800367149557,5.3659539222717285,5.461619342139368,3265000.0,,,,,
2024-07-22,5.392043590545654,5.452921653215879,5.374649917596715,5.418134307318001,685000.0,,,,,
2024-07-23,5.418135643005371,5.474665197699648,5.392044919801099,5.392044919801099,615200.0,,,,,
2024-07-24,5.418134689331055,5.435697507662329,5.3215389791437335,5.418134689331055,1144500.0,,,,,
2024-07-25,5.444478988647461,5.479604627124105,5.4181349691552985,5.43569778839362,448000.0,,,,,
2024-07-26,5.5235114097595215,5.532293027989096,5.462041338344317,5.462041338344317,623300.0,,,,,
2024-07-29,5.620107650756836,5.65084248002012,5.535805866409572,5.549856373166105,777700.0,,,,,
2024-07-30,5.707921028137207,5.707921028137207,5.637669759403183,5.637669759403183,837300.0,,,,,
2024-07-31,5.707921028137207,5.760609479687726,5.707921028137207,5.74304666250422,650100.0,,,,,
2024-08-01,5.611326217651367,5.75621958716666,5.60254501702684,5.681577497570218,648100.0,,,,,
2024-08-02,5.479605674743652,5.602545851646889,5.321540271378989,5.602545851646889,1277300.0,,,,,
2024-08-05,5.242506504058838,5.339102221925369,4.970282588917387,5.330321021426949,2215600.0,,,,,
2024-08-06,5.321538925170898,5.374227379630339,5.268850470711458,5.277632089153338,798500.0,,,,,
