Date,Close,High,Low,Open,Volume,"('Close', 'MOMO')","('High', 'MOMO')","('Low', 'MOMO')","('Open', 'MOMO')","('Volume', 'MOMO')"
2024-06-03,5.125967502593994,5.32457513283981,5.107052511664342,5.248915169121205,1677900.0,,,,,
2024-06-04,5.021934986114502,5.135424935288294,4.988833863681055,5.107052673479331,1643800.0,,,,,
2024-06-05,5.163797855377197,5.196898979139555,5.012477917070433,5.012477917070433,1223600.0,,,,,
2024-06-06,5.163797855377197,5.201627839953888,5.088137886223815,5.144882863088852,1348800.0,,,,,
2024-06-07,5.163797855377197,5.272558948292937,5.0786801645951485,5.0786801645951485,1028100.0,,,,,
2024-06-10,5.3340325355529785,5.414421361746642,5.144882621549633,5.144882621549633,1264100.0,,,,,
2024-06-11,5.277287483215332,5.428607412177533,5.2489152220194,5.409692421057258,1346300.0,,,,,
2024-06-12,5.296202659606934,5.371862626734765,5.286745389200442,5.315117651388891,1054700.0,,,,,
2024-06-13,5.570470333099365,5.58465691533363,5.3340327074894045,5.3340327074894045,1557100.0,,,,,
2024-06-14,5.494810104370117,5.523182816523584,5.419150139919487,5.523182816523584,1381400.0,,,,,
2024-06-17,5.579927921295166,5.589385191589778,5.456980250682413,5.485352963504191,1129600.0,,,,,
2024-06-18,5.646130084991455,5.806907736406293,5.523182867117431,5.561012849689279,3279100.0,,,,,
2024-06-20,5.844738006591797,6.052803371944614,5.646130362831829,5.646130362831829,3046100.0,,,,,
2024-06-21,5.835280418395996,5.835280418395996,5.735976601920398,5.806907706130556,2934900.0,,,,,
2024-06-24,5.882567882537842,5.967685571427783,5.778535652749001,5.778535652749001,2516500.0,,,,,
2024-06-25,5.70287561416626,5.8778393995046905,5.617757926337682,5.835280555590401,1303500.0,,,,,
2024-06-26,5.731247901916504,5.752054257514649,5.6461302137049545,5.731247901916504,1577200.0,,,,,
2024-06-27,5.683960437774658,5.783263802388136,5.551555049685438,5.712332698815949,1893800.0,,,,,
2024-06-28,5.78799295425415,5.816365667692692,5.674503002437946,5.683960723907121,1041300.0,,,,,
2024-07-01,5.797450542449951,5.939313204443518,5.745433977503227,5.797450542449951,1165800.0,,,,,
2024-07-02,5.731247901916504,5.797450598410928,5.7217906315424285,5.797450598410928,715800.0,,,,,
2024-07-03,5.825822830200195,5.882567805056421,5.7974505682565685,5.7974505682565685,614400.0,,,,,
2024-07-05,5.78799295425415,5.830551798927472,5.721790707845855,5.721790707845855,689300.0,,,,,
2024-07-08,5.78799295425415,5.816365667692692,5.683960723907121,5.750162970315416,687300.0,,,,,
2024-07-09,6.2466816902160645,6.40178479524254,5.769077608561935,5.797450320260844,2848900.0,,,,,
2024-07-10,6.241952896118164,6.336527851171524,6.213580635086635,6.241952896118164,1586100.0,,,,,
2024-07-11,6.317613124847412,6.620253444666723,6.284512001934151,6.289240862627182,1877300.0,,,,,
