Date,Close,High,Low,Open,Volume,"('Close', 'SGHT')","('High', 'SGHT')","('Low', 'SGHT')","('Open', 'SGHT')","('Volume', 'SGHT')"
2024-05-30,6.519999980926514,6.75,5.710000038146973,6.309999942779541,290200.0,,,,,
2024-05-31,6.559999942779541,6.789999961853027,6.179999828338623,6.570000171661377,115500.0,,,,,
2024-06-03,6.940000057220459,7.130000114440918,6.5,6.630000114440918,190400.0,,,,,
2024-06-04,7.070000171661377,7.150000095367432,6.539999961853027,6.809999942779541,191000.0,,,,,
2024-06-05,7.150000095367432,7.440000057220459,6.840000152587891,7.090000152587891,160300.0,,,,,
2024-06-06,6.909999847412109,7.190000057220459,6.849999904632568,7.119999885559082,140700.0,,,,,
2024-06-07,6.860000133514404,7.090000152587891,6.610000133514404,6.800000190734863,87500.0,,,,,
2024-06-10,6.599999904632568,7.329999923706055,6.519999980926514,6.849999904632568,132800.0,,,,,
2024-06-11,6.690000057220459,6.78000020980835,6.519999980926514,6.53000020980835,50300.0,,,,,
2024-06-12,6.860000133514404,7.190000057220459,6.860000133514404,6.869999885559082,106800.0,,,,,
2024-06-13,6.829999923706055,6.900000095367432,6.65500020980835,6.880000114440918,68100.0,,,,,
2024-06-14,6.559999942779541,6.880000114440918,6.5,6.760000228881836,97500.0,,,,,
2024-06-17,6.449999809265137,6.599999904632568,6.300000190734863,6.559999942779541,131800.0,,,,,
2024-06-18,6.400000095367432,6.565000057220459,6.329999923706055,6.449999809265137,79400.0,,,,,
2024-06-20,6.360000133514404,6.545000076293945,6.300000190734863,6.369999885559082,54800.0,,,,,
2024-06-21,6.380000114440918,6.510000228881836,6.300000190734863,6.389999866485596,205100.0,,,,,
2024-06-24,6.170000076293945,6.460000038146973,5.900000095367432,6.340000152587891,183100.0,,,,,
2024-06-25,6.085000038146973,6.369999885559082,6.0,6.170000076293945,89400.0,,,,,
2024-06-26,6.320000171661377,6.349999904632568,6.019999980926514,6.050000190734863,86200.0,,,,,
2024-06-27,6.539999961853027,6.570000171661377,6.300000190734863,6.300000190734863,113400.0,,,,,
2024-06-28,6.670000076293945,6.760000228881836,6.294000148773193,6.539999961853027,1911800.0,,,,,
2024-07-01,6.309999942779541,6.724999904632568,6.210000038146973,6.659999847412109,183700.0,,,,,
2024-07-02,6.159999847412109,6.329999923706055,6.099999904632568,6.25,87800.0,,,,,
2024-07-03,6.190000057220459,6.21999979019165,6.0,6.150000095367432,76100.0,,,,,
2024-07-05,6.199999809265137,6.210000038146973,5.985000133514404,6.139999866485596,111600.0,,,,,
2024-07-08,6.400000095367432,6.539999961853027,6.25,6.25,94500.0,,,,,
2024-07-09,6.429999828338623,6.559999942779541,6.349999904632568,6.380000114440918,69200.0,,,,,
2024-07-10,6.150000095367432,7.480000019073486,5.849999904632568,6.449999809265137,827900.0,,,,,
2024-07-11,7.519999980926514,7.559999942779541,6.400000095367432,6.400000095367432,423300.0,,,,,
2024-07-12,7.610000133514404,8.229999542236328,7.445000171661377,7.559999942779541,281600.0,,,,,
2024-07-15,7.820000171661377,8.149999618530273,7.559999942779541,7.639999866485596,209600.0,,,,,
2024-07-16,8.3100004196167,8.350000381469727,7.550000190734863,8.050000190734863,300400.0,,,,,
2024-07-17,8.15999984741211,8.420000076293945,7.829999923706055,8.220000267028809,172000.0,,,,,
2024-07-18,7.659999847412109,8.279999732971191,7.630000114440918,8.15999984741211,90100.0,,,,,
2024-07-19,7.610000133514404,7.929999828338623,7.489999771118164,7.690000057220459,204100.0,,,,,
