Date,Close,High,Low,Open,Volume,"('Close', 'TGB')","('High', 'TGB')","('Low', 'TGB')","('Open', 'TGB')","('Volume', 'TGB')"
2024-06-03,2.5199999809265137,2.7300000190734863,2.5,2.720000028610229,7754000.0,,,,,
2024-06-04,2.4200000762939453,2.5,2.3499999046325684,2.4800000190734863,7528300.0,,,,,
2024-06-05,2.450000047683716,2.4800000190734863,2.380000114440918,2.400000095367432,4195100.0,,,,,
2024-06-06,2.490000009536743,2.490000009536743,2.440000057220459,2.470000028610229,1883600.0,,,,,
2024-06-07,2.369999885559082,2.4200000762939453,2.3499999046325684,2.369999885559082,2750800.0,,,,,
2024-06-10,2.450000047683716,2.450000047683716,2.319999933242798,2.3399999141693115,2186000.0,,,,,
2024-06-11,2.309999942779541,2.4100000858306885,2.309999942779541,2.4100000858306885,2868000.0,,,,,
2024-06-12,2.3399999141693115,2.440000057220459,2.319999933242798,2.380000114440918,2394400.0,,,,,
2024-06-13,2.259999990463257,2.369999885559082,2.240000009536743,2.3499999046325684,2772600.0,,,,,
2024-06-14,2.319999933242798,2.380000114440918,2.2799999713897705,2.299999952316284,2774000.0,,,,,
2024-06-17,2.5,2.5199999809265137,2.299999952316284,2.4200000762939453,6641300.0,,,,,
2024-06-18,2.5799999237060547,2.5899999141693115,2.4800000190734863,2.509999990463257,4024400.0,,,,,
2024-06-20,2.5899999141693115,2.690000057220459,2.5899999141693115,2.619999885559082,3617200.0,,,,,
2024-06-21,2.509999990463257,2.5799999237060547,2.4800000190734863,2.569999933242798,5965700.0,,,,,
2024-06-24,2.619999885559082,2.650000095367432,2.5199999809265137,2.539999961853028,2583500.0,,,,,
2024-06-25,2.5299999713897705,2.630000114440918,2.5,2.619999885559082,2491800.0,,,,,
2024-06-26,2.4800000190734863,2.5299999713897705,2.440000057220459,2.5199999809265137,1767200.0,,,,,
2024-06-27,2.440000057220459,2.5,2.430000066757202,2.490000009536743,1227400.0,,,,,
2024-06-28,2.450000047683716,2.539999961853028,2.430000066757202,2.4600000381469727,1709000.0,,,,,
2024-07-01,2.450000047683716,2.509999990463257,2.440000057220459,2.4800000190734863,969300.0,,,,,
2024-07-02,2.450000047683716,2.470000028610229,2.390000104904175,2.440000057220459,1725000.0,,,,,
2024-07-03,2.5199999809265137,2.5799999237060547,2.4800000190734863,2.4800000190734863,1532200.0,,,,,
2024-07-05,2.650000095367432,2.6700000762939453,2.559999942779541,2.559999942779541,3361500.0,,,,,
2024-07-08,2.559999942779541,2.640000104904175,2.5299999713897705,2.619999885559082,1788900.0,,,,,
2024-07-09,2.509999990463257,2.5899999141693115,2.470000028610229,2.569999933242798,1866700.0,,,,,
2024-07-10,2.549999952316284,2.569999933242798,2.490000009536743,2.509999990463257,2618600.0,,,,,
2024-07-11,2.490000009536743,2.609999895095825,2.440000057220459,2.569999933242798,2524100.0,,,,,
2024-07-12,2.5199999809265137,2.559999942779541,2.470000028610229,2.490000009536743,3298800.0,,,,,
2024-07-15,2.359999895095825,2.5,2.3499999046325684,2.5,3513100.0,,,,,
2024-07-16,2.390000104904175,2.390000104904175,2.289999961853028,2.369999885559082,3842300.0,,,,,
2024-07-17,2.289999961853028,2.400000095367432,2.2799999713897705,2.390000104904175,2792000.0,,,,,
2024-07-18,2.220000028610229,2.2799999713897705,2.140000104904175,2.2799999713897705,4045300.0,,,,,
2024-07-19,2.2100000381469727,2.2300000190734863,2.1600000858306885,2.1600000858306885,2102000.0,,,,,
2024-07-22,2.2300000190734863,2.2799999713897705,2.1700000762939453,2.190000057220459,3054500.0,,,,,
2024-07-23,2.2300000190734863,2.259999990463257,2.190000057220459,2.2300000190734863,1448100.0,,,,,
2024-07-24,2.0899999141693115,2.25,2.0899999141693115,2.240000009536743,3178100.0,,,,,
2024-07-25,2.150000095367432,2.180000066757202,2.0299999713897705,2.0799999237060547,3971600.0,,,,,
2024-07-26,2.150000095367432,2.190000057220459,2.130000114440918,2.1600000858306885,1612600.0,,,,,
2024-07-29,2.150000095367432,2.190000057220459,2.119999885559082,2.150000095367432,2156400.0,,,,,
2024-07-30,2.059999942779541,2.2100000381469727,2.059999942779541,2.1600000858306885,2343900.0,,,,,
2024-07-31,2.190000057220459,2.240000009536743,2.0999999046325684,2.0999999046325684,4382100.0,,,,,
2024-08-01,2.109999895095825,2.289999961853028,2.059999942779541,2.2300000190734863,3113400.0,,,,,
2024-08-02,2.049999952316284,2.119999885559082,2.0,2.0899999141693115,2533200.0,,,,,
2024-08-05,1.9299999475479128,2.009999990463257,1.809999942779541,1.940000057220459,2507700.0,,,,,
2024-08-06,2.039999961853028,2.059999942779541,1.9600000381469729,1.9600000381469729,1947100.0,,,,,
2024-08-07,1.8899999856948853,2.069999933242798,1.870000004768372,2.059999942779541,2527700.0,,,,,
2024-08-08,1.950000047683716,1.9700000286102293,1.8899999856948853,1.899999976158142,1785200.0,,,,,
2024-08-09,2.009999990463257,2.039999961853028,1.9800000190734863,2.0,2008800.0,,,,,
2024-08-12,2.059999942779541,2.0799999237060547,2.0299999713897705,2.039999961853028,1877200.0,,,,,
2024-08-13,2.0799999237060547,2.0899999141693115,2.039999961853028,2.059999942779541,1765200.0,,,,,
2024-08-14,2.0899999141693115,2.130000114440918,2.0299999713897705,2.0899999141693115,1757300.0,,,,,
2024-08-15,2.240000009536743,2.240000009536743,2.109999895095825,2.130000114440918,3817800.0,,,,,
2024-08-16,2.319999933242798,2.319999933242798,2.1600000858306885,2.180000066757202,15459600.0,,,,,
2024-08-19,2.2799999713897705,2.3399999141693115,2.2300000190734863,2.3299999237060547,3012200.0,,,,,
2024-08-20,2.2300000190734863,2.299999952316284,2.200000047683716,2.2799999713897705,2161300.0,,,,,
2024-08-21,2.2799999713897705,2.289999961853028,2.200000047683716,2.240000009536743,1909200.0,,,,,
2024-08-22,2.2100000381469727,2.240000009536743,2.180000066757202,2.240000009536743,2432300.0,,,,,
2024-08-23,2.289999961853028,2.299999952316284,2.220000028610229,2.2699999809265137,2173700.0,,,,,
2024-08-26,2.2799999713897705,2.3299999237060547,2.2699999809265137,2.299999952316284,1456100.0,,,,,
2024-08-27,2.2799999713897705,2.299999952316284,2.2300000190734863,2.25,984600.0,,,,,
2024-08-28,2.1600000858306885,2.25,2.150000095367432,2.240000009536743,2004000.0,,,,,
2024-08-29,2.200000047683716,2.25,2.180000066757202,2.180000066757202,1825700.0,,,,,
2024-08-30,2.259999990463257,2.2799999713897705,2.180000066757202,2.2100000381469727,1830700.0,,,,,
2024-09-03,1.9900000095367432,2.190000057220459,1.9800000190734863,2.180000066757202,4101900.0,,,,,
2024-09-04,1.9900000095367432,2.0799999237060547,1.9900000095367432,2.009999990463257,1384500.0,,,,,
2024-09-05,1.9800000190734863,2.049999952316284,1.9800000190734863,2.0199999809265137,1634200.0,,,,,
2024-09-06,1.8899999856948853,2.0,1.8799999952316284,1.9800000190734863,3846000.0,,,,,
2024-09-09,1.940000057220459,1.9800000190734863,1.899999976158142,1.9299999475479128,1605300.0,,,,,
2024-09-10,1.9299999475479128,1.9600000381469729,1.8899999856948853,1.9600000381469729,2042000.0,,,,,
2024-09-11,1.9600000381469729,2.0,1.8899999856948853,1.919999957084656,3171100.0,,,,,
2024-09-12,2.049999952316284,2.069999933242798,1.9800000190734863,1.9800000190734863,3031900.0,,,,,
2024-09-13,2.0899999141693115,2.109999895095825,2.049999952316284,2.0899999141693115,1661000.0,,,,,
2024-09-16,2.119999885559082,2.1600000858306885,2.069999933242798,2.109999895095825,2673000.0,,,,,
2024-09-17,2.130000114440918,2.1700000762939453,2.109999895095825,2.130000114440918,2155300.0,,,,,
2024-09-18,2.119999885559082,2.2300000190734863,2.0899999141693115,2.150000095367432,4491300.0,,,,,
2024-09-19,2.240000009536743,2.240000009536743,2.1600000858306885,2.2300000190734863,3365600.0,,,,,
2024-09-20,2.259999990463257,2.299999952316284,2.180000066757202,2.240000009536743,7264700.0,,,,,
2024-09-23,2.2699999809265137,2.3499999046325684,2.259999990463257,2.299999952316284,2497100.0,,,,,
