Date,Close,High,Low,Open,Volume,"('Close', 'PDD')","('High', 'PDD')","('Low', 'PDD')","('Open', 'PDD')","('Volume', 'PDD')"
2024-06-03,146.9199981689453,149.8800048828125,144.9499969482422,147.94000244140625,8580500.0,,,,,
2024-06-04,145.8800048828125,148.67999267578125,143.92999267578125,148.3000030517578,5865100.0,,,,,
2024-06-05,142.8000030517578,145.27999877929688,141.00999450683594,145.22000122070312,10824200.0,,,,,
2024-06-06,143.8300018310547,144.67999267578125,141.85000610351562,143.0,6998100.0,,,,,
2024-06-07,143.89999389648438,144.08999633789062,140.30999755859375,140.44000244140625,4578300.0,,,,,
2024-06-10,148.47999572753906,148.91000366210938,143.0800018310547,143.66000366210938,6545100.0,,,,,
2024-06-11,146.92999267578125,149.5500030517578,146.6999969482422,147.6199951171875,8708200.0,,,,,
2024-06-12,151.0,151.00999450683594,145.39999389648438,147.16000366210938,7274800.0,,,,,
2024-06-13,151.07000732421875,152.89999389648438,150.39999389648438,151.30999755859375,5000000.0,,,,,
2024-06-14,148.97999572753906,150.52999877929688,147.0500030517578,149.35000610351562,8585200.0,,,,,
2024-06-17,148.3000030517578,150.4499969482422,146.5,149.22999572753906,5538900.0,,,,,
2024-06-18,144.17999267578125,147.94000244140625,142.8000030517578,147.6300048828125,7287600.0,,,,,
2024-06-20,144.13999938964844,146.0,142.16000366210938,145.35000610351562,7087200.0,,,,,
2024-06-21,143.86000061035156,144.17999267578125,140.36000061035156,143.52999877929688,12353700.0,,,,,
2024-06-24,141.52999877929688,144.9600067138672,141.0500030517578,142.05999755859375,5502800.0,,,,,
2024-06-25,140.0,143.3800048828125,139.6999969482422,141.4499969482422,5249500.0,,,,,
2024-06-26,138.22999572753906,140.1999969482422,135.60000610351562,139.6300048828125,13057400.0,,,,,
2024-06-27,131.94000244140625,136.35000610351562,131.85000610351562,135.1199951171875,11360100.0,,,,,
2024-06-28,132.9499969482422,135.63999938964844,131.36000061035156,132.14999389648438,9860300.0,,,,,
2024-07-01,132.97999572753906,133.5500030517578,130.0500030517578,133.5500030517578,4995200.0,,,,,
2024-07-02,133.8800048828125,134.11000061035156,131.35000610351562,132.25999450683594,3976100.0,,,,,
2024-07-03,137.33999633789062,138.60000610351562,133.36000061035156,133.6199951171875,5437800.0,,,,,
2024-07-05,136.19000244140625,136.9499969482422,133.1699981689453,135.75999450683594,5754200.0,,,,,
2024-07-08,134.67999267578125,135.61000061035156,133.3800048828125,135.36000061035156,3995800.0,,,,,
2024-07-09,137.72000122070312,138.0399932861328,134.61000061035156,135.0,6227700.0,,,,,
2024-07-10,138.07000732421875,139.61000061035156,137.39999389648438,138.1300048828125,3801400.0,,,,,
2024-07-11,139.24000549316406,142.10000610351562,138.39999389648438,140.0800018310547,6372400.0,,,,,
2024-07-12,142.4199981689453,145.05999755859375,141.9499969482422,142.02000427246094,8883000.0,,,,,
2024-07-15,137.99000549316406,139.42999267578125,134.39999389648438,137.30999755859375,8418400.0,,,,,
2024-07-16,135.83999633789062,138.97999572753906,135.7899932861328,137.11000061035156,5367400.0,,,,,
2024-07-17,131.82000732421875,134.72000122070312,130.3000030517578,134.72000122070312,9823200.0,,,,,
2024-07-18,132.0800018310547,134.05999755859375,130.25,132.6999969482422,5165200.0,,,,,
2024-07-19,133.0399932861328,133.2899932861328,130.77000427246094,131.9499969482422,4888700.0,,,,,
2024-07-22,134.24000549316406,136.77000427246094,133.82000732421875,135.8800048828125,4202000.0,,,,,
2024-07-23,133.0800018310547,134.41000366210938,132.10000610351562,132.4199981689453,3214300.0,,,,,
2024-07-24,131.8699951171875,134.67999267578125,131.38999938964844,131.89999389648438,3590600.0,,,,,
2024-07-25,129.74000549316406,133.60000610351562,129.6300048828125,131.75,4508700.0,,,,,
2024-07-26,130.8000030517578,131.6300048828125,128.0,129.0399932861328,3144700.0,,,,,
2024-07-29,127.58999633789062,129.72000122070312,126.4000015258789,127.68000030517578,6768800.0,,,,,
2024-07-30,123.16000366210938,128.1999969482422,123.01000213623048,128.11000061035156,7821200.0,,,,,
2024-07-31,128.88999938964844,129.22999572753906,126.68000030517578,127.45999908447266,7691200.0,,,,,
2024-08-01,127.81999969482422,131.4600067138672,127.36000061035156,127.86000061035156,4468400.0,,,,,
2024-08-02,127.41000366210938,127.86000061035156,124.37000274658205,125.8000030517578,5155500.0,,,,,
2024-08-05,126.19000244140624,127.1999969482422,122.06999969482422,122.3499984741211,6738100.0,,,,,
2024-08-06,132.6199951171875,134.4199981689453,126.97000122070312,127.0,8235000.0,,,,,
2024-08-07,133.14999389648438,136.1699981689453,132.66000366210938,134.8800048828125,5643100.0,,,,,
2024-08-08,138.02000427246094,138.25,134.47999572753906,134.75999450683594,6872300.0,,,,,
2024-08-09,138.0399932861328,139.25999450683594,136.9499969482422,138.75999450683594,6331800.0,,,,,
2024-08-12,142.47000122070312,143.25999450683594,137.10000610351562,138.0399932861328,7702300.0,,,,,
2024-08-13,144.02000427246094,145.0,142.86000061035156,143.92999267578125,5726800.0,,,,,
2024-08-14,141.97999572753906,145.0,141.22000122070312,144.89999389648438,6048800.0,,,,,
2024-08-15,145.0800018310547,146.69000244140625,143.57000732421875,144.0,7992800.0,,,,,
2024-08-16,149.2899932861328,150.8699951171875,145.66000366210938,145.97000122070312,10164100.0,,,,,
2024-08-19,151.11000061035156,152.22000122070312,147.89999389648438,150.35000610351562,5711500.0,,,,,
