Date,Close,High,Low,Open,Volume,"('Close', 'SHEL')","('High', 'SHEL')","('Low', 'SHEL')","('Open', 'SHEL')","('Volume', 'SHEL')"
2024-06-03,67.27362823486328,69.0122367237228,67.24512764461474,69.0122367237228,3495760.0,,,,,
2024-06-04,66.58959197998047,66.6370978009004,65.7535431697321,66.44708901396187,3608313.0,,,,,
2024-06-05,66.32357788085938,66.82710769814598,66.21917234898577,66.79860710446873,2345469.0,,,,,
2024-06-06,66.74159240722656,66.90310057095216,66.31406909186605,66.43757405559104,2759238.0,,,,,
2024-06-07,65.98155212402344,66.81760814412608,65.94830384960768,66.50408713658759,2884229.0,,,,,
2024-06-10,67.11212158203125,67.2878800581354,66.28556820420279,66.46608161103624,2629620.0,,,,,
2024-06-11,66.77961730957031,66.81762052192137,66.39008981925073,66.70361088486821,3866629.0,,,,,
2024-06-12,66.89360809326172,67.74865476087255,66.72259731006564,67.71065155923236,4147269.0,,,,,
2024-06-13,66.27607727050781,66.77010445859436,66.0765658725284,66.77010445859436,3555578.0,,,,,
2024-06-14,65.55403137207031,65.9530541712479,65.13600334529157,65.88655037138497,4109381.0,,,,,
2024-06-17,65.69654083251953,66.00055923531805,65.50177711787832,65.95305341523029,5206625.0,,,,,
2024-06-18,66.05756378173828,66.399585408335,65.98631229635181,66.07656901008856,4162556.0,,,,,
2024-06-20,66.53258514404297,67.05512013630943,66.42807814558968,66.50408455325935,3182240.0,,,,,
2024-06-21,66.44709014892578,66.81761236364412,66.3045799321024,66.60859834541927,3306907.0,,,,,
2024-06-24,67.8531723022461,68.01943542922423,67.02662609527204,67.1311331039376,3661056.0,,,,,
2024-06-25,67.97667694091797,68.09067930245025,67.66315594996443,68.00517753130104,2562124.0,,,,,
2024-06-26,67.32113647460938,67.4731420441975,66.96011690451371,67.3306390878243,4847041.0,,,,,
2024-06-27,67.8721694946289,68.20468846084663,67.59665170879998,68.0906788516992,3650737.0,,,,,
2024-06-28,68.5752182006836,68.68817680867525,68.07168838934092,68.3852094128311,5230189.0,,,,,
2024-07-01,69.23075103759766,69.50626881482857,68.90297976385105,69.0977434552613,3548532.0,,,,,
2024-07-02,69.39226531982422,69.55377350568776,69.02174312949248,69.49677232205833,3041983.0,,,,,
2024-07-03,69.36375427246094,69.85778136897932,69.29725048546098,69.35425166049832,1570244.0,,,,,
2024-07-05,69.59176635742188,70.24730886511327,69.44925617117994,70.24730886511327,3754645.0,,,,,
2024-07-08,69.08824920654297,69.58227639383226,68.99324481456854,69.40177022359201,2492700.0,,,,,
2024-07-09,68.95523834228516,69.37336057403066,68.80322552362924,68.97423632043207,2648559.0,,,,,
2024-07-10,69.28776550292969,69.32586294090342,68.87924006502298,69.11675468593687,1989494.0,,,,,
2024-07-11,69.32575988769531,69.35426047883782,68.84122809316256,69.14524647929937,2302791.0,,,,,
2024-07-12,69.43026733398438,69.66778192619283,69.25925653765948,69.5917755170773,1653098.0,,,,,
2024-07-15,69.31625366210938,69.74378425207638,69.29725568512781,69.7152764140495,2373637.0,,,,,
2024-07-16,69.05023956298828,69.08824276590936,68.26216780361544,68.78422439091051,2527807.0,,,,,
2024-07-17,69.62027740478516,69.81504111363157,69.27350812324734,69.44926660527592,2393805.0,,,,,
2024-07-18,69.59176635742188,70.32330801585569,69.40175760801208,70.07629809129678,4577858.0,,,,,
2024-07-19,68.64171600341797,69.31625656423539,68.61321541256751,69.13574315768918,3878567.0,,,,,
2024-07-22,68.60371398925781,69.08349085642436,68.57521339791309,68.82223060351761,2981050.0,,,,,
2024-07-23,67.7486572265625,68.19518580162405,67.43514348626742,68.18093550653654,2851808.0,,,,,
2024-07-24,67.62516021728516,68.37570725655587,67.5966596237536,68.15719062552944,2800232.0,,,,,
2024-07-25,68.48970794677734,68.93148888076685,67.28313694392534,67.56815736897472,5122833.0,,,,,
2024-07-26,68.45170593261719,68.86972667110442,68.07168114896254,68.44220331972411,2821584.0,,,,,
2024-07-29,68.25218963623047,68.66071502415585,67.80566829217399,68.65121965930813,2222286.0,,,,,
2024-07-30,68.37570190429688,68.42320047367453,67.53964590150493,67.62515492377688,4550720.0,,,,,
2024-07-31,69.56327056884766,69.85778632526151,69.32575599151527,69.64877233746988,4189661.0,,,,,
2024-08-01,69.2972640991211,70.74134972125917,68.49921124997252,70.2663205069759,5673079.0,,,,,
2024-08-02,68.10018157958984,68.58471335882264,67.55864861987197,68.36619675301338,4216225.0,,,,,
2024-08-05,66.49458312988281,66.75585063069046,65.1644999653467,65.48752357953711,5357967.0,,,,,
2024-08-06,66.23807525634766,66.56109164507076,65.11700601297052,65.21201040680845,6474368.0,,,,,
2024-08-07,67.13114166259766,67.63467154216177,67.00762941022573,67.03613000742799,4165650.0,,,,,
2024-08-08,67.78665924072266,68.07642731636972,67.27362688146049,67.30212747113566,2501145.0,,,,,
2024-08-09,68.29019165039062,68.57521205499656,67.26888182256431,67.52064670567256,4546040.0,,,,,
