Date,Close,High,Low,Open,Volume,"('Close', 'BARK')","('High', 'BARK')","('Low', 'BARK')","('Open', 'BARK')","('Volume', 'BARK')"
2024-06-03,1.399999976158142,1.4700000286102295,1.309999942779541,1.340000033378601,2599600.0,,,,,
2024-06-04,1.309999942779541,1.3899999856948853,1.2000000476837158,1.2100000381469729,2380200.0,,,,,
2024-06-05,1.4199999570846558,1.434999942779541,1.2999999523162842,1.2999999523162842,1313800.0,,,,,
2024-06-06,1.4700000286102295,1.5199999809265137,1.3700000047683716,1.4299999475479126,1806300.0,,,,,
2024-06-07,1.3300000429153442,1.4199999570846558,1.3200000524520874,1.3799999952316284,1082200.0,,,,,
2024-06-10,1.4199999570846558,1.4199999570846558,1.2999999523162842,1.2999999523162842,789600.0,,,,,
2024-06-11,1.6200000047683716,1.6299999952316284,1.399999976158142,1.399999976158142,1455200.0,,,,,
2024-06-12,1.6299999952316284,1.6399999856948853,1.4500000476837158,1.6200000047683716,1231100.0,,,,,
2024-06-13,1.559999942779541,1.6399999856948853,1.5499999523162842,1.6399999856948853,568800.0,,,,,
2024-06-14,1.5399999618530271,1.5800000429153442,1.4900000095367432,1.5800000429153442,736100.0,,,,,
2024-06-17,1.4500000476837158,1.559999942779541,1.440000057220459,1.5499999523162842,641000.0,,,,,
2024-06-18,1.4199999570846558,1.5099999904632568,1.409999966621399,1.4500000476837158,600000.0,,,,,
2024-06-20,1.3799999952316284,1.465000033378601,1.3600000143051147,1.399999976158142,428100.0,,,,,
2024-06-21,1.4299999475479126,1.4780000448226929,1.3899999856948853,1.3899999856948853,705500.0,,,,,
2024-06-24,1.4600000381469729,1.4900000095367432,1.409999966621399,1.409999966621399,640100.0,,,,,
2024-06-25,1.659999966621399,1.7300000190734863,1.3700000047683716,1.4299999475479126,3464700.0,,,,,
2024-06-26,1.7400000095367432,1.809999942779541,1.6699999570846558,1.7000000476837158,1503000.0,,,,,
2024-06-27,1.7999999523162842,1.909999966621399,1.690000057220459,1.7599999904632568,2561500.0,,,,,
2024-06-28,1.809999942779541,1.830000042915344,1.75,1.830000042915344,2103400.0,,,,,
2024-07-01,1.7400000095367432,1.8799999952316284,1.6699999570846558,1.840000033378601,1244100.0,,,,,
2024-07-02,1.7300000190734863,1.7899999618530271,1.7000000476837158,1.7200000286102295,561900.0,,,,,
2024-07-03,1.690000057220459,1.777999997138977,1.6799999475479126,1.7599999904632568,295800.0,,,,,
2024-07-05,1.6399999856948853,1.690000057220459,1.600000023841858,1.690000057220459,643400.0,,,,,
2024-07-08,1.6699999570846558,1.7400000095367432,1.649999976158142,1.649999976158142,594400.0,,,,,
2024-07-09,1.649999976158142,1.6699999570846558,1.5950000286102295,1.649999976158142,344400.0,,,,,
2024-07-10,1.6399999856948853,1.6799999475479126,1.6050000190734863,1.649999976158142,444500.0,,,,,
2024-07-11,1.7000000476837158,1.7000000476837158,1.6200000047683716,1.659999966621399,589000.0,,,,,
2024-07-12,1.690000057220459,1.75,1.6699999570846558,1.690000057220459,484400.0,,,,,
2024-07-15,1.75,1.75,1.6799999475479126,1.7400000095367432,373500.0,,,,,
2024-07-16,1.7799999713897705,1.7799999713897705,1.7350000143051147,1.7599999904632568,585200.0,,,,,
2024-07-17,1.7100000381469729,1.774999976158142,1.6799999475479126,1.7599999904632568,615400.0,,,,,
2024-07-18,1.659999966621399,1.7400000095367432,1.6200000047683716,1.7300000190734863,451100.0,,,,,
2024-07-19,1.6299999952316284,1.690000057220459,1.6200000047683716,1.6699999570846558,277900.0,,,,,
2024-07-22,1.5099999904632568,1.6299999952316284,1.4800000190734863,1.6299999952316284,930600.0,,,,,
2024-07-23,1.5399999618530271,1.559999942779541,1.5,1.5,376600.0,,,,,
