Date,Close,High,Low,Open,Volume,"('Close', 'OPAL')","('High', 'OPAL')","('Low', 'OPAL')","('Open', 'OPAL')","('Volume', 'OPAL')"
2024-06-03,4.869999885559082,4.920000076293945,4.820000171661377,4.900000095367432,66000.0,,,,,
2024-06-04,4.739999771118164,4.869999885559082,4.630000114440918,4.860000133514404,151500.0,,,,,
2024-06-05,4.659999847412109,4.739999771118164,4.599999904632568,4.739999771118164,105900.0,,,,,
2024-06-06,4.579999923706055,4.659999847412109,4.559999942779541,4.659999847412109,32600.0,,,,,
2024-06-07,4.590000152587891,4.610000133514404,4.559999942779541,4.579999923706055,58000.0,,,,,
2024-06-10,4.539999961853027,4.610000133514404,4.539999961853027,4.599999904632568,39400.0,,,,,
2024-06-11,4.429999828338623,4.53000020980835,4.420000076293945,4.519999980926514,93100.0,,,,,
2024-06-12,4.400000095367432,4.5,4.400000095367432,4.5,100900.0,,,,,
2024-06-13,4.349999904632568,4.480000019073486,4.349999904632568,4.429999828338623,59600.0,,,,,
2024-06-14,4.5,4.539999961853027,4.260000228881836,4.349999904632568,116400.0,,,,,
2024-06-17,4.329999923706055,4.53000020980835,4.320000171661377,4.53000020980835,29800.0,,,,,
2024-06-18,4.269999980926514,4.360000133514404,4.260000228881836,4.329999923706055,81700.0,,,,,
2024-06-20,4.21999979019165,4.300000190734863,4.210000038146973,4.230000019073486,153800.0,,,,,
2024-06-21,4.25,4.28000020980835,4.199999809265137,4.260000228881836,54700.0,,,,,
2024-06-24,4.199999809265137,4.255000114440918,4.179999828338623,4.239999771118164,72000.0,,,,,
2024-06-25,4.130000114440918,4.21999979019165,4.119999885559082,4.21999979019165,98000.0,,,,,
2024-06-26,4.119999885559082,4.170000076293945,4.090000152587891,4.099999904632568,107000.0,,,,,
2024-06-27,4.150000095367432,4.25,4.090000152587891,4.179999828338623,151300.0,,,,,
2024-06-28,4.090000152587891,4.193999767303467,4.090000152587891,4.130000114440918,109800.0,,,,,
2024-07-01,4.070000171661377,4.21999979019165,4.070000171661377,4.139999866485596,54900.0,,,,,
2024-07-02,3.990000009536743,4.09499979019165,3.9800000190734863,4.070000171661377,180600.0,,,,,
2024-07-03,3.990000009536743,4.039999961853027,3.9800000190734863,3.990000009536743,32800.0,,,,,
2024-07-05,4.03000020980835,4.059999942779541,3.990000009536743,3.990000009536743,61100.0,,,,,
2024-07-08,4.010000228881836,4.059999942779541,4.010000228881836,4.059999942779541,61000.0,,,,,
2024-07-09,4.039999961853027,4.059999942779541,3.9800000190734863,4.010000228881836,109800.0,,,,,
2024-07-10,3.950000047683716,4.040999889373779,3.930000066757202,4.03000020980835,125900.0,,,,,
2024-07-11,4.019999980926514,4.079999923706055,3.990000009536743,3.990000009536743,41400.0,,,,,
2024-07-12,4.320000171661377,4.389999866485596,3.950000047683716,4.050000190734863,108900.0,,,,,
2024-07-15,4.239999771118164,4.449999809265137,4.239999771118164,4.360000133514404,92100.0,,,,,
2024-07-16,4.269999980926514,4.389999866485596,4.119999885559082,4.190000057220459,118900.0,,,,,
2024-07-17,4.309999942779541,4.349999904632568,4.230000019073486,4.269999980926514,126000.0,,,,,
2024-07-18,4.150000095367432,4.369999885559082,4.119999885559082,4.329999923706055,53300.0,,,,,
2024-07-19,4.059999942779541,4.135000228881836,4.0,4.099999904632568,36300.0,,,,,
2024-07-22,4.099999904632568,4.15500020980835,4.03000020980835,4.119999885559082,58000.0,,,,,
2024-07-23,3.910000085830689,4.119999885559082,3.910000085830689,4.079999923706055,67600.0,,,,,
2024-07-24,4.0,4.079999923706055,3.950000047683716,3.950000047683716,70200.0,,,,,
2024-07-25,4.039999961853027,4.139999866485596,3.9700000286102295,3.990000009536743,83800.0,,,,,
2024-07-26,4.070000171661377,4.179999828338623,4.059999942779541,4.090000152587891,84800.0,,,,,
2024-07-29,4.119999885559082,4.170000076293945,3.930000066757202,4.170000076293945,156300.0,,,,,
2024-07-30,4.059999942779541,4.210000038146973,4.054999828338623,4.170000076293945,79300.0,,,,,
2024-07-31,4.130000114440918,4.150000095367432,3.9800000190734863,4.119999885559082,89600.0,,,,,
2024-08-01,3.950000047683716,4.199999809265137,3.950000047683716,4.159999847412109,136800.0,,,,,
2024-08-02,3.900000095367432,3.940000057220459,3.869999885559082,3.910000085830689,123900.0,,,,,
2024-08-05,3.849999904632568,3.869999885559082,3.630000114440918,3.839999914169312,198900.0,,,,,
2024-08-06,3.7699999809265137,3.809999942779541,3.640000104904175,3.809999942779541,159300.0,,,,,
2024-08-07,3.660000085830689,3.829999923706055,3.634999990463257,3.7699999809265137,286400.0,,,,,
2024-08-08,3.680000066757202,3.829999923706055,3.509999990463257,3.619999885559082,173300.0,,,,,
2024-08-09,3.559999942779541,3.7200000286102295,3.5199999809265137,3.7200000286102295,151100.0,,,,,
2024-08-12,3.430000066757202,3.5799999237060547,3.4100000858306885,3.5199999809265137,297600.0,,,,,
2024-08-13,3.650000095367432,3.650000095367432,3.430000066757202,3.484999895095825,175400.0,,,,,
2024-08-14,3.569999933242798,3.690000057220459,3.549999952316284,3.650000095367432,90500.0,,,,,
2024-08-15,3.640000104904175,3.660000085830689,3.5899999141693115,3.630000114440918,40500.0,,,,,
2024-08-16,3.640000104904175,3.690000057220459,3.609999895095825,3.609999895095825,46200.0,,,,,
2024-08-19,3.670000076293945,3.7899999618530273,3.640000104904175,3.640000104904175,94900.0,,,,,
2024-08-20,3.670000076293945,3.7699999809265137,3.630000114440918,3.670000076293945,60300.0,,,,,
2024-08-21,3.809999942779541,3.849999904632568,3.680000066757202,3.680000066757202,94600.0,,,,,
2024-08-22,3.75,3.849999904632568,3.75,3.819999933242798,231400.0,,,,,
2024-08-23,3.7899999618530273,3.900000095367432,3.740000009536743,3.740000009536743,197200.0,,,,,
2024-08-26,3.670000076293945,3.849999904632568,3.660000085830689,3.799999952316284,72200.0,,,,,
2024-08-27,3.5899999141693115,3.670000076293945,3.549999952316284,3.650000095367432,86600.0,,,,,
2024-08-28,3.559999942779541,3.5999999046325684,3.539999961853028,3.5810000896453857,32900.0,,,,,
2024-08-29,3.609999895095825,3.619999885559082,3.559999942779541,3.569999933242798,73600.0,,,,,
2024-08-30,3.5899999141693115,3.660000085830689,3.5899999141693115,3.5999999046325684,49300.0,,,,,
2024-09-03,3.559999942779541,3.5999999046325684,3.5,3.509999990463257,54300.0,,,,,
2024-09-04,3.5299999713897705,3.575000047683716,3.503000020980835,3.539999961853028,56700.0,,,,,
2024-09-05,3.509999990463257,3.5999999046325684,3.450000047683716,3.509999990463257,87100.0,,,,,
2024-09-06,3.2100000381469727,3.5199999809265137,3.200000047683716,3.5,128200.0,,,,,
2024-09-09,3.2699999809265137,3.289999961853028,3.039999961853028,3.200000047683716,231500.0,,,,,
2024-09-10,3.299999952316284,3.3399999141693115,3.259999990463257,3.2890000343322754,38600.0,,,,,
2024-09-11,3.430000066757202,3.4600000381469727,3.25,3.3499999046325684,455700.0,,,,,
2024-09-12,3.359999895095825,3.4570000171661377,3.3550000190734863,3.440000057220459,39400.0,,,,,
2024-09-13,3.440000057220459,3.484999895095825,3.390000104904175,3.414999961853028,91000.0,,,,,
2024-09-16,3.539999961853028,3.630000114440918,3.447999954223633,3.4800000190734863,106600.0,,,,,
2024-09-17,3.650000095367432,3.660000085830689,3.549000024795532,3.5799999237060547,95600.0,,,,,
2024-09-18,3.700000047683716,3.829999923706055,3.650000095367432,3.650000095367432,174600.0,,,,,
2024-09-19,3.7100000381469727,3.839999914169312,3.670000076293945,3.7699999809265137,152200.0,,,,,
2024-09-20,3.5799999237060547,3.809999942779541,3.539999961853028,3.7100000381469727,320500.0,,,,,
2024-09-23,3.5799999237060547,3.7200000286102295,3.5799999237060547,3.640000104904175,201000.0,,,,,
2024-09-24,3.5999999046325684,3.740000009536743,3.5799999237060547,3.5799999237060547,185000.0,,,,,
2024-09-25,3.5299999713897705,3.5999999046325684,3.5299999713897705,3.5999999046325684,43500.0,,,,,
2024-09-26,3.4800000190734863,3.569999933242798,3.4800000190734863,3.549999952316284,36900.0,,,,,
2024-09-27,3.539999961853028,3.650000095367432,3.450000047683716,3.490000009536743,155700.0,,,,,
2024-09-30,3.650000095367432,3.660000085830689,3.4600000381469727,3.509999990463257,290400.0,,,,,
2024-10-01,3.619999885559082,3.640000104904175,3.5510001182556152,3.609999895095825,27500.0,,,,,
2024-10-02,3.569999933242798,3.631999969482422,3.559999942779541,3.5850000381469727,28100.0,,,,,
2024-10-03,3.549999952316284,3.609999895095825,3.4600000381469727,3.5299999713897705,60700.0,,,,,
2024-10-04,3.5299999713897705,3.5799999237060547,3.5299999713897705,3.549999952316284,11100.0,,,,,
2024-10-07,3.619999885559082,3.660000085830689,3.4800000190734863,3.5,49500.0,,,,,
2024-10-08,3.559999942779541,3.609999895095825,3.505000114440918,3.5899999141693115,44300.0,,,,,
2024-10-09,3.490000009536743,3.565999984741211,3.470000028610229,3.525000095367432,34700.0,,,,,
2024-10-10,3.7300000190734863,3.7699999809265137,3.509999990463257,3.509999990463257,129700.0,,,,,
