Date,Close,High,Low,Open,Volume,"('Close', 'CATX')","('High', 'CATX')","('Low', 'CATX')","('Open', 'CATX')","('Volume', 'CATX')"
2024-06-03,13.699999809265137,14.800000190734863,13.600000381469728,13.899999618530272,710890.0,,,,,
2024-06-04,13.800000190734863,14.600000381469728,12.199999809265137,14.600000381469728,807900.0,,,,,
2024-06-05,14.100000381469728,14.199999809265137,13.300000190734863,13.699999809265137,415730.0,,,,,
2024-06-06,12.899999618530272,14.0,12.600000381469728,13.899999618530272,653450.0,,,,,
2024-06-07,12.0,13.300000190734863,11.899999618530272,12.899999618530272,388690.0,,,,,
2024-06-10,13.0,13.199999809265137,10.199999809265137,11.399999618530272,1059940.0,,,,,
2024-06-11,12.600000381469728,12.899999618530272,11.300000190734863,12.5,765430.0,,,,,
2024-06-12,13.300000190734863,13.600000381469728,12.5,12.800000190734863,584940.0,,,,,
2024-06-13,11.600000381469728,13.600000381469728,11.600000381469728,13.600000381469728,665720.0,,,,,
2024-06-14,10.699999809265137,12.899999618530272,10.5,12.899999618530272,863410.0,,,,,
2024-06-17,10.34000015258789,10.649999618530272,9.609999656677246,10.399999618530272,1591000.0,,,,,
2024-06-18,11.93000030517578,11.93000030517578,10.0,10.68000030517578,1184800.0,,,,,
2024-06-20,10.649999618530272,12.449999809265137,10.449999809265137,12.010000228881836,1212900.0,,,,,
2024-06-21,10.09000015258789,10.600000381469728,9.949999809265137,10.479999542236328,1373300.0,,,,,
2024-06-24,10.300000190734863,10.760000228881836,9.949999809265137,10.010000228881836,764700.0,,,,,
2024-06-25,9.550000190734863,10.270000457763672,9.359999656677246,10.199999809265137,1176500.0,,,,,
2024-06-26,9.510000228881836,9.640000343322754,8.15999984741211,9.329999923706056,1987400.0,,,,,
2024-06-27,9.869999885559082,10.140000343322754,9.359999656677246,9.479999542236328,1186700.0,,,,,
2024-06-28,9.970000267028809,10.149999618530272,9.489999771118164,9.829999923706056,7948900.0,,,,,
2024-07-01,11.199999809265137,11.289999961853027,9.760000228881836,9.970000267028809,1307300.0,,,,,
2024-07-02,10.489999771118164,11.359999656677246,10.470000267028809,11.140000343322754,876800.0,,,,,
2024-07-03,10.75,10.829999923706056,10.210000038146973,10.619999885559082,447500.0,,,,,
2024-07-05,10.720000267028809,10.81999969482422,10.140000343322754,10.65999984741211,811500.0,,,,,
2024-07-08,10.960000038146973,11.010000228881836,10.329999923706056,10.59000015258789,708800.0,,,,,
2024-07-09,10.609999656677246,11.109999656677246,10.4399995803833,10.890000343322754,570400.0,,,,,
2024-07-10,11.739999771118164,12.229999542236328,10.40999984741211,10.40999984741211,1279700.0,,,,,
2024-07-11,11.9399995803833,12.380000114440918,11.850000381469728,12.0,652600.0,,,,,
2024-07-12,12.90999984741211,12.949999809265137,11.8100004196167,12.119999885559082,1105200.0,,,,,
2024-07-15,12.34000015258789,13.039999961853027,12.109999656677246,13.0,813900.0,,,,,
2024-07-16,12.600000381469728,12.8100004196167,11.920000076293944,12.539999961853027,705200.0,,,,,
2024-07-17,11.960000038146973,12.949999809265137,11.880000114440918,12.56999969482422,548600.0,,,,,
2024-07-18,11.890000343322754,12.350000381469728,11.68000030517578,11.850000381469728,460800.0,,,,,
2024-07-19,12.640000343322754,12.869999885559082,11.869999885559082,12.0,758200.0,,,,,
2024-07-22,13.020000457763672,13.329999923706056,12.630000114440918,12.65999984741211,632200.0,,,,,
2024-07-23,12.949999809265137,13.0600004196167,12.75,12.890000343322754,357500.0,,,,,
2024-07-24,12.81999969482422,12.829999923706056,12.4399995803833,12.649999618530272,640100.0,,,,,
2024-07-25,13.619999885559082,13.670000076293944,12.81999969482422,13.199999809265137,1050200.0,,,,,
2024-07-26,13.699999809265137,14.09000015258789,13.31999969482422,14.029999732971191,663000.0,,,,,
2024-07-29,12.640000343322754,13.739999771118164,12.59000015258789,13.600000381469728,506800.0,,,,,
2024-07-30,12.56999969482422,13.199999809265137,12.31999969482422,12.9399995803833,422200.0,,,,,
2024-07-31,13.600000381469728,13.75,12.40999984741211,12.600000381469728,750200.0,,,,,
2024-08-01,13.399999618530272,13.75,13.06999969482422,13.649999618530272,687200.0,,,,,
2024-08-02,12.289999961853027,13.130000114440918,12.210000038146973,12.880000114440918,470200.0,,,,,
2024-08-05,11.979999542236328,12.3100004196167,10.869999885559082,11.050000190734863,581100.0,,,,,
2024-08-06,12.369999885559082,12.399999618530272,11.850000381469728,12.399999618530272,445600.0,,,,,
2024-08-07,11.609999656677246,12.68000030517578,11.550000190734863,12.68000030517578,624200.0,,,,,
2024-08-08,12.220000267028809,12.25,11.420000076293944,11.699999809265137,547800.0,,,,,
2024-08-09,12.020000457763672,12.25,11.84000015258789,12.109999656677246,554700.0,,,,,
2024-08-12,12.09000015258789,12.25,11.630000114440918,11.9399995803833,606900.0,,,,,
2024-08-13,12.779999732971191,12.970000267028809,10.90999984741211,11.0,692100.0,,,,,
