Date,Close,High,Low,Open,Volume,"('Close', 'GUTS')","('High', 'GUTS')","('Low', 'GUTS')","('Open', 'GUTS')","('Volume', 'GUTS')"
2024-06-03,6.690000057220459,7.0,6.559999942779541,6.800000190734863,52700.0,,,,,
2024-06-04,6.78000020980835,6.800000190734863,6.46999979019165,6.690000057220459,82500.0,,,,,
2024-06-05,6.900000095367432,7.010000228881836,6.501999855041504,6.590000152587891,119500.0,,,,,
2024-06-06,6.46999979019165,7.050000190734863,6.46999979019165,6.849999904632568,126500.0,,,,,
2024-06-07,6.159999847412109,6.570000171661377,6.039999961853027,6.429999828338623,114500.0,,,,,
2024-06-10,6.5,6.539999961853027,6.110000133514404,6.139999866485596,107700.0,,,,,
2024-06-11,5.579999923706055,6.440000057220459,5.579999923706055,6.440000057220459,275600.0,,,,,
2024-06-12,6.099999904632568,6.199999809265137,5.704999923706055,5.849999904632568,159200.0,,,,,
2024-06-13,5.920000076293945,6.300000190734863,5.860000133514404,6.110000133514404,120000.0,,,,,
2024-06-14,5.639999866485596,6.179999828338623,5.579999923706055,5.920000076293945,104600.0,,,,,
2024-06-17,5.420000076293945,5.739999771118164,5.269999980926514,5.699999809265137,120100.0,,,,,
2024-06-18,5.380000114440918,5.460000038146973,5.170000076293945,5.380000114440918,124200.0,,,,,
2024-06-20,5.360000133514404,5.5,5.25,5.389999866485596,750900.0,,,,,
2024-06-21,4.510000228881836,5.3429999351501465,4.440000057220459,5.320000171661377,328400.0,,,,,
2024-06-24,4.769999980926514,4.809999942779541,3.9800000190734863,4.489999771118164,361800.0,,,,,
2024-06-25,4.329999923706055,5.0,4.159999847412109,4.900000095367432,298300.0,,,,,
2024-06-26,4.360000133514404,4.550000190734863,4.03000020980835,4.389999866485596,173700.0,,,,,
2024-06-27,4.429999828338623,4.650000095367432,4.25,4.340000152587891,137500.0,,,,,
2024-06-28,4.269999980926514,4.570000171661377,4.170000076293945,4.46999979019165,974000.0,,,,,
2024-07-01,4.460000038146973,4.690000057220459,4.25,4.389999866485596,242000.0,,,,,
2024-07-02,4.440000057220459,4.579999923706055,4.300000190734863,4.46999979019165,97000.0,,,,,
2024-07-03,4.46999979019165,4.699999809265137,4.320000171661377,4.489999771118164,101800.0,,,,,
2024-07-05,4.440000057220459,4.579999923706055,4.320000171661377,4.380000114440918,155700.0,,,,,
2024-07-08,4.320000171661377,4.480000019073486,4.300000190734863,4.46999979019165,152700.0,,,,,
2024-07-09,4.320000171661377,4.590000152587891,4.300000190734863,4.309999942779541,131200.0,,,,,
2024-07-10,4.46999979019165,4.610000133514404,4.300000190734863,4.460000038146973,158000.0,,,,,
2024-07-11,4.679999828338623,4.739999771118164,4.53000020980835,4.610000133514404,143500.0,,,,,
2024-07-12,4.579999923706055,4.849999904632568,4.420000076293945,4.75,130700.0,,,,,
2024-07-15,4.5,4.820000171661377,4.409999847412109,4.599999904632568,226000.0,,,,,
2024-07-16,4.75,4.820000171661377,4.420000076293945,4.5,332500.0,,,,,
2024-07-17,4.71999979019165,4.920000076293945,4.650000095367432,4.690000057220459,152300.0,,,,,
2024-07-18,4.300000190734863,4.695000171661377,4.269999980926514,4.550000190734863,120700.0,,,,,
2024-07-19,3.940000057220459,4.361000061035156,3.910000085830689,4.300000190734863,202800.0,,,,,
2024-07-22,3.990000009536743,4.079999923706055,3.765000104904175,4.03000020980835,134700.0,,,,,
2024-07-23,4.059999942779541,4.210000038146973,4.0,4.019999980926514,98400.0,,,,,
2024-07-24,3.890000104904175,4.110000133514404,3.880000114440918,4.019999980926514,130700.0,,,,,
2024-07-25,4.039999961853027,4.070000171661377,3.849999904632568,3.890000104904175,43900.0,,,,,
2024-07-26,4.190000057220459,4.269999980926514,3.9800000190734863,4.03000020980835,79000.0,,,,,
2024-07-29,4.090000152587891,4.369999885559082,4.059999942779541,4.289999961853027,58400.0,,,,,
2024-07-30,4.010000228881836,4.269999980926514,3.7100000381469727,4.170000076293945,436700.0,,,,,
2024-07-31,3.190000057220459,3.930000066757202,3.0799999237060547,3.859999895095825,921900.0,,,,,
2024-08-01,2.7300000190734863,3.275000095367432,2.6600000858306885,3.2699999809265137,785400.0,,,,,
2024-08-02,2.509999990463257,2.720000028610229,2.4749999046325684,2.700000047683716,358300.0,,,,,
2024-08-05,2.25,2.38700008392334,2.240000009536743,2.359999895095825,382400.0,,,,,
2024-08-06,2.150000095367432,2.309999942779541,2.0199999809265137,2.289999961853028,863500.0,,,,,
2024-08-07,1.940000057220459,2.125,1.840000033378601,2.119999885559082,776400.0,,,,,
2024-08-08,1.8200000524520876,2.069999933242798,1.7400000095367432,2.069999933242798,840900.0,,,,,
2024-08-09,1.7799999713897705,1.899999976158142,1.75,1.7999999523162842,392800.0,,,,,
2024-08-12,2.039999961853028,2.059999942779541,1.830000042915344,1.850000023841858,372000.0,,,,,
2024-08-13,2.299999952316284,2.400000095367432,2.009999990463257,2.0999999046325684,438000.0,,,,,
2024-08-14,2.2300000190734863,2.3499999046325684,2.0799999237060547,2.299999952316284,398000.0,,,,,
2024-08-15,2.3499999046325684,2.433000087738037,2.200000047683716,2.299999952316284,546000.0,,,,,
2024-08-16,2.390000104904175,2.430000066757202,2.25,2.3499999046325684,227600.0,,,,,
2024-08-19,2.720000028610229,2.7300000190734863,2.4100000858306885,2.4100000858306885,437200.0,,,,,
2024-08-20,2.880000114440918,2.890000104904175,2.700000047683716,2.75,356500.0,,,,,
2024-08-21,3.0,3.0999999046325684,2.8399999141693115,2.880000114440918,339600.0,,,,,
2024-08-22,2.9100000858306885,3.059999942779541,2.890000104904175,3.059999942779541,262300.0,,,,,
2024-08-23,3.009999990463257,3.0799999237060547,2.9100000858306885,2.950000047683716,416200.0,,,,,
2024-08-26,3.5,3.5999999046325684,3.049999952316284,3.0899999141693115,776300.0,,,,,
2024-08-27,3.490000009536743,3.700000047683716,3.3359999656677246,3.440000057220459,565400.0,,,,,
2024-08-28,3.369999885559082,3.5,3.2699999809265137,3.4800000190734863,412100.0,,,,,
2024-08-29,3.5799999237060547,3.7200000286102295,3.380000114440918,3.4100000858306885,518000.0,,,,,
2024-08-30,3.5,3.640000104904175,3.380000114440918,3.5899999141693115,336900.0,,,,,
2024-09-03,3.3299999237060547,3.6689999103546143,3.220000028610229,3.440000057220459,360200.0,,,,,
2024-09-04,3.380000114440918,3.5299999713897705,3.200000047683716,3.309999942779541,267900.0,,,,,
2024-09-05,3.2799999713897705,3.484999895095825,3.2799999713897705,3.390000104904175,203900.0,,,,,
2024-09-06,3.130000114440918,3.470000028610229,3.059999942779541,3.2699999809265137,186500.0,,,,,
2024-09-09,3.240000009536743,3.5,3.0999999046325684,3.2799999713897705,287400.0,,,,,
2024-09-10,3.039999961853028,3.259999990463257,2.9600000381469727,3.2300000190734863,245300.0,,,,,
2024-09-11,2.9600000381469727,3.134999990463257,2.900000095367432,3.0999999046325684,199100.0,,,,,
2024-09-12,2.859999895095825,3.140000104904175,2.8350000381469727,2.9800000190734863,265900.0,,,,,
2024-09-13,2.789999961853028,3.0,2.7799999713897705,2.9200000762939453,162900.0,,,,,
2024-09-16,2.640000104904175,2.8499999046325684,2.5999999046325684,2.799999952316284,232700.0,,,,,
2024-09-17,2.680000066757202,2.809999942779541,2.609999895095825,2.650000095367432,207000.0,,,,,
2024-09-18,2.6700000762939453,2.869999885559082,2.6480000019073486,2.700000047683716,336900.0,,,,,
2024-09-19,2.720000028610229,2.8499999046325684,2.700000047683716,2.789999961853028,363500.0,,,,,
2024-09-20,2.789999961853028,2.9100000858306885,2.5999999046325684,2.700000047683716,3318400.0,,,,,
2024-09-23,2.539999961853028,2.8299999237060547,2.5,2.819999933242798,243500.0,,,,,
2024-09-24,2.494999885559082,2.625,2.490000009536743,2.509999990463257,123900.0,,,,,
2024-09-25,2.359999895095825,2.555000066757202,2.359999895095825,2.555000066757202,176000.0,,,,,
2024-09-26,2.5299999713897705,2.549999952316284,2.3499999046325684,2.4600000381469727,221500.0,,,,,
2024-09-27,2.559999942779541,2.5999999046325684,2.525000095367432,2.5799999237060547,139100.0,,,,,
2024-09-30,2.5299999713897705,2.640000104904175,2.4749999046325684,2.5999999046325684,199400.0,,,,,
2024-10-01,2.305000066757202,2.559999942779541,2.259999990463257,2.509999990463257,209300.0,,,,,
2024-10-02,2.319999933242798,2.3399999141693115,2.25,2.289999961853028,176900.0,,,,,
2024-10-03,2.309999942779541,2.4100000858306885,2.2950000762939453,2.319999933242798,137100.0,,,,,
2024-10-04,2.289999961853028,2.4200000762939453,2.289999961853028,2.3399999141693115,258300.0,,,,,
2024-10-07,2.289999961853028,2.3499999046325684,2.1600000858306885,2.2799999713897705,183000.0,,,,,
2024-10-08,2.390000104904175,2.490000009536743,2.2699999809265137,2.319999933242798,214400.0,,,,,
2024-10-09,2.309999942779541,2.434999942779541,2.309999942779541,2.4100000858306885,77100.0,,,,,
2024-10-10,2.359999895095825,2.4200000762939453,2.259999990463257,2.309999942779541,142900.0,,,,,
