Date,Close,High,Low,Open,Volume,"('Close', 'UPS')","('High', 'UPS')","('Low', 'UPS')","('Open', 'UPS')","('Volume', 'UPS')"
2024-06-03,128.5308074951172,129.80292554890852,127.5372592650761,129.6636477213583,2728300.0,,,,,
2024-06-04,125.9401397705078,128.42866472826665,125.81942287510992,128.05724774517267,3874800.0,,,,,
2024-06-05,127.74154663085938,127.85296889619048,125.54085771001832,126.4229837040735,3109000.0,,,,,
2024-06-06,127.73223114013672,127.88080358208605,126.14440744382804,127.22152222634088,2852500.0,,,,,
2024-06-07,127.80652618408205,129.61720866831297,126.636550002421,127.11938921911668,3209300.0,,,,,
2024-06-10,127.84366607666016,128.19652211915127,126.66440939433862,126.99869033758038,3633000.0,,,,,
2024-06-11,127.53723907470705,128.12222002645964,126.70152973575712,126.989379979558,2659800.0,,,,,
2024-06-12,126.68296813964844,128.67009283422092,126.4786987260265,128.58651197336528,3484600.0,,,,,
2024-06-13,125.25300598144533,126.5808493589581,124.25016309896958,126.5808493589581,4944200.0,,,,,
2024-06-14,125.95870208740234,126.00513275296234,123.40517133675088,124.5194506355914,3800200.0,,,,,
2024-06-17,126.14441680908205,126.55296980180272,125.05799314423592,125.82869680433797,4117600.0,,,,,
2024-06-18,124.61228942871094,127.43510934883108,124.35229472141684,126.56226390206562,4104100.0,,,,,
2024-06-20,127.09153747558594,127.66725220302646,124.08302315555515,124.44515966328662,4165700.0,,,,,
2024-06-21,126.84085845947266,128.6886773348453,126.55299396362132,126.8594193931521,9144100.0,,,,,
2024-06-24,128.69796752929688,129.66366028741584,127.34226847894114,127.95511931685476,3695900.0,,,,,
2024-06-25,124.7608642578125,128.17794571514554,124.47301398129956,128.17794571514554,4818700.0,,,,,
2024-06-26,128.2800750732422,129.02292310851035,125.4479890772944,126.72938741526804,6104300.0,,,,,
2024-06-27,126.12584686279295,128.13153255400815,125.53157119524582,128.13153255400815,3732500.0,,,,,
2024-06-28,127.0729751586914,127.39796146438484,126.00512657774364,126.45082977424708,6609600.0,,,,,
2024-07-01,126.23726654052734,128.23367172545838,125.87513003440858,126.87797285950268,2668200.0,,,,,
2024-07-02,125.27157592773438,126.24656320408246,124.48229714005984,125.9215627224166,3280400.0,,,,,
2024-07-03,125.8658447265625,126.73869016122804,125.53156379772568,126.04227274020538,1539900.0,,,,,
2024-07-05,126.6086883544922,126.71083013939412,124.8351419842166,125.23441449060265,3237500.0,,,,,
2024-07-08,125.84727478027344,127.50939902760452,125.7358525223158,126.60869799271543,2773700.0,,,,,
2024-07-09,124.6865692138672,126.16297069015884,124.36156876221388,125.596550642389,3116800.0,,,,,
2024-07-10,125.95870208740234,126.0608438841744,124.25016127653332,124.74229516043962,2834800.0,,,,,
2024-07-11,128.36367797851562,129.11580660729996,126.0701418912608,126.1815641566658,3449600.0,,,,,
2024-07-12,132.18002319335938,133.13643525306514,128.7815030092886,129.06935325676247,4801300.0,,,,,
2024-07-15,133.8514404296875,134.87285845029976,132.55146673859062,132.79288637589417,4164000.0,,,,,
2024-07-16,136.80426025390625,137.02711896252714,133.74002031146023,133.74002031146023,3805100.0,,,,,
2024-07-17,136.85069274902344,137.23139023277005,135.9406969698314,136.48855619808816,2863600.0,,,,,
