Date,Close,High,Low,Open,Volume,"('Close', 'PEG')","('High', 'PEG')","('Low', 'PEG')","('Open', 'PEG')","('Volume', 'PEG')"
2024-06-03,71.17121124267578,72.36471825851501,71.09482504536078,72.09737385250122,2980400.0,,,,,
2024-06-04,70.98025512695312,71.50540119713762,70.34053703024816,71.02799832772978,2758000.0,,,,,
2024-06-05,71.47675323486328,71.82048385977248,70.49330455760222,70.76064898040066,2424400.0,,,,,
2024-06-06,71.07572937011719,71.4194599600586,70.62696958410542,71.31443076398826,1596800.0,,,,,
2024-06-07,70.15167236328125,70.80621627674697,69.8244040784392,70.45007224251081,1929600.0,,,,,
2024-06-10,70.69071197509766,70.90247725845671,69.92065773447953,70.1131676227433,1853400.0,,,,,
2024-06-11,70.91209411621094,71.0083490555974,69.78589590344896,70.07466806538947,2687700.0,,,,,
2024-06-12,70.3056869506836,71.7302777913799,70.0842939631769,71.7302777913799,2121200.0,,,,,
2024-06-13,70.46932983398438,70.74847435555272,69.75703432530325,70.27681991610817,2397300.0,,,,,
2024-06-14,69.92066192626953,70.30568906966123,69.19873878632833,70.13242722232407,2507100.0,,,,,
2024-06-17,70.33455657958984,71.30674835039726,69.78589535126905,70.05541211693104,3219900.0,,,,,
2024-06-18,70.54632568359375,70.63295292992822,69.54525811118928,69.93028523038815,2546300.0,,,,,
2024-06-20,70.82546997070312,71.17199364267086,70.18055377045597,70.66183583221321,1895000.0,,,,,
2024-06-21,70.27680969238281,71.30675302513,70.23830624565245,71.07573234474782,4594000.0,,,,,
2024-06-24,71.95166778564453,72.17306076394111,70.30568402591567,70.30568402591567,2183400.0,,,,,
2024-06-25,70.81584167480469,71.80728153864175,70.7388347830667,71.80728153864175,1485600.0,,,,,
2024-06-26,70.37306213378906,71.24899164845351,70.21904835234666,70.65220660481745,5257200.0,,,,,
2024-06-27,70.38269805908203,70.70996636723412,70.0939258570096,70.46932531343447,4359500.0,,,,,
2024-06-28,70.94097137451172,71.03723365972947,70.26717944067529,70.55595160876594,5941300.0,,,,,
2024-07-01,70.87359619140625,72.25006322879855,70.80621699421005,71.557015861191,4075400.0,,,,,
2024-07-02,70.82546997070312,71.12386249898255,70.37306365764628,70.66183583221321,2209000.0,,,,,
2024-07-03,71.2201156616211,71.49926013171368,70.652206367964,71.00835038473836,1687100.0,,,,,
2024-07-05,71.297119140625,71.4318775205967,70.97947124049986,71.34525028080672,2004200.0,,,,,
2024-07-08,71.79765319824219,72.06717731691141,71.2297439002686,71.29712309399058,1874500.0,,,,,
2024-07-09,72.75059509277344,73.08749105277604,71.85541020260584,71.8746582529855,2918900.0,,,,,
2024-07-10,73.43402099609375,73.54953133960326,72.481084529431,73.15487650711542,2461900.0,,,,,
2024-07-11,73.66502380371094,74.56020864247988,73.43401049351336,73.78053413070009,2567500.0,,,,,
2024-07-12,73.42440032958984,74.30995768328849,73.33777307149828,74.01156511370759,3037400.0,,,,,
2024-07-15,71.74952697753906,73.15486964472345,71.58589284742017,73.02973895882918,2434900.0,,,,,
2024-07-16,71.74952697753906,72.32706395334645,71.66289239208837,72.08642293477828,2488600.0,,,,,
2024-07-17,72.3366928100586,73.53027022503359,71.49925940825435,71.83615537089472,3060900.0,,,,,
2024-07-18,71.16236114501953,72.9527308814921,70.96022357397017,71.95166337930887,2814800.0,,,,,
2024-07-19,71.84578704833984,71.87466279762572,71.00835360014139,71.68215290653214,2242400.0,,,,,
2024-07-22,72.98160552978516,73.11636390845645,71.89391080371513,71.89391080371513,1696700.0,,,,,
2024-07-23,72.76022338867188,73.23188512794387,72.15381059447037,72.98161638300178,2136500.0,,,,,
2024-07-24,73.10674285888672,73.73241101319483,72.49070240215362,73.14524630540522,2485000.0,,,,,
2024-07-25,71.46076202392578,73.55915221119541,71.06611453244346,73.39551806457547,3312600.0,,,,,
2024-07-26,73.16451263427734,73.34739485284332,71.42226630191533,71.73991427532629,2624600.0,,,,,
2024-07-29,74.05968475341797,74.42545647037016,72.87572767037108,73.29925822752303,3690400.0,,,,,
2024-07-30,75.08000946044922,75.39765741682808,73.51103241933221,74.10781753809977,2767100.0,,,,,
2024-07-31,76.78373718261719,77.9676942901387,76.30245511909781,77.48641222661932,6495700.0,,,,,
2024-08-01,76.76448822021484,77.46716325587687,76.1773235221878,77.00512924911834,2676000.0,,,,,
2024-08-02,75.8789291381836,78.82437290982233,74.71422746806644,77.75592618015314,5215400.0,,,,,
2024-08-05,74.40621185302734,75.89818188167487,74.00192932809847,75.89818188167487,2944600.0,,,,,
2024-08-06,75.4842758178711,76.17732315275717,74.48320826123357,74.50246365597006,3670100.0,,,,,
2024-08-07,76.0136947631836,76.97625894690118,75.12813747667107,75.80192946776062,2616500.0,,,,,
2024-08-08,76.38909149169922,76.89924931592833,75.39765159272089,75.68641643130142,2769400.0,,,,,
2024-08-09,76.87036895751953,76.93774815019329,75.15700604914574,76.3890869116266,2090400.0,,,,,
2024-08-12,77.49604034423828,77.51528839561954,76.52384851440029,76.99550288294719,2974600.0,,,,,
2024-08-13,77.13025665283203,77.89068315300888,76.83186413972025,77.87143510278082,3837400.0,,,,,
2024-08-14,77.49604034423828,77.84256401935318,76.75486184988304,76.95699943640314,1821800.0,,,,,
2024-08-15,77.3901596069336,77.66930409341217,76.53347809564288,77.25540121260349,2153800.0,,,,,
2024-08-16,77.58267211914062,77.88107201132735,76.99550737669244,77.63080326607518,2132300.0,,,,,
2024-08-19,77.85218811035156,77.90031925678748,77.18802382098356,77.69818166056402,2115600.0,,,,,
2024-08-20,77.34202575683594,78.07357654603128,77.1880193160367,77.97732160255907,1998100.0,,,,,
2024-08-21,78.07357025146484,78.2853355162993,77.13988195312069,77.31314377491425,1714600.0,,,,,
2024-08-22,78.07357025146484,78.4874730844283,77.68854316483683,78.14094944084118,1282500.0,,,,,
2024-08-23,78.00619506835938,78.5163528632355,77.69817485199373,78.39122217476175,1315000.0,,,,,
