Date,Close,High,Low,Open,Volume,"('Close', 'FER')","('High', 'FER')","('Low', 'FER')","('Open', 'FER')","('Volume', 'FER')"
2024-06-03,39.58003234863281,40.069884215634346,38.45337155962004,38.67870296996796,7800.0,,,,,
2024-06-04,39.0999755859375,39.28611794860566,38.61991911541956,38.61991911541956,10100.0,,,,,
2024-06-05,39.67799758911133,39.88373445744273,38.89413825213229,38.89423542122542,4500.0,,,,,
2024-06-06,39.06078338623047,39.261624427894105,39.06078338623047,39.139161471935154,4500.0,,,,,
2024-06-07,38.88443756103516,39.18804987696409,38.49255833293832,38.89423669066952,6900.0,,,,,
2024-06-10,38.60032653808594,38.60032653808594,37.94882269307666,38.06148652355318,4700.0,,,,,
2024-06-11,40.54993438720703,43.10696156915948,37.19934962276791,37.71859137301454,19300.0,,,,,
2024-06-12,39.090179443359375,39.62901573529443,38.72768638056973,38.72768638056973,9000.0,,,,,
2024-06-13,38.43377304077149,39.24692884934691,38.35539869358132,38.786466946309126,6000.0,,,,,
2024-06-14,38.55623626708984,39.42327608053872,37.99290592717058,38.48275774670511,12500.0,,,,,
2024-06-17,37.72838973999024,38.01250472422412,37.493262933038416,37.97331567730775,26100.0,,,,,
2024-06-18,38.2280387878418,38.796264989945065,38.2280387878418,38.53174827998495,16600.0,,,,,
2024-06-20,38.79626083374024,39.09017490180568,38.15945573990123,38.65910292852176,20600.0,,,,,
2024-06-21,37.15036010742188,38.404383303664005,37.15036010742188,37.9929058328942,34600.0,,,,,
2024-06-24,38.9530143737793,39.17834949568245,38.17905135257836,38.46316256268549,23100.0,,,,,
2024-06-25,38.99220657348633,39.56043651426547,38.1888498372126,38.1888498372126,20300.0,,,,,
2024-06-26,38.99220657348633,40.109068195268186,38.34775868650576,38.4337757625954,63200.0,,,,,
2024-06-27,38.50235366821289,38.91383115496836,38.31621131543835,38.54154271214635,49000.0,,,,,
2024-06-28,38.10067367553711,38.69829348941321,37.953720373004266,38.20844167309152,13200.0,,,,,
2024-07-01,38.20844268798828,38.79626338827895,38.1104738170308,38.659105474029325,15200.0,,,,,
