Date,Close,High,Low,Open,Volume,"('Close', 'AMKR')","('High', 'AMKR')","('Low', 'AMKR')","('Open', 'AMKR')","('Volume', 'AMKR')"
2024-06-03,31.20124053955078,31.857702584386605,30.57374070539617,31.809434074576878,810800.0,,,,,
2024-06-04,30.54220390319824,31.01640140558291,30.329299467179872,31.00672552535084,903100.0,,,,,
2024-06-05,32.13899230957031,32.28415635713272,30.98737057616048,31.151886384501136,979300.0,,,,,
2024-06-06,31.906736373901367,32.21641625028772,31.48092377511364,32.061576312094545,676800.0,,,,,
2024-06-07,31.89705467224121,32.05189460009966,31.335761318132487,31.61640614934931,740800.0,,,,,
2024-06-10,33.05835723876953,33.56158794643528,31.33576251413789,31.35511796731833,1160900.0,,,,,
2024-06-11,32.96158599853516,33.26158631488678,32.38093343703195,32.951906425421924,851700.0,,,,,
2024-06-12,34.47127151489258,35.16805305094408,33.94868905452911,33.94868905452911,1160700.0,,,,,
2024-06-13,33.94868850708008,34.39385284052318,33.50352048196188,34.15191522125953,841100.0,,,,,
2024-06-14,33.735782623291016,33.784169409386024,32.806743040236306,33.26158325953957,929200.0,,,,,
2024-06-17,35.48741149902344,35.64225513366083,33.474492240518025,33.79384800776905,1729600.0,,,,,
2024-06-18,38.79711532592773,39.27131466633725,35.48740689815868,35.4970864699063,3614700.0,,,,,
2024-06-20,38.11001205444336,39.22292280728738,37.84871900159959,38.91324297243733,2498900.0,,,,,
2024-06-21,37.12290954589844,37.90678508348016,36.368065341804886,37.54871843431721,2972600.0,,,,,
2024-06-24,36.02934646606445,37.68419874188098,35.980959685047985,36.77451470707725,1930800.0,,,,,
2024-06-25,37.90678405761719,37.926139509977205,35.68095871966604,36.29064254814388,1923500.0,,,,,
2024-06-26,37.82936477661133,38.82614654661361,37.403555912809615,37.70355618597732,2080000.0,,,,,
2024-06-27,37.60678863525391,38.245503878977175,37.500335479354106,38.022921685584656,1508800.0,,,,,
2024-06-28,38.729373931884766,39.61002670462967,37.84872115913987,38.06162744211392,16915200.0,,,,,
2024-07-01,38.94228363037109,40.5100384826308,38.31324429823569,39.09712357020322,1915000.0,,,,,
2024-07-02,38.92292785644531,39.92938561124231,38.768087917886135,38.768087917886135,1256900.0,,,,,
2024-07-03,39.00034713745117,39.12615574491316,38.4293741548781,38.92292901171141,1120100.0,,,,,
2024-07-05,38.76808166503906,39.184214624988506,38.17775334084684,39.01969514023711,1312300.0,,,,,
2024-07-08,39.43583297729492,39.82293465496912,39.03905541893271,39.22292668540659,1165300.0,,,,,
2024-07-09,40.58745193481445,40.771326880226646,39.49389660073377,39.49389660073377,1796800.0,,,,,
2024-07-10,42.01972198486328,42.20359692961273,40.69390492671033,40.87777987145978,1655300.0,,,,,
2024-07-11,40.58745193481445,42.66811684775547,40.55842060308619,42.581019160895735,1647400.0,,,,,
2024-07-12,40.76165008544922,41.61327156035341,40.2293880480123,40.858427350594695,1135800.0,,,,,
