Date,Close,High,Low,Open,Volume,"('Close', 'ISD')","('High', 'ISD')","('Low', 'ISD')","('Open', 'ISD')","('Volume', 'ISD')"
2024-06-03,11.04813003540039,11.04813003540039,11.012972931924464,11.012972931924464,147500.0,,,,,
2024-06-04,11.092077255249023,11.136023846646614,11.065709635695075,11.074499121616896,113100.0,,,,,
2024-06-05,11.092077255249023,11.18875908575451,11.074499121616896,11.162391466200562,257500.0,,,,,
2024-06-06,11.127232551574709,11.136022036067466,11.083285967322288,11.127232551574709,63800.0,,,,,
2024-06-07,11.144814491271973,11.144814491271973,11.07450027301001,11.092078408469702,99200.0,,,,,
2024-06-10,11.153602600097656,11.162392086507918,11.127234979078429,11.162392086507918,84400.0,,,,,
2024-06-11,11.179969787597656,11.179969787597656,11.136023198756863,11.153601331366302,102700.0,,,,,
2024-06-12,11.276651382446287,11.329387455621772,11.17118007430677,11.197547691788788,136800.0,,,,,
2024-06-13,11.281081199645996,11.334252419602686,11.24563400138416,11.334252419602686,98900.0,,,,,
2024-06-14,11.24563694000244,11.254498953165616,11.174742524953215,11.24563694000244,115800.0,,,,,
2024-06-17,11.219049453735352,11.24563464266578,11.201326276157705,11.24563464266578,75600.0,,,,,
2024-06-18,11.236775398254396,11.245636565994774,11.210189359649066,11.236775398254396,93000.0,,,,,
2024-06-20,11.289944648742676,11.289944648742676,11.21905024318762,11.24563543398877,111500.0,,,,,
2024-06-21,11.298809051513672,11.307671065365223,11.254499827384064,11.289947037662118,65300.0,,,,,
2024-06-24,11.36970043182373,11.38742445478745,11.32539121954236,11.33425323102422,99200.0,,,,,
2024-06-25,11.387425422668455,11.387425422668455,11.325392182150816,11.387425422668455,125100.0,,,,,
2024-06-26,11.316530227661133,11.378562618734676,11.281082181187172,11.378562618734676,48900.0,,,,,
2024-06-27,11.405149459838867,11.405149459838867,11.343117059783516,11.343117059783516,111200.0,,,,,
2024-06-28,11.41400909423828,11.43173227122026,11.334252684999646,11.405147083183346,124000.0,,,,,
2024-07-01,11.467181205749512,11.467181205749512,11.360839592380277,11.414010821628905,205100.0,,,,,
2024-07-02,11.591243743896484,11.591243743896484,11.440592953965457,11.4671781389157,180800.0,,,,,
2024-07-03,11.635555267333984,11.635555267333984,11.546936839671844,11.60010806529472,64500.0,,,,,
2024-07-05,11.546937942504885,11.66214157141743,11.529214762356514,11.60897118584428,74100.0,,,,,
2024-07-08,11.582383155822754,11.582383155822754,11.440594358510534,11.520350768280633,151200.0,,,,,
2024-07-09,11.653276443481444,11.653276443481444,11.53807369049436,11.564658876173857,65300.0,,,,,
2024-07-10,11.741897583007812,11.741897583007812,11.662141162317845,11.706450378826494,159700.0,,,,,
2024-07-11,11.755295753479004,11.835689250727938,11.719565404910446,11.755295753479004,126900.0,,,,,
2024-07-12,11.719566345214844,11.799959848914048,11.710633544386315,11.75529669665018,129100.0,,,,,
2024-07-15,11.871421813964844,11.880354615743116,11.76423074826218,11.76423074826218,135000.0,,,,,
2024-07-16,11.969676971435549,11.969676971435549,11.907149078973047,11.91608187843302,114800.0,,,,,
2024-07-17,11.91608428955078,11.996477797200155,11.907151488283336,11.978612194665264,136800.0,,,,,
2024-07-18,11.74636173248291,11.996474998345448,11.701699440323315,11.987542199162082,154400.0,,,,,
2024-07-19,11.77316188812256,11.835689787986194,11.692768387224318,11.74636348657065,487000.0,,,,,
2024-07-22,11.880352973937988,11.880352973937988,11.79102667225745,11.86248737285038,121500.0,,,,,
2024-07-23,11.96074676513672,11.96074676513672,11.889286062810784,11.92501641397375,96900.0,,,,,
2024-07-24,11.862488746643066,11.916084704234075,11.835691193786984,11.916084704234075,91600.0,,,,,
2024-07-25,11.95181369781494,11.960746498376146,11.880352997082792,11.916083347448868,116900.0,,,,,
2024-07-26,12.005410194396973,12.032208599198905,11.978612641473893,12.014342995997616,94200.0,,,,,
2024-07-29,11.96074676513672,12.005409065181354,11.96074676513672,12.005409065181354,86600.0,,,,,
2024-07-30,12.005410194396973,12.0411405489207,11.96074789015145,12.02327579759826,144100.0,,,,,
2024-07-31,12.085803031921388,12.121533384455097,12.023275127957096,12.121533384455097,160000.0,,,,,
2024-08-01,12.103667259216309,12.112600059304718,12.041138510476143,12.0947344591279,178400.0,,,,,
2024-08-02,12.050070762634276,12.050070762634276,11.907149375233336,12.041137962952051,150900.0,,,,,
2024-08-05,11.862488746643066,11.871421548221376,11.54984835831185,11.692769776049415,172600.0,,,,,
2024-08-06,11.925018310546877,11.951815865211334,11.844624794674596,11.951815865211334,230400.0,,,,,
2024-08-07,12.032207489013672,12.059005039464203,11.93394838423044,12.014341887460803,206800.0,,,,,
2024-08-08,12.045710563659668,12.153743738304929,12.03670758446306,12.081721621874754,175800.0,,,,,
2024-08-09,12.063714981079102,12.117731994631852,12.063714981079102,12.09072391714113,87800.0,,,,,
2024-08-12,12.108731269836426,12.153745313080648,12.054715104800533,12.108731269836426,137800.0,,,,,
2024-08-13,12.12673568725586,12.153743766336628,12.090724628957716,12.144740787119254,83200.0,,,,,
2024-08-14,12.171751976013184,12.198760060089269,12.09972898752444,12.162748995130652,150100.0,,,,,
2024-08-15,12.225767135620115,12.243773095899808,12.162747991784084,12.216764155480272,133800.0,,,,,
2024-08-16,12.216764450073242,12.234770410787124,12.189756367573878,12.216764450073242,74100.0,,,,,
2024-08-19,12.225767135620115,12.234770115759964,12.207762033911868,12.216764155480272,74500.0,,,,,
2024-08-20,12.279783248901367,12.279783248901367,12.225766230632235,12.243772189579074,127700.0,,,,,
2024-08-21,12.288785934448242,12.333799975312257,12.243772752155644,12.306791894222416,100900.0,,,,,
2024-08-22,12.225767135620115,12.306792239735843,12.207762033911868,12.270781177747905,72500.0,,,,,
2024-08-23,12.33380126953125,12.33380126953125,12.198759991340378,12.252776159188125,147900.0,,,,,
2024-08-26,12.44183349609375,12.477844558048538,12.37881435231573,12.405822434138962,137600.0,,,,,
2024-08-27,12.414825439453123,12.495850543658612,12.39682033772493,12.459839481630778,91800.0,,,,,
2024-08-28,12.378812789916992,12.48684596214589,12.369809810921751,12.441831925741017,116900.0,,,,,
2024-08-29,12.396818161010742,12.495848349556056,12.360806246734672,12.405820281008468,149000.0,,,,,
2024-08-30,12.46884059906006,12.531859733551476,12.396818485763776,12.46884059906006,115000.0,,,,,
2024-09-03,12.504855155944824,12.51385727869816,12.41482705983903,12.42383004116392,120500.0,,,,,
2024-09-04,12.504855155944824,12.549868345426166,12.459841107891927,12.54086622267283,94500.0,,,,,
