Date,Close,High,Low,Open,Volume,"('Close', 'FBIO')","('High', 'FBIO')","('Low', 'FBIO')","('Open', 'FBIO')","('Volume', 'FBIO')"
2024-06-03,1.8899999856948853,1.909999966621399,1.850000023841858,1.850000023841858,66900.0,,,,,
2024-06-04,1.840000033378601,1.8899999856948853,1.8200000524520876,1.8799999952316284,76700.0,,,,,
2024-06-05,1.840000033378601,1.8899999856948853,1.8200000524520876,1.840000033378601,28100.0,,,,,
2024-06-06,1.7799999713897705,1.8899999856948853,1.7599999904632568,1.850000023841858,175000.0,,,,,
2024-06-07,1.7999999523162842,1.8200000524520876,1.7599999904632568,1.7599999904632568,81600.0,,,,,
2024-06-10,1.9600000381469729,2.009999990463257,1.7599999904632568,1.830000042915344,582000.0,,,,,
2024-06-11,1.9700000286102293,1.9700000286102293,1.870000004768372,1.940000057220459,82200.0,,,,,
2024-06-12,1.9900000095367432,2.0299999713897705,1.950000047683716,1.9600000381469729,184400.0,,,,,
2024-06-13,1.9700000286102293,1.9900000095367432,1.899999976158142,1.9800000190734863,123900.0,,,,,
2024-06-14,1.870000004768372,1.950000047683716,1.840000033378601,1.9299999475479128,176400.0,,,,,
2024-06-17,1.899999976158142,2.049999952316284,1.870000004768372,1.8899999856948853,641700.0,,,,,
2024-06-18,1.7899999618530271,1.9600000381469729,1.7799999713897705,1.899999976158142,273200.0,,,,,
2024-06-20,1.7100000381469729,1.850000023841858,1.659999966621399,1.809999942779541,384700.0,,,,,
2024-06-21,1.7699999809265137,1.7899999618530271,1.649999976158142,1.7100000381469729,181900.0,,,,,
2024-06-24,1.7000000476837158,1.7799999713897705,1.7000000476837158,1.7799999713897705,94900.0,,,,,
2024-06-25,1.690000057220459,1.7400000095367432,1.6799999475479126,1.7200000286102295,159000.0,,,,,
2024-06-26,1.7000000476837158,1.7200000286102295,1.6799999475479126,1.6799999475479126,98600.0,,,,,
2024-06-27,1.6799999475479126,1.7100000381469729,1.600000023841858,1.7000000476837158,269900.0,,,,,
2024-06-28,1.7100000381469729,1.7100000381469729,1.6200000047683716,1.6699999570846558,179500.0,,,,,
2024-07-01,1.690000057220459,1.75,1.6699999570846558,1.75,81700.0,,,,,
2024-07-02,1.6699999570846558,1.6799999475479126,1.6200000047683716,1.659999966621399,109100.0,,,,,
2024-07-03,1.7599999904632568,1.850000023841858,1.6699999570846558,1.690000057220459,188800.0,,,,,
2024-07-05,1.7999999523162842,1.8200000524520876,1.7200000286102295,1.7200000286102295,111600.0,,,,,
2024-07-08,1.75,1.809999942779541,1.7300000190734863,1.7799999713897705,155800.0,,,,,
2024-07-09,1.7200000286102295,1.809999942779541,1.6799999475479126,1.7599999904632568,212100.0,,,,,
2024-07-10,1.75,1.7899999618530271,1.7200000286102295,1.75,168200.0,,,,,
2024-07-11,1.9700000286102293,1.9700000286102293,1.7799999713897705,1.809999942779541,387200.0,,,,,
2024-07-12,1.9299999475479128,2.0299999713897705,1.870000004768372,1.9700000286102293,214900.0,,,,,
2024-07-15,2.0,2.009999990463257,1.8799999952316284,1.919999957084656,216200.0,,,,,
2024-07-16,2.0299999713897705,2.069999933242798,1.9800000190734863,2.0199999809265137,182900.0,,,,,
2024-07-17,2.0199999809265137,2.0899999141693115,1.9800000190734863,2.0299999713897705,149300.0,,,,,
2024-07-18,2.109999895095825,2.180000066757202,2.009999990463257,2.059999942779541,207400.0,,,,,
2024-07-19,2.150000095367432,2.150000095367432,2.0,2.140000104904175,87600.0,,,,,
2024-07-22,2.359999895095825,2.4200000762939453,2.150000095367432,2.1700000762939453,318100.0,,,,,
2024-07-23,2.609999895095825,2.890000104904175,2.4200000762939453,2.430000066757202,1564700.0,,,,,
2024-07-24,2.4600000381469727,2.75,2.319999933242798,2.75,410800.0,,,,,
2024-07-25,2.5999999046325684,2.6600000858306885,2.5299999713897705,2.5299999713897705,456400.0,,,,,
2024-07-26,2.25,2.5999999046325684,2.240000009536743,2.5999999046325684,513400.0,,,,,
2024-07-29,2.200000047683716,2.319999933242798,2.150000095367432,2.2699999809265137,174700.0,,,,,
2024-07-30,2.0799999237060547,2.25,2.059999942779541,2.25,190700.0,,,,,
2024-07-31,2.0899999141693115,2.200000047683716,2.059999942779541,2.069999933242798,273700.0,,,,,
2024-08-01,2.0899999141693115,2.130000114440918,2.009999990463257,2.069999933242798,180500.0,,,,,
2024-08-02,1.909999966621399,2.049999952316284,1.870000004768372,2.0199999809265137,238400.0,,,,,
2024-08-05,1.7999999523162842,1.850000023841858,1.75,1.7999999523162842,373800.0,,,,,
2024-08-06,1.7599999904632568,1.8799999952316284,1.7100000381469729,1.8799999952316284,385000.0,,,,,
2024-08-07,1.7300000190734863,1.7999999523162842,1.7000000476837158,1.7899999618530271,299300.0,,,,,
2024-08-08,1.870000004768372,1.899999976158142,1.7300000190734863,1.7300000190734863,159100.0,,,,,
2024-08-09,1.830000042915344,1.9299999475479128,1.7899999618530271,1.9299999475479128,229300.0,,,,,
2024-08-12,1.7699999809265137,1.809999942779541,1.75,1.7799999713897705,389800.0,,,,,
2024-08-13,1.830000042915344,1.870000004768372,1.7799999713897705,1.7799999713897705,250500.0,,,,,
2024-08-14,1.809999942779541,1.9600000381469729,1.7000000476837158,1.8899999856948853,429900.0,,,,,
2024-08-15,1.899999976158142,1.9299999475479128,1.7699999809265137,1.7899999618530271,414900.0,,,,,
2024-08-16,1.8600000143051147,1.940000057220459,1.7799999713897705,1.919999957084656,294100.0,,,,,
2024-08-19,1.940000057220459,1.940000057220459,1.8799999952316284,1.909999966621399,206000.0,,,,,
2024-08-20,1.950000047683716,1.9600000381469729,1.8799999952316284,1.919999957084656,171200.0,,,,,
2024-08-21,2.0,2.009999990463257,1.919999957084656,1.9800000190734863,125000.0,,,,,
2024-08-22,2.0899999141693115,2.0999999046325684,1.950000047683716,2.009999990463257,256800.0,,,,,
2024-08-23,2.0899999141693115,2.109999895095825,2.049999952316284,2.0999999046325684,167500.0,,,,,
2024-08-26,2.150000095367432,2.150000095367432,2.059999942779541,2.140000104904175,338200.0,,,,,
2024-08-27,2.049999952316284,2.1600000858306885,2.009999990463257,2.150000095367432,170800.0,,,,,
2024-08-28,2.039999961853028,2.0899999141693115,2.0,2.039999961853028,160800.0,,,,,
2024-08-29,2.049999952316284,2.0899999141693115,2.009999990463257,2.049999952316284,79500.0,,,,,
2024-08-30,2.0299999713897705,2.0899999141693115,2.009999990463257,2.0299999713897705,182900.0,,,,,
2024-09-03,1.9700000286102293,2.0899999141693115,1.940000057220459,2.0799999237060547,225400.0,,,,,
2024-09-04,1.870000004768372,1.9600000381469729,1.7000000476837158,1.940000057220459,284200.0,,,,,
2024-09-05,1.850000023841858,1.909999966621399,1.840000033378601,1.870000004768372,233900.0,,,,,
2024-09-06,1.7699999809265137,1.8799999952316284,1.7200000286102295,1.840000033378601,457700.0,,,,,
2024-09-09,1.7799999713897705,1.840000033378601,1.7400000095367432,1.7400000095367432,200500.0,,,,,
2024-09-10,1.7699999809265137,1.809999942779541,1.7000000476837158,1.809999942779541,251300.0,,,,,
2024-09-11,1.7599999904632568,1.7899999618530271,1.7100000381469729,1.75,238900.0,,,,,
2024-09-12,1.830000042915344,1.870000004768372,1.7599999904632568,1.7599999904632568,195000.0,,,,,
2024-09-13,1.9700000286102293,1.9700000286102293,1.8600000143051147,1.8600000143051147,204000.0,,,,,
2024-09-16,1.940000057220459,2.039999961853028,1.919999957084656,2.009999990463257,170900.0,,,,,
2024-09-17,1.919999957084656,1.9800000190734863,1.899999976158142,1.919999957084656,97900.0,,,,,
2024-09-18,1.919999957084656,2.039999961853028,1.8899999856948853,1.909999966621399,246000.0,,,,,
2024-09-19,1.840000033378601,2.0,1.8200000524520876,1.9900000095367432,355300.0,,,,,
2024-09-20,1.5,1.6699999570846558,1.4199999570846558,1.6699999570846558,6226000.0,,,,,
2024-09-23,1.4299999475479126,1.5499999523162842,1.4199999570846558,1.5399999618530271,840600.0,,,,,
2024-09-24,1.3899999856948853,1.4600000381469729,1.3600000143051147,1.4600000381469729,1052300.0,,,,,
2024-09-25,1.409999966621399,1.440000057220459,1.3899999856948853,1.4299999475479126,1160000.0,,,,,
2024-09-26,1.4500000476837158,1.5399999618530271,1.440000057220459,1.5299999713897705,1286500.0,,,,,
2024-09-27,1.4900000095367432,1.5199999809265137,1.4600000381469729,1.4600000381469729,830200.0,,,,,
2024-09-30,1.4500000476837158,1.4800000190734863,1.440000057220459,1.4800000190734863,574200.0,,,,,
2024-10-01,1.4299999475479126,1.5,1.409999966621399,1.4700000286102295,877700.0,,,,,
2024-10-02,1.5700000524520874,1.590000033378601,1.399999976158142,1.440000057220459,842400.0,,,,,
2024-10-03,1.6100000143051147,1.649999976158142,1.5,1.559999942779541,802100.0,,,,,
2024-10-04,1.6299999952316284,1.6399999856948853,1.5700000524520874,1.6399999856948853,567300.0,,,,,
2024-10-07,1.590000033378601,1.6299999952316284,1.5800000429153442,1.6200000047683716,281100.0,,,,,
2024-10-08,1.5299999713897705,1.6100000143051147,1.5,1.590000033378601,697800.0,,,,,
2024-10-09,1.5800000429153442,1.590000033378601,1.5199999809265137,1.5399999618530271,426800.0,,,,,
2024-10-10,1.5800000429153442,1.6299999952316284,1.559999942779541,1.5700000524520874,317800.0,,,,,
2024-10-11,1.6299999952316284,1.6399999856948853,1.5800000429153442,1.5800000429153442,479100.0,,,,,
2024-10-14,1.6799999475479126,1.7000000476837158,1.6399999856948853,1.649999976158142,481800.0,,,,,
2024-10-15,1.7200000286102295,1.7300000190734863,1.6799999475479126,1.690000057220459,283600.0,,,,,
2024-10-16,1.75,1.7599999904632568,1.7200000286102295,1.7300000190734863,585800.0,,,,,
2024-10-17,1.809999942779541,1.850000023841858,1.7400000095367432,1.7799999713897705,683000.0,,,,,
2024-10-18,1.830000042915344,1.870000004768372,1.7300000190734863,1.850000023841858,632900.0,,,,,
2024-10-21,1.7799999713897705,1.8200000524520876,1.7400000095367432,1.7999999523162842,415200.0,,,,,
2024-10-22,1.809999942779541,1.850000023841858,1.7400000095367432,1.7899999618530271,651500.0,,,,,
2024-10-23,1.7799999713897705,1.850000023841858,1.7599999904632568,1.809999942779541,299400.0,,,,,
2024-10-24,1.7300000190734863,1.809999942779541,1.7200000286102295,1.7699999809265137,265800.0,,,,,
2024-10-25,1.850000023841858,1.8799999952316284,1.7100000381469729,1.7300000190734863,761300.0,,,,,
2024-10-28,2.0199999809265137,2.039999961853028,1.909999966621399,1.940000057220459,1096200.0,,,,,
2024-10-29,2.0199999809265137,2.0999999046325684,1.940000057220459,2.0199999809265137,881400.0,,,,,
2024-10-30,1.940000057220459,2.069999933242798,1.919999957084656,2.0299999713897705,474800.0,,,,,
2024-10-31,1.899999976158142,1.950000047683716,1.8600000143051147,1.909999966621399,388200.0,,,,,
2024-11-01,1.899999976158142,1.9600000381469729,1.8600000143051147,1.9299999475479128,786100.0,,,,,
2024-11-04,1.7300000190734863,1.9900000095367432,1.7000000476837158,1.9900000095367432,1672200.0,,,,,
2024-11-05,1.7699999809265137,1.7699999809265137,1.5499999523162842,1.7000000476837158,1153700.0,,,,,
2024-11-06,1.7599999904632568,1.8200000524520876,1.690000057220459,1.7400000095367432,483800.0,,,,,
2024-11-07,1.7200000286102295,1.7999999523162842,1.7100000381469729,1.7699999809265137,240300.0,,,,,
2024-11-08,1.7100000381469729,1.7599999904632568,1.659999966621399,1.7100000381469729,313200.0,,,,,
2024-11-11,1.7599999904632568,1.7899999618530271,1.7100000381469729,1.7300000190734863,278700.0,,,,,
2024-11-12,1.7000000476837158,1.75,1.659999966621399,1.75,365300.0,,,,,
