Date,Close,High,Low,Open,Volume,"('Close', 'VIPS')","('High', 'VIPS')","('Low', 'VIPS')","('Open', 'VIPS')","('Volume', 'VIPS')"
2024-06-03,15.78164291381836,15.974337711432376,15.62748781079666,15.955067864136216,5084500.0,,,,,
2024-06-04,15.714200973510742,15.897260855486234,15.579315711883464,15.800913452463666,3978700.0,,,,,
2024-06-05,15.415525436401367,15.829817976532468,15.280639258051565,15.762375346776023,3811800.0,,,,,
2024-06-06,15.70456600189209,15.743105698053975,15.309544223438984,15.319178228642528,3672100.0,,,,,
2024-06-07,15.52150821685791,15.762375808862911,15.425160812521131,15.560046075988287,3616100.0,,,,,
2024-06-10,15.588950157165527,15.73347033842376,15.405890280812402,15.492602757102103,3361700.0,,,,,
2024-06-11,15.444430351257324,15.608220384043635,15.405890655225791,15.49260313362289,4041000.0,,,,,
2024-06-12,15.569680213928224,15.69493238454303,15.405890186129184,15.598584985071748,4721000.0,,,,,
2024-06-13,14.93379020690918,15.772010207744437,14.8085389529779,15.454065070394616,8364500.0,,,,,
2024-06-14,14.50986385345459,14.798904222950116,14.47132507626606,14.74109651658578,8516800.0,,,,,
2024-06-17,14.76036548614502,14.827809035537166,14.432785419727796,14.625480225034584,6183400.0,,,,,
2024-06-18,14.50986385345459,14.789270217780675,14.47132507626606,14.606210337007456,3413800.0,,,,,
2024-06-20,13.87397289276123,14.635114444593436,13.690913927642802,14.548402883539618,6658600.0,,,,,
2024-06-21,13.777626037597656,13.825799738336476,13.50785459983196,13.729452336858838,6172600.0,,,,,
2024-06-24,13.633105278015137,13.73908760607152,13.459681237368496,13.71018283359963,4618400.0,,,,,
2024-06-25,13.218812942504885,13.565661924164054,13.180274166764976,13.565661924164054,3734900.0,,,,,
2024-06-26,13.286255836486816,13.353698465673425,13.132100730439197,13.1995433596258,5477700.0,,,,,
2024-06-27,12.669634819030762,13.035753664720463,12.660000813782904,13.016484735387811,6701300.0,,,,,
2024-06-28,12.544384002685549,12.737077882845108,12.486575379219229,12.65036540706408,4966000.0,,,,,
2024-07-01,12.688904762268066,12.89123357537992,12.467306100842253,12.72744354005904,3968200.0,,,,,
2024-07-02,12.920137405395508,13.026119733254657,12.669634890793624,12.717808592653515,2953900.0,,,,,
2024-07-03,13.218812942504885,13.295890493984698,12.89123288929722,12.89123288929722,2577000.0,,,,,
2024-07-05,12.756346702575684,13.22844693464677,12.660000222736604,12.997214280428716,4117300.0,,,,,
2024-07-08,12.669634819030762,12.717808520617789,12.563653410608849,12.708173596532996,6903000.0,,,,,
2024-07-09,12.92977237701416,13.006849932738248,12.63109615945562,12.669634937317662,3622500.0,,,,,
