Date,Close,High,Low,Open,Volume,"('Close', 'FMC')","('High', 'FMC')","('Low', 'FMC')","('Open', 'FMC')","('Volume', 'FMC')"
2024-06-03,54.61852264404297,56.82439641900511,54.22924913758907,56.77805172529118,2097100.0,,,,,
2024-06-04,52.505332946777344,54.17363933159951,52.32923160206373,54.118027822384114,2752300.0,,,,,
2024-06-05,53.5989990234375,53.90485347262376,52.27362149388894,52.84825958990191,2151000.0,,,,,
2024-06-06,54.386810302734375,54.41461428893832,52.709233601560015,53.51558455750985,1549300.0,,,,,
2024-06-07,52.51459884643555,54.38681053007043,52.46825769070075,53.21899360617368,2267700.0,,,,,
2024-06-10,50.9667854309082,51.9306935500005,50.46629243301558,51.9028895619855,2271400.0,,,,,
2024-06-11,53.005821228027344,53.71021952026891,49.54871869849402,50.04921166367563,3777000.0,,,,,
2024-06-12,53.12631607055664,55.47121341044942,52.90387708879179,54.09022775314799,1987000.0,,,,,
2024-06-13,51.36531829833984,53.09850648799192,51.03165986084233,52.792648500781496,1281400.0,,,,,
2024-06-14,50.78141403198242,51.51361631171756,50.39214054650666,50.56824188768047,1266400.0,,,,,
2024-06-17,51.856544494628906,51.94922680476196,50.51262978407859,51.078001068459336,1435500.0,,,,,
2024-06-18,51.476539611816406,52.92240339999718,50.47555372559583,52.023373708413935,1864000.0,,,,,
2024-06-20,50.40140914916992,52.060445090374834,50.25311533499509,52.04191145725597,1819400.0,,,,,
2024-06-21,52.26435470581055,53.28387785570013,50.41995046141276,50.42921727873375,4282800.0,,,,,
2024-06-24,52.9594841003418,54.32193609731213,52.66289643966312,52.82972744074535,1971300.0,,,,,
2024-06-25,52.38484191894531,52.77411186778206,51.8194706294032,52.62581804885328,1268500.0,,,,,
2024-06-26,52.61655044555664,53.00582038857512,51.95849685487104,52.134594657340806,1096200.0,,,,,
2024-06-27,52.90387344360352,53.265339415768544,52.42191763551561,52.67216412446146,918900.0,,,,,
2024-06-28,53.88703536987305,54.3645766994664,53.29713284527456,53.29713284527456,2772600.0,,,,,
2024-07-01,53.00687026977539,54.45821468933534,52.76341682769024,53.70913404426229,1520300.0,,,,,
2024-07-02,52.07987976074219,53.70913326556546,51.78024750705716,53.21286801513055,1546500.0,,,,,
2024-07-03,52.11733627319336,52.969416190299874,52.08924686477283,52.59487407583397,708800.0,,,,,
2024-07-05,51.6117057800293,52.44505823890189,51.23716723535872,51.75215996671723,1906200.0,,,,,
2024-07-08,52.65105438232422,52.80087050780597,51.58361404177946,51.88324629274297,1195300.0,,,,,
2024-07-09,51.06862258911133,52.42633326885935,51.03116766384558,52.24842415979619,1070300.0,,,,,
2024-07-10,51.35889053344727,52.00497550777438,51.03116885943956,51.45252784880543,966900.0,,,,,
2024-07-11,53.09114074707031,53.30650120393669,51.61170338438192,52.42633191432217,1148100.0,,,,,
2024-07-12,53.755950927734375,54.13985498166998,52.866416098791404,53.755950927734375,1070700.0,,,,,
2024-07-15,54.36457443237305,54.40202578121432,52.707231694594654,53.74658252776906,1156200.0,,,,,
2024-07-16,55.4694709777832,55.48819486672307,53.68103954459999,54.14921534985107,1316700.0,,,,,
2024-07-17,58.00698852539063,58.59689109648157,55.375838962688185,55.375838962688185,2074000.0,,,,,
2024-07-18,56.13428497314453,58.51261914178064,56.01255825235181,57.70735611051816,1864700.0,,,,,
2024-07-19,54.13985443115234,55.95637542390603,53.09114153846246,55.95637542390603,1651600.0,,,,,
2024-07-22,54.22412490844727,54.66421133506928,53.072412786338944,54.4863022322741,1351100.0,,,,,
2024-07-23,53.82149505615234,54.02749357227481,53.07241441375009,54.01812805505201,1637600.0,,,,,
2024-07-24,53.32522964477539,53.99003848972493,52.92259813092748,53.99003848972493,1676700.0,,,,,
2024-07-25,55.18856430053711,55.46947264967288,52.632324755447065,52.89450564318058,1511500.0,,,,,
2024-07-26,55.80656051635742,56.3590081684216,54.87020880586889,55.48820079191539,1092000.0,,,,,
2024-07-29,55.52565002441406,56.18109686893119,54.6548427371938,55.71292106169009,1279100.0,,,,,
2024-07-30,54.74848175048828,55.24474697864501,53.47504294354464,55.17920264933744,1404100.0,,,,,
2024-07-31,54.64548110961914,55.84401004010027,53.76530830088634,55.1511118416276,5021000.0,,,,,
2024-08-01,60.24486541748047,64.18691239167732,58.81225202024527,59.31787922753466,6671200.0,,,,,
2024-08-02,58.23170852661133,58.75606674278887,56.59309311944192,56.92081834401468,2401900.0,,,,,
2024-08-05,57.73543930053711,58.38152061627495,54.64547974629419,55.385198364825975,2519400.0,,,,,
2024-08-06,57.3140869140625,58.212983692168216,56.90209345040528,57.58562976533348,1458900.0,,,,,
2024-08-07,57.35153579711914,58.79351812584506,57.08935849076821,58.10998188293164,1327000.0,,,,,
2024-08-08,57.52944564819336,58.42834597118092,57.28599578423513,57.58562803459826,1328600.0,,,,,
2024-08-09,57.257904052734375,57.49199196207197,56.23728062514655,57.33281032633544,1031700.0,,,,,
2024-08-12,55.85337829589844,57.65117177979315,55.53501858663815,57.27662968469935,1119500.0,,,,,
2024-08-13,57.38899993896485,57.52008861320165,55.84401811397735,56.12492292618458,1480600.0,,,,,
2024-08-14,57.510719299316406,57.679262889895504,56.6305499933242,57.43581302122472,1441800.0,,,,,
2024-08-15,58.40962219238281,58.92461493192648,57.79163019055074,58.34407785672626,1040400.0,,,,,
2024-08-16,59.17742919921875,59.46769594532882,58.006989553553424,58.325349280050325,944800.0,,,,,
2024-08-19,61.05012130737305,61.06885233985109,59.224238549530334,59.224238549530334,1174600.0,,,,,
2024-08-20,59.28042984008789,61.171860780159285,59.1961580407615,60.65686446655442,771900.0,,,,,
2024-08-21,59.898414611816406,60.25422565765417,59.1774234317273,59.80477730615017,701400.0,,,,,
2024-08-22,59.84223556518555,60.0107755809865,59.18678867656647,59.7392363091585,498900.0,,,,,
2024-08-23,61.21866989135742,61.26549033258896,59.92650715264519,60.26359432688253,752000.0,,,,,
2024-08-26,61.04076766967773,61.86475456773194,60.8722240832807,61.65875605726932,552100.0,,,,,
2024-08-27,60.93777084350586,61.42467058817447,60.198052137265854,60.89095040060846,560400.0,,,,,
2024-08-28,60.965858459472656,61.05012668165477,60.43213828759677,60.44150380466024,641300.0,,,,,
2024-08-29,61.23740005493164,61.78048573279411,60.347861690750776,61.61194214807114,596300.0,,,,,
2024-08-30,60.4695930480957,61.40594472560553,60.06696154101462,61.218670103825744,979700.0,,,,,
2024-09-03,58.65306854248047,59.46769350226543,57.84780552784096,59.1867887132256,1091200.0,,,,,
2024-09-04,59.05569839477539,59.664328397220096,58.60625003052774,58.7279767453963,600600.0,,,,,
2024-09-05,58.67179489135742,59.720507750759005,58.52197876858577,59.29915236114368,639000.0,,,,,
2024-09-06,56.44327926635742,58.88715777197599,56.34964552522728,58.447071330488086,1082300.0,,,,,
2024-09-09,57.18299865722656,58.01635110781634,56.27473635530819,56.6118235424902,832500.0,,,,,
2024-09-10,57.26726913452149,57.53881198148349,56.32155550062741,57.033181212360766,768200.0,,,,,
2024-09-11,57.623085021972656,57.71671876410173,55.694199215788366,57.39835904020526,722500.0,,,,,
