Date,Close,High,Low,Open,Volume,"('Close', 'VNET')","('High', 'VNET')","('Low', 'VNET')","('Open', 'VNET')","('Volume', 'VNET')"
2024-06-03,2.119999885559082,2.2100000381469727,1.9600000381469729,1.9600000381469729,1693300.0,,,,,
2024-06-04,2.190000057220459,2.220000028610229,2.069999933242798,2.140000104904175,1063100.0,,,,,
2024-06-05,2.2799999713897705,2.299999952316284,2.180000066757202,2.190000057220459,1045500.0,,,,,
2024-06-06,2.2799999713897705,2.3299999237060547,2.2100000381469727,2.25,1036400.0,,,,,
2024-06-07,2.240000009536743,2.289999961853028,2.190000057220459,2.2300000190734863,666100.0,,,,,
2024-06-10,2.369999885559082,2.400000095367432,2.2100000381469727,2.2300000190734863,641000.0,,,,,
2024-06-11,2.319999933242798,2.390000104904175,2.299999952316284,2.390000104904175,755400.0,,,,,
2024-06-12,2.3299999237060547,2.380000114440918,2.299999952316284,2.369999885559082,419000.0,,,,,
2024-06-13,2.369999885559082,2.380000114440918,2.319999933242798,2.3499999046325684,486500.0,,,,,
2024-06-14,2.25,2.380000114440918,2.240000009536743,2.380000114440918,538600.0,,,,,
2024-06-17,2.140000104904175,2.25,2.130000114440918,2.2300000190734863,534900.0,,,,,
2024-06-18,2.0799999237060547,2.150000095367432,2.0299999713897705,2.0999999046325684,934900.0,,,,,
2024-06-20,2.039999961853028,2.140000104904175,2.0299999713897705,2.049999952316284,526800.0,,,,,
2024-06-21,2.049999952316284,2.180000066757202,2.0299999713897705,2.059999942779541,1047000.0,,,,,
2024-06-24,2.319999933242798,2.400000095367432,2.0299999713897705,2.0299999713897705,1431600.0,,,,,
2024-06-25,2.240000009536743,2.359999895095825,2.190000057220459,2.309999942779541,491100.0,,,,,
2024-06-26,2.1700000762939453,2.2699999809265137,2.130000114440918,2.259999990463257,538200.0,,,,,
2024-06-27,2.0799999237060547,2.200000047683716,2.059999942779541,2.1700000762939453,892800.0,,,,,
2024-06-28,2.0999999046325684,2.150000095367432,2.0299999713897705,2.0799999237060547,960800.0,,,,,
2024-07-01,2.059999942779541,2.1600000858306885,2.049999952316284,2.109999895095825,285300.0,,,,,
2024-07-02,2.180000066757202,2.190000057220459,2.049999952316284,2.049999952316284,297100.0,,,,,
2024-07-03,2.2699999809265137,2.369999885559082,2.1700000762939453,2.190000057220459,550600.0,,,,,
2024-07-05,2.240000009536743,2.25,2.200000047683716,2.2300000190734863,286500.0,,,,,
2024-07-08,2.319999933242798,2.3499999046325684,2.119999885559082,2.2300000190734863,1156300.0,,,,,
2024-07-09,2.4100000858306885,2.470000028610229,2.220000028610229,2.220000028610229,2126800.0,,,,,
2024-07-10,2.25,2.440000057220459,2.220000028610229,2.400000095367432,1335800.0,,,,,
2024-07-11,2.309999942779541,2.3299999237060547,2.059999942779541,2.2100000381469727,2161700.0,,,,,
2024-07-12,2.309999942779541,2.430000066757202,2.289999961853028,2.299999952316284,814300.0,,,,,
2024-07-15,2.1700000762939453,2.309999942779541,2.1600000858306885,2.309999942779541,437300.0,,,,,
2024-07-16,2.240000009536743,2.2699999809265137,2.180000066757202,2.180000066757202,798500.0,,,,,
2024-07-17,2.180000066757202,2.240000009536743,2.1700000762939453,2.2100000381469727,244000.0,,,,,
2024-07-18,2.130000114440918,2.220000028610229,2.109999895095825,2.180000066757202,392100.0,,,,,
2024-07-19,2.0899999141693115,2.1600000858306885,2.0899999141693115,2.109999895095825,622400.0,,,,,
2024-07-22,2.1600000858306885,2.2300000190734863,2.0999999046325684,2.119999885559082,394500.0,,,,,
2024-07-23,2.0899999141693115,2.150000095367432,2.069999933242798,2.130000114440918,232300.0,,,,,
2024-07-24,2.0199999809265137,2.150000095367432,2.0,2.0799999237060547,661300.0,,,,,
2024-07-25,1.9900000095367432,2.0799999237060547,1.9800000190734863,2.059999942779541,350700.0,,,,,
2024-07-26,1.9800000190734863,2.039999961853028,1.9600000381469729,1.9800000190734863,350300.0,,,,,
2024-07-29,1.9900000095367432,2.0799999237060547,1.9800000190734863,2.009999990463257,335800.0,,,,,
2024-07-30,1.840000033378601,2.0,1.840000033378601,1.940000057220459,734100.0,,,,,
2024-07-31,2.069999933242798,2.0899999141693115,1.850000023841858,1.870000004768372,1747200.0,,,,,
2024-08-01,1.9800000190734863,2.059999942779541,1.9600000381469729,2.0299999713897705,663900.0,,,,,
2024-08-02,1.850000023841858,2.039999961853028,1.840000033378601,1.9900000095367432,591200.0,,,,,
2024-08-05,1.7599999904632568,1.850000023841858,1.7100000381469729,1.840000033378601,710600.0,,,,,
2024-08-06,1.7999999523162842,1.840000033378601,1.7599999904632568,1.7599999904632568,305900.0,,,,,
2024-08-07,1.7699999809265137,1.909999966621399,1.7599999904632568,1.850000023841858,413100.0,,,,,
2024-08-08,1.840000033378601,1.870000004768372,1.7799999713897705,1.7899999618530271,346000.0,,,,,
2024-08-09,2.049999952316284,2.059999942779541,1.7799999713897705,1.830000042915344,932100.0,,,,,
2024-08-12,1.8600000143051147,2.0299999713897705,1.840000033378601,2.0299999713897705,996100.0,,,,,
2024-08-13,1.830000042915344,1.8899999856948853,1.7699999809265137,1.8899999856948853,850100.0,,,,,
2024-08-14,1.7300000190734863,1.8200000524520876,1.7300000190734863,1.809999942779541,614500.0,,,,,
2024-08-15,1.7699999809265137,1.7999999523162842,1.7200000286102295,1.7599999904632568,649100.0,,,,,
2024-08-16,1.7899999618530271,1.830000042915344,1.75,1.7699999809265137,245300.0,,,,,
2024-08-19,1.850000023841858,1.919999957084656,1.809999942779541,1.809999942779541,483100.0,,,,,
2024-08-20,1.809999942779541,1.850000023841858,1.7999999523162842,1.850000023841858,146900.0,,,,,
2024-08-21,1.899999976158142,2.0,1.809999942779541,1.8200000524520876,1019000.0,,,,,
2024-08-22,1.940000057220459,1.950000047683716,1.850000023841858,1.9299999475479128,479900.0,,,,,
2024-08-23,2.0999999046325684,2.130000114440918,1.9299999475479128,1.9600000381469729,1276400.0,,,,,
2024-08-26,2.0799999237060547,2.180000066757202,2.0199999809265137,2.0899999141693115,1052200.0,,,,,
2024-08-27,2.0,2.119999885559082,2.0,2.119999885559082,577400.0,,,,,
2024-08-28,2.359999895095825,2.380000114440918,2.0999999046325684,2.130000114440918,5392200.0,,,,,
2024-08-29,2.4800000190734863,2.5899999141693115,2.25,2.390000104904175,2832500.0,,,,,
2024-08-30,2.7799999713897705,2.799999952316284,2.470000028610229,2.470000028610229,4136700.0,,,,,
2024-09-03,2.7100000381469727,2.7699999809265137,2.5,2.6600000858306885,2185000.0,,,,,
2024-09-04,2.75,2.819999933242798,2.7100000381469727,2.740000009536743,1041600.0,,,,,
2024-09-05,2.789999961853028,2.859999895095825,2.720000028610229,2.759999990463257,1300600.0,,,,,
2024-09-06,2.789999961853028,2.8499999046325684,2.6600000858306885,2.8499999046325684,1276300.0,,,,,
2024-09-09,2.7799999713897705,2.809999942779541,2.740000009536743,2.789999961853028,626300.0,,,,,
2024-09-10,3.039999961853028,3.0999999046325684,2.7300000190734863,2.740000009536743,2059300.0,,,,,
2024-09-11,2.9600000381469727,3.039999961853028,2.940000057220459,3.009999990463257,3104500.0,,,,,
2024-09-12,2.890000104904175,3.039999961853028,2.799999952316284,2.950000047683716,1855800.0,,,,,
2024-09-13,2.869999885559082,2.9200000762939453,2.75,2.9100000858306885,1107700.0,,,,,
2024-09-16,2.7300000190734863,2.859999895095825,2.680000066757202,2.8499999046325684,1676100.0,,,,,
2024-09-17,3.0,3.0,2.740000009536743,2.740000009536743,1994300.0,,,,,
2024-09-18,2.990000009536743,3.0,2.859999895095825,2.990000009536743,1277100.0,,,,,
2024-09-19,3.2100000381469727,3.25,2.9800000190734863,3.069999933242798,4952200.0,,,,,
2024-09-20,3.4200000762939453,3.4200000762939453,3.130000114440918,3.130000114440918,3400900.0,,,,,
2024-09-23,3.5299999713897705,3.670000076293945,3.319999933242798,3.4200000762939453,2662100.0,,,,,
2024-09-24,3.75,3.75,3.5799999237060547,3.680000066757202,2163800.0,,,,,
2024-09-25,3.490000009536743,3.670000076293945,3.470000028610229,3.660000085830689,1146500.0,,,,,
2024-09-26,3.5999999046325684,3.799999952316284,3.509999990463257,3.75,2347500.0,,,,,
2024-09-27,3.9600000381469727,4.0,3.5299999713897705,3.640000104904175,3429000.0,,,,,
2024-09-30,4.079999923706055,4.389999866485596,3.920000076293945,4.110000133514404,3523300.0,,,,,
2024-10-01,4.190000057220459,4.21999979019165,3.930000066757202,4.139999866485596,1876200.0,,,,,
2024-10-02,4.300000190734863,4.5,4.099999904632568,4.380000114440918,2240800.0,,,,,
2024-10-03,3.9600000381469727,4.199999809265137,3.9600000381469727,4.119999885559082,1442400.0,,,,,
