Date,Close,High,Low,Open,Volume,"('Close', 'SNOW')","('High', 'SNOW')","('Low', 'SNOW')","('Open', 'SNOW')","('Volume', 'SNOW')"
2024-06-03,136.92999267578125,138.47999572753906,135.6999969482422,136.85000610351562,7549700.0,,,,,
2024-06-04,137.0,139.05999755859375,135.60000610351562,137.1999969482422,7627400.0,,,,,
2024-06-05,134.2899932861328,137.3000030517578,128.41000366210938,137.22000122070312,15919800.0,,,,,
2024-06-06,132.0399932861328,135.85000610351562,131.8350067138672,133.94000244140625,8261000.0,,,,,
2024-06-07,131.2100067138672,132.60000610351562,130.0800018310547,131.05999755859375,4355400.0,,,,,
2024-06-10,126.76000213623048,130.0,125.88999938964844,129.52999877929688,10789700.0,,,,,
2024-06-11,128.47999572753906,130.63699340820312,127.1500015258789,128.75,10559400.0,,,,,
2024-06-12,130.3300018310547,133.3800048828125,129.14999389648438,130.66000366210938,8926900.0,,,,,
2024-06-13,125.9000015258789,129.91000366210938,125.87999725341795,129.75999450683594,8837900.0,,,,,
2024-06-14,127.16999816894533,128.88999938964844,124.69000244140624,126.0999984741211,6820100.0,,,,,
2024-06-17,130.6699981689453,131.7899932861328,125.6500015258789,126.45999908447266,6477600.0,,,,,
2024-06-18,127.5999984741211,131.13800048828125,126.55999755859376,130.11000061035156,5982700.0,,,,,
2024-06-20,126.62000274658205,127.4000015258789,125.31999969482422,127.0,6156700.0,,,,,
2024-06-21,127.8000030517578,128.27000427246094,124.6999969482422,125.68000030517578,12980400.0,,,,,
2024-06-24,124.8000030517578,126.9749984741211,124.4000015258789,126.69000244140624,6863400.0,,,,,
2024-06-25,124.20999908447266,125.8000030517578,122.5999984741211,125.0,8767300.0,,,,,
2024-06-26,129.1300048828125,130.82000732421875,122.68000030517578,123.68000030517578,10888500.0,,,,,
2024-06-27,133.9199981689453,134.63999938964844,128.67999267578125,129.1300048828125,8488900.0,,,,,
2024-06-28,135.08999633789062,135.72999572753906,133.5500030517578,133.5500030517578,8129300.0,,,,,
2024-07-01,142.77000427246094,142.97000122070312,135.72999572753906,138.32000732421875,9889100.0,,,,,
2024-07-02,141.9199981689453,144.67999267578125,140.69500732421875,142.66000366210938,6648600.0,,,,,
2024-07-03,142.86000061035156,143.72000122070312,140.7100067138672,141.9600067138672,3290900.0,,,,,
2024-07-05,143.02000427246094,146.4600067138672,142.61000061035156,142.97999572753906,6164600.0,,,,,
2024-07-08,141.57000732421875,143.43600463867188,140.88999938964844,143.30999755859375,4480600.0,,,,,
2024-07-09,137.4600067138672,141.36000061035156,136.25999450683594,140.3699951171875,6544500.0,,,,,
2024-07-10,137.5,137.97999572753906,133.1699981689453,137.4600067138672,5835300.0,,,,,
2024-07-11,138.17999267578125,142.10000610351562,136.343994140625,139.0,5994100.0,,,,,
2024-07-12,135.75,137.4600067138672,132.1999969482422,133.9499969482422,8103600.0,,,,,
2024-07-15,133.72000122070312,136.3300018310547,132.8000030517578,135.9199981689453,5533600.0,,,,,
2024-07-16,136.2100067138672,138.13999938964844,134.47000122070312,135.0,3704700.0,,,,,
2024-07-17,135.10000610351562,138.39999389648438,133.25999450683594,134.0,6156200.0,,,,,
2024-07-18,129.83999633789062,136.67999267578125,129.75,135.02999877929688,3869900.0,,,,,
2024-07-19,129.85000610351562,130.8800048828125,128.8699951171875,129.8300018310547,3411200.0,,,,,
2024-07-22,131.14999389648438,132.64999389648438,129.6199951171875,130.69000244140625,3802100.0,,,,,
2024-07-23,132.60000610351562,134.1699981689453,130.3800048828125,131.25,3254200.0,,,,,
2024-07-24,125.62000274658205,131.81300354003906,125.54000091552734,131.0,6000700.0,,,,,
2024-07-25,129.58999633789062,132.99000549316406,125.5,126.2699966430664,5349100.0,,,,,
2024-07-26,129.0,131.375,128.04400634765625,130.52999877929688,3377900.0,,,,,
2024-07-29,129.57000732421875,130.57000732421875,128.39999389648438,130.0,3955300.0,,,,,
2024-07-30,128.8800048828125,131.41000366210938,126.6750030517578,128.5399932861328,6475300.0,,,,,
2024-07-31,130.3800048828125,132.5500030517578,128.77000427246094,129.35000610351562,5498300.0,,,,,
2024-08-01,124.1999969482422,129.7899932861328,121.4499969482422,129.39999389648438,7684800.0,,,,,
2024-08-02,119.7699966430664,121.6500015258789,116.88999938964844,120.9000015258789,8260300.0,,,,,
2024-08-05,112.62999725341795,115.70999908447266,107.93000030517578,107.93000030517578,6874200.0,,,,,
2024-08-06,114.81999969482422,117.31999969482422,113.33000183105467,114.63999938964844,5342600.0,,,,,
2024-08-07,115.0999984741211,121.52999877929688,115.0500030517578,117.51000213623048,5616900.0,,,,,
2024-08-08,121.5999984741211,122.05999755859376,117.27999877929688,118.0500030517578,4556400.0,,,,,
2024-08-09,124.41000366210938,124.62999725341795,120.47000122070312,121.05999755859376,3685900.0,,,,,
2024-08-12,123.02999877929688,126.19000244140624,121.9499969482422,125.29000091552734,2662600.0,,,,,
2024-08-13,127.05999755859376,127.7699966430664,122.8499984741211,123.2699966430664,3797600.0,,,,,
2024-08-14,127.3000030517578,128.11000061035156,125.19000244140624,127.55999755859376,3289000.0,,,,,
2024-08-15,127.0500030517578,128.65499877929688,123.98999786376952,124.0,8167900.0,,,,,
2024-08-16,128.0399932861328,128.63999938964844,124.7300033569336,125.0,6261900.0,,,,,
2024-08-19,131.4199981689453,132.66000366210938,128.25,128.55999755859375,5326400.0,,,,,
2024-08-20,131.9199981689453,133.6699981689453,130.75999450683594,131.42999267578125,4929400.0,,,,,
2024-08-21,135.05999755859375,135.72000122070312,130.66000366210938,132.75999450683594,16443000.0,,,,,
2024-08-22,115.20999908447266,123.9800033569336,115.13999938964844,122.0999984741211,37236900.0,,,,,
2024-08-23,115.86000061035156,117.3000030517578,113.23999786376952,117.12999725341795,16772600.0,,,,,
2024-08-26,118.0,120.02999877929688,114.8499984741211,115.0500030517578,12690100.0,,,,,
2024-08-27,115.54000091552734,118.98200225830078,115.31999969482422,117.83000183105467,6461800.0,,,,,
2024-08-28,111.55999755859376,115.68000030517578,110.26000213623048,114.93000030517578,7769900.0,,,,,
2024-08-29,114.13999938964844,117.08000183105467,112.4499969482422,112.4499969482422,6871400.0,,,,,
2024-08-30,114.2300033569336,115.91999816894533,112.53099822998048,115.37999725341795,5217200.0,,,,,
2024-09-03,110.41000366210938,114.7300033569336,109.37000274658205,113.05999755859376,6277500.0,,,,,
2024-09-04,110.8000030517578,112.87000274658205,109.4000015258789,110.0,3727700.0,,,,,
2024-09-05,111.75,113.79000091552734,110.0,110.04000091552734,3891500.0,,,,,
2024-09-06,108.55999755859376,112.66000366210938,107.12999725341795,112.27999877929688,5651700.0,,,,,
2024-09-09,109.95999908447266,111.48999786376952,108.63999938964844,109.31999969482422,3674600.0,,,,,
2024-09-10,110.2699966430664,110.76000213623048,108.12999725341795,109.95999908447266,3380100.0,,,,,
2024-09-11,112.0,112.30999755859376,108.86000061035156,110.2699966430664,4000900.0,,,,,
2024-09-12,112.98999786376952,114.7249984741211,111.3499984741211,112.5999984741211,4702200.0,,,,,
2024-09-13,113.66999816894533,115.04000091552734,112.9000015258789,113.25,3235600.0,,,,,
2024-09-16,112.83999633789062,113.84400177001952,111.20999908447266,112.36000061035156,5435300.0,,,,,
2024-09-17,111.62999725341795,114.38999938964844,111.27999877929688,114.08000183105467,4539500.0,,,,,
2024-09-18,110.77999877929688,112.61000061035156,110.12999725341795,111.52999877929688,6484100.0,,,,,
2024-09-19,114.0199966430664,115.01000213623048,111.66000366210938,112.91000366210938,8518100.0,,,,,
2024-09-20,110.2699966430664,113.58499908447266,109.33999633789062,113.27999877929688,20222000.0,,,,,
2024-09-23,113.26000213623048,113.94000244140624,109.91000366210938,111.41000366210938,8335800.0,,,,,
2024-09-24,112.5,112.94000244140624,109.88999938964844,112.1500015258789,9271900.0,,,,,
2024-09-25,112.62000274658205,116.62000274658205,112.55999755859376,114.97000122070312,18611900.0,,,,,
2024-09-26,112.48999786376952,115.2750015258789,110.01000213623048,114.87999725341795,8431100.0,,,,,
2024-09-27,113.91999816894533,115.38500213623048,113.20999908447266,113.93000030517578,7123300.0,,,,,
2024-09-30,114.86000061035156,116.08000183105467,112.9000015258789,113.25,7932100.0,,,,,
2024-10-01,110.2300033569336,114.70700073242188,109.70999908447266,113.76000213623048,7087800.0,,,,,
2024-10-02,109.6500015258789,111.375,109.16000366210938,109.95999908447266,5396700.0,,,,,
2024-10-03,110.47000122070312,110.80999755859376,108.70999908447266,109.0,4122400.0,,,,,
2024-10-04,114.72000122070312,115.69000244140624,111.14900207519533,112.01000213623048,6279100.0,,,,,
2024-10-07,113.81999969482422,115.20999908447266,113.05999755859376,114.41999816894533,4186400.0,,,,,
2024-10-08,113.5199966430664,115.0199966430664,113.12999725341795,113.7699966430664,3289900.0,,,,,
2024-10-09,119.66999816894533,119.86000061035156,113.8499984741211,114.31999969482422,8812300.0,,,,,
2024-10-10,123.79000091552734,123.87000274658205,119.1500015258789,119.4800033569336,8831500.0,,,,,
2024-10-11,124.02999877929688,126.98999786376952,122.88999938964844,123.56999969482422,6703200.0,,,,,
2024-10-14,123.16000366210938,126.5,122.5009994506836,125.41999816894533,4002400.0,,,,,
2024-10-15,122.73999786376952,123.95999908447266,121.33000183105467,122.5,3182600.0,,,,,
2024-10-16,118.9000015258789,123.5,118.81999969482422,123.5,4359100.0,,,,,
2024-10-17,119.02999877929688,119.6999969482422,117.3000030517578,119.0,4023500.0,,,,,
2024-10-18,119.54000091552734,120.55999755859376,118.22000122070312,120.0,2751700.0,,,,,
