Date,Close,High,Low,Open,Volume,"('Close', 'ON')","('High', 'ON')","('Low', 'ON')","('Open', 'ON')","('Volume', 'ON')"
2024-06-03,73.19000244140625,74.48999786376953,71.3499984741211,74.01000213623047,3653700.0,,,,,
2024-06-04,71.5199966430664,73.44999694824219,70.9000015258789,73.05000305175781,3718000.0,,,,,
2024-06-05,74.54000091552734,74.5999984741211,71.86000061035156,72.44999694824219,6266000.0,,,,,
2024-06-06,72.44999694824219,74.25,72.30000305175781,74.18000030517578,6564500.0,,,,,
2024-06-07,72.30999755859375,72.55999755859375,71.20999908447266,72.30000305175781,3830000.0,,,,,
2024-06-10,73.5,73.98999786376953,71.5,71.58999633789062,5328000.0,,,,,
2024-06-11,73.9800033569336,74.44000244140625,72.16000366210938,73.12000274658203,4292100.0,,,,,
2024-06-12,76.22000122070312,77.22000122070312,75.11000061035156,75.5,6673700.0,,,,,
2024-06-13,75.04000091552734,76.69999694824219,74.0,74.16999816894531,4777500.0,,,,,
2024-06-14,71.97000122070312,73.95999908447266,71.5,73.33999633789062,4527300.0,,,,,
2024-06-17,70.7300033569336,71.93000030517578,69.37999725341797,71.88999938964844,6763500.0,,,,,
2024-06-18,70.7300033569336,71.44999694824219,70.36000061035156,70.61000061035156,4318500.0,,,,,
2024-06-20,67.62999725341797,69.68000030517578,67.18000030517578,69.18000030517578,8418700.0,,,,,
2024-06-21,68.5199966430664,69.08999633789062,67.5,67.81999969482422,9839700.0,,,,,
2024-06-24,67.79000091552734,69.37999725341797,67.4800033569336,68.19999694824219,4970800.0,,,,,
2024-06-25,67.83999633789062,68.54000091552734,66.76000213623047,68.12999725341797,4350400.0,,,,,
2024-06-26,68.16999816894531,68.62999725341797,67.47000122070312,67.5199966430664,3592500.0,,,,,
2024-06-27,67.86000061035156,68.38999938964844,67.3499984741211,67.8499984741211,3806500.0,,,,,
2024-06-28,68.55000305175781,69.37999725341797,67.80000305175781,68.19000244140625,5257900.0,,,,,
2024-07-01,69.18000030517578,69.87000274658203,67.79000091552734,68.95999908447266,4692300.0,,,,,
2024-07-02,72.91999816894531,72.95999908447266,70.0999984741211,70.0999984741211,5796700.0,,,,,
2024-07-03,72.68000030517578,74.5999984741211,72.3499984741211,73.36000061035156,3906400.0,,,,,
2024-07-05,73.37999725341797,74.66999816894531,72.7699966430664,73.1500015258789,3028800.0,,,,,
2024-07-08,75.01000213623047,75.1500015258789,73.04000091552734,73.12000274658203,4717100.0,,,,,
2024-07-09,73.4800033569336,74.58000183105469,72.37000274658203,74.55999755859375,5861400.0,,,,,
2024-07-10,76.58999633789062,76.72000122070312,74.19000244140625,74.44000244140625,5685500.0,,,,,
2024-07-11,74.23999786376953,76.98999786376953,74.19000244140625,75.88999938964844,7400800.0,,,,,
2024-07-12,76.87000274658203,78.30999755859375,74.33999633789062,74.86000061035156,5950400.0,,,,,
2024-07-15,76.37000274658203,77.91000366210938,75.52999877929688,75.76000213623047,4889900.0,,,,,
2024-07-16,78.73999786376953,78.76000213623047,76.13999938964844,76.6500015258789,3555300.0,,,,,
2024-07-17,75.45999908447266,78.01000213623047,75.27999877929688,77.31999969482422,9931000.0,,,,,
2024-07-18,75.43000030517578,77.94999694824219,74.95999908447266,76.29000091552734,5717700.0,,,,,
2024-07-19,72.52999877929688,75.37000274658203,72.0199966430664,75.02999877929688,6339600.0,,,,,
2024-07-22,77.33000183105469,77.55999755859375,73.76000213623047,75.33999633789062,7758500.0,,,,,
2024-07-23,73.38999938964844,75.38999938964844,72.81999969482422,75.0,7557800.0,,,,,
2024-07-24,70.11000061035156,73.69000244140625,69.94999694824219,73.0999984741211,8138500.0,,,,,
2024-07-25,67.54000091552734,70.72000122070312,66.77999877929688,67.83999633789062,9670800.0,,,,,
2024-07-26,70.16999816894531,70.77999877929688,68.66000366210938,69.1500015258789,7765500.0,,,,,
2024-07-29,78.2699966430664,80.08000183105469,75.5,75.9000015258789,22288700.0,,,,,
2024-07-30,73.97000122070312,78.19000244140625,73.76000213623047,77.80000305175781,11851700.0,,,,,
2024-07-31,78.25,79.44999694824219,74.83000183105469,75.80000305175781,11047900.0,,,,,
2024-08-01,71.9000015258789,76.9000015258789,70.9800033569336,76.27999877929688,11569500.0,,,,,
2024-08-02,67.94999694824219,69.8499984741211,67.12999725341797,69.5,11552900.0,,,,,
2024-08-05,68.97000122070312,71.91999816894531,66.51000213623047,66.8499984741211,10311900.0,,,,,
2024-08-06,68.51000213623047,70.72000122070312,67.44999694824219,69.0199966430664,6388300.0,,,,,
2024-08-07,66.38999938964844,71.20999908447266,66.18000030517578,70.08000183105469,7370100.0,,,,,
2024-08-08,72.2300033569336,72.4800033569336,68.2300033569336,68.94999694824219,9541700.0,,,,,
2024-08-09,71.30000305175781,71.88999938964844,69.91999816894531,70.97000122070312,4275600.0,,,,,
2024-08-12,70.37000274658203,71.66000366210938,69.61000061035156,71.31999969482422,3962500.0,,,,,
2024-08-13,72.91000366210938,73.33999633789062,70.72000122070312,71.38999938964844,5650600.0,,,,,
2024-08-14,71.08000183105469,73.23999786376953,70.27999877929688,73.05000305175781,5065100.0,,,,,
2024-08-15,75.87999725341797,76.62000274658203,72.81999969482422,73.0,8367500.0,,,,,
2024-08-16,75.83999633789062,76.4800033569336,74.81999969482422,75.0,5390100.0,,,,,
2024-08-19,77.72000122070312,77.7699966430664,75.01000213623047,75.63999938964844,5014000.0,,,,,
2024-08-20,75.81999969482422,77.08000183105469,75.20999908447266,76.77999877929688,5060000.0,,,,,
2024-08-21,76.68000030517578,77.94000244140625,75.88999938964844,76.95999908447266,5330300.0,,,,,
2024-08-22,73.37000274658203,77.0,73.11000061035156,76.97000122070312,7232300.0,,,,,
2024-08-23,76.36000061035156,76.44999694824219,74.33000183105469,74.66999816894531,5685500.0,,,,,
2024-08-26,74.81999969482422,76.25,74.37999725341797,76.22000122070312,5173700.0,,,,,
2024-08-27,76.05999755859375,76.68000030517578,73.08999633789062,74.33999633789062,3806000.0,,,,,
2024-08-28,74.62999725341797,76.18000030517578,73.70999908447266,76.0,4758900.0,,,,,
2024-08-29,76.30000305175781,78.61000061035156,75.4800033569336,75.93000030517578,4845200.0,,,,,
2024-08-30,77.87000274658203,78.47000122070312,76.66000366210938,78.12000274658203,4811900.0,,,,,
