Date,Close,High,Low,Open,Volume,"('Close', 'PLCE')","('High', 'PLCE')","('Low', 'PLCE')","('Open', 'PLCE')","('Volume', 'PLCE')"
2024-06-03,13.0,14.15999984741211,12.600000381469728,12.600000381469728,1143000.0,,,,,
2024-06-04,11.670000076293944,13.020000457763672,11.130000114440918,12.859999656677246,948900.0,,,,,
2024-06-05,11.399999618530272,12.600000381469728,10.770000457763672,12.15999984741211,1023600.0,,,,,
2024-06-06,11.079999923706056,11.399999618530272,9.550000190734863,11.34000015258789,1386100.0,,,,,
2024-06-07,10.140000343322754,11.489999771118164,10.020000457763672,10.75,667200.0,,,,,
2024-06-10,9.829999923706056,10.1899995803833,9.640000343322754,10.06999969482422,617300.0,,,,,
2024-06-11,9.75,10.050000190734863,9.170000076293944,9.489999771118164,549500.0,,,,,
2024-06-12,9.510000228881836,10.40999984741211,9.479999542236328,10.0600004196167,633600.0,,,,,
2024-06-13,8.800000190734863,9.770000457763672,8.550000190734863,9.5,1017000.0,,,,,
2024-06-14,8.270000457763672,8.9399995803833,8.180000305175781,8.800000190734863,640100.0,,,,,
2024-06-17,7.46999979019165,8.15999984741211,7.389999866485596,8.020000457763672,874400.0,,,,,
2024-06-18,7.099999904632568,7.519999980926514,6.900000095367432,7.519999980926514,1096800.0,,,,,
2024-06-20,6.840000152587891,7.230000019073486,6.710000038146973,7.099999904632568,929100.0,,,,,
2024-06-21,7.960000038146973,8.699999809265137,6.829999923706055,6.980000019073486,2872900.0,,,,,
2024-06-24,8.619999885559082,9.010000228881836,7.949999809265137,8.0,1458300.0,,,,,
2024-06-25,8.770000457763672,8.850000381469727,8.199999809265137,8.829999923706055,804000.0,,,,,
2024-06-26,8.350000381469727,9.210000038146973,8.260000228881836,8.5600004196167,623700.0,,,,,
2024-06-27,8.350000381469727,8.489999771118164,7.869999885559082,8.279999732971191,506600.0,,,,,
2024-06-28,8.140000343322754,8.739999771118164,8.050000190734863,8.390000343322754,2036100.0,,,,,
2024-07-01,7.599999904632568,8.350000381469727,7.559999942779541,8.149999618530273,723400.0,,,,,
2024-07-02,7.710000038146973,7.949999809265137,7.550000190734863,7.550000190734863,461700.0,,,,,
2024-07-03,7.71999979019165,8.109999656677246,7.599999904632568,7.809999942779541,300100.0,,,,,
2024-07-05,7.71999979019165,8.260000228881836,7.639999866485596,7.710000038146973,625200.0,,,,,
2024-07-08,8.069999694824219,8.640000343322754,7.710000038146973,7.809999942779541,481300.0,,,,,
2024-07-09,8.989999771118164,9.050000190734863,7.809999942779541,8.279999732971191,520500.0,,,,,
2024-07-10,8.539999961853027,9.0600004196167,8.380000114440918,8.819999694824219,444400.0,,,,,
2024-07-11,9.579999923706056,9.829999923706056,8.65999984741211,8.65999984741211,845100.0,,,,,
2024-07-12,9.239999771118164,10.18000030517578,9.15999984741211,9.6899995803833,531100.0,,,,,
2024-07-15,8.34000015258789,9.369999885559082,8.300000190734863,9.279999732971191,559500.0,,,,,
2024-07-16,8.630000114440918,8.75,8.229999542236328,8.479999542236328,550300.0,,,,,
2024-07-17,8.050000190734863,8.979999542236328,7.980000019073486,8.640000343322754,514900.0,,,,,
2024-07-18,7.659999847412109,8.270000457763672,7.579999923706055,8.020000457763672,773700.0,,,,,
2024-07-19,7.590000152587891,7.809999942779541,7.53000020980835,7.659999847412109,432000.0,,,,,
2024-07-22,7.789999961853027,7.940000057220459,7.400000095367432,7.679999828338623,410200.0,,,,,
2024-07-23,7.639999866485596,8.170000076293945,7.559999942779541,7.789999961853027,522400.0,,,,,
2024-07-24,7.130000114440918,7.800000190734863,7.010000228881836,7.539999961853027,794300.0,,,,,
2024-07-25,7.710000038146973,8.010000228881836,7.079999923706055,7.079999923706055,579100.0,,,,,
2024-07-26,7.869999885559082,8.0600004196167,7.670000076293945,7.789999961853027,313200.0,,,,,
