Date,Close,High,Low,Open,Volume,"('Close', 'LEU')","('High', 'LEU')","('Low', 'LEU')","('Open', 'LEU')","('Volume', 'LEU')"
2024-06-03,47.09000015258789,50.459999084472656,46.63999938964844,50.2599983215332,205700.0,,,,,
2024-06-04,45.09999847412109,46.9900016784668,43.540000915527344,46.9900016784668,310100.0,,,,,
2024-06-05,45.380001068115234,45.61000061035156,44.70000076293945,45.09999847412109,173600.0,,,,,
2024-06-06,46.95000076293945,47.61000061035156,45.869998931884766,46.040000915527344,280500.0,,,,,
2024-06-07,43.560001373291016,46.95000076293945,43.09999847412109,46.93000030517578,274000.0,,,,,
2024-06-10,44.70000076293945,45.25,43.959999084472656,44.18999862670898,218100.0,,,,,
2024-06-11,41.97999954223633,44.70000076293945,41.70000076293945,44.5,243500.0,,,,,
2024-06-12,42.59000015258789,42.970001220703125,41.900001525878906,42.84000015258789,292800.0,,,,,
2024-06-13,43.18999862670898,43.5,42.630001068115234,42.630001068115234,179100.0,,,,,
2024-06-14,41.720001220703125,43.7599983215332,41.45000076293945,43.29999923706055,171200.0,,,,,
2024-06-17,41.84999847412109,44.0,40.2400016784668,41.709999084472656,313200.0,,,,,
2024-06-18,41.68999862670898,43.68000030517578,41.630001068115234,42.0,197500.0,,,,,
2024-06-20,42.630001068115234,44.2400016784668,42.290000915527344,42.380001068115234,261200.0,,,,,
2024-06-21,43.75,43.7599983215332,41.65999984741211,42.5,898800.0,,,,,
2024-06-24,43.79999923706055,44.869998931884766,43.09999847412109,43.81999969482422,272000.0,,,,,
2024-06-25,44.61000061035156,45.04999923706055,43.09999847412109,43.29999923706055,342800.0,,,,,
2024-06-26,44.0,45.27000045776367,42.72999954223633,44.16999816894531,228200.0,,,,,
2024-06-27,42.52000045776367,44.08000183105469,41.70000076293945,43.880001068115234,244000.0,,,,,
2024-06-28,42.75,43.7400016784668,41.77000045776367,43.25,733100.0,,,,,
2024-07-01,41.900001525878906,43.459999084472656,41.290000915527344,43.459999084472656,187800.0,,,,,
2024-07-02,41.9900016784668,42.560001373291016,41.220001220703125,41.220001220703125,186100.0,,,,,
2024-07-03,42.22999954223633,43.15999984741211,42.0,42.5,146300.0,,,,,
2024-07-05,41.380001068115234,42.31999969482422,40.72999954223633,42.06999969482422,192000.0,,,,,
2024-07-08,39.220001220703125,42.11000061035156,38.68999862670898,41.790000915527344,320600.0,,,,,
2024-07-09,40.75,41.09000015258789,38.900001525878906,39.11000061035156,256000.0,,,,,
2024-07-10,41.97999954223633,43.0,40.97999954223633,40.97999954223633,331600.0,,,,,
2024-07-11,46.130001068115234,46.13999938964844,41.58000183105469,43.0,270300.0,,,,,
2024-07-12,48.790000915527344,48.93000030517578,46.0099983215332,46.61000061035156,359400.0,,,,,
2024-07-15,47.25,49.45000076293945,46.79999923706055,49.40999984741211,302200.0,,,,,
2024-07-16,48.880001068115234,48.959999084472656,46.70000076293945,48.06999969482422,226100.0,,,,,
2024-07-17,45.040000915527344,48.83000183105469,44.79999923706055,48.15999984741211,277300.0,,,,,
2024-07-18,44.0099983215332,45.81999969482422,43.91999816894531,44.900001525878906,151800.0,,,,,
2024-07-19,44.34999847412109,45.41999816894531,42.5,44.02000045776367,366800.0,,,,,
2024-07-22,43.65999984741211,44.619998931884766,42.7599983215332,44.09999847412109,201400.0,,,,,
2024-07-23,43.58000183105469,44.470001220703125,42.2400016784668,43.18999862670898,161600.0,,,,,
2024-07-24,42.54999923706055,43.86000061035156,42.310001373291016,43.86000061035156,146700.0,,,,,
2024-07-25,41.79999923706055,43.25,41.7400016784668,42.18999862670898,209700.0,,,,,
2024-07-26,42.68999862670898,42.84999847412109,41.4900016784668,42.06999969482422,112100.0,,,,,
2024-07-29,41.59999847412109,43.29999923706055,41.25,42.790000915527344,165600.0,,,,,
2024-07-30,42.54999923706055,42.720001220703125,41.2400016784668,41.54999923706055,142000.0,,,,,
2024-07-31,43.68999862670898,44.650001525878906,42.63999938964844,42.84999847412109,176200.0,,,,,
2024-08-01,40.72999954223633,43.91999816894531,39.5,43.91999816894531,297100.0,,,,,
2024-08-02,37.59999847412109,39.7400016784668,37.25,39.45000076293945,264200.0,,,,,
2024-08-05,36.47999954223633,36.5,33.5099983215332,34.779998779296875,306000.0,,,,,
2024-08-06,36.0,37.5,35.41999816894531,36.90999984741211,220600.0,,,,,
2024-08-07,42.29999923706055,43.790000915527344,39.9900016784668,43.790000915527344,547200.0,,,,,
