Date,Close,High,Low,Open,Volume,"('Close', 'MAMO')","('High', 'MAMO')","('Low', 'MAMO')","('Open', 'MAMO')","('Volume', 'MAMO')"
2024-05-14,4.110000133514404,4.300000190734863,3.982000112533569,4.300000190734863,27900.0,,,,,
2024-05-15,4.019999980926514,4.239999771118164,3.9800000190734863,4.239999771118164,32600.0,,,,,
2024-05-16,3.920000076293945,4.139999866485596,3.890000104904175,4.019999980926514,46800.0,,,,,
2024-05-17,3.799999952316284,4.090000152587891,3.799999952316284,4.019999980926514,39500.0,,,,,
2024-05-20,3.7799999713897705,4.0,3.75,3.892999887466431,22200.0,,,,,
2024-05-21,4.050000190734863,4.050000190734863,3.763000011444092,3.763000011444092,47600.0,,,,,
2024-05-22,3.880000114440918,3.950000047683716,3.680000066757202,3.910000085830689,27000.0,,,,,
2024-05-23,3.7799999713897705,3.950000047683716,3.7799999713897705,3.829999923706055,11400.0,,,,,
2024-05-24,3.7100000381469727,3.849999904632568,3.700000047683716,3.799999952316284,23400.0,,,,,
2024-05-28,3.660000085830689,3.7739999294281006,3.660000085830689,3.680000066757202,14900.0,,,,,
2024-05-29,3.630000114440918,3.75,3.630000114440918,3.660000085830689,4100.0,,,,,
2024-05-30,3.650000095367432,3.736999988555908,3.640000104904175,3.640000104904175,4100.0,,,,,
2024-05-31,3.539999961853028,3.740000009536743,3.539999961853028,3.740000009536743,6200.0,,,,,
2024-06-03,3.690000057220459,3.740000009536743,3.539999961853028,3.539999961853028,14200.0,,,,,
2024-06-04,3.775000095367432,3.799999952316284,3.700000047683716,3.700000047683716,14200.0,,,,,
2024-06-05,3.799999952316284,3.799999952316284,3.563999891281128,3.700000047683716,5800.0,,,,,
2024-06-06,3.559999942779541,3.799999952316284,3.5299999713897705,3.7899999618530273,36800.0,,,,,
2024-06-07,3.5799999237060547,3.740000009536743,3.5299999713897705,3.740000009536743,7800.0,,,,,
2024-06-10,3.506999969482422,3.630000114440918,3.506999969482422,3.609999895095825,15500.0,,,,,
2024-06-11,3.509999990463257,3.6670000553131104,3.5,3.5,7700.0,,,,,
