Date,Close,High,Low,Open,Volume,"('Close', 'FSLR')","('High', 'FSLR')","('Low', 'FSLR')","('Open', 'FSLR')","('Volume', 'FSLR')"
2024-06-03,272.7200012207031,283.5,271.4100036621094,273.260009765625,3279900.0,,,,,
2024-06-04,266.1700134277344,278.1000061035156,265.42999267578125,274.04998779296875,2292600.0,,,,,
2024-06-05,273.0599975585937,285.5199890136719,266.5400085449219,268.1700134277344,2906300.0,,,,,
2024-06-06,273.45001220703125,278.5,267.3599853515625,270.0,2154300.0,,,,,
2024-06-07,267.3399963378906,279.95001220703125,265.0899963378906,266.8500061035156,2556400.0,,,,,
2024-06-10,279.79998779296875,283.9599914550781,263.07000732421875,265.9100036621094,3450900.0,,,,,
2024-06-11,294.5299987792969,294.5799865722656,275.4200134277344,279.8900146484375,4102600.0,,,,,
2024-06-12,300.7099914550781,306.7699890136719,296.3999938964844,300.5,3730900.0,,,,,
2024-06-13,291.5599975585937,304.5199890136719,287.0199890136719,300.239990234375,2571800.0,,,,,
2024-06-14,273.6099853515625,290.8999938964844,272.8099975585937,288.17999267578125,3173700.0,,,,,
2024-06-17,261.3299865722656,274.0799865722656,254.2400054931641,273.2099914550781,5104300.0,,,,,
2024-06-18,262.3699951171875,263.70001220703125,253.57000732421875,255.2899932861328,2960700.0,,,,,
2024-06-20,260.07000732421875,262.8699951171875,253.6100006103516,260.0,2814500.0,,,,,
2024-06-21,258.8699951171875,266.5599975585937,256.010009765625,259.32000732421875,3970100.0,,,,,
2024-06-24,261.2799987792969,268.1199951171875,254.50999450683597,256.6499938964844,2519700.0,,,,,
2024-06-25,256.739990234375,261.0,255.08999633789065,259.82000732421875,1439500.0,,,,,
2024-06-26,247.92999267578125,256.42999267578125,243.2899932861328,256.42999267578125,2807700.0,,,,,
2024-06-27,249.9199981689453,251.63999938964844,243.42999267578125,245.8999938964844,1921200.0,,,,,
2024-06-28,225.4600067138672,248.72999572753903,225.1199951171875,248.72999572753903,6087900.0,,,,,
2024-07-01,222.7100067138672,226.17999267578125,217.25999450683597,224.75,3592300.0,,,,,
2024-07-02,216.72999572753903,227.5399932861328,214.3699951171875,222.6499938964844,3188400.0,,,,,
2024-07-03,231.1100006103516,231.72000122070312,216.7700042724609,220.0500030517578,3989500.0,,,,,
2024-07-05,222.1199951171875,233.5800018310547,220.8000030517578,231.50999450683597,2474500.0,,,,,
2024-07-08,227.1199951171875,231.9900054931641,223.19000244140625,227.9600067138672,2220600.0,,,,,
2024-07-09,225.22999572753903,229.77999877929688,222.6999969482422,227.0,1571900.0,,,,,
2024-07-10,228.57000732421875,231.2700042724609,224.8999938964844,226.8699951171875,1642500.0,,,,,
2024-07-11,233.4499969482422,240.9600067138672,228.3699951171875,236.0,2476900.0,,,,,
2024-07-12,233.2400054931641,238.7899932861328,232.3999938964844,235.6999969482422,1641000.0,,,,,
2024-07-15,213.4199981689453,220.3600006103516,209.2100067138672,220.22000122070312,5197200.0,,,,,
2024-07-16,221.25,223.72999572753903,213.0,216.8999938964844,3100800.0,,,,,
2024-07-17,208.1699981689453,217.94000244140625,206.8500061035156,215.55999755859372,3385300.0,,,,,
2024-07-18,213.5800018310547,217.8000030517578,209.75999450683597,213.6499938964844,3234600.0,,,,,
2024-07-19,216.42999267578125,218.3500061035156,211.7899932861328,214.0,2565200.0,,,,,
2024-07-22,220.2400054931641,226.25999450683597,217.82000732421875,225.50999450683597,2525500.0,,,,,
2024-07-23,223.00999450683597,226.8000030517578,220.0,222.8600006103516,1916200.0,,,,,
2024-07-24,221.3300018310547,232.8699951171875,221.00999450683597,224.0200042724609,2298200.0,,,,,
2024-07-25,216.19000244140625,224.1100006103516,215.00999450683597,218.77999877929688,1654100.0,,,,,
2024-07-26,226.7400054931641,230.7899932861328,220.5,221.57000732421875,2209300.0,,,,,
2024-07-29,220.3999938964844,229.16000366210935,218.6999969482422,226.75,2020900.0,,,,,
2024-07-30,210.88999938964844,224.4600067138672,209.25,222.0,3448000.0,,,,,
2024-07-31,215.9900054931641,227.5,209.7899932861328,220.1199951171875,5256400.0,,,,,
2024-08-01,218.5,227.9900054931641,215.3300018310547,219.1000061035156,3359000.0,,,,,
2024-08-02,213.0500030517578,223.30999755859372,210.72000122070312,216.6999969482422,2782400.0,,,,,
2024-08-05,207.08999633789065,212.16000366210935,195.2700042724609,201.0,2684900.0,,,,,
2024-08-06,210.4499969482422,215.8800048828125,205.0,206.30999755859372,1797100.0,,,,,
2024-08-07,208.75999450683597,219.6699981689453,208.3800048828125,216.5,1501300.0,,,,,
2024-08-08,213.1300048828125,215.2700042724609,204.0,208.5,1723800.0,,,,,
2024-08-09,211.8000030517578,213.6999969482422,207.0,210.1300048828125,815000.0,,,,,
2024-08-12,219.22999572753903,220.5200042724609,212.1999969482422,212.8500061035156,1691500.0,,,,,
2024-08-13,230.2700042724609,232.2100067138672,221.6699981689453,222.0,2365600.0,,,,,
2024-08-14,225.5399932861328,232.7700042724609,225.13999938964844,232.5200042724609,1266800.0,,,,,
2024-08-15,229.5800018310547,233.08999633789065,225.8000030517578,228.5,1267500.0,,,,,
2024-08-16,225.3999938964844,229.97000122070312,222.52999877929688,229.0,1479600.0,,,,,
2024-08-19,228.3800048828125,231.97999572753903,224.97999572753903,225.0,1274800.0,,,,,
2024-08-20,220.1999969482422,230.88999938964844,217.19000244140625,227.0200042724609,1805900.0,,,,,
2024-08-21,222.6300048828125,224.4199981689453,219.4499969482422,222.0,882800.0,,,,,
2024-08-22,218.25999450683597,224.0,217.7700042724609,222.0,941200.0,,,,,
2024-08-23,231.07000732421875,231.27999877929688,219.0399932861328,220.0,1274300.0,,,,,
2024-08-26,233.19000244140625,244.2100067138672,233.0399932861328,236.22000122070312,2461100.0,,,,,
2024-08-27,235.4199981689453,235.5399932861328,226.8999938964844,230.47999572753903,1300400.0,,,,,
2024-08-28,228.57000732421875,238.1100006103516,226.00999450683597,235.07000732421875,1087000.0,,,,,
2024-08-29,223.1000061035156,234.27999877929688,222.6300048828125,231.0,1186400.0,,,,,
2024-08-30,227.3699951171875,228.41000366210935,223.4499969482422,224.6699981689453,1235100.0,,,,,
2024-09-03,212.7400054931641,229.4900054931641,210.88999938964844,226.6499938964844,2498500.0,,,,,
2024-09-04,215.3999938964844,217.97999572753903,211.1000061035156,211.67999267578125,1156200.0,,,,,
2024-09-05,214.75999450683597,217.22000122070312,213.25999450683597,216.19000244140625,1081500.0,,,,,
2024-09-06,208.6499938964844,217.47999572753903,207.42999267578125,214.0,1318800.0,,,,,
2024-09-09,205.3600006103516,210.1999969482422,204.3999938964844,209.57000732421875,1407500.0,,,,,
2024-09-10,208.22000122070312,208.5399932861328,202.1499938964844,205.7400054931641,1218400.0,,,,,
2024-09-11,239.83999633789065,241.66000366210935,214.4199981689453,215.5,5552500.0,,,,,
2024-09-12,235.9499969482422,239.9900054931641,228.5500030517578,236.75,2584500.0,,,,,
2024-09-13,228.7899932861328,243.80999755859372,227.42999267578125,242.67999267578125,2176300.0,,,,,
2024-09-16,233.30999755859372,235.32000732421875,225.75,228.7899932861328,1603000.0,,,,,
2024-09-17,239.97999572753903,241.5,232.0,233.3600006103516,1648800.0,,,,,
2024-09-18,241.80999755859372,251.6699981689453,237.3999938964844,240.0,2487300.0,,,,,
2024-09-19,240.4499969482422,251.4900054931641,239.7100067138672,251.3800048828125,2079000.0,,,,,
2024-09-20,240.1999969482422,241.6300048828125,234.7899932861328,236.1499938964844,1899500.0,,,,,
2024-09-23,249.27999877929688,249.77999877929688,236.0,241.16000366210935,1752000.0,,,,,
2024-09-24,244.72999572753903,250.47000122070312,242.57000732421875,250.2700042724609,1806800.0,,,,,
2024-09-25,241.72000122070312,245.52999877929688,239.32000732421875,244.72999572753903,1369900.0,,,,,
2024-09-26,255.66000366210935,257.8699951171875,248.1100006103516,249.3600006103516,2661600.0,,,,,
2024-09-27,255.75,262.7200012207031,254.3999938964844,258.3299865722656,2011700.0,,,,,
2024-09-30,249.44000244140625,255.6300048828125,247.2899932861328,251.72000122070312,1666700.0,,,,,
2024-10-01,240.66000366210935,252.8999938964844,233.0,249.44000244140625,3040100.0,,,,,
2024-10-02,234.44000244140625,238.9900054931641,228.1000061035156,238.7100067138672,2612700.0,,,,,
2024-10-03,235.1199951171875,237.72000122070312,232.32000732421875,234.0800018310547,970500.0,,,,,
2024-10-04,231.1300048828125,240.6000061035156,226.0200042724609,239.55999755859372,1734900.0,,,,,
2024-10-07,229.6199951171875,231.1499938964844,226.3000030517578,230.1699981689453,1302600.0,,,,,
2024-10-08,225.63999938964844,231.6000061035156,223.1699981689453,228.08999633789065,1508800.0,,,,,
