Date,Close,High,Low,Open,Volume,"('Close', 'SBET')","('High', 'SBET')","('Low', 'SBET')","('Open', 'SBET')","('Volume', 'SBET')"
2024-06-03,11.399999618530272,11.880000114440918,10.800000190734863,11.399999618530272,2367.0,,,,,
2024-06-04,11.039999961853027,12.0,10.5600004196167,11.399999618530272,1142.0,,,,,
2024-06-05,9.960000038146973,11.15999984741211,9.960000038146973,11.15999984741211,1533.0,,,,,
2024-06-06,10.920000076293944,10.920000076293944,9.960000038146973,10.5600004196167,400.0,,,,,
2024-06-07,10.800000190734863,10.800000190734863,10.31999969482422,10.800000190734863,108.0,,,,,
2024-06-10,10.079999923706056,11.15999984741211,9.960000038146973,10.800000190734863,433.0,,,,,
2024-06-11,10.800000190734863,11.15999984741211,10.199999809265137,11.15999984741211,400.0,,,,,
2024-06-12,10.800000190734863,11.15999984741211,10.079999923706056,10.199999809265137,542.0,,,,,
2024-06-13,10.68000030517578,11.15999984741211,10.68000030517578,11.15999984741211,92.0,,,,,
2024-06-14,10.079999923706056,11.399999618530272,9.239999771118164,10.800000190734863,2100.0,,,,,
2024-06-17,9.720000267028809,10.920000076293944,9.720000267028809,10.5600004196167,92.0,,,,,
2024-06-18,9.479999542236328,10.079999923706056,9.479999542236328,9.960000038146973,492.0,,,,,
2024-06-20,9.0,10.5600004196167,7.320000171661377,10.5600004196167,1592.0,,,,,
2024-06-21,9.0,9.359999656677246,8.880000114440918,9.119999885559082,3067.0,,,,,
2024-06-24,9.0,9.0,9.0,9.0,175.0,,,,,
2024-06-25,8.399999618530273,9.600000381469728,8.279999732971191,9.600000381469728,833.0,,,,,
2024-06-26,7.800000190734863,9.0,7.800000190734863,8.15999984741211,800.0,,,,,
2024-06-27,7.679999828338623,8.15999984741211,7.679999828338623,8.15999984741211,208.0,,,,,
2024-06-28,7.199999809265137,7.679999828338623,6.71999979019165,7.320000171661377,1617.0,,,,,
2024-07-01,7.079999923706055,7.559999942779541,7.079999923706055,7.199999809265137,159917.0,,,,,
2024-07-02,5.519999980926514,6.599999904632568,5.400000095367432,6.239999771118164,14050.0,,,,,
2024-07-03,5.880000114440918,5.880000114440918,5.159999847412109,5.519999980926514,2700.0,,,,,
2024-07-05,5.519999980926514,5.639999866485596,5.159999847412109,5.519999980926514,1792.0,,,,,
2024-07-08,6.239999771118164,8.279999732971191,5.28000020980835,5.400000095367432,63008.0,,,,,
2024-07-09,6.599999904632568,7.199999809265137,6.360000133514404,6.480000019073486,5550.0,,,,,
2024-07-10,7.440000057220459,7.559999942779541,6.599999904632568,6.840000152587891,4525.0,,,,,
2024-07-11,7.320000171661377,8.15999984741211,6.480000019073486,7.800000190734863,7375.0,,,,,
2024-07-12,7.440000057220459,7.679999828338623,6.480000019073486,7.679999828338623,2325.0,,,,,
2024-07-15,7.320000171661377,7.800000190734863,6.71999979019165,7.079999923706055,650.0,,,,,
2024-07-16,7.079999923706055,7.199999809265137,6.71999979019165,6.71999979019165,2608.0,,,,,
2024-07-17,7.800000190734863,7.800000190734863,6.599999904632568,7.079999923706055,1483.0,,,,,
2024-07-18,7.920000076293945,8.039999961853027,7.679999828338623,7.920000076293945,3708.0,,,,,
2024-07-19,7.199999809265137,7.920000076293945,7.199999809265137,7.920000076293945,3308.0,,,,,
2024-07-22,7.199999809265137,7.559999942779541,7.199999809265137,7.199999809265137,1517.0,,,,,
2024-07-23,6.71999979019165,7.559999942779541,6.71999979019165,7.440000057220459,1658.0,,,,,
2024-07-24,7.079999923706055,7.440000057220459,6.71999979019165,6.71999979019165,4258.0,,,,,
2024-07-25,7.440000057220459,7.559999942779541,6.960000038146973,7.199999809265137,242.0,,,,,
2024-07-26,6.960000038146973,7.320000171661377,6.960000038146973,7.320000171661377,633.0,,,,,
