Date,Close,High,Low,Open,Volume,"('Close', 'NRGV')","('High', 'NRGV')","('Low', 'NRGV')","('Open', 'NRGV')","('Volume', 'NRGV')"
2024-06-03,1.190000057220459,1.3700000047683716,1.1799999475479126,1.3600000143051147,788800.0,,,,,
2024-06-04,1.2000000476837158,1.2100000381469729,1.1200000047683716,1.190000057220459,396700.0,,,,,
2024-06-05,1.2899999618530271,1.2899999618530271,1.149999976158142,1.2100000381469729,474600.0,,,,,
2024-06-06,1.190000057220459,1.2899999618530271,1.1799999475479126,1.2899999618530271,471000.0,,,,,
2024-06-07,1.149999976158142,1.2000000476837158,1.1399999856948853,1.190000057220459,521600.0,,,,,
2024-06-10,1.159999966621399,1.2400000095367432,1.149999976158142,1.159999966621399,545100.0,,,,,
2024-06-11,1.159999966621399,1.190000057220459,1.100000023841858,1.159999966621399,535200.0,,,,,
2024-06-12,1.159999966621399,1.2300000190734863,1.149999976158142,1.2200000286102295,285600.0,,,,,
2024-06-13,1.1100000143051147,1.1799999475479126,1.090000033378601,1.1799999475479126,523000.0,,,,,
2024-06-14,1.0800000429153442,1.1200000047683716,1.0499999523162842,1.1200000047683716,632400.0,,,,,
2024-06-17,1.059999942779541,1.090000033378601,1.0449999570846558,1.0800000429153442,401300.0,,,,,
2024-06-18,1.0499999523162842,1.1100000143051147,1.0199999809265137,1.0499999523162842,389900.0,,,,,
2024-06-20,0.9649999737739564,1.059999942779541,0.959999978542328,1.0399999618530271,953600.0,,,,,
2024-06-21,0.9670000076293944,1.0299999713897705,0.9330000281333924,0.9559999704360962,1497900.0,,,,,
2024-06-24,0.9470000267028807,0.9900000095367432,0.9399999976158142,0.959999978542328,566300.0,,,,,
2024-06-25,0.9409999847412108,0.9700000286102296,0.9100000262260436,0.9300000071525574,511800.0,,,,,
2024-06-26,0.996999979019165,0.996999979019165,0.9399999976158142,0.9399999976158142,503300.0,,,,,
2024-06-27,1.0199999809265137,1.0199999809265137,0.9710000157356262,1.0,1553600.0,,,,,
2024-06-28,0.949999988079071,1.0199999809265137,0.9319999814033508,1.0099999904632568,1081300.0,,,,,
2024-07-01,0.9509999752044678,0.9800000190734864,0.9399999976158142,0.9399999976158142,394600.0,,,,,
2024-07-02,0.9639999866485596,0.972000002861023,0.9300000071525574,0.9300000071525574,240000.0,,,,,
2024-07-03,1.0,1.0,0.949999988079071,0.949999988079071,196900.0,,,,,
2024-07-05,0.9679999947547911,1.0,0.9330000281333924,0.9950000047683716,342200.0,,,,,
2024-07-08,0.9900000095367432,1.0199999809265137,0.949999988079071,0.975000023841858,580600.0,,,,,
2024-07-09,0.9819999933242798,1.0199999809265137,0.9589999914169312,0.9739999771118164,264200.0,,,,,
2024-07-10,1.0399999618530271,1.059999942779541,0.9610000252723694,0.9800000190734864,292200.0,,,,,
2024-07-11,1.1799999475479126,1.2100000381469729,1.059999942779541,1.059999942779541,688600.0,,,,,
2024-07-12,1.3300000429153442,1.3700000047683716,1.1799999475479126,1.190000057220459,1353400.0,,,,,
2024-07-15,1.309999942779541,1.3600000143051147,1.2300000190734863,1.350000023841858,772900.0,,,,,
2024-07-16,1.4299999475479126,1.440000057220459,1.2799999713897705,1.3200000524520874,564100.0,,,,,
2024-07-17,1.2899999618530271,1.4299999475479126,1.2599999904632568,1.399999976158142,594200.0,,,,,
2024-07-18,1.1399999856948853,1.2999999523162842,1.100000023841858,1.2599999904632568,539500.0,,,,,
2024-07-19,1.1399999856948853,1.2599999904632568,1.100000023841858,1.149999976158142,444400.0,,,,,
2024-07-22,1.1200000047683716,1.1510000228881836,1.090000033378601,1.1399999856948853,400800.0,,,,,
2024-07-23,1.1299999952316284,1.14900004863739,1.059999942779541,1.090000033378601,444800.0,,,,,
2024-07-24,1.0800000429153442,1.1699999570846558,1.0800000429153442,1.1399999856948853,410600.0,,,,,
2024-07-25,1.149999976158142,1.190000057220459,1.0800000429153442,1.100000023841858,625300.0,,,,,
2024-07-26,1.2000000476837158,1.2000000476837158,1.149999976158142,1.2000000476837158,528800.0,,,,,
2024-07-29,1.1200000047683716,1.2400000095367432,1.100000023841858,1.2400000095367432,449700.0,,,,,
2024-07-30,1.0800000429153442,1.1399999856948853,1.0700000524520874,1.1399999856948853,400400.0,,,,,
2024-07-31,1.0199999809265137,1.090000033378601,1.0099999904632568,1.090000033378601,826000.0,,,,,
2024-08-01,1.059999942779541,1.100000023841858,1.0199999809265137,1.0199999809265137,439100.0,,,,,
2024-08-02,1.0299999713897705,1.090000033378601,1.0099999904632568,1.0299999713897705,471900.0,,,,,
2024-08-05,1.0499999523162842,1.0499999523162842,0.9760000109672546,0.9900000095367432,919500.0,,,,,
2024-08-06,1.0099999904632568,1.0499999523162842,0.9700000286102296,1.0399999618530271,521600.0,,,,,
2024-08-07,0.8700000047683716,1.0,0.8700000047683716,1.0,1394200.0,,,,,
2024-08-08,0.9190000295639038,0.9190000295639038,0.8799999952316284,0.9100000262260436,377600.0,,,,,
2024-08-09,0.8199999928474426,0.9259999990463256,0.8130000233650208,0.9210000038146972,694600.0,,,,,
2024-08-12,0.8320000171661377,0.8479999899864197,0.8029999732971191,0.8100000023841858,677300.0,,,,,
2024-08-13,0.8349999785423279,0.843999981880188,0.7889999747276306,0.843999981880188,451300.0,,,,,
2024-08-14,0.7850000262260437,0.8379999995231628,0.7839999794960022,0.8199999928474426,437200.0,,,,,
2024-08-15,0.972000002861023,0.975000023841858,0.800000011920929,0.800000011920929,405000.0,,,,,
2024-08-16,0.9760000109672546,0.9940000176429749,0.8999999761581421,0.959999978542328,291100.0,,,,,
2024-08-19,0.959999978542328,0.9800000190734864,0.9419999718666076,0.9800000190734864,304800.0,,,,,
2024-08-20,0.9290000200271606,0.9639999866485596,0.9179999828338624,0.949999988079071,294700.0,,,,,
2024-08-21,1.0499999523162842,1.059999942779541,0.9100000262260436,0.9330000281333924,617100.0,,,,,
2024-08-22,0.9549999833106996,1.0299999713897705,0.9390000104904176,1.0299999713897705,484400.0,,,,,
2024-08-23,1.0800000429153442,1.0800000429153442,0.9900000095367432,0.9900000095367432,423000.0,,,,,
2024-08-26,1.0099999904632568,1.0950000286102295,1.0,1.090000033378601,449300.0,,,,,
2024-08-27,0.996999979019165,1.0099999904632568,0.959999978542328,0.9900000095367432,247700.0,,,,,
2024-08-28,0.9490000009536744,1.0140000581741333,0.9480000138282776,0.9919999837875366,239800.0,,,,,
2024-08-29,0.9980000257492064,1.0,0.930999994277954,0.949999988079071,215100.0,,,,,
2024-08-30,1.0099999904632568,1.0199999809265137,0.949999988079071,1.0,292700.0,,,,,
