Date,Close,High,Low,Open,Volume,"('Close', 'CRSP')","('High', 'CRSP')","('Low', 'CRSP')","('Open', 'CRSP')","('Volume', 'CRSP')"
2024-06-03,57.150001525878906,58.220001220703125,54.52000045776367,54.81999969482422,1457700.0,,,,,
2024-06-04,58.275001525878906,59.619998931884766,56.53900146484375,56.86000061035156,1294200.0,,,,,
2024-06-05,59.720001220703125,60.0,56.59999847412109,58.5,1150600.0,,,,,
2024-06-06,59.959999084472656,60.25899887084961,58.619998931884766,59.59999847412109,965700.0,,,,,
2024-06-07,57.869998931884766,60.07600021362305,57.76499938964844,58.97999954223633,1137800.0,,,,,
2024-06-10,59.9900016784668,60.08000183105469,56.79999923706055,57.0,1101600.0,,,,,
2024-06-11,62.310001373291016,63.41999816894531,58.27999877929688,59.56999969482422,1965400.0,,,,,
2024-06-12,64.83000183105469,67.87000274658203,63.61000061035156,64.19999694824219,2682500.0,,,,,
2024-06-13,65.26000213623047,67.87999725341797,64.9010009765625,66.0,1769800.0,,,,,
2024-06-14,63.560001373291016,65.38700103759766,63.4900016784668,64.77999877929688,1078400.0,,,,,
2024-06-17,61.78499984741211,62.88999938964844,61.13999938964844,62.84999847412109,1236400.0,,,,,
2024-06-18,60.56999969482422,62.167999267578125,60.40999984741211,62.02999877929688,903400.0,,,,,
2024-06-20,59.59999847412109,60.18999862670898,58.04999923706055,60.04999923706055,1262600.0,,,,,
2024-06-21,56.2400016784668,60.459999084472656,55.08000183105469,59.34000015258789,4015700.0,,,,,
2024-06-24,57.93999862670898,58.310001373291016,56.11000061035156,56.27000045776367,1097100.0,,,,,
2024-06-25,55.95000076293945,57.970001220703125,55.68000030517578,57.709999084472656,868600.0,,,,,
2024-06-26,56.630001068115234,56.79999923706055,55.0099983215332,55.470001220703125,1048900.0,,,,,
2024-06-27,55.380001068115234,57.97999954223633,55.310001373291016,56.65999984741211,1237000.0,,,,,
2024-06-28,54.0099983215332,55.69200134277344,53.33000183105469,55.52999877929688,1313500.0,,,,,
2024-07-01,53.95000076293945,55.66999816894531,53.31100082397461,54.02000045776367,1292700.0,,,,,
2024-07-02,53.1150016784668,53.97999954223633,52.52000045776367,53.97999954223633,1059000.0,,,,,
2024-07-03,53.900001525878906,54.7400016784668,53.13999938964844,53.59999847412109,679500.0,,,,,
2024-07-05,53.09999847412109,53.68999862670898,52.310001373291016,53.68999862670898,1078300.0,,,,,
2024-07-08,53.22999954223633,54.82899856567383,53.16999816894531,53.65999984741211,1051400.0,,,,,
2024-07-09,55.02999877929688,55.150001525878906,52.83000183105469,53.25,903400.0,,,,,
2024-07-10,55.560001373291016,55.93999862670898,54.09000015258789,55.52000045776367,911000.0,,,,,
2024-07-11,56.810001373291016,60.20000076293945,56.56999969482422,57.380001068115234,1976400.0,,,,,
2024-07-12,57.900001525878906,58.84000015258789,56.6349983215332,57.380001068115234,1388800.0,,,,,
2024-07-15,57.459999084472656,58.459999084472656,56.5,57.95000076293945,1018400.0,,,,,
2024-07-16,62.75,63.68000030517578,57.41999816894531,57.720001220703125,3079400.0,,,,,
2024-07-17,60.47999954223633,63.38999938964844,60.2599983215332,61.13999938964844,1588400.0,,,,,
2024-07-18,56.209999084472656,61.470001220703125,55.81999969482422,60.84000015258789,1957700.0,,,,,
2024-07-19,54.560001373291016,56.209999084472656,54.0099983215332,56.08000183105469,1391700.0,,,,,
2024-07-22,56.2400016784668,56.38999938964844,54.060001373291016,55.20000076293945,1209600.0,,,,,
2024-07-23,57.18999862670898,58.4900016784668,55.93000030517578,56.08000183105469,962200.0,,,,,
2024-07-24,55.38999938964844,57.20000076293945,55.2599983215332,56.18999862670898,1051400.0,,,,,
2024-07-25,57.56999969482422,58.7599983215332,55.310001373291016,55.380001068115234,1086000.0,,,,,
2024-07-26,57.91999816894531,59.77000045776367,57.34999847412109,58.4900016784668,866900.0,,,,,
2024-07-29,58.5,59.06999969482422,56.5,57.95000076293945,800200.0,,,,,
2024-07-30,56.40999984741211,58.040000915527344,55.83000183105469,57.91999816894531,1288300.0,,,,,
2024-07-31,57.290000915527344,59.5,56.02000045776367,56.72999954223633,1030900.0,,,,,
2024-08-01,54.84999847412109,57.68000030517578,54.619998931884766,57.38999938964844,1363700.0,,,,,
2024-08-02,51.11000061035156,53.150001525878906,49.72999954223633,53.0,2557300.0,,,,,
2024-08-05,49.65999984741211,50.18000030517578,44.803001403808594,44.95000076293945,2535200.0,,,,,
2024-08-06,49.33000183105469,51.11000061035156,48.0,50.209999084472656,1578700.0,,,,,
2024-08-07,47.27000045776367,50.459999084472656,46.900001525878906,50.459999084472656,1599800.0,,,,,
2024-08-08,47.86000061035156,48.459999084472656,46.650001525878906,47.54999923706055,1230600.0,,,,,
2024-08-09,47.0099983215332,49.18999862670898,46.56999969482422,48.2599983215332,998700.0,,,,,
2024-08-12,46.90999984741211,47.64599990844727,46.05199813842773,47.040000915527344,985100.0,,,,,
2024-08-13,48.220001220703125,48.5,46.56999969482422,47.09999847412109,940000.0,,,,,
2024-08-14,46.40999984741211,48.5,45.61000061035156,48.5,1789000.0,,,,,
2024-08-15,48.84999847412109,48.93999862670898,47.22999954223633,47.77000045776367,1391200.0,,,,,
2024-08-16,47.84999847412109,48.68000030517578,47.33000183105469,48.34999847412109,1062400.0,,,,,
2024-08-19,49.83000183105469,49.880001068115234,47.400001525878906,47.84999847412109,949600.0,,,,,
2024-08-20,49.06999969482422,50.72700119018555,48.91999816894531,49.75,959400.0,,,,,
2024-08-21,49.9900016784668,50.220001220703125,49.0,49.380001068115234,1110500.0,,,,,
2024-08-22,47.5,50.09999847412109,47.34000015258789,50.04999923706055,1118100.0,,,,,
2024-08-23,48.68999862670898,49.2400016784668,47.16999816894531,47.9900016784668,851700.0,,,,,
