Date,Close,High,Low,Open,Volume,"('Close', 'DASH')","('High', 'DASH')","('Low', 'DASH')","('Open', 'DASH')","('Volume', 'DASH')"
2024-06-03,110.81999969482422,110.81999969482422,108.16999816894533,110.25,2776900.0,,,,,
2024-06-04,111.3000030517578,112.01799774169922,110.38500213623048,110.5500030517578,3334000.0,,,,,
2024-06-05,110.58000183105467,113.80999755859376,110.4000015258789,112.0,3775200.0,,,,,
2024-06-06,114.06999969482422,114.4229965209961,110.91000366210938,110.93000030517578,4206300.0,,,,,
2024-06-07,113.2699966430664,114.98999786376952,111.8000030517578,113.66999816894533,2909000.0,,,,,
2024-06-10,112.25,113.2699966430664,108.86000061035156,112.87000274658205,4788100.0,,,,,
2024-06-11,113.0,113.31800079345705,111.33999633789062,112.3000030517578,2376700.0,,,,,
2024-06-12,115.0500030517578,115.69000244140624,112.47000122070312,114.5,2752200.0,,,,,
2024-06-13,113.7699966430664,115.54000091552734,113.01000213623048,115.4499969482422,2851000.0,,,,,
2024-06-14,112.0500030517578,113.01000213623048,110.70999908447266,112.8000030517578,1805000.0,,,,,
2024-06-17,112.69000244140624,112.97000122070312,110.1500015258789,111.3499984741211,2683800.0,,,,,
2024-06-18,112.91000366210938,114.18000030517578,111.87000274658205,113.0,3191100.0,,,,,
2024-06-20,110.20999908447266,114.44000244140624,109.6500015258789,113.33999633789062,3226300.0,,,,,
2024-06-21,113.87999725341795,114.30500030517578,109.72000122070312,110.43000030517578,7913300.0,,,,,
2024-06-24,110.6999969482422,114.02999877929688,110.05999755859376,113.12999725341795,4157000.0,,,,,
2024-06-25,112.08000183105467,114.37999725341795,110.68000030517578,110.97000122070312,4279900.0,,,,,
2024-06-26,111.08000183105467,113.02999877929688,110.16999816894533,111.16000366210938,2031100.0,,,,,
2024-06-27,110.58000183105467,111.43000030517578,109.44000244140624,111.25,3655500.0,,,,,
2024-06-28,108.77999877929688,110.81999969482422,108.29000091552734,110.36000061035156,12262000.0,,,,,
2024-07-01,108.51000213623048,108.63999938964844,105.94000244140624,107.5999984741211,3760000.0,,,,,
2024-07-02,107.4499969482422,108.29000091552734,105.9000015258789,108.29000091552734,3990500.0,,,,,
2024-07-03,107.62000274658205,109.5199966430664,107.23500061035156,107.3000030517578,1628100.0,,,,,
2024-07-05,110.95999908447266,111.30999755859376,106.26000213623048,107.37000274658205,2665500.0,,,,,
2024-07-08,109.04000091552734,110.95999908447266,108.62000274658205,110.95999908447266,2636400.0,,,,,
2024-07-09,108.9499969482422,112.16999816894533,107.9499969482422,109.79000091552734,3633600.0,,,,,
2024-07-10,106.0,109.63999938964844,102.1500015258789,109.63999938964844,6414000.0,,,,,
2024-07-11,105.41999816894533,106.8499984741211,104.25,106.11000061035156,2798500.0,,,,,
2024-07-12,105.0,106.70999908447266,104.7699966430664,106.12000274658205,3315900.0,,,,,
2024-07-15,105.6500015258789,105.6500015258789,103.58999633789062,105.12000274658205,3662100.0,,,,,
2024-07-16,108.73999786376952,109.62000274658205,106.9800033569336,107.4800033569336,4555700.0,,,,,
2024-07-17,103.16000366210938,107.86000061035156,102.79000091552734,107.33999633789062,4118700.0,,,,,
2024-07-18,100.27999877929688,104.33000183105467,99.88999938964844,103.05999755859376,6227000.0,,,,,
2024-07-19,106.0999984741211,106.20999908447266,102.5199966430664,103.5,5783000.0,,,,,
2024-07-22,104.5,107.70999908447266,104.3550033569336,106.58000183105467,3810300.0,,,,,
2024-07-23,105.76000213623048,106.7699966430664,104.47000122070312,104.91000366210938,3193900.0,,,,,
2024-07-24,102.45999908447266,105.12999725341795,101.91000366210938,104.5199966430664,3872600.0,,,,,
2024-07-25,100.77999877929688,107.25,99.31999969482422,102.88999938964844,7356000.0,,,,,
2024-07-26,104.73999786376952,106.6500015258789,102.80999755859376,104.08999633789062,4026200.0,,,,,
2024-07-29,105.98999786376952,106.66999816894533,104.62000274658205,105.16999816894533,3032700.0,,,,,
2024-07-30,107.20999908447266,108.47599792480467,105.33999633789062,106.58999633789062,4037200.0,,,,,
2024-07-31,110.72000122070312,111.72000122070312,108.72000122070312,109.83000183105467,5076300.0,,,,,
2024-08-01,108.1999969482422,112.7699966430664,105.90599822998048,108.62000274658205,7965400.0,,,,,
2024-08-02,117.2300033569336,119.58999633789062,113.61000061035156,116.66000366210938,12666600.0,,,,,
2024-08-05,121.3000030517578,121.37999725341795,106.20999908447266,106.30500030517578,11560100.0,,,,,
2024-08-06,122.63999938964844,124.77999877929688,120.91000366210938,122.48999786376952,6530100.0,,,,,
2024-08-07,121.48999786376952,126.37000274658205,121.41000366210938,123.80999755859376,7086600.0,,,,,
2024-08-08,124.76000213623048,125.9000015258789,121.18000030517578,122.11000061035156,5212400.0,,,,,
2024-08-09,123.80999755859376,125.58000183105467,123.4000015258789,124.70999908447266,3907800.0,,,,,
2024-08-12,124.04000091552734,124.56999969482422,121.44000244140624,123.52999877929688,2822700.0,,,,,
2024-08-13,127.94000244140624,128.69000244140625,123.87999725341795,124.19000244140624,3697800.0,,,,,
2024-08-14,126.93000030517578,128.75,124.9000015258789,128.19000244140625,3127400.0,,,,,
2024-08-15,130.2899932861328,130.5500030517578,126.5,127.54000091552734,3438400.0,,,,,
2024-08-16,129.02999877929688,130.5800018310547,127.16999816894533,129.64999389648438,4485200.0,,,,,
2024-08-19,129.55999755859375,130.00999450683594,127.41000366210938,129.60000610351562,2247500.0,,,,,
2024-08-20,127.54000091552734,129.30999755859375,125.29000091552734,128.41000366210938,5557600.0,,,,,
2024-08-21,129.4499969482422,129.7100067138672,126.63999938964844,127.83000183105467,2154100.0,,,,,
2024-08-22,128.8000030517578,131.2100067138672,128.63499450683594,129.77000427246094,1995000.0,,,,,
2024-08-23,128.80999755859375,130.45899963378906,128.1699981689453,129.38999938964844,1876900.0,,,,,
