Date,Close,High,Low,Open,Volume,"('Close', 'MRVI')","('High', 'MRVI')","('Low', 'MRVI')","('Open', 'MRVI')","('Volume', 'MRVI')"
2024-06-03,8.75,9.041000366210938,8.65999984741211,8.869999885559082,2248700.0,,,,,
2024-06-04,8.699999809265137,8.789999961853027,8.494999885559082,8.760000228881836,1635400.0,,,,,
2024-06-05,8.609999656677246,8.8100004196167,8.585000038146973,8.760000228881836,1220800.0,,,,,
2024-06-06,8.460000038146973,8.640000343322754,8.399999618530273,8.569999694824219,1362200.0,,,,,
2024-06-07,8.609999656677246,8.880000114440918,8.319999694824219,8.34000015258789,2054100.0,,,,,
2024-06-10,8.430000305175781,8.609999656677246,8.364999771118164,8.470000267028809,1703000.0,,,,,
2024-06-11,8.109999656677246,8.449999809265137,8.100000381469727,8.449999809265137,2098700.0,,,,,
2024-06-12,7.880000114440918,8.34000015258789,7.795000076293945,8.279999732971191,2079400.0,,,,,
2024-06-13,7.760000228881836,7.885000228881836,7.690000057220459,7.880000114440918,1260700.0,,,,,
2024-06-14,7.519999980926514,7.760000228881836,7.460000038146973,7.710000038146973,1556300.0,,,,,
2024-06-17,7.21999979019165,7.53000020980835,7.130000114440918,7.489999771118164,2194200.0,,,,,
2024-06-18,6.889999866485596,7.25,6.875,7.190000057220459,1992800.0,,,,,
2024-06-20,7.010000228881836,7.010000228881836,6.730000019073486,6.980000019073486,1705700.0,,,,,
2024-06-21,7.239999771118164,7.364999771118164,7.074999809265137,7.139999866485596,2330600.0,,,,,
2024-06-24,7.070000171661377,7.340000152587891,6.989999771118164,7.269999980926514,1420000.0,,,,,
2024-06-25,6.869999885559082,7.099999904632568,6.829999923706055,7.070000171661377,1836300.0,,,,,
2024-06-26,6.940000057220459,6.985000133514404,6.670000076293945,6.840000152587891,2415100.0,,,,,
2024-06-27,7.079999923706055,7.110000133514404,6.760000228881836,6.940000057220459,2315100.0,,,,,
2024-06-28,7.159999847412109,7.380000114440918,7.039999961853027,7.110000133514404,15917700.0,,,,,
2024-07-01,6.940000057220459,7.329999923706055,6.929999828338623,7.210000038146973,1771400.0,,,,,
2024-07-02,6.840000152587891,6.920000076293945,6.715000152587891,6.920000076293945,1961600.0,,,,,
2024-07-03,6.989999771118164,7.034999847412109,6.739999771118164,6.829999923706055,1739800.0,,,,,
2024-07-05,6.989999771118164,7.085000038146973,6.84499979019165,6.989999771118164,783000.0,,,,,
2024-07-08,7.349999904632568,7.46999979019165,7.010000228881836,7.010000228881836,1946000.0,,,,,
2024-07-09,7.570000171661377,7.574999809265137,7.199999809265137,7.349999904632568,1772000.0,,,,,
2024-07-10,7.71999979019165,7.730000019073486,7.309999942779541,7.610000133514404,1649400.0,,,,,
2024-07-11,8.600000381469727,8.699999809265137,7.789999961853027,7.800000190734863,3657600.0,,,,,
2024-07-12,8.9399995803833,8.984999656677246,8.609999656677246,8.739999771118164,1734900.0,,,,,
2024-07-15,8.760000228881836,9.100000381469728,8.739999771118164,9.0,1854300.0,,,,,
